Subject,Catalog Nbr,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,CR,I,NC,W,P,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6,instructor_id,instructor_name_normalized,title
ACCT,2302,008,7,8,6,4,6,8,10,1,4,2,1,1,1,,,,,,"Pereira Pinto, Jedson","Shivaani, MV",,,,,jpp200002,jedson pinto,Introductory Management Accounting 
ACCT,2302,501,4,7,8,6,8,2,3,1,,3,2,,6,,,,6,,"Janakiraman, Surya N","Ai, Lanru",,,,,suryaj,surya janakiraman,Introductory Management Accounting 
ACCT,3101,PPA,,,,,,,,,,,,,,76,,,,,"Bortz, Tiffany A","Mckenzie, Dylan",,,,,tabortz,tiffany bortz,
ACCT,3312,001,13,14,10,16,4,1,1,,,,,,1,,,,,,"Johnson, Jennifer G","Soppannavar, Gauri C",,,,,jxj091000,jennifer johnson,Fundamentals of Accounting Analytics 
ACCT,3322,001,,10,,2,8,3,,5,1,,,,5,,,,4,,"Goodrich, Mary Beth W","Rashmi, Richa",,,,,goodrich,mary beth goodrich,Integrated Accounting Information Systems 
ACCT,3331,001,10,8,6,,4,5,6,,2,3,1,1,,,,,2,,"Zhou, Yibin","Ai, Lanru",,,,,yxz066000,yibin zhou,Intermediate Financial Accounting I 
ACCT,3331,002,8,6,3,,3,14,5,,,3,,,3,,,,2,,"Zhou, Yibin","Ai, Lanru",,,,,yxz066000,yibin zhou,Intermediate Financial Accounting I 
ACCT,3331,501,9,6,1,3,1,4,1,,,,,,,,,,1,,"Kim, Tae Wook","Liu, Ruichao",,,,,txk230025,tae kim,Intermediate Financial Accounting I 
ACCT,3332,001,7,8,1,6,8,4,,9,,1,9,1,3,,,,4,,"Bortz, Tiffany A","Mckenzie, Dylan",,,,,tabortz,tiffany bortz,Intermediate Financial Accounting II 
ACCT,3332,501,,,2,1,3,4,2,2,1,1,,,4,,,,3,,"Cheng, Samuel",,,,,,sxc109021,samuel cheng,Intermediate Financial Accounting II 
ACCT,3341,001,5,4,8,7,7,4,4,5,4,,,,,,,,,,"Sadka, Gil","Wang, Xiao",,,,,gxs143630,gil sadka,Cost Management Systems 
ACCT,3341,002,7,13,7,4,3,5,2,4,3,,,,,,,,,,"Sadka, Gil","Wang, Xiao",,,,,gxs143630,gil sadka,Cost Management Systems 
ACCT,3341,501,5,3,4,5,4,6,6,7,7,,,,,,,,1,,"Sadka, Gil","Wang, Xiao",,,,,gxs143630,gil sadka,Cost Management Systems 
ACCT,3350,501,,9,13,8,15,5,2,6,,,,,1,,1,,,,"Frost, Sandra M","Muse, Abigail M",,,,,sms151730,sandra frost,Fundamentals of Taxation 
ACCT,3350,PPA,4,12,13,11,9,6,10,2,1,3,3,,,,,,,,"Gamino, John P",,,,,,jpg140630,john gamino,
ACCT,4301,501,3,5,6,5,3,3,5,2,2,1,,,1,,,,5,,"Hagen, John","Batchala, Shashank Prapoorna",,,,,jch013200,john hagen,Database Systems 
ACCT,4334,001,,8,,,7,,1,10,,,1,,,,,,,,"Linsteadt, Chris C",,,,,,ccl019000,chris linsteadt,Auditing 
ACCT,4334,501,,14,,1,13,,,11,1,,2,,2,,,,,,"Linsteadt, Chris C",,,,,,ccl019000,chris linsteadt,Auditing 
ACCT,4337,501,1,2,2,3,5,3,3,3,4,1,1,,1,,,,5,,"Ballew, Gregory","Soppannavar, Gauri C",,,,,geb011100,gregory ballew,Business Valuation 
ACCT,4340,001,16,8,,4,3,4,1,3,1,3,1,,2,,,,,,"Johnson, Jennifer G","Bull, Garrett M",,,,,jxj091000,jennifer johnson,Survey of Accounting Software 
ACCT,4342,501,5,4,11,5,6,7,10,4,1,2,,,,,,,1,,"Johnson, Jennifer G","Bull, Garrett M",,,,,jxj091000,jennifer johnson,Accounting Information Systems and Financial Reporting 
ACCT,4342,PP1,11,7,4,3,2,1,,,,,,,,,,,,,"Johnson, Jennifer G","Bull, Garrett M",,,,,jxj091000,jennifer johnson,
ACCT,4342,PP2,13,12,9,4,1,,,,,,,,,,,,,,"Johnson, Jennifer G","Bull, Garrett M",,,,,jxj091000,jennifer johnson,
ACCT,4V80,PPA,,,,,,,,,,,,,,61,,,,,"Bortz, Tiffany A","Mckenzie, Dylan","Muse, Abigail M",,,,tabortz,tiffany bortz,
ACCT,6202,501,,4,,4,3,,8,3,,,,,,,,,1,,"Dai, Zhonglan","Parupati, Sunil K",,,,,zxd051000,zhonglan dai,Accounting for Managerial Decision Making and Control 
ACCT,6202,CW1,,8,3,,1,,,,,,,,,,,,,,"Sadka, Gil",,,,,,gxs143630,gil sadka,
ACCT,6202,GW1,,11,2,2,4,,,1,,,,,1,,,,,,"Sadka, Gil",,,,,,gxs143630,gil sadka,
ACCT,6202,MBC,,10,3,10,7,2,9,3,,,,,,,,,,,"Dai, Zhonglan","Parupati, Sunil K",,,,,zxd051000,zhonglan dai,
ACCT,6202,MBP,,9,,,8,1,,5,,,,,,,,,,,"Dai, Zhonglan","Parupati, Sunil K",,,,,zxd051000,zhonglan dai,
ACCT,6202,XH1,,14,2,1,2,1,,,,,,,,,,,,,"Sadka, Gil",,,,,,gxs143630,gil sadka,
ACCT,6291,SS1,,38,,,19,,,1,,,,,,,,,1,,"Zolton, Kathy",,,,,,kxz121730,kathy zolton,
ACCT,6292,SS1,,38,,,16,,,2,,,,,1,,,,,,"Linsteadt, Chris C",,,,,,ccl019000,chris linsteadt,
ACCT,6293,SS1,,41,,,19,,,,,,,,,,,,,,"Betanzos, Christina L","Solcher, Steven J",,,,,clb120030,christina betanzos,
ACCT,6301,0W1,,6,11,10,6,7,6,,,,,,2,,,,,,"Ali, Ashiq","Liu, Ruichao",,,,,axa042200,ashiq ali,Financial Accounting 
ACCT,6301,501,,22,2,11,8,3,4,4,,,,,2,,,,,,"Ballew, Gregory","Soppannavar, Gauri C",,,,,geb011100,gregory ballew,Financial Accounting 
ACCT,6301,CW1,,11,1,1,1,,,,,,,,,,,,,,"Barden, John P",,,,,,jpb063000,john barden,
ACCT,6305,001,,24,8,7,1,,,,,,,,,,,,,,"Kim, Tae Wook","Liu, Ruichao",,,,,txk230025,tae kim,Accounting for Managers 
ACCT,6305,002,,15,4,6,1,,,,,,,,,,,,,,"Kim, Tae Wook","Liu, Ruichao",,,,,txk230025,tae kim,Accounting for Managers 
ACCT,6305,501,,8,3,3,,,,,,,,,,,,,2,,"Kim, Tae Wook","Liu, Ruichao",,,,,txk230025,tae kim,Accounting for Managers 
ACCT,6309,0W1,,1,1,4,2,,1,1,,,,,,,,,,,"Islam, Naser","Tomar, Geetanjali",,,,,nxi110630,naser islam,Business Data Warehousing 
ACCT,6320,0W1,,3,1,4,2,2,1,,,,,,,,,,,,"Cavusoglu, Huseyin","Goswami, Garima",,,,,huseyin,huseyin cavusoglu,Database Foundations 
ACCT,6330,501,,5,,2,3,,,4,,,,,2,,,,1,,"Cready, William M","Weber, Josiah C",,,,,wmc041000,william cready,Intermediate Financial Accounting I 
ACCT,6331,5W1,,8,5,4,1,1,1,,,,,,,,,,2,,"Janakiraman, Surya N","Ai, Lanru",,,,,suryaj,surya janakiraman,Cost Accounting  Foundations and Evolutions 
ACCT,6332,5W1,,10,,,8,,,3,,,,,,,,,,,"Zolton, Kathy","Weber, Josiah C",,,,,kxz121730,kathy zolton,Intermediate Financial Accounting II 
ACCT,6333,501,,9,,,8,,,4,,,,,1,,,,1,,"Zolton, Kathy","Weber, Josiah C",,,,,kxz121730,kathy zolton,Advanced Financial Reporting 
ACCT,6335,0W1,,13,5,15,8,2,3,1,,,,,,,,,1,,"Bortz, Tiffany A","Muse, Abigail M",,,,,tabortz,tiffany bortz,Ethics for Professional Accountants 
ACCT,6335,PP1,,8,12,3,2,2,,,,,,,,,,,,,"Bortz, Tiffany A","Muse, Abigail M",,,,,tabortz,tiffany bortz,
ACCT,6335,PP2,,17,,15,8,,,,,,,,,,,,,,"Bortz, Tiffany A","Muse, Abigail M",,,,,tabortz,tiffany bortz,
ACCT,6336,001,,14,5,4,14,2,,,,,,,,,,,,,"Mauriello, Joseph A","Tran, Bao G",,,,,jam151430,joseph mauriello,Information Technology Audit and Risk Management 
ACCT,6338,0W1,,8,2,3,6,3,,3,,,,,1,,,,3,,"Goodrich, Mary Beth W","Rashmi, Richa",,,,,goodrich,mary beth goodrich,Accounting Systems Integration and Configuration 
ACCT,6344,501,,15,7,,,,,,,,,,,,,,,,"Solcher, Steven J","Li, Catherine X",,,,,sjs107020,steven solcher,Financial Statement Analysis 
ACCT,6353,501,,8,2,3,8,3,4,7,,,,,1,,,,,,"Gamino, John P",,,,,,jpg140630,john gamino,Fundamentals of Taxation II 
ACCT,6353,PP1,,5,11,15,8,,,,,,,,,,,,,,"Solcher, Steven J","Li, Catherine X",,,,,sjs107020,steven solcher,
ACCT,6356,PP1,,26,2,,,,,,,,,,,,,,,,"Gamino, John P",,,,,,jpg140630,john gamino,
ACCT,6374,501,,23,12,9,1,3,,,,,,,,,,,,,"Mauriello, Joseph A","Tran, Bao G",,,,,jam151430,joseph mauriello,Advanced Data Analytics for Accountants and Auditors 
ACCT,6380,501,,12,4,6,3,,,,,,,,,,,,1,,"Mauriello, Joseph A",,,,,,jam151430,joseph mauriello,Internal Audit 
ACCT,6384,501,,9,11,2,2,1,,,,,,,,,1,,1,,"Kromer, Jeffrey R","Li, Catherine X",,,,,jrk013000,jeffrey kromer,Analytical Reviews Using Audit Software 
ACCT,6392,501,,4,9,8,,,,,,,,,,,,,,,"Mauriello, Joseph A",,,,,,jam151430,joseph mauriello,Advanced Auditing 
ACN,5314,001,,23,,,8,,,,,,,,,,1,,1,,"Golden, Richard M","Malaiya, Ritesh K",,,,,golden,richard golden,Computational Modeling Methods in Behavioral and Brain Sciences 
ACN,6313,001,,1,4,3,4,,1,,,,,,,,,,,,"Fearon, Danielle","Latteri, Christopher W",,,,,dxf220005,danielle fearon,Research Methods in Behavioral and Brain Sciences - Part II 
ACN,6330,001,,5,,1,3,1,,1,,,,,1,,,,,,"Seaman, Kendra L",,,,,,kls190004,kendra seaman,Cognitive Science 
ACN,6332,001,,18,,2,,,1,,,,,,,,,,,,"Raman, Rachna",,,,,,rxr076000,rachna raman,Perception 
ACN,6338,001,,6,,,4,,,2,,,,,,,,,,,"Kennedy, Kristen M",,,,,,kmk082000,kristen kennedy,Functional Neuroanatomy 
ACN,6342,0W1,,18,4,1,,,1,,,,,,,,,,1,,"Orrick, Erika D",,,,,,edo042000,erika orrick,Applied Human-Computer Interaction 
ACN,6346,001,,6,,,6,,,,,,,,1,,,,1,,"Rincon, Millie",,,,,,mxr210064,millie rincon,Systems Neuroscience 
ACN,6374,0H1,,11,1,,,,,,,,,,,,,,,,"Jahangiri, Faisal R",,,,,,frj190000,faisal jahangiri,Intraoperative Neurophysiological Monitoring 
ACN,6V71,013,,,,,,,,,,,,,,,,,1,13,"Golden, Richard M",,,,,,golden,richard golden,
ACN,6V81,0H1,,2,5,2,,1,1,1,,,,,,,,,,,"Maqbool, Mohsin",,,,,,mxm210090,mohsin maqbool,Special Topics in Applied Cognition and Neuroscience 
ACN,6V81,502,,18,,,,,,,,,,,,,,,1,,"Estevez, Leonardo W",,,,,,lwe071000,leonardo estevez,Special Topics in Applied Cognition and Neuroscience 
ACN,7343,001,,8,3,,3,,,,,,,,,,,,,,"Thompson, Lucien T",,,,,,tres,lucien thompson,Neuropharmacology 
ACN,7372,001,,8,2,,,,,,,,,,,,,,,,"Burton, Michael D",,,,,,mdb150330,michael burton,Seminar in Neuroscience 
ACN,7372,002,,1,1,4,2,4,,1,,,,,,,,,,,"Nguyen, Lena H",,,,,,lxn220014,,Seminar in Neuroscience 
ACTS,4301,001,6,,2,1,1,3,1,1,1,,2,,2,,,,,,"Makhijani, Neha","Xu, Xiufeng",,,,,nxm165130,neha makhijani,Long Term Actuarial Mathematics I 
ACTS,4302,001,2,2,1,1,5,1,4,1,1,2,2,1,1,,,,,,"Humphreys, Natalia","Xu, Xiufeng",,,,,nah103020,natalia humphreys,Investment and Financial Markets 
ACTS,4305,001,1,1,,2,,3,2,,2,1,2,2,,,,,,,"Humphreys, Natalia","Liu, Jingzhou",,,,,nah103020,natalia humphreys,Short Term Actuarial Mathematics II 
ACTS,4310,001,4,2,4,2,,,,,,,,,,,,,,,"Hong, Liang",,,,,,lxh019000,liang hong,Predictive Analytics 
AHST,1303,001,31,17,21,10,14,6,4,3,1,2,,,1,,,,2,,"McDonald, Jacquelyn D","Alake, Olaoluwa J","Daneshvarkashkooli, Marjan",,,,jmd074000,jacquelyn mcdonald,Survey of Western Art History  Ancient to Medieval 
AHST,1303,002,33,24,21,11,3,4,2,3,3,,,,8,,,,2,,"McDonald, Jacquelyn D","Zhang, Shengxin","Ghahari Kermani, Arash",,,,jmd074000,jacquelyn mcdonald,Survey of Western Art History  Ancient to Medieval 
AHST,2331,001,,21,7,5,7,6,1,,,1,3,3,9,,,,2,,"Terranova, Charissa N","Okwulogu, Maureen","Vega Mora, Brenda G",,,,cxt074100,charissa terranova,Understanding Art 
AHST,2331,HN1,13,10,1,,,,,,,,,,,,,,,,"Avram, Danielle M",,,,,,avram,danielle avram,Understanding Art 
AHST,3318,001,,14,3,,3,2,2,1,,1,,1,2,,,,2,,"Terranova, Charissa N",,,,,,cxt074100,charissa terranova,Contemporary Art 
AHST,4342,001,33,12,,,,,,,,,,,1,,,,,,"Alibhai, AliAsgar H",,,,,,aha180002,ali alibhai,Topics in Art History 
AMS,2300,001,12,3,4,,3,,1,,1,,,,3,,,,2,,"Hammonds, Kyle",,,,,,kxh230016,kyle hammonds,American Popular Culture 
AMS,2300,002,11,15,13,1,1,,,1,,,,,,,,,,,"Lusk, Marc L",,,,,,mxl121730,marc lusk,American Popular Culture 
AMS,2341,001,,16,8,10,20,3,4,2,,,,,1,,,,4,,"Naqvi, Syed K",,,,,,skn180000,syed naqvi,American Studies for the Twenty-First Century 
AMS,3316,0W1,14,4,5,3,4,2,,1,2,1,,,5,,,,1,,"Winstead, Elizabeth L",,,,,,lwm061000,elizabeth winstead,Interpersonal Communication 
AMS,3350,0W1,14,7,5,2,4,,,1,,,,1,3,,,,3,,"Winstead, Elizabeth L",,,,,,lwm061000,elizabeth winstead,Crisis Communication 
AMS,4300,5H1,12,6,3,,3,1,2,,,,,,2,,,,1,,"Ross, Alyssa N",,,,,,anr161130,alyssa ross,Oral and Written Communication for the Classroom 
ANGM,2303,001,7,21,39,8,4,5,,3,1,,,,1,,,,,,"Grieshaber, Amy","Piantino, Raquel C","Homsher, Natalie G",,,,axg230118,amy grieshaber,Project Management for Arts  Technology  and Emerging Communication I 
ANGM,2303,002,2,4,18,8,7,5,3,,,,,1,,,,,,,"Denner, Grace A",,,,,,gad200002,,Project Management for Arts  Technology  and Emerging Communication I 
ANGM,2305,0W1,14,8,6,4,4,6,1,1,1,,1,,5,,,,5,,"Lim, Fengjie","Cressman, Benjamin I",,,,,fxl200000,fengjie lim,Programming for Digital Arts 
ANGM,2309,0W1,10,4,12,3,1,4,1,1,1,2,,,2,,,,3,,"Griffin, Troy","Khamsehnezhad, Mozhdeh",,,,,txg121730,troy griffin,Drawing for Animation 
ANGM,2309,0W2,17,20,5,2,2,,1,,,,,,,,,,2,,"Fechter, Todd A","Wood, Lorin W",,,,,taf051000,todd fechter,Drawing for Animation 
ANGM,2310,0H1,49,24,23,12,10,1,1,2,1,2,2,5,11,,,,8,,"Lewis, Timothy M","De Sagun, Jerrick Jay A","Gutierrez, Joseph W","Ahr, Allanah G","Fernandez, Daniel S","Clarke, Alissa C",tml062000,timothy lewis,Animation and Game Fundamentals 
ANGM,2325,001,8,8,10,9,1,1,3,2,2,,2,,,,,,1,,"Caldwell, Bryon A","Wheeler, Jonathan M",,,,,bac190003,bryon caldwell,History of Visual Effects 
ANGM,2345,001,5,9,5,2,6,1,,,,,,,1,,,,1,,"Gupta-Fitzgerald, Harold E",,,,,,hxf170830,hal fitzgerald,Introduction to Audio Production 
ANGM,2345,002,6,2,9,3,1,3,,,2,,,,1,,,,1,,"Gupta-Fitzgerald, Harold E",,,,,,hxf170830,hal fitzgerald,Introduction to Audio Production 
ANGM,2345,003,8,3,4,,1,1,1,1,1,,,,2,,,,1,,"Marks, David",,,,,,dem160430,david marks,Introduction to Audio Production 
ANGM,2345,004,9,8,6,1,1,3,,,1,,,,1,,,,,,"Marks, David",,,,,,dem160430,david marks,Introduction to Audio Production 
ANGM,2375,001,,90,1,,,1,2,,,,1,,3,,,,,,"Evans, Monica J","Kusupati, Anish C","Kim, Da Hyun",,,,mevans,monica evans,History of Games 
ANGM,3305,001,,2,5,2,6,6,2,4,,,,,1,,,,1,,"McComber, Sean J","Subochev, Andrei",,,,,sxm129130,sean mccomber,Computer Animation I 
ANGM,3305,501,,22,,,4,,,1,,,,,,,,,2,,"Manriquez, Robert J",,,,,,rjm107020,,Computer Animation I 
ANGM,3305,502,,21,,,4,,,2,,,1,,2,,,,,,"Manriquez, Robert J",,,,,,rjm107020,,Computer Animation I 
ANGM,3306,001,1,5,8,2,3,,1,1,2,1,,1,3,,,,,,"Boyd, Elizabeth S","Wu, Benjamin",,,,,esp041000,elizabeth boyd,Modeling and Texturing I 
ANGM,3306,002,,1,,2,6,4,1,5,4,1,2,,3,,,,1,,"Johnson, Casey A",,,,,,caj150430,casey johnson,Modeling and Texturing I 
ANGM,3306,003,,7,4,2,8,,1,,,1,2,,1,,,,3,,"Boyd, Elizabeth S","Wu, Benjamin",,,,,esp041000,elizabeth boyd,Modeling and Texturing I 
ANGM,3306,501,3,8,2,2,4,,2,,4,,1,1,3,,,,,,"Khamnouane, Singkham S",,,,,,ssk013000,singkham khamnouane,Modeling and Texturing I 
ANGM,3307,001,,8,7,7,1,,2,,,1,,,1,,,,1,,"McCord, Peter A",,,,,,pam062000,peter mccord,Lighting and Composition I 
ANGM,3307,002,2,4,9,6,3,,1,1,,1,,,3,,,,,,"McCord, Peter A",,,,,,pam062000,peter mccord,Lighting and Composition I 
ANGM,3308,001,,1,2,6,4,1,,3,2,,2,,8,,,,,,"Johnson, Casey A",,,,,,caj150430,casey johnson,Rigging I 
ANGM,3308,002,,2,3,4,3,5,4,2,,,,,6,,1,,,,"Johnson, Casey A",,,,,,caj150430,casey johnson,Rigging I 
ANGM,3310,001,2,1,5,3,5,1,1,1,3,1,,,3,,,,,,"Lim, Fengjie",,,,,,fxl200000,fengjie lim,Introduction to Proceduralism 
ANGM,3311,001,5,2,5,2,3,4,2,,3,1,,1,1,,,,1,,"Lim, Fengjie",,,,,,fxl200000,fengjie lim,Scripting for Animation 
ANGM,3311,002,,2,1,1,4,1,3,2,3,4,5,1,3,,,,,,"Johnson, Casey A",,,,,,caj150430,casey johnson,Scripting for Animation 
ANGM,3313,001,,2,1,2,4,2,,1,2,1,,,,,,,1,,"Gardner, Frederick",,,,,,fxg230003,frederick gardner,2D Animation 
ANGM,3313,002,2,2,3,,2,1,,2,,,,,1,,2,,4,,"Gardner, Frederick",,,,,,fxg230003,frederick gardner,2D Animation 
ANGM,3315,001,10,7,8,3,2,,,,,,,,,,,,,,"Veras de Souza, Christine",,,,,,cxv180000,christine veras de souza,Animation Studies 
ANGM,3315,002,1,7,6,6,4,2,,2,,1,,,,,,,,,"Grieshaber, Amy",,,,,,axg230118,amy grieshaber,Animation Studies 
ANGM,3315,0S1,13,4,6,1,,,1,,,,,,,,,,,,"Veras de Souza, Christine",,,,,,cxv180000,christine veras de souza,Animation Studies 
ANGM,3320,001,3,4,5,,3,,,,,,,2,,,,,1,,"Salter, Monika M",,,,,,mxs176131,monika salter,Stop Motion Animation 
ANGM,3338,001,9,4,8,2,2,,,,1,1,,,3,,,,,,"Griffin, Troy",,,,,,txg121730,troy griffin,Motion Design I 
ANGM,3338,002,21,3,1,,,1,,1,,,,,2,,,,,,"Griffin, Troy","Chaudhary, Anisha",,,,,txg121730,troy griffin,Motion Design I 
ANGM,3365,001,9,7,11,1,,,,,,1,,,,,,,,,"Christopher, Timothy V","Schoonover, Richard",,,,,khimbar,timothy christopher,Game Design I 
ANGM,3365,501,7,16,4,2,,1,,,,,,,,,,,,,"Billingslea, Steven L",,,,,,slb073000,steven billingslea,Game Design I 
ANGM,3366,001,11,6,6,2,1,2,1,,1,,,,,,,,,,"Murray, Jack A",,,,,,jam130530,jack murray,Game Studies I 
ANGM,3366,002,3,8,5,6,,3,1,1,1,1,,,,,,,,,"Irby, Cameron L",,,,,,cli170000,,Game Studies I 
ANGM,3367,001,,1,6,4,7,4,3,1,,1,,,3,,,,,,"Chandler, Adam W","Obuobi, Samra",,,,,awc051000,adam chandler,Level Design I 
ANGM,3367,002,3,4,9,4,2,2,,1,1,,1,1,1,,,,1,,"Murray, Jack A",,,,,,jam130530,jack murray,Level Design I 
ANGM,3368,001,,2,4,8,1,4,1,2,3,,,,3,,,,,,"Lim, Fengjie",,,,,,fxl200000,fengjie lim,Scripting for Games I 
ANGM,3368,002,2,6,6,5,2,2,1,1,1,1,,,2,,,,2,,"Chandler, Adam W",,,,,,awc051000,adam chandler,Scripting for Games I 
ANGM,3370,001,1,8,15,3,,,1,,,,1,,,,1,,,,"Price, Jeffrey T",,,,,,jxp220037,jeff price,Virtual Environments I 
ANGM,3372,001,4,7,6,1,2,1,,1,,2,,,6,,,,,,"Gupta-Fitzgerald, Harold E",,,,,,hxf170830,hal fitzgerald,Sound Design for Games 
ANGM,3373,101,13,1,,,,,,,,,,,,,,,,,"Marks, David",,,,,,dem160430,david marks,Field Audio Recording Techniques 
ANGM,3380,101,5,3,9,1,,1,,,,,,,,,,,,,"Price, Jeffrey T",,,,,,jxp220037,jeff price,Virtual Reality 
ANGM,4305,001,,,1,4,4,4,2,2,,,,,2,,,,,,"Caldwell, Bryon A",,,,,,bac190003,bryon caldwell,Computer Animation II 
ANGM,4306,001,,3,6,1,5,2,,2,,,,,,,,,,,"Boyd, Elizabeth S",,,,,,esp041000,elizabeth boyd,Modeling and Texturing II 
ANGM,4307,001,2,3,11,4,3,,1,,,,,,,,,,,,"McCord, Peter A",,,,,,pam062000,peter mccord,Lighting and Composition II 
ANGM,4308,001,,9,1,,2,1,3,,,,,,2,,,,,,"Farrar, Eric T",,,,,,etf091000,eric farrar,Rigging II 
ANGM,4310,501,5,11,8,4,,,,,1,,,,,,,,,,"Buxkamper, Adam M",,,,,,amb047000,,Motion Capture Animation 
ANGM,4312,001,,1,8,2,3,2,2,,1,,,,,,,,,,"Boyd, Elizabeth S",,,,,,esp041000,elizabeth boyd,Digital Sculpting 
ANGM,4314,101,4,1,1,2,3,4,1,,2,,,2,,,,,,,"Salter, Monika M",,,,,,mxs176131,monika salter,Character Effects 
ANGM,4315,001,,4,4,1,3,3,1,,,,,,1,,,,1,,"Caldwell, Bryon A",,,,,,bac190003,bryon caldwell,Computer Animation III 
ANGM,4316,001,,21,,,,,,,,,,,,,,,,,"Salter, Monika M",,,,,,mxs176131,monika salter,Animation Lab I 
ANGM,4316,002,,19,,,,,,,,,,,,,,,,,"McCord, Peter A",,,,,,pam062000,peter mccord,Animation Lab I 
ANGM,4320,001,1,9,1,1,2,,,2,1,,,,1,,,,1,,"Fechter, Todd A",,,,,,taf051000,todd fechter,2D Animation Lab 
ANGM,4323,001,,2,7,1,2,,1,3,,,,,3,,,,,,"Johnson, Casey A",,,,,,caj150430,casey johnson,Real Time Texturing 
ANGM,4338,001,,13,2,4,3,2,,,2,1,,,,,,,,,"Farrar, Eric T",,,,,,etf091000,eric farrar,Motion Design II 
ANGM,4365,001,11,1,1,1,1,2,,,,,,1,,,,,1,,"Christopher, Timothy V",,,,,,khimbar,timothy christopher,Game Design II 
ANGM,4365,002,10,3,2,1,1,,1,,,,,,,,,,,,"Christopher, Timothy V",,,,,,khimbar,timothy christopher,Game Design II 
ANGM,4369,001,,17,,,,,,,,,,,,,,,,,"Evans, Monica J",,,,,,mevans,monica evans,Games and Narrative II 
ANGM,4370,101,6,4,6,,,1,1,,,,,,,,,,1,,"Lewis, Timothy M",,,,,,tml062000,timothy lewis,Virtual Environments II 
ANGM,4370,102,9,6,2,1,1,,,,,,,,,,,,,,"Lewis, Timothy M",,,,,,tml062000,timothy lewis,Virtual Environments II 
ANGM,4374,001,1,8,4,,1,1,1,1,1,,,1,,,,,,,"Chandler, Adam W",,,,,,awc051000,adam chandler,Mobile Game Development 
ANGM,4377,001,18,1,1,,,,,,,,,,,,,,,,"Lewis, Timothy M",,,,,,tml062000,timothy lewis,Game Production Lab II 
ANGM,4377,002,20,,2,1,,,,,,,,,,,,,,,"Chandler, Adam W",,,,,,awc051000,adam chandler,Game Production Lab II 
