Subject,Catalog Nbr,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,CR,I,NC,W,P,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6,instructor_id,instructor_name_normalized,title
BA,4090,092,,,,,,,,,,,,,,20,,,,,"Gamino, John P",,,,,,jpg140630,john gamino,
BA,4090,0U1,,,,,,,,,,,,,,24,,,,,"Henderson, Thomas C",,,,,,,thomas henderson,
BA,4090,0U2,,,,,,,,,,,,,,33,,,,,"Gamino, John P",,,,,,jpg140630,john gamino,
BA,4095,0W1,,,,,,,,,,,,,,115,,,,,"Alborz, Shawn",,,,,,sxa063000,shawn alborz,
BA,4V90,593,,,,,,,,,,,,,,18,,,,,"Henderson, Thomas C",,,,,,,thomas henderson,
BA,4V90,0U3,,,,,,,,,,,,,,23,,,,,"Henderson, Thomas C",,,,,,,thomas henderson,
BCOM,3300,051,2,2,8,1,3,1,,1,,,,,,,,,,,"Ali, Shazia",,,,,,shazia,ali shazia,Professionalism and Communication in Business 
BCOM,3300,5U1,4,6,3,5,1,4,2,,,,,,,,,,,,"Loyless, Lauren",,,,,,lxl190018,lauren loyless,Professionalism and Communication in Business 
BCOM,4300,5E1,2,2,7,2,2,,,,,,1,,,,,,,,"Moore, Sarah E",,,,,,sem054000,sarah moore,Managing Communications in Business 
BCOM,4300,0U1,,4,2,4,,5,3,,1,,,,1,,,,,,"Blockley, Caylin",,,,,,cxb190014,caylin blockley,Managing Communications in Business 
BCOM,4300,0U2,,,2,3,3,3,3,3,,1,,,1,,,,,,"Fry, Jennifer L",,,,,,jlf130030,jennifer fry,Managing Communications in Business 
BCOM,4300,0U4,,3,6,4,3,6,3,7,3,,1,1,1,,,,,,"Harrison, Megan",,,,,,mkh160330,megan harrison,Managing Communications in Business 
BCOM,4300,5U1,,1,2,,9,,,6,1,,,,,,,,,,"Hornsby, Melanie",,,,,,mlh054000,melanie hornsby,Managing Communications in Business 
BIOL,2111,0U1,4,6,4,1,,1,,,,,,,,,,,,,"Sarcar, Subha","Maity, Tuhina","Xia, Jing",,,,sns064000,subha sarcar,Introduction to Modern Biology Workshop I 
BIOL,2111,0U2,1,5,1,1,2,2,,,,,,,,,,,,,"Sarcar, Subha","Xia, Jing","Maity, Tuhina",,,,sns064000,subha sarcar,Introduction to Modern Biology Workshop I 
BIOL,2112,0U1,18,2,,3,4,5,,1,1,1,,1,3,,,,,,"Wu, Zhuoru","Xu, Linyi",,,,,zxw190014,,Introduction to Modern Biology Workshop II 
BIOL,2112,0U2,10,5,2,1,2,,1,1,1,2,,,5,,,,,,"Wu, Zhuoru","Xu, Linyi",,,,,zxw190014,,Introduction to Modern Biology Workshop II 
BIOL,2281,3U1,2,6,4,1,3,1,1,,,,,,1,,,,,,"Lin, Wen J","Mittal, Shubham","Basu, Ujjaini","Briggs, Alyssa A","Tien, Hsin-Jung","Do, Hung P",wenju,wen ju lin,Introductory Biology Laboratory 
BIOL,2281,3U2,,3,2,4,,,2,1,1,,2,1,,,,,,,"Lin, Wen J","Yaqub, Muneer O","Ratevosyan, Richard","Mittal, Shubham","Liu, Junyu","Easterwood, Shayne",wenju,wen ju lin,Introductory Biology Laboratory 
BIOL,2281,3U3,,2,3,2,,1,4,3,4,1,1,,1,,,,,,"Lin, Wen J","Basu, Ujjaini","Briggs, Alyssa A","Tien, Hsin-Jung","Do, Hung P","Easterwood, Shayne",wenju,wen ju lin,Introductory Biology Laboratory 
BIOL,2311,0U1,5,11,5,2,2,3,,,,,,,,,,,,,"Sarcar, Subha","Maity, Tuhina","Xia, Jing","Salamat, Narges",,,sns064000,subha sarcar,Introduction to Modern Biology I 
BIOL,2312,0U1,28,7,2,4,6,5,1,2,2,3,,1,8,,,,,,"Wu, Zhuoru","Tiwari, Suman","Xu, Linyi","Alemi, Parinazsadat","Elhawary, Ezzeldin N","Thomas, Nathaniel",zxw190014,,Introduction to Modern Biology II 
BIOL,3101,0U1,6,5,4,11,3,3,2,2,2,1,1,,,,,,,,"Srikanth, Uma",,,,,,ukrish,uma srikanth,Classical and Molecular Genetics Workshop 
BIOL,3101,0U2,8,8,7,7,4,3,1,1,,1,,,,,,,,,"Srikanth, Uma",,,,,,ukrish,uma srikanth,Classical and Molecular Genetics Workshop 
BIOL,3101,0U3,8,9,5,3,2,3,5,,2,1,1,1,,,,,,,"Srikanth, Uma",,,,,,ukrish,uma srikanth,Classical and Molecular Genetics Workshop 
BIOL,3101,0U4,3,4,8,8,6,4,2,,,1,,,,,,,,,"Srikanth, Uma",,,,,,ukrish,uma srikanth,Classical and Molecular Genetics Workshop 
BIOL,3101,0U5,6,10,3,3,8,3,1,2,1,1,,1,,,1,,,,"Srikanth, Uma",,,,,,ukrish,uma srikanth,Classical and Molecular Genetics Workshop 
BIOL,3101,0U6,5,6,3,4,4,5,1,1,,,,3,,,,,,,"Srikanth, Uma",,,,,,ukrish,uma srikanth,Classical and Molecular Genetics Workshop 
BIOL,3102,0U1,1,2,,,3,3,,,,,,1,,,,,,,"Srikanth, Uma",,,,,,ukrish,uma srikanth,Eukaryotic Molecular and Cell Biology Workshop 
BIOL,3102,0U2,1,3,1,3,2,1,,,,,,,,,,,,,"Srikanth, Uma",,,,,,ukrish,uma srikanth,Eukaryotic Molecular and Cell Biology Workshop 
BIOL,3161,0U1,1,5,9,8,5,2,1,2,3,,,,2,,,,,,"Candas, Mehmet","Boyd, Stefanie D","Zhabilov, Dannie","Akter, Zakia","Hossain, Md Liakat",,candas,mehmet candas,Biochemistry Workshop I 
BIOL,3161,0U2,,2,5,2,4,3,3,1,2,,,,,,,,,,"Candas, Mehmet","Boyd, Stefanie D","Zhabilov, Dannie","Akter, Zakia","Hossain, Md Liakat",,candas,mehmet candas,Biochemistry Workshop I 
BIOL,3162,0U1,,2,2,2,2,4,2,2,,,,,,,,,,,"Candas, Mehmet","Boyd, Stefanie D",,,,,candas,mehmet candas,Biochemistry Workshop II 
BIOL,3203,1U1,1,3,4,2,3,2,,,,,,,,,,,,,"Maynard, Caitlin S","Shipman, Braden M","Bonde, Namrata Dinesh","Wickramasinghe, Piumi B",,,cmb170830,,Introduction to Microbiology Lab 
BIOL,3203,1U3,2,5,2,,2,2,,,,,,,,,,,,,"Maynard, Caitlin S","Wickramasinghe, Piumi B","Bonde, Namrata Dinesh","Shipman, Braden M",,,cmb170830,,Introduction to Microbiology Lab 
BIOL,3301,0U1,36,42,30,36,27,21,12,6,5,5,2,5,,,1,,,,"Srikanth, Uma","Maity, Subhajit","Patel, Umar J","Kwende, Sharon A","Maiti, Dibyo","Afolami, Olufemi Ifeoluwa",ukrish,uma srikanth,Classical and Molecular Genetics 
BIOL,3302,0U1,2,4,1,4,5,4,,,,,,1,,,,,,,"Srikanth, Uma","Gomez, Jessica E","Falah, Rafah M",,,,ukrish,uma srikanth,Eukaryotic Molecular and Cell Biology 
BIOL,3303,0U1,6,11,6,1,7,7,1,1,8,,1,1,1,,,,,,"Boyd, Stefanie D","Zhi, Jiahe","Zhang, Bei","Upreti, Chahat",,,sdb074000,stefanie boyd,Introduction to Microbiology 
BIOL,3318,0U1,30,17,6,4,4,3,3,1,1,,,1,1,,,,,,"Henson, Uyen N",,,,,,unh130030,uyen henson,Forensic Biology 
BIOL,3361,0U1,1,6,11,10,9,5,3,3,5,,,,2,,,,,,"Candas, Mehmet","Boyd, Stefanie D","Zhabilov, Dannie","Akter, Zakia",,,candas,mehmet candas,Biochemistry I 
BIOL,3362,0U1,,1,2,2,2,4,2,2,,,,,,,,,,,"Candas, Mehmet","Boyd, Stefanie D","Petter, Andrew T","Soladogun, Adedamola S","Sunder Singh, Jacqulene Preethi",,candas,mehmet candas,Biochemistry II 
BIOL,3380,3U1,,,2,,1,2,,3,,1,1,1,3,,,,,,"Rippel, Scott A","Pickett, Elizabeth A","Liu, Yihan","Berisha, Eranda",,,rippel,scott rippel,Biochemistry Laboratory 
BIOL,3380,3U4,,,2,1,,4,,,,2,1,1,3,,,,,,"Pickett, Elizabeth A","Rippel, Scott A","Liu, Yihan","Berisha, Eranda",,,eaw016100,elizabeth pickett,Biochemistry Laboratory 
BIOL,3455,3U1,1,1,3,1,,1,,1,1,1,1,1,3,,,,,,"Ramirez, Ruben D","Deese, Alexander R","Hisam, Fatima",,,,rdr092000,ruben ramirez,Human Anatomy and Physiology with Lab I 
BIOL,3455,3U2,,,,1,1,3,2,2,1,,1,1,6,,,,1,,"Ramirez, Ruben D","Veera, Kavya","Gong, Hanling","Cornelius, Samuel A",,,rdr092000,ruben ramirez,Human Anatomy and Physiology with Lab I 
BIOL,3456,3U1,1,3,3,1,5,3,2,,2,2,,,1,,,,,,"Yu, Wen-Ho","Balaji, Sharan Kumar","Arugonda, Ravali",,,,why061000,wen ho yu,Human Anatomy and Physiology with Lab II 
BIOL,4380,3U1,,5,1,3,2,1,1,,,,,1,1,,,,,,"Maynard, Caitlin S","Konakalla, Anisha Reddy","Shryock, Douglas G","Joshi, Ketki","Dhar, Roopal",,cmb170830,,Cell and Molecular Biology Laboratory 
BIOL,5330,0W1,,8,1,,1,,,,,,,,,,,,,,"Hajeri, Vinita",,,,,,vxh151030,vinita hajeri,Emerging Topics in Biology 
BIOL,8V01,018,,,,,,,,,,,,,,,,,,10,"Zhang, Li",,,,,,lxz075000,li zhang,
BIS,2190,0W1,5,2,,3,,1,2,1,,,,,,,,,,,"Dornback, Sarah","Henry, Loreen S","Whistler, Holly K",,,,sxd220144,sarah dornback,Library Research Skills 
BIS,3320,0U1,1,5,3,3,,1,1,,1,,,,1,,,,,,"Wright, David A",,,,,,wright,david wright,The Nature of Intellectual Inquiry 
BLAW,2301,5U1,,3,5,2,4,4,2,1,2,,2,,3,,,,,,"Betanzos, Christina L",,,,,,clb120030,christina betanzos,Business and Public Law  (3 Semester Credit Hours)
BMEN,3320,051,2,4,,2,,1,1,1,,,,,1,,,,,,"Ali, Tariq M","Chaudhary, Sugandha",,,,,tma051000,tariq ali,Electrical and Electronic Circuits in Biomedical Engineering 
BMEN,4388,0U1,,1,10,8,,,1,,,,,,,,,,,,"Polk, Todd W","Tjahjono, Nathaniel S",,,,,twp017000,todd polk,Senior Design Project I 
BPS,4305,5U1,,9,21,7,1,1,,,,,,,,,,,,,"Song, You-Xiang",,,,,,yxs190035,,Strategic Management 
BPS,4395,5U1,,38,6,3,,,,1,1,,,,,,,,,,"Henderson, Thomas C",,,,,,txh093000,tom henderson,Capstone Senior Project - Business 
BPS,4395,5U2,,15,5,10,10,,5,,,,,,,,,,,,"Segelhorst, Jon P",,,,,,jps210007,,Capstone Senior Project - Business 
BPS,6310,0W1,,14,12,7,5,,,,,,,,,,,,,,"Xia, Jun","Wang, Jiyu",,,,,jxx132030,jun xia,Strategic Management 
BPS,6310,GW1,,4,6,4,3,1,,,,,,,,,,,1,,"Choi, Emily",,,,,,exc113230,emily choi,
BPS,7303,0U1,,24,,,,,,,,,,,,,,,,,"Watson, John M",,,,,,jmw077000,john watson,Doctoral Teaching and Writing Seminar 
BUAN,4090,091,,,,,,,,,,,,,,14,,,,,"Owens, Dawn M",,,,,,dmo130130,dawn owens,
BUAN,6009,091,,,,,,,,,,,,,,,,,,19,"Shekhar, Gaurav",,,,,,gxs150130,gaurav shekhar,
BUAN,6009,0U1,,,,,,,,,,,,,3,,,,,146,"Shekhar, Gaurav",,,,,,gxs150130,gaurav shekhar,
BUAN,6009,SU1,,,,,,,,,,,,,1,,,,1,38,"Hefley, William E",,,,,,weh150130,william hefley,
BUAN,6312,5W1,,6,10,10,1,1,,,,,,,,,,,,,"Chudik, Alexander",,,,,,axc180061,,Applied Econometrics and Time Series Analysis 
BUAN,6320,5U1,,25,17,1,5,,,,,,,,3,,1,,,,"Kamalzadeh, Hossein","Sun, Kai",,,,,hxk210085,hossein kamalzadeh,Database Foundations for Business Analytics 
BUAN,6337,0W1,,9,10,5,2,4,,1,,,,,,,,,1,,"Subramanian, Upender","Park, Yeowoon",,,,,uxs092000,upender subramanian,Predictive Analytics for Data Science 
BUAN,6337,5W1,,5,4,3,3,,,,,,,,,,,,,,"Murthi, B P","Alavi, Seyyedeh Soogand",,,,,murthi,b p murthi,Predictive Analytics for Data Science 
BUAN,6337,SU1,,25,,,,,1,,,,,,,,,,,,"Allison, Kyle",,,,,,,kyle allison,
BUAN,6340,5U1,,4,9,2,1,,,,,,,,,,,,,,"Pandian, Thiru","Mallipeddi, Srinaga Mouneeswar",,,,,txp190010,thiru pandian,Programming for Data Science 
BUAN,6340,SW1,,12,1,2,,,,,,,,,,,,,,,"Koju, Vijay",,,,,,vxk220074,vijay koju,
BUAN,6341,5U1,,2,2,2,2,,,,,,,,,,,,2,,"Sabir, Muhammad F","Liu, Yihong",,,,,mfs170430,muhammad sabir,Applied Machine Learning 
BUAN,6341,SW1,,15,,,,,,,,,,,,,,,,,"Zemoodeh, Amir",,,,,,axz120930,amir zemoodeh,
BUAN,6344,0W1,,9,4,6,4,,,1,,,,,,,,,,,"Mehra, Amit","Xie, Si",,,,,axm078200,amit mehra,Web Analytics 
BUAN,6346,5U1,,8,7,4,3,,1,,,,,,,,,,,,"El-khodari, Gasan E","Mallipeddi, Srinaga Mouneeswar",,,,,gxe051000,gasan elkhodari,Big Data 
BUAN,6346,SW1,,12,7,3,,,,,,,,,,,,,,,"Perez, Jerry",,,,,,jxp180019,jerry perez,
BUAN,6359,5U1,,10,1,,1,5,3,3,,,,,3,,,,,,"Ramezani, Rasoul","Wang, Zihan",,,,,rxr145930,rasoul ramezani,Advanced Statistics for Data Science 
BUAN,6390,5U1,,10,,,,,,,,,,,,,,,,,"Aria, Reza","Kumar, Sahejbir Singh",,,,,rxa230057,reza aria,Analytics Practicum 
BUAN,6398,0W1,,6,2,3,2,5,2,3,,,,,1,,,,1,,"Ramezani, Rasoul","Wu, Jie",,,,,rxr145930,rasoul ramezani,Prescriptive Analytics 
BUAN,6398,5U1,,21,1,,2,,1,,,,,,,,,,,,"Nguyen, Hien T","Wu, Jie",,,,,htn170130,hien nguyen,Prescriptive Analytics 
BUAN,6398,SU1,,3,1,4,,1,,,,,,,1,,,,,,"Ramezani, Rasoul",,,,,,rxr145930,rasoul ramezani,
BUAN,6398,SW1,,18,3,1,2,,,,,,,,,,,,,,"Nguyen, Hien T","Wu, Jie",,,,,htn170130,hien nguyen,
BUAN,6V98,0U1,,,,,,,,,,,,,,,,,3,62,"Shekhar, Gaurav",,,,,,gxs150130,gaurav shekhar,
CE,3161,0W1,,4,5,5,3,1,,,,,,,,,,,,,"Mezenner, Rabah","Parchamdar, Baharealsadat",,,,,rxm129730,rabah mezenner,Social Issues and Ethics in Engineering 
CE,3301,0U1,,2,1,1,1,1,,1,,1,2,,3,,,,,,"Tacca, Marco","Kim, Eunjin",,,,,mtacca,marco tacca,Electrical Network Analysis 
CE,3303,0H1,2,1,1,1,5,4,2,2,1,,,,2,,,,,,"Kehtarnavaz, Nasser","Karbalayghareh, Mehdi",,,,,nxk019000,nasser kehtarnavaz,Discrete-Time Signals and Systems 
CE,3311,5U1,3,,3,6,3,2,1,1,,,,,,,,,,,"Pourkamali Anaraki, Siavash","Han, Weijie",,,,,sxp124631,siavash pourkamali,Electronic Circuits 
CE,4388,0U1,,14,,,,,,,,,,,,,,,,,"Tacca, Marco",,,,,,mtacca,marco tacca,Senior Design Project I 
CE,4389,0U1,,9,,,2,,,,,,,,,,,,,,"Bhatia, Dinesh K","Parchamdar, Baharealsadat",,,,,dinesh,dinesh bhatia,Senior Design Project II 
CGS,3361,0W1,9,,2,1,,,,,,,,,,,,,,,"Hooge, Kimberley D",,,,,,koh170030,kimberley orsten hooge,Cognitive Psychology 
CGS,4352,0W1,,6,3,4,5,,,1,,,,,,,,,,,"Kumar, Pushpa S","Allu, Sai Haneesh",,,,,pkumar,pushpa kumar,Human-Computer Interaction I 
CHEM,1111,1U1,5,4,,1,,1,,,,,1,,1,,,,,,"Sra, Amandeep K","Heidari, Sahar","Mortensen, Marie L",,,,aks057000,amandeep sra,General Chemistry Laboratory I 
CHEM,1112,1U1,4,6,1,1,4,,,2,,,,,,,,,,,"Abeykoon, Nimali C","Darwin, Cary","Sunga, Sean Alec Lois B",,,,nxa124430,nimali abeykoon,General Chemistry Laboratory II 
CHEM,1112,1U2,1,6,3,1,3,2,,1,,,,,,,,,,,"Huang, Yu","Yamada, Kyohei","Howlett, Thomas S",,,,yxh091220,yu huang,General Chemistry Laboratory II 
CHEM,1311,0U1,4,3,5,5,3,5,4,1,,3,1,1,6,,,,,,"Sra, Amandeep K","Giri, Sachin","Kumari, Sneha",,,,aks057000,amandeep sra,General Chemistry I 
CHEM,1312,0U1,2,12,4,10,6,5,9,9,11,2,5,5,9,,3,,,,"Huang, Yu","Sheybani, Simin","Firouzi, Hamid Reza",,,,yxh091220,yu huang,General Chemistry II 
CHEM,2323,0U1,8,16,1,1,9,8,5,9,4,5,1,,8,,,,,,"Tran, Daniel N",,,,,,dnt019000,daniel tran,Introductory Organic Chemistry I 
CHEM,2325,0U1,5,3,2,2,4,3,1,2,3,,4,,3,,,,,,"Sibert, John W",,,,,,sibertj,john sibert,Introductory Organic Chemistry II 
CHEM,8V91,008,,,,,,,,,,,,,,,1,,,9,"Balkus, Kenneth J",,,,,,balkus,kenneth balkus,
