Subject,Catalog Nbr,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,CR,I,NC,W,P,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6
ECSC,4V78,0U1,,,,,,,,,,,,,,16,,,,,"Stewart, Mary Ann C",,,,,
ECSC,5177,0U1,,,,,,,,,,,,,,,1,,,86,"Stewart, Mary Ann C",,,,,
ECSC,5179,0U1,,,,,,,,,,,,,,,,,,10,"Stewart, Mary Ann C",,,,,
EE,2301,0U1,9,,,,1,,2,2,,,,,,,,,,,"Fahimi, Babak","Shabab, Sarjana",,,,
EE,2310,0U1,4,2,1,2,,1,1,,,,,,,,,,,,"Ahmed, Shaheen","Yao, Yifan","Qi, Tianxi",,,
EE,3201,0U1,,2,1,3,3,,,3,,,,,,,,,,,"Kiasaleh, Kamran","Delaram, Zeinab","Abbasnia, Alma",,,
EE,3202,0U1,,5,4,1,,,2,3,,,,,,,,,,,"Kiasaleh, Kamran","Tayeb Naimi, Shideh","Kalakonda, Sai Pavan",,,
EE,3302,0H1,,1,1,4,4,5,1,4,,1,,1,3,,,,,,"Kehtarnavaz, Nasser","Reza, Sakib",,,,
EE,3310,0U1,5,6,2,1,1,,,,,,,,,,,,,,"Pourkamali Anaraki, Siavash","Ghosh, Prosenjit Kumar",,,,
EE,3311,0U1,4,3,1,2,2,,,3,,1,,,1,,,,,,"Pourkamali Anaraki, Siavash","Patil, Padmapriya",,,,
EE,3320,0U1,1,7,2,1,,1,2,,1,,2,,,,,,,,"Nikoubin Boroujeni, Tooraj","Hashemi Esmaeilabad, Seyed Saeed",,,,
EE,4205,0U1,1,9,2,,,,,,1,,,,3,,,,,,"Akin, Bilal","Sezer, Mustafa Murat","Rastegar, Mohammad","Afsari, Parisa","Mirzavand, Ghazal",
EE,4388,0U1,,12,,,,,,,,,,,,,,,,,"Tacca, Marco",,,,,
EE,4389,0U1,3,6,1,,1,,,1,1,,,,,,,,,,"Tacca, Marco",,,,,
EEBM,7V87,0W1,,15,2,,,,,,,,,,,,1,,,,"Tamil, Lakshman S",,,,,
EEGR,7010,0U1,,,,,,,,,,,,,2,,,,,23,"Kiasaleh, Kamran",,,,,
EEGR,8V40,104,,,,,,,,,,,,,,,,,,10,"Ghassemi, Mona",,,,,
EEMF,6372,5U1,,6,,2,5,,,,,,,,,,,,,,"Tinker, Mark T",,,,,
EEOP,6314,0W1,,22,4,,,,,,,,,,,,,,1,,"Tamil, Lakshman S",,,,,
ENGR,2300,0H1,7,1,1,6,3,1,5,1,,1,,,2,,,,3,,"Al-Dhahir, Naofal M","Rana, Lila",,,,
ENGR,3300,0U1,2,9,,3,7,4,4,11,1,,,1,,,,,,,"Ali, Mohammed Z","Qazi, Srijeet S","Parchamdar, Baharealsadat",,,
ENGR,3341,0U1,1,3,,2,,,1,1,1,,,2,,,,,,,"Fonseka, John P","Hewawaduge, Dhanushki B",,,,
ENTP,3301,0U1,1,5,10,9,1,1,,,,,,,4,,,,,,"Nichols, Paul M",,,,,
ENTP,3360,0W1,,,5,2,3,,1,,,,,,,,,,1,,"Pedigo, Madison F",,,,,
ENTP,4335,0W1,1,1,1,4,1,1,3,,,,,,,,,,1,,"Edsel, Alexander D",,,,,
ENTP,6370,0W1,,7,10,4,5,2,1,2,,,,,2,,,,1,,"Kimzey, Jackie R","Tan, Xiaowen",,,,
ENTP,6375,5U1,,,4,,3,1,,2,,,,,,,,,,,"Nichols, Paul M",,,,,
ENVR,2302,0W1,5,4,2,,1,,,1,,,,1,1,,,,,,"Adeuga, Adewole M","Ahmed, Md. Nakir",,,,
EPCS,2200,0U1,2,11,4,,,,,,,,,,,,,,,,"Turcatti, Andrea M",,,,,
FILM,1303,0W1,8,3,3,,2,2,1,2,1,,,,3,,1,,1,,"Wellborn, Brecken H",,,,,
FILM,2332,0W1,23,6,8,1,2,4,,2,,,,2,,,,,,,"Okwulogu, Maureen","Ogunniran, Gideon O",,,,
FIN,3300,0W1,,38,,,11,,,7,,,2,,2,,,,,,"Lynch, Julie","Zhong, Yaxin",,,,
FIN,3320,0U1,5,1,4,5,8,4,7,3,,,2,,,,,,,,"Mace, Christopher","Liu, Jiabin",,,,
FIN,3320,0U2,2,7,1,1,12,3,5,2,3,,,,,,1,,,,"Nguyen, Nam H",,,,,
FIN,3320,0U3,3,5,3,2,4,1,2,1,1,,1,,2,,,,,,"Kurucak, Umit J",,,,,
FIN,3320,5U1,4,9,5,8,5,4,3,1,,,,,,,,,,,"Hu, Jiawei",,,,,
FIN,3360,0W1,,7,12,6,5,1,,2,,,,,1,,,,,,"Pedigo, Madison F",,,,,
FIN,3370,0U1,2,2,5,1,2,1,,1,2,1,1,1,,,,,,,"Kaplan, Larry S",,,,,
FIN,3390,0U1,,6,3,2,2,4,6,,3,3,1,,2,,,,,,"El-Ashmawi, Amal H",,,,,
FIN,4080,091,,,,,,,,,,,,,,46,,1,,,"Nishi, Hirofumi",,,,,
FIN,4080,0U1,,,,,,,,,,,,,,48,,,,,"Nishi, Hirofumi",,,,,
FIN,4300,0U1,1,3,5,1,1,,,,,,,,,,,,,,"Liu, Zheng",,,,,
FIN,4310,0U1,10,3,1,1,3,,,,,,,1,,,,,1,,"Hamzeh, Alireza",,,,,
FIN,4V80,0U3,,,,,,,,,,,,,,25,,,,,"Nishi, Hirofumi",,,,,
FIN,4V80,593,,,,,,,,,,,,,,24,,,,,"Nishi, Hirofumi",,,,,
FIN,6301,0W1,,18,6,2,2,2,2,2,,,,,3,,1,,,,"Nishi, Hirofumi","Ghorbani, Elham",,,,
FIN,6301,CW1,,36,,,,,,,,,,,,,,,,,"Minch, Lauren",,,,,
FIN,6301,XU1,,14,2,1,1,,,,,,,,,,,,,,"Reichert, Carolyn A",,,,,
FIN,6307,0W1,,6,2,,,4,,1,,,,,,,,,,,"Ma, Liping","Fan, Lin",,,,
FIN,6308,0W1,,6,3,3,,1,,,,,,,,,,,,,"Lewin, Peter","Mei, Zhiming",,,,
FIN,6321,0W1,,23,1,2,1,,,,,,,,,,,,,,"Lynch, Julie","Zhong, Yaxin",,,,
FIN,6352,5U1,,2,4,4,1,1,2,,,,,,,,,,,,"Davis, Richard L",,,,,
FIN,6V98,0U1,,,,,,,,,,,,,,,,,,19,"Reichert, Carolyn A",,,,,
FTEC,6V90,FW1,,,,,,,,,,,,,,,1,,,13,"Scott, James",,,,,
GEOG,2302,0W1,3,2,3,1,,1,,,,1,,,,,,,,,"Adeuga, Adewole M","Ahmed, Md. Nakir",,,,
GEOG,2303,0W1,,2,4,2,3,,1,,,1,,,,,,,,,"Davenport, Miranda J","Dong, Fangchao","Rahman, Mahbubur",,,
GEOS,3300,0S1,,4,3,1,1,3,,,,,,,,,,,,,"Sickmann, Zachary","Butler, Kristina L",,,,
GEOS,4300,0S1,2,6,2,1,1,,,,,,,,,,,,,,"Sickmann, Zachary","Igonin, Nadine","Castillo Taborda, Emmanuel David","Abayomi, Ayodele A",,
GOVT,2305,0U1,3,10,8,2,2,2,,3,1,,,,,,,,,,"Widner, Katie","Minoura, Haruna","Chang, Gary","Wang, Ariel A","Bin Kamal, Md Khalid",
GOVT,2305,0U2,1,6,5,4,1,,,,,,,,,,,,,,"Singh, Sonali","Sarker, Poulami","Hoque, Rafsanul","Mir Akhmadova, Musharraf",,
GOVT,2306,0U1,24,10,4,1,,2,,,,,,,,,,,,,"Islam, Maria",,,,,
GOVT,2306,0U2,15,6,2,1,1,,,,,,,,,,,,,,"Zhao, Xingyuan",,,,,
HIST,1301,0W1,23,82,2,10,11,1,2,2,1,1,2,,2,,,,,,"Pettengill, Ryan S","Sadeghi, Maryam","Akhighu, Odegua M",,,
HIST,1302,0W1,11,15,21,5,3,5,2,2,1,,1,1,3,,,,,,"Schulze, Jeffrey M","Gee, Taylor N",,,,
HIST,4344,0W1,1,4,8,9,2,,,1,,,,,,,,,,,"Pfister, Debra H",,,,,
HLTH,1301,0W1,4,14,5,5,2,,,,,,,,,,,,,,"Goudy, Leah S",,,,,
HLTH,3300,0U1,,,8,6,10,13,3,6,8,,4,,,,,,1,,"Byrnes, Kathleen A",,,,,
HLTH,4304,0U1,,16,1,1,3,2,,,,,,,,,,,,,"Byrnes, Kathleen A",,,,,
HMGT,3301,5W1,,44,,,1,,,,,,,,,,,,,,"Aubrey, Lea E",,,,,
HMGT,4090,091,,,,,,,,,,,,,,12,,,,,"Hashim, Nada",,,,,
HMGT,6320,0W1,,26,8,2,1,,,,,,,,1,,,,,,"Warren, DeVontae",,,,,
HMGT,6321,CH1,,21,,,,,,,,,,,,,,,,,"Ghosh, Anne F",,,,,
HMGT,6325,0W1,,24,5,1,,1,,,,,,,1,,,,,,"Stephens, Timothy G",,,,,
HMGT,6331,5U1,,18,,1,,,,,,,,,,,,,,,"Malaise, Michael",,,,,
HMGT,6403,AH1,,48,1,,,,,,,,,,,,,,,,"Mccracken, John F","Convery, Paul","Taylor, Donald E",,,
HMGT,6411,AH1,,41,1,,,,,,,,,,,,,,,,"Adatto, Bradford","Taylor, Donald E","Convery, Paul",,,
HMGT,6412,AH1,,15,,,,,,,,,,,,,,,,,"Taylor, Donald E",,,,,
HONS,4098,HN1,,,,,,,,,,,,,,32,,,,,"Skinner, Donal C",,,,,
HUMA,1301,0S1,20,1,,,,,,,,,,,,,,,,,"Warren, Shilyh J",,,,,
IMS,3310,0U1,2,21,,12,14,1,5,,,,2,,2,,2,,,,"Henderson, Thomas C",,,,,
IMS,6360,0W1,,15,15,11,12,5,1,,,,,,,,,,,,"Skuza, Agnieszka","Kim, Hwayoung",,,,
IMS,6365,AW1,,18,1,2,,1,,,,,,,,,,,,,"Dowse, Eileen",,,,,
ISNS,2359,0W1,54,17,5,3,6,7,2,5,4,,,1,2,,,,2,,"Pujana, Ignacio","Karimi, Fatemeh",,,,
ISNS,2367,0W1,32,35,10,2,8,6,3,2,3,,,,,,,,3,,"Pujana, Ignacio","Karimi, Fatemeh",,,,
ITSS,3300,5U1,,23,12,5,10,3,4,2,,,2,1,1,,,,,,"Owens, Sean M","Wei, Ning",,,,
ITSS,3311,5U1,,2,3,4,4,1,,1,,,,1,1,,,,,,"Maru, Vatsal K","Aksoy, Ozgur",,,,
ITSS,4090,091,,,,,,,,,,,,,,145,,,,,"Stephens, Timothy G",,,,,
ITSS,4090,0U1,,,,,,,,,,,,,,85,,,,,"Stephens, Timothy G",,,,,
ITSS,4300,5U1,,3,13,6,5,7,2,4,3,1,1,,1,,,,,,"Ceverha, Paul W","Sreeramareddy, Keerthana",,,,
ITSS,4330,5U1,2,1,4,4,10,6,7,9,4,,2,,1,,1,,,,"Khan, Taimur A","Zhu, Yan",,,,
ITSS,4351,5U1,,1,11,9,9,4,1,2,2,,2,,2,,,,,,"Ceverha, Paul W","Sreeramareddy, Keerthana",,,,
ITSS,4352,5U1,,,2,6,,6,3,1,1,,1,,1,,,,,,"Neal, Angela","Zhu, Yan",,,,
ITSS,4360,5U1,2,1,2,3,1,2,1,4,2,,,,,,,,,,"Ginevich, Rostislav A",,,,,
ITSS,4370,5U1,3,6,2,5,15,8,3,2,1,,,,1,,,,,,"Young, John G",,,,,
ITSS,4371,0W1,10,9,4,8,4,1,,1,,,2,,2,,,,,,"Calisir, Engin","Yang, Yunxuan M",,,,
ITSS,4381,5U1,3,7,7,16,7,,1,,1,,,1,,,,,,,"Chen, Luoying",,,,,
LANG,3348,0S1,,3,5,5,5,1,,,1,,,,,,,,,,"Hoki, Chieko",,,,,
LIT,1301,0W1,17,5,4,5,,1,,2,,,,,,,,,1,,"Ingrao, Peter J",,,,,
LIT,4348,0W1,4,2,2,,,,,,1,,,,1,,,,,,"Camacho Guardado, Amalia Lorena",,,,,
MAS,6102,051,,,,,,,,,,,,,,,,,,21,"An, Constance",,,,,
MAS,6V98,0U1,,,,,,,,,,,,,,,,,,26,"Widdifield, David S","Fierst, John","Alborz, Shawn",,,
MATH,1314,0S1,4,,2,3,1,,1,,,,,2,,,,,,,"Alvarado, Iris","Uddin, Md. Joshem",,,,
MATH,1325,0U1,1,3,1,1,3,2,1,,1,,1,1,3,,,,,,"Mussa, Derege H",,,,,
MATH,1325,551,1,1,2,,,2,1,1,,,,,3,,,,1,,"Patel, Jigarkumar S","Taher, Samia",,,,
MATH,1326,0U1,1,5,1,5,2,1,2,3,5,,3,,,,,,1,,"Koshevnik, Yuly","Hoang, Ngoc T","Chakraborty, Sayoni",,,
MATH,2312,0U1,5,1,1,1,1,,,2,,,,,,,,,,,"Duruoha, Adannah","Harikumar, Rohin",,,,
MATH,2413,051,1,2,4,,2,,,1,,2,,,1,,,,,,"Akbar, Mohammad M","Akter, Rozina","Neupane, Yubaraj",,,
MATH,2413,0U1,1,1,,1,1,,,3,1,2,,6,3,,,,1,,"Liu, Runzhou",,,,,
MATH,2414,091,1,1,4,2,5,,,1,1,1,1,,,,,,,,"Dahal, Rabin",,,,,
MATH,2414,0U1,3,1,1,4,5,2,3,2,7,1,1,2,1,,,,1,,"Paudel, Ajaya B",,,,,
MATH,2414,0U2,3,1,5,4,1,4,,,2,1,1,2,1,,,,,,"Rakotomalala, Diarisoa Mihaja Andriamanisa",,,,,
MATH,2415,0U2,,2,2,,,,2,1,,,,,4,,,,,,"Aman, Kelly C",,,,,
MATH,2417,0U1,,,,1,,2,1,1,1,,,,5,,,,,,"Ahsan, Mohammad K","Anaab, Judith","Ahmed, Ishtiaque",,,
MATH,2418,0U1,2,1,3,4,2,1,1,1,1,,1,,2,,,,,,"Makhijani, Neha",,,,,
MATH,2418,0U2,1,,,1,2,2,1,2,1,1,,,5,,,,2,,"Murza, Adrian C",,,,,
MATH,2419,0U1,,1,,,,2,2,,5,,,,,,,,,,"Eydelzon, Anatoly","Zafar, Safi Ur Rahman","Zhu, Weixi",,,
MATH,2420,0U1,2,3,2,3,2,1,2,1,4,,2,,,,,,,,"Makarenkov, Oleg",,,,,
MATH,2420,0U2,1,,,2,2,2,1,1,1,,1,,,,,,1,,"Biswas, Saikat",,,,,
MATH,3310,0U1,1,6,7,2,1,,1,,,,,,,,,,,,"Dabkowski, Malgorzata A","Andrianandrasana, Nambinintsoa",,,,
MATH,3351,0U1,3,4,5,3,3,1,1,1,1,,,2,1,,,,1,,"Ramakrishna, Viswanath","Murad, Mohammad Hassan","Mrad, Preskella",,,
MATH,4301,0U1,1,1,1,,4,3,1,,1,,,,,,,,1,,"Dabkowski, Mieczyslaw K","Sarkar, Soham",,,,
MECH,2310,051,,1,2,2,1,,,1,1,2,,2,1,,,,,,"Thamban, P L Stephan",,,,,
MECH,2330,051,,1,1,1,,2,2,2,1,1,,,1,,,,,,"Thamban, P L Stephan",,,,,
MECH,3105,1W1,2,4,1,5,1,,,,2,1,1,,,,,,,,"Rios, Oziel",,,,,
MECH,3305,0W1,,4,3,3,3,3,2,1,,,,,,,,,1,,"Rios, Oziel",,,,,
MECH,3315,0W1,1,5,3,1,,,,,,,,,,,,,,,"Anderson, William C",,,,,
MECH,3320,0W1,1,1,3,3,4,4,3,8,3,1,1,,2,,,,,,"Fadda, Dani Z",,,,,
MECH,3340,0W1,,,5,6,6,7,2,,4,,,1,,,,,,,"Rios, Oziel",,,,,
MECH,3350,0W1,1,3,3,4,6,3,1,2,2,,,,,,,,,,"Park, Wooram",,,,,
MECH,3351,0W1,,3,2,1,2,3,1,,2,,,,,,,,,,"Malik, Arif S",,,,,
MECH,4340,0W1,,7,5,4,3,3,4,5,1,,,,,,,,2,,"Park, Wooram",,,,,
MECH,4375,0W1,,4,,,16,,,16,,,,,1,,,,,,"Summers, Joshua D",,,,,
MECH,4381,0U1,,,5,11,15,5,,,,,,,,,,,,,"Hart, Robert A",,,,,
MECH,4382,0U1,,8,8,8,5,,,3,,,,,,,,,,,"Fadda, Dani Z",,,,,
MECH,6331,0W1,,5,,,4,,,,,,,,,,,,2,,"Summers, Joshua D",,,,,
MECH,7099,0U1,,,,,,,,,,,,,,,,,,10,"Stewart, Mary Ann C",,,,,
MECO,6303,0W1,,11,3,2,6,1,4,2,,,,,1,,,,1,,"Lewin, Peter","Mei, Zhiming",,,,
MECO,6303,AW1,,26,3,1,1,1,,,,,,,,,,,,,"Kiser, Stephen L",,,,,
MIS,6009,0U1,,,,,,,,,,,,,,,,,,67,"Bellamy, Michelle",,,,,
MIS,6308,0W1,,3,4,5,13,,,,,,,,1,,,,2,,"Raghunathan, Srinivasan","Wei, Ning",,,,
MIS,6313,0W1,,13,16,10,10,3,2,1,,,,,1,,1,,,,"Hefley, William E","Cai, Shuzhang",,,,
MIS,6313,CW1,,5,,7,1,,,1,,,,,,,,,,,"Rhoades, Mike",,,,,
MIS,6313,GW1,,24,7,7,5,,,1,,,,,1,,,,1,,"Wiant, Russell",,,,,
MIS,6326,0W1,,4,3,3,2,,,,,,,,,,,,,,"Ryu, Young U","Li, Baorui",,,,
MIS,6330,5U1,,,4,4,3,,,,,,,,,,,,,,"Shroff, Tejas N","Joseph, Shailender",,,,
MIS,6344,0W1,,2,1,5,2,1,,,,,,,,,,,,,"Mehra, Amit","Yang, Yunxuan M",,,,
MIS,6363,0W1,,13,7,6,3,2,,1,,,,,1,,,,1,,"Calisir, Engin","Yang, Yunxuan M",,,,
MIS,6380,GW1,,13,,,,,,,,,,,,,,,,,"Ayres, Jeffrey A",,,,,
MIS,6382,5W1,,3,3,3,2,1,,,,,,,,,,,,,"Neouchi, Rabih","Li, Baorui",,,,
MIS,6393,5U1,,4,4,1,,1,,,,,,,,,,,,,"Bose, Ashim","Sreeramareddy, Keerthana",,,,
MIS,6V98,0U1,,,,,,,,,,,,,,,,,,20,"Bellamy, Michelle",,,,,
MKT,3300,0U1,7,7,10,9,2,1,,,,,,,,,,,,,"Lim, Taewook",,,,,
MKT,3300,0W1,,10,8,9,11,3,3,,,,,1,1,,,,,,"Wu, Fang","Zhang, Weiheng",,,,
MKT,3330,0U1,2,2,4,,1,5,,3,1,,,1,,,,,1,,"Amirpour, Semiramis","Pain, Krishnendu",,,,
MKT,4090,091,,,,,,,,,,,,,,23,,,,,"Haworth, Julie B",,,,,
MKT,4090,0U1,,,,,,,,,,,,,,16,,,,,"Haworth, Julie B",,,,,
MKT,4330,0W1,2,11,8,2,2,9,2,2,,,,1,,,,,,,"Edsel, Alexander D",,,,,
MKT,4334,5U1,6,16,1,2,2,1,,,,,,,1,,,,,,"Mabruk, Zayd N",,,,,
MKT,4360,5U1,6,21,16,6,2,2,,1,1,,,,,,,,,,"Johnson, Quincy",,,,,
MKT,4V90,0U3,,,,,,,,,,,,,,18,,,,,"Haworth, Julie B",,,,,
MKT,4V90,593,,,,,,,,,,,,,,11,,,,,"Haworth, Julie B",,,,,
MKT,6301,0W1,,5,16,5,9,2,4,1,,,,,1,,,,,,"Biswas, Abhijit","Kim, Changwon","Li, Peihan",,,
MKT,6301,MBP,,7,2,12,3,,,,,,,,,,,,,,"Rajaratnam, Daniel",,,,,
MKT,6301,XU1,,12,2,1,,,,,,,,,,,,,,,"Reichmuth, Gary",,,,,
MKT,6321,0W1,,6,,4,8,3,1,,,,,,,,,,1,,"Edsel, Alexander D",,,,,
MKT,6332,0W1,,4,4,4,5,1,3,1,,,,,,,,,,,"Biswas, Abhijit","Li, Peihan",,,,
MKT,6339,0W1,,,1,5,3,2,,,,,,,,,,,,,"Rajaratnam, Daniel",,,,,
MUSI,1306,0W1,13,6,2,2,1,1,,1,,,,,2,,,,,,"Rushing, Katrina C",,,,,
NATS,5100,091,,,,,,,,,,,,,,,,,,10,"Krawietz, Paul",,,,,
NSC,3361,0U1,1,1,1,2,3,,,3,,,,1,,,,,,,"Raboune, Siham","Ashshareef, Salma","Vahid, Maedeh",,,
NSC,3361,0U2,,5,,,4,,,3,,,,,1,,,,2,,"Granja Vazquez, Rafael",,,,,
NSC,3361,0W1,,3,5,2,6,5,1,2,4,,,,1,,,,1,,"McWilliams, Steven P",,,,,
NSC,4320,0W1,21,1,4,,,1,,,1,1,,,,,,,,,"Jahangiri, Faisal R",,,,,
NSC,4351,0W1,,16,,,5,,,1,,,,,,,,,,,"Granja Vazquez, Rafael",,,,,
NSC,4351,0W2,,14,,,2,,,4,,,1,,,,,,,,"Granja Vazquez, Rafael",,,,,
NSC,4352,0U1,3,,3,4,1,2,,,2,1,,,,,,,,,"Raboune, Siham","Kim, Minsung","Yang, Ke",,,
NSC,4356,0U1,,6,,,1,,,2,,,,,,,1,,,,"Sultana, Rukhsana",,,,,
NSC,4363,0W1,,9,,,8,,,,,,,,,,,,,,"Raboune, Siham",,,,,
NSC,4364,0W1,6,30,6,,,,,,,,,,,,,,1,,"Shareef, Safi Ullah",,,,,
NSC,4366,0W1,4,6,5,1,,1,1,2,,,2,,,,,,1,,"Taylor, Anna M","Krauth, Melissa","Porras, Abi",,,
NSC,4377,0W1,1,14,3,2,1,1,,1,,,,,,,,,1,,"Marks, William","Mendez, Skylar A","Nematgorgani, Shiva",,,
NSC,4382,0W1,23,3,3,3,,,1,,,,,1,,,,,,,"Jahangiri, Faisal R",,,,,
OB,6249,CW1,,18,,,,,,,,,,,,,,,1,,"Hicks, Robert F",,,,,
OB,6253,CW1,,,,,,,,,,,,,,,3,,,31,"Hicks, Robert F",,,,,
OB,6301,0W1,,18,10,7,3,5,,1,,,,,,,,,1,,"Hasenhuttl, Maria","Jiang, Rui",,,,
OB,6331,CH1,,25,,,,,,,,,,,,,1,,,,"Hasenhuttl, Maria",,,,,
OB,6331,CW1,,29,,,1,,,1,,,,,1,,,,1,,"Hasenhuttl, Maria",,,,,
OB,6344,CW1,,40,,3,1,1,,,,,,,,,,,,,"Norton, Larry W",,,,,
OB,6348,CW1,,22,1,,,,,1,,,,,,,,,,,"Narro, Amber J",,,,,
OB,6348,CW2,,15,1,1,,,,,,,,,1,,1,,,,"Narro, Amber J",,,,,
OB,6351,CW1,,14,2,1,1,,,,,,,,,,,,1,,"Warner, Lizette",,,,,
OB,6352,CW1,,31,2,,1,,,,,,,,,,,,,,"Warner, Lizette",,,,,
OB,6358,GW1,,5,5,2,,,,,,,,,,,,,,,"Vohra, Atul",,,,,
OB,6382,CW1,,18,2,,1,,,,,,,,,,,,,,"Plaisance Bryan, Suzette T",,,,,
OB,6382,CW2,,20,,1,1,,,,,,,,,,,,,,"Plaisance Bryan, Suzette T",,,,,
OB,6384,CW1,,21,2,,1,,,1,,,,,,,,,,,"Honeycutt, James",,,,,
OBHR,3310,5U1,,2,4,3,8,11,1,,6,,,,,,,,,,"An, Constance",,,,,
OBHR,3330,5U1,5,14,10,2,4,5,2,,1,,,,,,,,,,"Green, Rhonda R","Guo, Suifang",,,,
OBHR,4300,0W1,41,8,2,2,,,1,,,,,,,,,,1,,"Edgington, Kyle D",,,,,
OPRE,3310,0U1,2,8,6,4,5,7,5,7,,,2,,1,,,,1,,"Bu, Like",,,,,
OPRE,3310,0W1,26,12,6,3,,1,,,,,,,1,,,,,,"Widdifield, David S",,,,,
OPRE,3310,5U1,7,7,4,10,4,3,3,2,2,,2,,,,,,,,"Farzaneh, Mohammad Amin",,,,,
OPRE,3330,5W1,16,1,1,,2,,,,,,,,,,,,,,"Flores, Juan",,,,,
OPRE,3333,0U1,3,1,2,2,5,4,5,5,2,,,1,3,,,,,,"Whalen, Tristan G","Sharma, Rahul","Shahsavand, Parisa",,,
OPRE,3333,0W1,1,12,2,,2,3,6,2,3,,,,11,,,,5,,"Enayaty Ahangar, Negin","Pandey, Amit Kumar",,,,
OPRE,3333,0W2,1,7,4,3,4,8,1,2,2,1,4,,4,,,,3,,"Enayaty Ahangar, Negin","Pandey, Amit Kumar",,,,
OPRE,3360,0U1,12,8,3,5,7,8,3,6,3,1,1,1,2,,,,2,,"Whalen, Tristan G","Sharma, Rahul","Shahsavand, Parisa",,,
OPRE,3360,0W1,13,12,7,12,11,5,2,2,,2,,1,1,,,,,,"Ahadi, Khatereh","Chen, Qiuxia","Ghosh, Pramit",,,
OPRE,4090,091,,,,,,,,,,,,,,26,,,,,"Brussolo, Monica E",,,,,
OPRE,4090,0U1,,,,,,,,,,,,,,12,,,,,"Brussolo, Monica E",,,,,
OPRE,6009,091,,,,,,,,,,,,,,,,,1,12,"Widdifield, David S","Alborz, Shawn",,,,
OPRE,6009,0U1,,,,,,,,,,,,,,,,,,19,"Widdifield, David S","Fierst, John","Alborz, Shawn",,,
OPRE,6301,0W1,,11,10,4,5,4,1,6,,,,,,,1,,4,,"Leach, Sonia E","Marar, Abhijit",,,,
OPRE,6302,0W1,,7,11,15,3,,,,,,,,,,,,,,"Wang, Guihua","Yan, Tianyu",,,,
OPRE,6302,MBP,,6,11,4,3,,,,,,,,,,,,,,"Subramoniam, Ramesh","Wei, Jiarui",,,,
OPRE,6364,0W1,,5,9,7,2,,,,,,,,,,,,1,,"Rajamani, Divakar","Ghosal, Shayak",,,,
OPRE,6364,PW1,,11,2,1,,,,,,,,,,,,,,,"Rajamani, Divakar",,,,,
OPRE,6378,5W1,,25,1,1,,,,,,,,,,,,,,,"Widdifield, David S",,,,,
OPRE,6379,PW1,,6,5,1,,,,,,,,,,,,,,,"Rajamani, Divakar",,,,,
OPRE,6V98,0U1,,,,,,,,,,,,,,,,,,12,"Widdifield, David S","Fierst, John","Alborz, Shawn",,,
PA,4345,0U1,10,,,,,,,,,,,,,,,,,,"Lee, Moonsoo","Habib, Salman Bin","Sipos, Savannah M",,,
PA,4351,0U1,,14,,,4,,,2,,,,,,,,,,,"Mulumba Katchy, Josue","Zeraatpisheh, Abdollah","Wicker, Brandy M",,,
PA,4370,0U1,6,4,,,,2,,1,,,,2,,,,,,,"Pavel, Md Eyasin Ul Islam","Parijat, Nabila","Parker, Kayla M",,,
PA,6311,0W1,,14,,,1,,,,,,,,,,,,,,"Morris, Charles G",,,,,
PA,6369,5U1,,14,,1,1,,,1,,,,,,,,,1,,"Hutcheson, Patricia L",,,,,
PA,6399,551,,19,,,,,,,,,,,,,,,,,"Benavides, Teodoro J",,,,,
PA,8330,HN1,,35,4,2,1,,,,,,,,,,,,,,"Shute, William H","Skinner, Donal C",,,,
PA,8331,HN1,,33,6,1,2,,,,,,,,,,,,,,"Aitken, Allison D","Badu-Nimako, Yvette","Gordon, Waverly","Warbrick, Malcolm","Nugent, Mary","Skinner, Donal C"
PA,8332,HN1,,,,,,,,,,,,,,,,,,42,"Diascro, Jennifer","Skinner, Donal C",,,,
PHIL,1301,0W1,3,15,15,4,1,4,1,1,1,,,,2,,,,2,,"Campos, Laura Graciela",,,,,
PHYS,1101,1U1,22,4,,,,,,,,,,,,,,,,,"Khan, Amena L","Kapte, Isha Sunil",,,,
PHYS,1102,1U1,5,12,2,1,,,,,,,,,1,,,,1,,"Mac Alevey, Paul J","Crawford, John A",,,,
PHYS,1102,1U2,2,6,2,,,,,,,,,,,,,,,,"Mac Alevey, Paul J","Palos, Rylee K",,,,
PHYS,1301,0U1,13,7,3,1,2,,,1,,2,,,,,,,1,,"Khan, Amena L","Gonzalez, Kristian E","Dashti, Farbod",,,
PHYS,1302,0H1,3,1,4,2,4,,,1,,,1,,1,,,,,,"Kadala, Roger H","Arabiat, Aya H","Kader, Md Joadul",,,
PHYS,1302,0W1,6,8,5,,1,,,,,,,,,,,,1,,"Malko, Anton","Ryan, Conor",,,,
PHYS,2125,1U1,5,10,,1,,,,,,,,,,,,,,,"Khan, Amena L","Imran, Tuhin Muhammad",,,,
PHYS,2125,1U2,7,3,2,,,,,,,1,,,,,,,,,"Khan, Amena L","Koirala, Babita",,,,
PHYS,2126,1U1,4,10,2,2,,,,1,,,,,,,,,,,"Mac Alevey, Paul J","Neubauer, Brennan B","Awoyinka, Tunde D",,,
PHYS,2126,1U2,5,8,5,3,1,,,,,,,1,,,,,,,"Mac Alevey, Paul J","Neubauer, Brennan B",,,,
