Subject,Catalog Nbr,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,CR,I,NC,W,P,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6
BUAN,6009,001,,,,,,,,,,,,,,,,,,21,"Thomas, Sunela S",,,,,
BUAN,6009,091,,,,,,,,,,,,,,,,,,10,"Thomas, Sunela S",,,,,
BUAN,6312,001,,16,9,9,11,9,8,3,,,,,1,,,,,,"Liu, Quanquan","Kim, Haeun","Narra, Siva Srinivas",,,
BUAN,6312,002,,5,4,9,3,1,1,,,,,,,,,,1,,"Blueshtein, Moran","Goyal, Tarini",,,,
BUAN,6312,003,,12,8,18,6,3,5,,,,,,,,,,,,"Liu, Quanquan","Kim, Haeun","Narra, Siva Srinivas",,,
BUAN,6312,0W1,,8,3,9,6,1,1,,,,,,2,,,,1,,"Blueshtein, Moran","Goyal, Tarini",,,,
BUAN,6312,501,,12,12,12,11,8,4,3,,,,,1,,,,,,"Liu, Quanquan","Kim, Haeun","Narra, Siva Srinivas",,,
BUAN,6312,502,,13,14,11,12,7,6,2,,,,,,,,,,,"Chudik, Alexander","Botcha, Sumana",,,,
BUAN,6312,S01,,9,11,12,9,4,4,2,,,,,3,,1,,,,"Liu, Quanquan","Kim, Haeun","Narra, Siva Srinivas",,,
BUAN,6312,SW1,,6,2,2,2,1,,,,,,,,,,,,,"Blueshtein, Moran",,,,,
BUAN,6320,001,,26,14,5,4,4,,,,,,,,,,,1,,"El-khodari, Gasan E","Tiwari, Saksham",,,,
BUAN,6320,002,,17,19,15,5,,,,,,,,,,,,1,,"Srikanth, Kannan","Duddu, Sravanthi",,,,
BUAN,6320,004,,10,14,4,4,,,,,,,,,,,,,,"Wu, Lidong","Rajendra, Chethan",,,,
BUAN,6320,006,,18,7,11,2,,,,,,,,,,,,,,"Wu, Lidong","Rajendra, Chethan",,,,
BUAN,6320,007,,14,10,8,5,3,1,,,,,,,,,,1,,"Pandian, Thiru","Mokkapati Sridhar, Karthik","Nisthala, Venkat Bhargav",,,
BUAN,6320,008,,19,22,15,2,,,,,,,,,,,,,,"Srikanth, Kannan","Duddu, Sravanthi",,,,
BUAN,6320,009,,4,3,7,4,3,3,3,,,,,3,,,,,,"Cavusoglu, Huseyin","Li, Baorui",,,,
BUAN,6320,0W1,,6,4,3,5,4,1,,,,,,1,,,,,,"Cavusoglu, Huseyin","Li, Baorui",,,,
BUAN,6320,501,,25,17,9,1,1,,,,,,,2,,,,,,"El-khodari, Gasan E","Tiwari, Saksham",,,,
BUAN,6320,S01,,38,13,6,,,,,,,,,1,,,,,,"Swamy, Venkat",,,,,
BUAN,6320,S02,,33,5,4,,,,,,,,,3,,,,,,"Swamy, Venkat",,,,,
BUAN,6320,SW1,,8,3,4,4,,,,,,,,,,,,,,"Ryu, Young U",,,,,
BUAN,6333,501,,25,12,6,5,4,1,,,,,,1,,,,,,"Shadid, Waseem G","Kiarie, Maryanne W",,,,
BUAN,6335,501,,9,12,7,2,,,1,,,,,,,,,1,,"Samant, Mandar","Dhanasekaran, Janani",,,,
BUAN,6335,502,,7,16,9,1,,,2,,,,,,,,,,,"Samant, Mandar","Dhanasekaran, Janani",,,,
BUAN,6335,SW1,,20,13,3,1,,,,,,,,1,,,,,,"Narayan, Ravishankar L",,,,,
BUAN,6337,001,,18,13,26,2,,,,,,,,,,,,,,"Shahrokhi Tehrani, Shervin","Yousefi Pour, Vahid",,,,
BUAN,6337,0W1,,1,13,9,11,2,,,,,,,,,,,,,"Subramanian, Upender","Pain, Krishnendu",,,,
BUAN,6337,501,,11,17,26,3,,,,,,,,,,,,,,"Shahrokhi Tehrani, Shervin","Yousefi Pour, Vahid",,,,
BUAN,6337,S01,,5,9,11,15,3,2,1,,,,,,,,,,,"Allison, Kyle",,,,,
BUAN,6337,SW1,,5,4,3,2,,,,,,,,1,,,,1,,"Subramanian, Upender",,,,,
BUAN,6340,501,,7,6,2,4,,,,,,,,,,,,,,"Lavastida, Thomas","Mudunuri, Devamsh Varma",,,,
BUAN,6341,001,,11,24,5,5,1,,,,,,,,,,,,,"Meng, Zixuan","Sarraf, Keshav",,,,
BUAN,6341,003,,13,12,10,3,4,,,,,,,,,,,,,"Meng, Zixuan","Sarraf, Keshav",,,,
BUAN,6341,501,,16,7,10,5,1,1,,,,,,,,,,,,"Meng, Zixuan","Sarraf, Keshav",,,,
BUAN,6341,S02,,28,6,2,5,3,1,,,,,,,,1,,,,"Zemoodeh, Amir",,,,,
BUAN,6342,001,,20,15,6,3,1,,1,,,,,,,,,,,"El-khodari, Gasan E","Yang, Yunxuan M",,,,
BUAN,6342,501,,3,2,10,1,2,4,2,,,,,,,,,,,"Singh, Harpreet","Wei, Ning",,,,
BUAN,6342,S01,,10,14,12,11,3,1,,,,,,,,,,1,,"Singh, Harpreet",,,,,
BUAN,6344,002,,3,2,1,3,3,1,1,,,,,1,,,,,,"Maru, Vatsal K","Paluru, Vaishnavi",,,,
BUAN,6344,0W1,,6,3,3,3,,,,,,,,,,,,1,,"Mehra, Amit","Paluru, Vaishnavi",,,,
BUAN,6344,S01,,6,3,1,13,5,,7,,,,,1,,,,,,"Allison, Kyle",,,,,
BUAN,6346,001,,15,6,10,3,,,,,,,,,,,,,,"El-Youssef, Rami","Patel, Sakshi Jayesh",,,,
BUAN,6346,0W3,,3,2,3,3,1,,1,,,,,,,,,,,"Bradbury, Judd D","Patel, Sakshi Jayesh","Raghu, Tarun",,,
BUAN,6346,501,,14,13,5,,1,,,,,,,,,,,,,"Kamalzadeh, Hossein","Patel, Sakshi Jayesh",,,,
BUAN,6346,503,,9,12,2,2,1,,,,,,,,,,,,,"El-khodari, Gasan E","Tiwari, Saksham",,,,
BUAN,6346,SW1,,8,7,17,6,,,,,,,,,,,,,,"Perez, Jerry",,,,,
BUAN,6356,001,,11,3,4,12,5,,2,,,,,,,,,,,"Tarala, Magesh","Kulkarni, Prajwal Prahllad Rao",,,,
BUAN,6356,002,,25,9,6,3,2,,,,,,,,,,,,,"Zhang, Zhe","Rangala, Sai Nikhel",,,,
BUAN,6356,004,,25,11,3,2,1,,,,,,,,,,,,,"Zhang, Zhe","Rangala, Sai Nikhel",,,,
BUAN,6356,006,,22,14,6,2,1,,,,,,,,,,,,,"Zhang, Zhe","Rangala, Sai Nikhel",,,,
BUAN,6356,502,,11,13,7,5,2,,,,,,,,,,,,,"Lee, Heeseung","Khan, Afnan Anwar",,,,
BUAN,6356,S01,,23,19,7,5,1,,1,,,,,1,,,,,,"Shrivastava, Prakash C",,,,,
BUAN,6356,S03,,20,15,4,2,,,1,,,,,2,,,,,,"Shrivastava, Prakash C",,,,,
BUAN,6356,S04,,5,2,2,1,,,,,,,,,,,,,,"Parker, Jason A",,,,,
BUAN,6356,SW1,,3,3,2,2,3,1,,,,,,2,,,,1,,"Tarala, Magesh",,,,,
BUAN,6357,S01,,29,6,,1,2,1,,,,,,,,,,,,"Johnston, Walter L",,,,,
BUAN,6358,001,,9,3,1,3,3,2,,,,,,1,,,,,,"Bradbury, Judd D","Paluru, Vaishnavi",,,,
BUAN,6359,001,,13,1,10,6,4,,1,,,,,1,,,,1,,"Sethi, Avanti P","Singh, Manjot",,,,
BUAN,6359,002,,9,8,5,3,7,1,2,,,,,1,,,,1,,"Toptal, Aysegul","Sibam, Patnala",,,,
BUAN,6359,003,,9,5,6,2,6,2,,,,,,,,,,,,"Whalen, Tristan G","Mukhopadhyay, Avik",,,,
BUAN,6359,005,,12,12,6,3,4,4,2,,,,,1,,,,,,"Whalen, Tristan G","Mukhopadhyay, Avik",,,,
BUAN,6359,006,,3,3,6,4,6,5,6,,,,,3,,,,,,"Toptal, Aysegul","Sibam, Patnala",,,,
BUAN,6359,0W2,,4,1,5,3,2,,3,,,,,4,,,,,,"Ahadi, Khatereh","Saxena, Mani","Gatne, Sushmita Sunil",,,
BUAN,6359,501,,16,2,5,3,4,5,5,,,,,,,,,,,"Ramezani, Rasoul","Nguyen, Trung B",,,,
BUAN,6359,S01,,10,2,4,3,1,2,1,,,,,1,,,,,,"Brussolo, Monica E",,,,,
BUAN,6359,S02,,8,1,3,2,3,2,1,,,,,2,,,,,,"Ramezani, Rasoul",,,,,
BUAN,6359,S03,,21,9,5,11,6,3,1,,,,,2,,,,,,"Whalen, Tristan G",,,,,
BUAN,6359,SW1,,7,3,4,2,2,1,,,,,,1,,,,,,"Brussolo, Monica E",,,,,
BUAN,6382,001,,4,6,1,5,1,1,,,,,,,,,,,,"Singh, Harpreet","Wei, Ning",,,,
BUAN,6382,501,,20,21,11,3,1,,,,,,,,,,,,,"El-Youssef, Rami","Cai, Shuzhang",,,,
BUAN,6382,SW1,,4,1,6,6,1,,,,,,,,,,,,,"Shekhar, Gaurav",,,,,
BUAN,6383,002,,4,2,4,3,1,,1,,,,,,,,,1,,"Menon, Syam S","Vissapragada, Ramya Rajeswari",,,,
BUAN,6383,0W1,,7,,1,2,5,,,,,,,,,,,,,"Menon, Syam S","Vissapragada, Ramya Rajeswari",,,,
BUAN,6385,001,,13,1,1,1,,,4,,,,,,,,,,,"Shekhar, Gaurav","Yadav, Abhishekkumar Rajaram",,,,
BUAN,6390,001,,50,7,2,,,,,,,,,,,,,,,"Thomas, Sunela S","Soni, Raj P",,,,
BUAN,6390,002,,7,12,19,17,5,,1,,,,,,,,,,,"Alvarez, Jose",,,,,
BUAN,6390,S01,,25,2,,,,,1,,,,,,,,,,,"Johnston, Walter L",,,,,
BUAN,6392,0W1,,6,7,11,6,,,,,,,,,,,,,,"Mehra, Amit","Vissapragada, Ramya Rajeswari",,,,
BUAN,6392,501,,3,5,2,2,2,,,,,,,,,,,,,"Alvarez, Jose",,,,,
BUAN,6392,SW1,,9,6,9,7,,,,,,,,,,,,,,"Mehra, Amit",,,,,
BUAN,6398,002,,17,10,3,3,6,,5,,,,,3,,,,,,"Nguyen, Hien T","Trivedi, Prachi Rajendra",,,,
BUAN,6398,003,,11,10,13,6,4,1,2,,,,,1,,,,,,"Nguyen, Hien T","Trivedi, Prachi Rajendra",,,,
BUAN,6398,0W1,,11,2,3,1,2,1,2,,,,,,,,,,,"Ramezani, Rasoul","Nguyen, Trung B",,,,
BUAN,6398,501,,10,15,10,2,8,,1,,,,,1,,,,,,"Nguyen, Hien T","Trivedi, Prachi Rajendra",,,,
BUAN,6398,S01,,8,6,6,5,6,3,1,,,,,,,,,,,"Nguyen, Hien T",,,,,
BUAN,6398,S02,,14,7,14,10,10,3,1,,,,,,,,,,,"Nguyen, Hien T",,,,,
BUAN,6V98,001,,,,,,,,,,,,,1,,,,,79,"Thomas, Sunela S",,,,,
BUAN,6V98,S01,,,,,,,,,,,,,,,,,,11,"Shekhar, Gaurav",,,,,
CE,1100,001,29,15,5,2,5,,2,1,1,,4,,1,,,,,,"Ahmed, Shaheen","Habibi Dehsheikhi, Mostafa","Eroglu, Omer",,,
CE,1100,002,32,19,3,2,1,2,1,,,,,,,,,,,,"Ahmed, Shaheen","Eroglu, Omer","Habibi Dehsheikhi, Mostafa",,,
CE,1202,001,5,4,7,2,4,5,1,1,1,1,2,1,2,,,,1,,"Abulaiha, Haifa","Dhole, Sameer R","Nayemuzzaman, Sk",,,
CE,2301,002,3,6,,,2,1,3,2,,1,3,,1,,1,,2,,"Fahimi, Babak","Rafiei, Vahid",,,,
CE,2301,003,3,1,1,2,,2,,1,,,,,2,,,,,,"Friedman, Joseph S","Qi, Tianxi",,,,
CE,2305,001,,,2,1,4,,3,,2,,,,1,,,,,,"Daescu, Ovidiu","Truong, Nhat V",,,,
CE,2305,003,,2,3,5,9,2,,1,,,,,,,,,,,"Raichel, Benjamin A",,,,,
CE,2305,004,,3,4,3,4,2,2,,,,,,,,,,,,"Bereg, Sergey","Truong, Nhat V",,,,
CE,2310,001,,8,9,3,6,4,4,1,,,3,,2,,,,1,,"Abulaiha, Haifa","Brigner, Wesley H","Karanika, Athanasia","Dhole, Sameer R","Nayemuzzaman, Sk",
CE,2310,002,2,5,6,4,6,3,2,1,1,,2,,3,,,,2,,"Abulaiha, Haifa","Karanika, Athanasia","Brigner, Wesley H","Dhole, Sameer R","Nayemuzzaman, Sk",
CE,3161,051,4,13,5,7,3,,,,,,,,,,,,,,"Mezenner, Rabah","Islam, Farzana",,,,
CE,3161,091,1,4,8,7,5,1,1,2,,,,,2,,,,,,"Mezenner, Rabah","Islam, Farzana",,,,
CE,3201,001,1,12,4,1,1,1,3,,,,1,,,,,,,,"Nikoubin Boroujeni, Tooraj","Jain, Dipali D","Abbasnia, Alma","Duraisamy Swamikannan, Lena",,
CE,3201,002,3,12,,,,,,,,,1,,,,,,,,"Nikoubin Boroujeni, Tooraj","Jain, Dipali D","Abbasnia, Alma","Duraisamy Swamikannan, Lena",,
CE,3202,002,2,11,8,1,6,1,,1,,,2,,,,,,,,"Overzet, Lawrence J","Tayeb Naimi, Shideh","Koech, Mercy C","Showrov, Md Shadman Sakib",,
CE,3202,003,,2,4,9,5,,,4,,,,,,,,,,,"Kiasaleh, Kamran","Mahbub, Mohammed Nahiyan","Kazemikia, Danial","Showrov, Md Shadman Sakib",,
CE,3303,001,6,6,5,7,9,8,7,8,1,,,,4,,,,,,"Sisman, Berrak","Du, Zongyang",,,,
CE,3311,001,1,7,,2,2,2,2,5,5,,,,,,,,,,"Lee, Gil S","Neelapureddy, Uttam Reddy",,,,
CE,3311,002,1,2,,5,1,2,,5,2,,,,1,,,,,,Kenneth K,"Sosa Portillo, Walter E",,,,
CE,3320,001,4,6,3,4,3,1,,,,,,,,,,,,,"Pedram, Hossein","Kamalzadeh, Moojan",,,,
CE,3320,002,3,11,2,,2,1,,1,1,,3,,,,,,,,"Nikoubin Boroujeni, Tooraj","Kumar, Hiranya Garbha",,,,
CE,3345,005,1,3,2,2,2,,,,,,,,,,,,,,"Erbatur, Serdar",,,,,
CE,3354,002,1,1,,2,4,1,,2,,,,,,,,,,,"Paulk, Mark C",,,,,
CE,4201,001,,37,,,,,,,,,,,,,,,1,,"Tamil, Lakshman S",,,,,
CE,4304,001,3,11,2,8,5,3,1,3,,,,,,,,,1,,"Makris, Georgios","Kontarinis, Apostolos",,,,
CE,4304,501,,6,1,1,1,2,1,1,,,,,,,,,1,,"Shamsi, Kaveh","Kontarinis, Apostolos",,,,
CE,4337,001,,5,3,4,5,1,2,,,,,,,,,,,,"Davis, Chris I","Zhang, Baoming","Zhang, Yue",,,
CE,4337,002,,2,1,,2,2,,,3,1,1,,,,,,,,"Zhao, Yi","Li, Ruosen",Jishnu J,,,
CE,4337,003,,1,2,,1,1,2,1,,,2,,,,,,,,"Karami, Gity","Golivand Darvishvand, Fateme",,,,
CE,4337,502,,1,1,1,1,3,3,,,,1,,3,,,,1,,"Salazar, Elmer E","Averill, Matthew C",,,,
CE,4337,503,3,2,3,1,,2,1,,,,,,1,,,,,,"Karami, Gity","Golivand Darvishvand, Fateme","Li, Ruosen",,,
CE,4337,504,,1,6,2,1,2,,2,1,,2,,,,,,1,,"Zhao, Yi","Tenali, Pranuthi",,,,
CE,4337,505,,1,1,6,1,1,1,2,1,,,,,,1,,,,"Davis, Chris I","Xu, Zexin","Saha, Pritom K",,,
CE,4348,501,12,6,6,7,7,3,3,3,3,,,3,,,,,,,"Christiansen, Michael G","Sakib, Md Nazmus","Das, Souvik",,,
CE,4370,001,6,9,6,,1,1,,,,,,,,,,,,,"Swartz, William P","Ezechukwu, Dismas N","Delaram, Zeinab",,,
CE,4370,002,2,6,,,3,1,1,1,,,,,,,,,,,"Pedram, Hossein","Delaram, Zeinab",,,,
CE,4388,001,2,15,,,1,1,,,,,,,,,,,,,"Tacca, Marco",,,,,
CE,4388,002,4,14,1,,,,,,,,,,,,,,,,"Tacca, Marco",,,,,
CE,4389,001,,20,,5,,,,,,,,,,,,,,,"Tacca, Marco",,,,,
CE,5325,501,,10,,,,1,,,,,,,,,,,1,,"Swartz, William P","Qazi, Srijeet S",,,,
CE,6302,001,,27,1,1,1,,,1,,,,,,,,,,,"Nikoubin Boroujeni, Tooraj","Hashemi Esmaeilabad, Seyed Saeed",,,,
CE,6304,001,,14,13,1,2,2,,,,,,,,,,,,,"Pedram, Hossein","Delaram, Zeinab","Daneshnazar, Milad",,,
CE,6304,002,,6,2,,1,1,,,,,,,,,,,,,"Pedram, Hossein","Efe, Lutfu E",,,,
CE,6320,001,,10,34,11,8,,,,,,,,1,,,,,,"Basu, Kanad","Ahmed, Shakil",,,,
CE,6325,501,,2,3,2,1,2,,,,,,,,,,,,,"Sechen, Carl M","Feng, Jinkun","Wick, Lucas M",,,
CE,6330,001,,13,,,,,,,,,,,,,,,,,"Shamsi, Kaveh",,,,,
CE,6370,001,,11,4,3,1,,,1,,,,,,,,,,,"Carrion Schaefer, Benjamin",,,,,
CGS,2301,001,9,13,,15,11,4,5,9,2,,6,,8,,1,,6,,"O'Toole, Alice J","Krishan, Rushale",,,,
CGS,2301,002,2,4,8,10,10,1,3,1,1,,1,,1,,,,4,,"Guo, Jiahui","Massett, Roy J",,,,
CGS,3346,501,3,20,,,2,,,,,,,,1,,,,2,,"Estevez, Leonardo",,,,,
CGS,3361,001,9,1,,,2,1,,2,1,,,,,,,,,,"Roark, Dana A","Cortez, Jared I",,,,
CGS,4352,001,,6,3,2,3,1,,1,2,,,,,,,,1,,"Kim, Jin Ryong","Singhal, Yatharth","Pratap, Ashish",,,
CGS,4353,0H1,6,6,,2,2,2,1,,,,,,1,,,,,,"Orrick, Erika D",,,,,
CGS,4359,501,2,7,,,3,,,1,,,,,,,,,,,"Rypma, Bart P","Ma, Jessica",,,,
CHEM,1111,101,4,9,3,4,3,,2,1,2,,,1,,,,,,,"Farvid, Seyedmajid","Antany, Damary S","Osborn, Emily",,,
CHEM,1111,102,17,6,1,2,2,1,,,,,,,,,,,,,"Hashami, Zohreh","Paul, Saptarshi",,,,
CHEM,1111,103,12,8,1,5,1,1,,,1,,,,1,,,,,,"Abeykoon, Nimali C","Chakrabarty, Sumon",,,,
CHEM,1111,104,10,8,,2,1,1,3,,,,,1,2,,,,,,"Qin, Yanping","Kim, Hyunseo",,,,
CHEM,1111,105,8,12,1,2,4,2,,,,,,,1,,,,,,"Ge, Jing","Antany, Damary S",,,,
CHEM,1111,106,12,7,2,4,2,,2,,,,,,,,,,,,"Ge, Jing","Hoot, Robert E",,,,
CHEM,1111,107,15,10,2,1,1,,1,,,,,,,,,,,,"Abeykoon, Nimali C","Chakrabarty, Sumon",,,,
CHEM,1111,108,9,8,4,2,1,1,4,,1,,,,,,,,,,"Qin, Yanping","Kim, Hyunseo",,,,
CHEM,1111,109,10,11,5,,1,,1,,,,,,,,,,1,,"Farvid, Seyedmajid","Osborn, Emily",,,,
CHEM,1111,110,13,11,,1,2,1,,,,,,,1,,,,,,"Gavva, Sandhya R","Labedis, Bruce M",,,,
CHEM,1111,111,21,3,,,4,,,,,,1,,,,,,,,"Panapitiya, Nimanka P","Ayers, Lyndsay C",,,,
CHEM,1111,112,20,2,1,1,,,2,,,,,,1,,,,,,"Hashami, Zohreh","Vs, Sushma",,,,
CHEM,1111,113,21,8,,,,,,,,,,,1,,,,,,"Qin, Yanping","Jayasuriya, Danidu M","Koti, Neelima",,,
CHEM,1111,114,10,9,4,,2,2,,1,,,,,1,,,,,,"Qin, Yanping","Fernando, Shehan H","Koti, Neelima",,,
CHEM,1111,115,21,5,2,,,1,,,,,,,,,,,,,"Anka, Fadwa H","Agamendran, Nithish",,,,
CHEM,1111,116,20,5,2,2,,,1,,,,,,,,,,,,"Abeykoon, Nimali C","Agamendran, Nithish",,,,
CHEM,1111,117,4,7,5,2,3,,,2,1,3,,,,,,,,,"Farvid, Seyedmajid","Pal, Aakash",,,,
CHEM,1111,118,11,9,3,1,4,,,,,,,,1,,,,,,"Khan, Saba","Saini, Piyush",,,,
CHEM,1111,119,17,6,2,1,1,2,,,,,,,1,,,,,,"Qin, Yanping","Qasimi, Esmail",,,,
CHEM,1111,120,11,7,6,1,2,,,,,,,,1,,,,,,"Abeykoon, Nimali C","Vu, Mai P",,,,
CHEM,1111,121,6,11,4,5,2,1,,,,,,,1,,,,,,"Farvid, Seyedmajid","Jorapur, Soham R",,,,
CHEM,1111,122,6,10,,4,3,,,1,,1,,,1,,,,1,,"Gavva, Sandhya R","Pal, Aakash",,,,
CHEM,1111,123,17,5,3,,1,1,1,1,,,,,,,,,,,"Qin, Yanping","Ghafari, Mozhdeh","Mahulkar, Pranav S",,,
CHEM,1111,124,23,1,,1,2,,,,,1,,,,,,,,,"Anka, Fadwa H","Mustafa, Md.",,,,
CHEM,1111,125,10,9,2,5,2,1,,,,1,,,,,,,,,"Khan, Saba","Farris, Wilson L",,,,
CHEM,1111,126,17,8,1,1,,1,1,,,,,,,,,,,,"Khan, Saba","Farris, Wilson L",,,,
CHEM,1111,127,19,7,3,,,,,,,,,,,,,,,,"Anka, Fadwa H","Mustafa, Md.",,,,
CHEM,1111,128,16,10,2,,2,,,,,,,,,,,,,,"Tran, Daniel N","Fernando, Shehan H",,,,
CHEM,1111,129,13,6,6,2,1,,,,,,,1,1,,,,,,"Qin, Yanping","Jayasuriya, Danidu M",,,,
CHEM,1111,130,19,7,1,1,,,,,,,,,1,,,,,,"Anka, Fadwa H","Koti, Neelima",,,,
CHEM,1111,131,12,7,3,3,2,,,1,,,1,,,,,,,,"Hashami, Zohreh","Hu, Saizhen",,,,
CHEM,1111,132,13,8,2,3,2,1,,1,,,,,,,,,,,"Qin, Yanping","Qasimi, Esmail",,,,
CHEM,1111,133,15,7,5,1,,,,,,,1,1,,,,,,,"Khan, Saba","Saini, Piyush",,,,
CHEM,1111,134,14,7,3,2,2,1,,,,,,,,,,,,,"Hashami, Zohreh","Vs, Sushma",,,,
CHEM,1111,135,19,8,1,,2,,,,,,,,,,,,,,"Abeykoon, Nimali C","Shohag, S M Anyet Ullah",,,,
CHEM,1111,136,15,7,3,1,1,1,,,,,,,1,,,,,,"Cortes, Sergio","Maharana, Priyanka",,,,
CHEM,1111,137,20,5,1,,,2,1,,,,,,,,,,,,"Dissanayake, Dushanthi S","Nguyen, Trang",,,,
CHEM,1111,138,23,4,1,2,,,,,,,,,,,,,,,"Hashami, Zohreh","Hu, Saizhen",,,,
CHEM,1111,139,14,8,3,2,,1,,,,,,,,,,,,,"Tripathi, Kiran","Ghafari, Mozhdeh",,,,
CHEM,1111,140,15,9,5,,,1,,,,,,,,,,,,,"Wijenayake, Sumudu N","Maharana, Priyanka","Mahulkar, Pranav S",,,
CHEM,1111,141,18,5,2,1,,1,,,,1,,,,,,,,,"Wijenayake, Sumudu N","Mahulkar, Pranav S","Nguyen, Trang",,,
CHEM,1111,142,14,6,4,,1,1,1,,,1,1,,,,,,,,"Qin, Yanping","Nguyen, Trang","Paul, Saptarshi",,,
CHEM,1111,143,10,8,,2,4,1,1,2,,,1,,1,,,,,,"Gavva, Sandhya R","Mazhar, Noreen",,,,
CHEM,1111,601,8,11,1,3,2,2,,2,,,,,,,,,1,,"Sisk, Joshua R","Osborn, Emily","Shohag, S M Anyet Ullah",,,
CHEM,1111,602,6,12,1,5,3,,,1,,,,,1,,,,,,"Sisk, Joshua R","Labedis, Bruce M","Shohag, S M Anyet Ullah",,,
CHEM,1111,603,3,11,3,,6,,1,3,1,1,,,,,,,,,"Sisk, Joshua R","Vu, Mai P","Ghafari, Mozhdeh",,,
CHEM,1111,604,7,15,1,1,4,1,,,,,,,,,,,,,"Sisk, Joshua R","Jorapur, Soham R","Ghafari, Mozhdeh",,,
CHEM,1111,605,11,12,2,4,,,1,,,,,,,,,,,,"Tran, Daniel N","Hoot, Robert E",,,,
CHEM,1111,606,10,3,3,7,3,1,,1,,2,,,,,,,,,"Tripathi, Kiran","Mazhar, Noreen",,,,
CHEM,1111,607,10,11,1,4,,1,1,,,,1,,1,,,,,,"Panapitiya, Nimanka P","Ayers, Lyndsay C",,,,
CHEM,1112,101,13,4,5,2,1,2,,1,,2,,,,,,,,,"Huang, Yu","Ullah, Najeeb",,,,
CHEM,1112,102,5,6,4,1,4,2,4,,,,,1,3,,,,,,"Huang, Yu","Ullah, Najeeb",,,,
CHEM,1112,103,10,8,2,1,1,,1,,1,,,,2,,,,1,,"Huang, Yu","Kim, Gyeongseo",,,,
CHEM,1112,104,9,6,1,4,1,,3,1,1,,,,4,,,,,,"Tripathi, Kiran","Kim, Gyeongseo",,,,
CHEM,1112,105,11,9,2,4,2,1,,,,,,,1,,,,,,"Tripathi, Kiran","Brown, Monet R",,,,
CHEM,1115,HN1,6,24,,,,,,,,,,,,,,,,,"Sibert, John W",,,,,
CHEM,1311,001,17,49,27,23,21,19,21,15,24,3,13,1,14,,,,10,,"Huang, Yu",,,,,
CHEM,1311,002,12,39,26,22,21,23,15,16,23,12,9,5,14,,,,14,,"Anka, Fadwa H",,,,,
CHEM,1311,003,10,24,17,21,21,17,18,25,21,6,12,5,34,,,,20,,"Dieckmann, Gregg R",,,,,
CHEM,1311,004,3,20,15,20,24,25,15,29,18,9,11,8,36,,,,16,,"Dieckmann, Gregg R",,,,,
CHEM,1311,005,17,38,21,12,34,25,14,16,21,10,8,6,13,,,,24,,"Taylor, Stephanie M",,,,,
CHEM,1311,006,13,38,19,23,24,16,19,15,29,10,5,7,14,,,,19,,"Taylor, Stephanie M",,,,,
CHEM,1312,001,16,16,24,6,16,22,7,16,25,14,10,4,32,,,,12,,"Sra, Amandeep K","Bonnand, Evan F","Darwin, Cary","Shende, Prapti M",,
CHEM,1315,HN1,10,8,3,2,1,,3,2,1,,,,,,,,,,"Sibert, John W",,,,,
CHEM,2233,301,14,9,3,,,,,,,,,,,,,,,,"Cortes, Sergio","Walimuni Mudiyanselage, Chamila Sandaruwan B","Li, Baowen",,,
CHEM,2233,302,13,10,1,,,2,,,,,,,,,,,,,"Tran, Daniel N","Amini-Harandi, Zahra",,,,
CHEM,2233,303,14,9,1,2,,,,,,,,,,,,,,,"Wijenayake, Sumudu N","Adams, Derik A",,,,
CHEM,2233,304,24,,,,1,1,,,,,,,,,,,,,"Cortes, Sergio","Amini-Harandi, Zahra","Pradhan, Subham",,,
CHEM,2233,305,19,6,1,,,,,,,,,,,,,,,,"Wijenayake, Sumudu N","Walimuni Mudiyanselage, Chamila Sandaruwan B","Rajapaksha Mudiyanselage, Gaveshika Madushani Rajapaksha",,,
CHEM,2233,306,15,5,,2,3,,,,,,,,,,,,,,"Panapitiya, Nimanka P","Li, Baowen","Rajapaksha Mudiyanselage, Gaveshika Madushani Rajapaksha",,,
CHEM,2233,307,9,12,1,,1,1,,,,,,,,,,,,,"Tran, Daniel N","Sharma, Shreya",,,,
CHEM,2233,308,9,14,2,,,1,,,,,,,,,,,,,"Panapitiya, Nimanka P","Baird, Marriah",,,,
CHEM,2323,001,24,48,15,17,15,8,7,5,2,2,1,,,,,,1,,"Wijenayake, Sumudu N","Deo, Nitish Kumar",,,,
CHEM,2323,002,4,11,6,9,10,8,6,12,9,7,6,3,1,,,,6,,"Ahn, Jung-Mo","Neal, Henry",,,,
CHEM,2323,003,10,28,12,11,16,16,14,8,7,5,6,,6,,,,4,,"Tran, Daniel N",,,,,
CHEM,2323,004,5,8,14,8,6,12,11,17,8,15,15,,17,,,,4,,"Cortes, Sergio","Gaspar, Miguel A",,,,
CHEM,2323,005,8,30,18,14,16,11,11,9,9,7,3,,4,,2,,2,,"Thompson, Christina M","Elmore, Scott T",,,,
CHEM,2323,501,28,48,6,16,5,6,14,2,9,6,3,,3,,,,4,,"Panapitiya, Nimanka P","De Aquino Veras, Sophia",,,,
CHEM,2325,001,20,14,6,7,8,7,5,2,5,5,4,,23,,2,,7,,"Novak, Bruce M",,,,,
