Subject,Catalog Number,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W Total,CR,I,NC,P,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6,instructor_id,instructor_name_normalized,title
SOC,3325,0W1,18,24,,6,7,,1,1,,,,,1,0,,,,,"Malek-Ahmadi, John H",,,,,,jhm110020,john malek ahmadi,Race and Ethnicity 
MECH,2310,001,,2,3,3,13,5,4,12,1,1,3,,11,0,,,,,"Blanchard, Andrew","Gleason, Glenn H",,,,,ablanch,,Statics 
BUAN,6312,001,,8,11,11,11,13,3,,,,,,1,0,,,,,"Blueshtein, Moran","Oyima-Antseleve, Ndackyssa",,,,,mxb135230,moran blueshtein,Applied Econometrics and Time Series Analysis 
FIN,3320,014,1,8,7,3,10,2,1,17,3,,3,,1,3,,,,,"Manzi, Jeff",,,,,,jxm158130,jeffrey manzi,Business Finance 
CS,2336,004,23,4,5,3,2,1,1,2,2,2,2,,9,3,,,,,"Nouroz Borazjany, Mehra",,,,,,mxn143230,mehra borazjany,Computer Science II 
ACCT,2302,006,6,5,3,10,8,5,,13,,1,4,2,,2,,,,,"Dai, Zhonglan","Li, Chenchen",,,,,zxd051000,zhonglan dai,Introductory Management Accounting 
MKT,3320,001,1,12,17,7,3,7,2,,1,,1,1,5,2,,,,,"Haworth, Julie B",,,,,,haworth,julie haworth,Product and Brand Management 
FIN,3320,004,6,4,9,5,9,7,10,2,,2,1,2,,2,,,,,"Rupp, Anin D",,,,,,adr150030,anin rupp,Business Finance 
FIN,3320,009,1,9,2,4,11,4,5,7,5,2,2,2,3,2,,,,,"Ma, Liping","Guo, Shujian",,,,,lxm133730,liping ma,Business Finance 
HMGT,3301,004,6,28,9,7,4,2,,1,,,,,,2,,,,,"Berrett, Britt R","Janakiraman, Sreenath",,,,,brb051000,britt berret,Introduction to Healthcare Management 
CS,3305,003,13,8,4,1,10,5,2,9,2,1,1,,2,1,,,,,"Feng, Ranran",,,,,,rxf090020,ranran feng,Discrete Mathematics for Computing II 
FIN,3320,013,,9,1,2,10,6,1,20,1,1,2,2,3,1,,,,,"Manzi, Jeff",,,,,,jxm158130,jeffrey manzi,Business Finance 
CRIM,3312,001,3,8,9,7,10,1,7,7,3,1,2,,,1,,,,,"Jacobs, Bruce A",,,,,,baj034000,bruce jacobs,Drugs and Crime 
OBHR,3330,501,4,7,4,,17,10,6,5,1,,,,4,1,,,,,"Weekley, Jeff A","Wijewardana, Galuge Hansani M",,,,,jaw160330,jeff weekley,Introduction to Human Resource Management 
CS,4348,001,3,6,9,6,7,11,4,4,3,2,1,1,1,1,,,,,"Ozbirn, Greg A","Mi, Feng",,,,,ozbirn,greg ozbirn,Operating Systems Concepts 
MATH,2419,005,2,2,3,3,5,3,5,4,17,2,3,,9,1,,,,,"Eydelzon, Anatoly",,,,,,axe031000,anatoly eydelzon,Calculus II 
FIN,3320,001,8,4,9,4,10,7,4,4,1,4,1,1,1,1,,,,,"Murray, Jennifer R",,,,,,jrm160330,jennifer murray,Business Finance 
MATH,2419,007,,4,3,3,4,10,3,6,9,1,1,1,13,1,,,,,"Eydelzon, Anatoly",,,,,,axe031000,anatoly eydelzon,Calculus II 
CS,1136,101,32,8,3,2,5,1,1,1,,,4,,1,1,,,,,"Vogel, Don G","Perkins, Stephen J",,,,,dgv130030,don vogel,Computer Science Laboratory 
MECH,4380,001,2,6,7,11,16,6,3,2,3,1,1,,,1,,,,,"Hassanipour, Fatemeh","Azarnoosh, Jamasp",,,,,fxh091000,fatemeh hassanipour,HVAC Systems 
FIN,4310,001,2,9,8,7,9,9,10,,3,1,,,1,0,,,,,"Anderson, Frank W",,,,,,fwa012000,,Intermediate Financial Management 
FIN,3330,002,8,25,,7,11,,3,1,,1,2,,1,0,,,,,"Chapman, Juliann G","Kim, Kyuri",,,,,jgc160130,juliann chapman,Personal Financial Planning 
ITSS,3300,502,,39,6,5,4,1,1,2,,,,,1,0,,,,,"Owens, Sean M","Luo, Ning",,,,,smo150330,sean owens,Information Technology for Business 
HMGT,3310,501,17,14,16,4,4,1,,1,,2,,,,0,,,,,"Tesmer, Kristin M",,,,,,kmj063000,kristin tesmer,Healthcare Regulatory Environment 
CS,4390,003,3,2,5,8,7,12,7,6,2,2,3,,2,0,,,,,"Le, Khiem V","Zhou, Shuang",,,,,kvl140030,khiem le,Computer Networks 
OBHR,3330,003,9,17,11,13,3,3,,,1,,,,2,0,,,,,"Meda, Edward","Tsai, Lin",,,,,exm150330,edward meda,Introduction to Human Resource Management 
OBHR,3330,005,2,5,9,9,17,7,4,3,1,1,,,1,0,,,,,"Weekley, Jeff A","Wijewardana, Galuge Hansani M",,,,,jaw160330,jeff weekley,Introduction to Human Resource Management 
MKT,3300,006,4,16,8,12,10,,6,3,,,,,,0,,,,,"Pacyna, Sandra",,,,,,sxp158130,sandra pacyna,Principles of Marketing 
CS,4347,006,2,21,7,5,14,4,2,2,1,,1,,,0,,,,,"Kumar, Pushpa S","Lu, Jing",,,,,pkumar,pushpa kumar,Database Systems 
FIN,3320,016,1,3,2,2,11,5,6,10,6,3,3,,4,4,,,,,"Murray, Jennifer R",,,,,,jrm160330,jennifer murray,Business Finance 
PSCI,4314,001,2,13,11,10,8,4,3,4,1,,,,1,3,,,,,"Ho, Karl",,,,,,kxh022100,karl ho,Political Economy of East Asia 
CS,3305,006,,14,8,8,8,7,3,2,,3,,,4,3,,,,,"Ishigaki, Genya","Salazar, Elmer E",,,,,gxi160230,genya ishigaki,Discrete Mathematics for Computing II 
STAT,3355,001,8,18,6,3,8,3,2,3,,,,,6,3,,,,,"Ammann, Larry",,,,,,ammann,larry ammann,Data Analysis for Statisticians and Actuaries 
OPRE,3333,003,15,5,3,5,7,3,4,3,4,,,2,6,3,,,,,"Enayaty Ahangar, Negin","Cha, Junwoo",,,,,nxe180001,negin enayaty ahangar,Quantitative Business Analysis 
CS,4375,002,18,11,5,12,9,,,1,,,,1,1,2,,,,,"Khan, Ziaullah","Li, Xiaodi",,,,,kkhan,ziaullah khan,Introduction to Machine Learning 
CS,6375,001,,42,10,3,1,,,,,,,,2,2,,,,,"Chida, Anjum",,,,,,axc157030,anjum chida,Machine Learning 
OPRE,6301,502,,21,6,7,9,6,4,1,,,,,4,2,,,,,"Sethi, Awanti","Sethi, Shravik P",,,,,asethi,awanti sethi,Statistics and Data Analysis 
CS,3377,0W4,5,21,13,8,10,,,,,,,,1,2,,,,,"Kapoor, Bhanu",,,,,,bxk101000,bhanu kapoor,C C  Programming in a UNIX Environment 
MECH,2320,001,5,4,10,10,12,9,2,2,1,,1,,2,2,,,,,"Bernal Montoya, Rodrigo A","Waliullah, Mohammad","Yi, Lu",,,,rab160530,rodrigo bernal,Mechanics of Materials 
IMS,3310,002,,8,,6,14,4,4,7,1,3,,2,9,1,,1,,,"Henderson, Tom",,,,,,txh093000,tom henderson,International Business 
MECH,4310,001,,12,7,4,10,6,3,4,8,,2,,3,1,,,,,"Summers, Tyler H","Narayan, Meenakshi",,,,,ths150130,tyler summers,Systems and Controls 
MATH,2418,004,6,8,4,5,5,2,4,8,4,4,2,2,5,1,,,,,"Pereira, Luis Felipe F",,,,,,lfp140030,luis pereira,Linear Algebra 
CS,3354,006,6,37,7,5,2,2,,,,,,,,1,,,,,"Smith, Klyne","Tian, Zijing",,,,,kxs180052,klyne smith,Software Engineering 
ITSS,3311,001,6,23,19,4,3,2,,,,,1,,1,0,1,,,,"Hosseini, Leila",,,,,,lxh132430,leila hosseini,Introduction to Programming 
ACCT,2302,007,11,6,8,6,1,7,6,3,5,2,2,1,1,0,,1,,,"Swaim, Stephanie R","Walker, Jacob N",,,,,srp065000,stephanie poindexter swaim,Introductory Management Accounting 
ISNS,2368,001,3,3,4,4,9,10,4,3,9,2,3,,5,1,,,,,"McCauley, Steven","Garcia Quintero, Cristhian J","Dhawan, Ruchika",,,,sxm165131,steven mccauley,Weather and Climate 
CS,4375,001,21,8,7,7,4,3,2,1,,,3,,3,1,,,,,"Karami, Gity","Komaragiri, Vasundhara",,,,,gxk180009,gity karami,Introduction to Machine Learning 
FIN,3330,001,10,33,,2,12,,,1,,,1,,,1,,,,,"Chapman, Juliann G","Kim, Kyuri",,,,,jgc160130,juliann chapman,Personal Financial Planning 
FIN,3320,012,1,15,3,1,19,,5,8,1,1,3,,2,1,,,,,"Manzi, Jeff",,,,,,jxm158130,jeffrey manzi,Business Finance 
OPRE,6302,003,,20,18,5,6,4,5,1,,,,,,1,,,,,"Honhon, Dorothee B","Khandelwal, Kumar Manglam",,,,,dbh130130,dorothee honhon,Operations Management 
IMS,3310,004,1,8,10,13,9,12,4,,,,1,,1,1,,,,,"Woldu, Habte G","Dakshinamoorthy, Sowmika",,,,,wolduh,habte woldu,International Business 
SOC,1301,0W1,,29,,,18,,,8,,,1,,3,1,,,,,"Cheun, Jacquelyn J",,,,,,jjc150830,jacquelyn cheun,Introduction to Sociology 
MECH,3320,002,6,4,12,9,10,9,5,2,1,,,,1,1,,,,,"Qin, Zhenpeng","Syeda, Afreen",,,,,zxq140530,zhenpeng qin,Heat Transfer 
MATH,2415,001,,9,2,9,8,3,6,7,1,,9,,5,1,,,,,"Makhijani, Neha",,,,,,nxm165130,neha makhijani,Calculus of Several Variables 
ITSS,4300,001,,10,4,9,14,10,8,4,,,,,,1,,,,,"Arora, Vivek","Lokkur, Ashwin P",,,,,vxa081000,vivek arora,Database Fundamentals 
FIN,3320,015,,19,1,3,16,3,2,9,1,1,3,,1,0,,1,,,"Manzi, Jeff",,,,,,jxm158130,jeffrey manzi,Business Finance 
ITSS,4370,501,4,14,18,9,5,6,3,1,,,,,,0,,,,,"Fuller, Tony F","Mehta, Sameer",,,,,tff170130,tony fuller,Information Technology Infrastructure Management 
OPRE,3310,002,,18,,10,21,,3,8,,,,,,0,,,,,"Hogan, James W","Purohit, Apoorva",,,,,jwh085000,james hogan,Operations Management 
CS,6363,004,,15,9,31,5,,,,,,,,,0,,,,,"Raghavachari, Balaji","Lin, Yu",,,,,rbk,balaji raghavachari,Design and Analysis of Computer Algorithms 
IMS,3310,003,5,11,15,8,10,6,2,2,1,,,,,0,,,,,"Kim, Dong Shin",,,,,,dxk152130,dong kim,International Business 
MKT,3300,011,9,23,16,7,4,,,,,,,,1,0,,,,,"Zihagh, Fereshteh",,,,,,fxz140530,fereshteh zihagh,Principles of Marketing 
ITSS,3300,009,2,40,7,3,6,1,,,,,1,,,0,,,,,"Owens, Sean M","Luo, Ning",,,,,smo150330,sean owens,Information Technology for Business 
ITSS,3300,006,1,12,6,7,15,1,4,10,1,,2,,1,0,,,,,"Short, Kevin P","Tang, Ping",,,,,kps170330,kevin short,Information Technology for Business 
OBHR,3310,007,,24,22,5,4,1,1,1,1,,1,,,0,,,,,"Hicks, Jeffrey N",,,,,,jnh061000,jeffrey hicks,Organizational Behavior 
MATH,2418,005,9,7,8,4,9,6,2,5,3,2,4,,1,0,,,,,"Dahal, Rabin",,,,,,rxd153030,rabin dahal,Linear Algebra 
CS,1336,001,15,4,15,4,4,2,,,3,,4,4,5,0,,,,,"Karrah, Shyam S",,,,,,skarrah,shyam karrah,Programming Fundamentals 
ITSS,3300,005,,14,5,6,14,,6,10,3,,1,,1,0,,,,,"Short, Kevin P","Tang, Ping",,,,,kps170330,kevin short,Information Technology for Business 
MKT,3300,007,2,8,3,10,,14,15,,5,,,3,,0,,,,,"Lim, Bo Ram",,,,,,bxl131330,bo ram lim,Principles of Marketing 
CS,6363,001,,17,13,15,10,5,,,,,,,,0,,,,,"Chandrasekaran, Ramaswamy","De, Partha",,,,,chandra,ramaswamy chandrasekaran,Design and Analysis of Computer Algorithms 
COMD,7221,001,,59,,,1,,,,,,,,,0,,,,,"Carter, Jessica A","Fazel, Vedad",,,,,jar032000,,Preschool Intervention 
CS,3340,005,18,9,12,7,2,2,,3,2,,2,,3,0,,,,,"Karami, Gity",,,,,,gxk180009,gity karami,Computer Architecture 
CS,3377,0W3,6,16,11,12,12,2,,1,,,,,,0,,,,,"Kapoor, Bhanu",,,,,,bxk101000,bhanu kapoor,C C  Programming in a UNIX Environment 
FIN,3330,003,8,29,,4,10,,2,3,,3,1,,,0,,,,,"Chapman, Juliann G","Kim, Kyuri",,,,,jgc160130,juliann chapman,Personal Financial Planning 
FIN,3330,004,10,21,,7,12,,1,4,,1,2,,2,0,,,,,"Chapman, Juliann G","Kim, Kyuri",,,,,jgc160130,juliann chapman,Personal Financial Planning 
BUAN,6346,002,,57,2,1,,,,,,,,,,0,,,,,"Perez, Jerry","Guha, Priyanka",,,,,jxp180019,jerry perez,Big Data 
ACCT,3331,001,6,5,12,9,9,5,10,1,,,1,,2,0,,,,,"Yehuda, Nir","Zhou, Xiaolu",,,,,nxy130530,nir yehuda,Intermediate Financial Accounting I 
IMS,3310,501,2,11,18,11,10,5,2,1,,,,,,0,,,,,"Kaur, Vaneet","Woldu, Habte G",,,,,vxk180029,vaneet kaur,International Business 
ACCT,2302,004,8,6,5,7,8,7,5,7,2,,2,,2,2,,,,,"Dai, Zhonglan","Li, Chenchen",,,,,zxd051000,zhonglan dai,Introductory Management Accounting 
OPRE,6301,501,,29,5,9,8,4,2,,,,,,3,1,,,,,"Sethi, Awanti","Sethi, Shravik P",,,,,asethi,awanti sethi,Statistics and Data Analysis 
HMGT,6320,501,,38,12,6,3,,,,,,,,1,0,,,,,"Fleming, Forney F",,,,,,fwf081000,forney fleming,The American Healthcare System 
BUAN,6398,002,,29,,4,14,2,1,10,,,,,,1,,,,,"Alimirzaei, Athena","Seripalli, Dilip Kumar",,,,,axa134231,athena alimirzaei,Prescriptive Analytics 
MECH,3315,001,,6,10,19,6,7,9,3,1,,,,,0,,,,,"Leonardi, Stefano","Ciri, Umberto",,,,,sxl139330,stefano leonardi,Fluid Mechanics 
MECH,3320,003,3,19,8,13,10,4,2,,1,,1,,,0,,,,,"Ouyang, Hui","Sitaula, Karuna",,,,,hxo150330,hui ouyang,Heat Transfer 
MATH,2370,001,14,5,4,8,2,2,2,2,2,4,1,4,6,6,,,,,"McCary, Brady C","Babbitt, Matthew W",,,,,bcm052000,brady mccary,Introduction to Programming with MATLAB 
CS,2305,501,10,11,4,3,9,3,2,10,,2,3,1,1,3,,,,,"Farage, Timothy P",,,,,,tfarage,timothy farage,Discrete Mathematics for Computing I 
CS,3377,0W2,5,5,10,11,3,3,9,2,2,,4,2,3,3,,,,,"Min, Richard K",,,,,,rkm010300,richard min,C C  Programming in a UNIX Environment 
ITSS,3300,503,7,47,2,,,1,,2,,,,,1,2,,,,,"Savoie, Michael J","Tang, Ping",,,,,msavoie,michael savoie,Information Technology for Business 
SE,4485,001,,60,,,1,,,,,,,,,1,,,,,"Wong, Weichen E",,,,,,wew021000,weichen wong,Software Engineering Project 
ITSS,3300,003,8,29,13,4,2,1,1,1,,,1,,1,1,,,,,"Varma, Rashmi","Luo, Ning","Haseman, Charles",,,,rxv180014,rashmi varma,Information Technology for Business 
CS,4337,003,17,11,10,3,6,5,2,,4,,3,,,1,,,,,"McMahan, Timothy","Fan, Zhenbao","De, Partha","Gour, Riti",,,txm173230,timothy mcmahan,Organization of Programming Languages 
EE,4301,501,,4,1,5,11,2,6,22,5,,3,1,2,0,,,,,"Florence, James M","Chen, Jianfei",,,,,jmf130530,james florence,Electromagnetic Engineering I 
MATH,2420,001,1,4,1,7,6,5,2,11,15,,10,,,0,,,,,"Paudel, Ajaya B",,,,,,abp062000,ajaya paudel,Differential Equations with Applications 
ITSS,3312,001,13,9,8,5,4,8,1,5,4,1,1,1,2,0,,,,,"Sun, Geng",,,,,,gxs122530,geng sun,Object-Oriented Programming 
CS,3340,501,3,3,7,6,10,9,6,4,7,2,1,2,2,0,,,,,"Mazidi, Karen J",,,,,,kjm160430,karen mazidi,Computer Architecture 
ITSS,3300,004,8,21,14,6,4,3,,,1,,2,1,2,0,,,,,"Varma, Rashmi","Luo, Ning","Haseman, Charles",,,,rxv180014,rashmi varma,Information Technology for Business 
OPRE,6332,001,,33,6,13,6,2,1,1,,,,,,0,,,,,"Ramanathan, Kannan","Li, Changpei","Chou, Cheng-Chih",,,,kxr087000,kannan ramanathan,Spreadsheet Modeling and Analytics 
PSCI,3301,001,2,5,4,13,14,6,3,2,2,,2,,3,7,,,,,"Lowe, Evan","Salvador, Estefania F","Sanchez De La Rosa, Andres Ricardo",,,,exl171930,evan lowe,Political Theory 
CS,2336,502,1,11,3,8,12,6,2,7,,,2,1,7,3,,,,,"Belkoura, Mohamed Amine",,,,,,mxb135330,mohamed amine belkoura,Computer Science II 
OPRE,3333,007,9,9,9,12,5,4,4,4,4,,,,,3,,,,,"Ahadi, Khatereh","Egbedi, Jeffrey C",,,,,kxa180010,khatereh ahadi,Quantitative Business Analysis 
STAT,1342,001,9,11,6,7,9,3,3,3,4,,3,1,2,2,,,,,"Koshevnik, Yuly","Zhou, Qinyi",,,,,yxk055000,yuly koshevnik,Statistical Decision Making 
ACCT,2301,001,1,4,,4,5,12,6,10,7,5,,,7,2,,,,,"Zhang, Jieying","Holstead, Cameron",,,,,jxz146230,jieying zhang,Introductory Financial Accounting 
CLDP,3332,501,,17,4,1,16,7,3,9,,1,2,,1,2,,,,,"Shoaib, Amber","Smith, Olivia",,,,,axs190010,amber shoaib,Social and Personality Development 
ITSS,3312,501,8,7,11,14,16,2,3,,,,,,1,1,,,,,"Bao, Chenzhang",,,,,,cxb121930,,Object-Oriented Programming 
SE,4381,001,,7,13,13,14,7,6,2,,,,,,1,,,,,"Straach, Janell","Wang, Haoliang","Maweu, Barbara M",,,,jxs017800,janell straach,Software Project Planning and Management 
ITSS,3300,010,3,22,16,9,1,4,1,,1,,1,1,3,1,,,,,"Beauchamp, Joe P","Xie, Si",,,,,jpb016300,joe beauchamp,Information Technology for Business 
ACCT,4342,001,2,3,12,10,11,7,6,6,4,1,,,,1,,,,,"Johnson, Jennifer","Farooqi, Shan A",,,,,jxj091000,jennifer johnson,Analysis and Design of Accounting Systems 
ITSS,3300,002,2,22,10,8,4,6,2,2,1,1,1,,3,1,,,,,"Haseman, Charles","Zhu, Wangsheng",,,,,cxh180018,charles haseman,Information Technology for Business 
ITSS,3390,001,4,14,21,14,6,2,1,,,,,,,1,,,,,"Arora, Vivek","Lokkur, Ashwin P",,,,,vxa081000,vivek arora,Web Design and Development for Business Applications 
ITSS,3300,011,7,21,8,5,12,6,1,2,,,,,1,0,,,,,"Stephens, Timothy G","Xie, Si",,,,,tgs170130,timothy stephens,Information Technology for Business 
ITSS,3300,0W1,21,22,11,3,3,,,1,,1,,,1,0,,,,,"Thouin, Mark","Choudhary, Aarzoo",,,,,mxt083000,mark thouin,Information Technology for Business 
ITSS,3300,007,8,21,11,3,7,4,5,3,,,1,,,0,,,,,"Stephens, Timothy G","Xie, Si",,,,,tgs170130,timothy stephens,Information Technology for Business 
MIS,6382,001,,57,5,1,,,,,,,,,,0,,,,,"Sohaee, Nassim","Mittal, Piyush",,,,,nxs045000,nassim sohaee,Object Oriented Programming in Python 
BUAN,6398,501,,23,,3,25,2,3,7,,,,,,0,,,,,"Alimirzaei, Athena","Mallavarapu, Vijay K",,,,,axa134231,athena alimirzaei,Prescriptive Analytics 
ACCT,3332,001,3,8,4,5,6,4,8,2,3,3,10,1,2,5,,,,,"Bortz, Tiffany A","Sarman, Patrick R",,,,,tabortz,tiffany bortz,Intermediate Financial Accounting II 
STAT,4352,501,9,2,4,8,5,17,,6,3,,3,2,1,4,,,,,"Efromovich, Sam",,,,,,sxe062000,sam efromovich,Mathematical Statistics 
CS,4353,001,21,13,6,8,3,2,3,3,2,,1,,,2,,,,,"McMahan, Ryan P","Hu, Xinyu",,,,,rpm120130,ryan mcmahan,Human Computer Interactions II 
MATH,2419,006,2,4,7,9,5,5,2,5,6,,1,1,15,2,,,,,"Miller, James W",,,,,,jwm170630,james miller,Calculus II 
CRIM,3301,001,11,41,5,,2,4,,,,,,,,1,,,,,"Shih, Meng Ru",,,,,,mxs158030,ru shih meng,Theories of Justice 
OPRE,3310,001,17,15,5,4,9,6,2,2,1,,,,2,1,,,,,"Feng, Zhichao",,,,,,zxf140830,,Operations Management 
CRIM,3303,001,27,24,6,1,1,2,,1,,,,,1,1,,,,,"Polk, Elmer O","Kanvinde, Vrishali",,,,,peo091000,elmer polk,Advanced Criminal Justice 
ACCT,2302,005,12,10,4,3,11,3,4,7,3,6,1,,,0,,,,,"Li, Meng","Kale, Devendra",,,,,mxl120531,meng li,Introductory Management Accounting 
ACCT,2301,005,8,5,2,6,10,9,4,9,8,,1,,2,0,,,,,"Zhang, Jieying","Holstead, Cameron",,,,,jxz146230,jieying zhang,Introductory Financial Accounting 
PSY,2317,501,4,9,5,7,5,7,4,5,5,1,3,2,7,0,,,,,"Schwark, Gayle","Taylor, Mackenzie B","Sands, Kaitlin R",,,,gxs180015,gayle schwark,Statistics for Psychology 
CS,3341,001,18,8,5,1,5,5,6,2,3,5,2,2,2,0,,,,,"Whalen, Tristan G","Zimmer, Kevin C",,,,,tgw100020,tristan whalen,Probability and Statistics in Computer Science and Software Engineering 
ACCT,2302,003,5,10,4,7,9,3,4,9,,3,2,1,2,6,,,,,"Dai, Zhonglan","Li, Chenchen",,,,,zxd051000,zhonglan dai,Introductory Management Accounting 
MATH,2418,003,1,2,5,4,2,4,4,4,3,2,5,2,22,5,,,,,"Arnold, Maxim",,,,,,mxa149530,maxim arnold,Linear Algebra 
CRIM,1301,0W1,,9,12,7,3,10,3,1,3,1,,2,11,3,,,,,"Cohen, Galia","Han, Sungil",,,,,gxc097120,galia cohen,Introduction to Criminal Justice 
PSCI,4364,001,25,14,7,3,4,7,1,,,,,,1,3,,,,,"Modjarrad, Shahin S",,,,,,ssm140230,shahin modjarrad,Civil Rights Law and Society 
ACCT,2302,501,1,4,5,7,12,2,2,11,1,7,2,2,6,2,,1,,,"Hes, Christopher A","Walker, Jacob N",,,,,cah041000,christopher hess,Introductory Management Accounting 
MATH,2418,501,2,4,6,3,5,1,1,6,6,3,5,1,20,2,,,,,"Pereira, Luis Felipe F",,,,,,lfp140030,luis pereira,Linear Algebra 
MATH,2420,005,3,2,4,10,3,9,9,4,10,,9,,,2,,,,,"Rachinskiy, Dmitry",,,,,,dxr124030,dmitry rachinskiy,Differential Equations with Applications 
OPRE,6301,007,,22,8,9,10,6,3,2,,,,,3,2,,,,,"Sethi, Awanti","Sethi, Shravik P",,,,,asethi,awanti sethi,Statistics and Data Analysis 
OBHR,4333,501,7,20,7,9,7,4,4,2,1,1,1,,1,1,,,,,"Ritchey, David B",,,,,,davidr,david ritchey,Performance Management 
BMEN,3350,001,7,9,7,12,7,2,7,2,1,,,,10,1,,,,,"Ali, Tariq M","Godakhindi, Varsha S",,,,,tma051000,tariq ali,Biomedical Component and System Design 
BUAN,6340,004,,33,12,12,6,1,,,,,,,,0,,,,,"Ge, Ling","Panthagani, Phanindra",,,,,lxg180006,,Programming for Data Science 
CS,2305,001,8,13,15,6,7,7,3,2,2,,,,2,0,,,,,"Moeini, Hessam",,,,,,hxm141530,hessam moeini,Discrete Mathematics for Computing I 
ACCT,2302,002,5,5,4,4,16,7,6,6,7,4,1,,,0,,,,,"Li, Meng","Kale, Devendra",,,,,mxl120531,meng li,Introductory Management Accounting 
MECH,4360,001,7,28,,7,8,4,,9,1,1,,,,0,,,,,"Voit, Walter E","Joshi-Imre, Alexandra",,,,,wev012000,walter voit,Introduction to Nanostructured Materials 
CS,6384,001,,25,12,12,13,3,,,,,,,,0,,,,,"Schweitzer, Haim","Wan, Guihong","He, Baokun",,,,haim,haim schweitzer,Computer Vision 
CS,6301,502,,20,45,,,,,,,,,,,0,,,,,"Culver, Timothy L","Tran, Trung Hieu","Munia, Munawara Saiyara",,,,tlc130230,timothy culver,
ACCT,2302,001,,5,9,6,7,2,9,7,5,9,6,,,0,,,,,"Li, Meng","Kale, Devendra",,,,,mxl120531,meng li,Introductory Management Accounting 
PSY,2317,001,,14,3,5,8,3,6,8,2,2,3,2,6,4,,,,,"Juhn, Nancy H","Carson, Kevin J",,,,,njuhn,nancy juhn,Statistics for Psychology 
SE,4367,001,3,17,4,4,9,5,5,4,1,3,3,1,7,0,,,,,"Paulk, Mark C","Ahn, Sung Soo",,,,,mcp130030,mark paulk,Software Testing  Verification  Validation and Quality Assurance 
CS,4347,001,7,19,12,12,6,4,,3,,,1,,2,0,,,,,"Becker, Eric W","Dong, Hailiang",,,,,ewb160130,eric becker,Database Systems 
HIST,2301,501,1,14,1,2,12,3,1,14,,1,6,1,10,0,,,,,"Volanto, Keith J","Scalley, Michael W",,,,,kjv062000,keith volanto,History of Texas 
CS,3340,001,4,10,4,12,3,3,7,5,8,,1,2,2,6,,,,,"Zhang, Kang",,,,,,kzhang,kang zhang,Computer Architecture 
CS,3377,502,14,9,13,8,5,2,1,2,3,,1,1,3,5,,,,,"Perkins, Stephen J",,,,,,sxp127930,stephen perkins,C C  Programming in a UNIX Environment 
MATH,2418,001,17,9,5,7,3,11,2,3,3,,2,,2,3,,,,,"Dahal, Rabin",,,,,,rxd153030,rabin dahal,Linear Algebra 
SOC,3333,001,23,12,14,7,1,5,,1,2,1,,,,1,,,,,"Alexander, Bobby","Burger, Charis M",,,,,bcalex,bobby alexander,Religion in Society 
MIS,6360,001,,29,22,8,4,2,,,,,,,1,1,,,,,"Thouin, Mark","Pearam, Swetha S",,,,,mxt083000,mark thouin,Agile Project Management 
BUAN,6340,002,,51,1,13,2,,,,,,,,,0,,,,,"Parker, Jason A","Parla, Karthik Reddy",,,,,jap090020,jason parker,Programming for Data Science 
BUAN,6341,001,,35,22,6,2,2,,,,,,,,0,,,,,"Sohaee, Nassim","Prasad, Pooja",,,,,nxs045000,nassim sohaee,Applied Machine Learning 
MKT,3300,HON,17,22,19,3,4,2,,,,,,,,0,,,,,"Egeland, Rita E",,,,,,rxb154430,rita bargerhuff egeland,Principles of Marketing 
ACCT,2301,501,7,3,2,2,6,4,4,8,3,2,8,,11,8,,,,,"Bowen, Richard M","Walker, Jacob N",,,,,rxb073100,richard bowen,Introductory Financial Accounting 
HLTH,3310,001,1,10,18,6,12,7,3,,3,1,,,1,0,,,,,"Duquaine-Watson, Jill M",,,,,,jmw087000,jillian duquaine watson,Health Care Issues  Global Perspectives 
MATH,2418,006,4,7,8,4,7,5,5,7,2,6,3,2,3,4,,1,,,"Zhang, Yi",,,,,,yxz180069,yi zhang,Linear Algebra 
CS,2305,506,1,12,10,11,4,6,2,2,7,1,3,3,2,4,,,,,"Chin, Wei-Pang",,,,,,wxc180013,wei pang chin,Discrete Mathematics for Computing I 
CS,2305,002,10,12,3,2,9,4,2,14,2,,3,2,2,3,,,,,"Farage, Timothy P",,,,,,tfarage,timothy farage,Discrete Mathematics for Computing I 
CS,2305,503,5,14,14,11,4,6,1,3,3,,,1,4,2,,,,,"Pinheiro Goncalves Ju, Ronaldo",,,,,,rxp152830,,Discrete Mathematics for Computing I 
MECH,3360,001,7,11,,7,13,,6,16,,1,2,,4,1,,,,,"Kumar, Golden","Azhiri, Reza B",,,,,gxk180010,golden kumar,Introduction to Materials Science 
MECH,4370,501,4,7,4,7,11,9,12,7,6,,,,,1,,,,,"Lee, Jeong-Bong",,,,,,jblee,jeong bong lee,Introduction to MEMS 
BUAN,6320,501,,18,8,19,14,7,1,,,,,,,1,,,,,"Scott, James A","Grover, Akshay",,,,,jas076100,james scott,Database Foundations for Business Analytics 
OPRE,3330,001,,56,11,,,,,,,,,,,1,,,,,"Janke, Scott M","Basavaraju, Shashank",,,,,smj160830,scott janke,Project Management 
PHIL,1301,002,9,17,14,6,9,4,3,,,1,2,,2,1,,,,,"Amato, Lawrence A","Fields, Kollin E",,,,,laa062000,lawrence amato,Introduction to Philosophy 
