Subject,Catalog Nbr,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,P,CR,NC,I,W,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6,instructor_id,instructor_name_normalized,title
ACCT,3331,003,6,3,3,2,5,5,1,7,,2,,1,,,,,,4,"Zhou, Yibin","Ku, Catherine M",,,,,yxz066000,yibin zhou,Intermediate Financial Accounting I 
ACCT,3331,501,3,,5,4,5,5,2,4,,,,,2,,,,,2,"Solcher, Steven J","Estevan, Ellery B",,,,,sjs107020,steven solcher,Intermediate Financial Accounting I 
ACCT,3332,001,2,7,6,2,5,2,1,7,5,5,7,6,4,,,,,8,"Bortz, Tiffany A","Estevan, Ellery B",,,,,tabortz,tiffany bortz,Intermediate Financial Accounting II 
ACCT,3332,501,2,3,5,1,6,1,2,2,2,2,2,,3,,,,1,9,"Bortz, Tiffany A","Estevan, Ellery B",,,,,tabortz,tiffany bortz,Intermediate Financial Accounting II 
ACCT,3332,PPA,6,10,1,4,11,2,5,13,,1,4,2,1,,,,,0,"Bortz, Tiffany A","Sam, Brittany R","Estevan, Ellery B",,,,tabortz,tiffany bortz,
ACCT,3341,002,2,5,4,4,8,2,3,6,3,,3,1,3,,,,,7,"Goodrich, Mary Beth W",,,,,,goodrich,mary beth goodrich,Cost Management Systems 
ACCT,3341,501,3,,1,3,3,1,,4,2,,1,1,2,,,,,4,"Goodrich, Mary Beth W",,,,,,goodrich,mary beth goodrich,Cost Management Systems 
ACCT,3350,002,5,4,4,3,1,3,4,2,2,1,2,1,6,,,,,1,"Gamino, John P",,,,,,jpg140630,john gamino,Fundamentals of Taxation 
ACCT,3350,501,,16,8,6,15,5,5,,1,,,,2,,,,,2,"Frost, Sandra M","Estevan, Ellery B",,,,,sms151730,sandra frost,Fundamentals of Taxation 
ACCT,4301,501,1,1,4,3,2,2,2,,2,2,1,,1,,,,,1,"Hagen, John C","Ramabhotla, Naga Madhulatha",,,,,jch013200,john hagen,Database Systems 
ACCT,4302,PP1,5,5,4,5,6,2,,,,,,,1,,,,,0,"Markov, Stanimir","Yayvak, Berk",,,,,sxm079200,stanimir markov,
ACCT,4302,PP2,8,10,8,6,,,,,,,,,,,,,,0,"Markov, Stanimir","Yayvak, Berk",,,,,sxm079200,stanimir markov,
ACCT,4334,001,,12,,,11,,,13,1,,1,,2,,,,,0,"Linsteadt, Chris C","Gotham, Albert J",,,,,ccl019000,chris linsteadt,Auditing 
ACCT,4334,501,,3,,,4,1,,5,,,1,,,,,,,0,"Linsteadt, Chris C","Gotham, Albert J",,,,,ccl019000,chris linsteadt,Auditing 
ACCT,4334,PPA,,15,,,32,1,,11,,,,,1,,,,,0,"Linsteadt, Chris C","Gotham, Albert J",,,,,ccl019000,chris linsteadt,
ACCT,4336,001,,7,7,23,5,3,,2,,1,,,,,,,,2,"Gurun, Umit","Yayvak, Berk",,,,,ugg041000,umit gurun,Financial Statement Analysis 
ACCT,4337,501,,1,1,4,4,3,1,2,,,,,2,,,,,1,"Ballew, Gregory E","Fisch, Jacob D",,,,,geb011100,gregory ballew,Business Valuation 
