Subject,Catalog Nbr,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,P,CR,NC,I,W,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6,instructor_id,instructor_name_normalized,title
BUAN,6320,S01,,68,25,5,1,,,,,,,,,,,,,0,"Swamy, Venkat",,,,,,vxs220061,venkat swamy,
BUAN,6320,SW1,,8,6,3,6,4,,1,,,,,5,,,,,0,"Smashnov, Uri",,,,,,uxs051000,uri smashnov,
BUAN,6335,501,,13,9,14,8,8,4,,,,,,,,,,,0,"Khan, Masudal H","Pawar, Raybhan Sanjay",,,,,mhk190001,masudal khan,Organizing for Business Analytics Platforms 
BUAN,6335,502,,22,12,17,5,3,4,,,,,,,,,,,0,"Khan, Masudal H","Pawar, Raybhan Sanjay",,,,,mhk190001,masudal khan,Organizing for Business Analytics Platforms 
BUAN,6335,SW1,,22,,1,,1,,,,,,,1,,,,,2,"Narayan, Ravishankar L",,,,,,rln130030,ravishankar narayan,
BUAN,6337,001,,16,4,5,3,1,,,,,,,,,,,,0,"Kim, Tongil","Kim, Seung Mok",,,,,txk200012,,Predictive Analytics for Data Science 
BUAN,6337,0W1,,8,8,5,3,1,1,1,,,,,,,,,,0,"Subramanian, Upender","Madan, Anmol","Saremi, Ehsan",,,,uxs092000,upender subramanian,Predictive Analytics for Data Science 
BUAN,6337,0W2,,6,6,14,11,8,1,2,,,,,,,,,,0,"Subramanian, Upender","Madan, Anmol","Saremi, Ehsan",,,,uxs092000,upender subramanian,Predictive Analytics for Data Science 
BUAN,6337,501,,8,7,8,3,2,,,,,,,,,,,,0,"Kim, Tongil","Kim, Seung Mok",,,,,txk200012,,Predictive Analytics for Data Science 
BUAN,6337,SW1,,10,9,12,5,10,2,1,,,,,,,,,,1,"Subramanian, Upender","Madan, Anmol","Saremi, Ehsan",,,,uxs092000,upender subramanian,
BUAN,6337,SW2,,12,11,5,7,8,2,3,,,,,,,,,,1,"Subramanian, Upender","Saremi, Ehsan","Madan, Anmol",,,,uxs092000,upender subramanian,
BUAN,6340,001,,26,31,4,3,1,,,,,,,,,,,,0,"Parker, Jason A","Nallapati, Yashwanth",,,,,jap090020,jason parker,Programming for Data Science 
BUAN,6340,501,,25,31,6,1,1,,,,,,,,,,,,1,"Parker, Jason A","Nallapati, Yashwanth",,,,,jap090020,jason parker,Programming for Data Science 
BUAN,6340,SW1,,8,4,,,,,,,,,,,,,,,0,"Asgar, Talukdar S",,,,,,tsa200000,talukdar asgar,
BUAN,6341,001,,16,20,7,2,,,,,,,,,,,,,0,"Meng, Zixuan","Roshani, Rouzbeh",,,,,zxm200005,zixuan meng,Applied Machine Learning 
BUAN,6341,002,,23,22,10,2,,,,,,,,,,,,,0,"Meng, Zixuan","Roshani, Rouzbeh",,,,,zxm200005,zixuan meng,Applied Machine Learning 
BUAN,6341,003,,23,7,4,2,,,,,,,,,,,,,0,"Wu, Lidong","Pagidi, Shreya Reddy",,,,,lxw097120,lidong wu,Applied Machine Learning 
BUAN,6341,501,,20,24,6,2,1,,,,,,,,,,,,0,"Meng, Zixuan","Roshani, Rouzbeh",,,,,zxm200005,zixuan meng,Applied Machine Learning 
BUAN,6341,S01,,8,5,4,5,3,,2,,,,,,,,,,0,"Singh, Harpreet",,,,,,hxs104000,harpreet singh,
BUAN,6342,501,,12,3,15,8,2,,4,,,,,,,,,,0,"Singh, Harpreet","Joseph, Shailender",,,,,hxs104000,harpreet singh,Applied Natural Language Processing 
BUAN,6342,502,,8,3,,,,,,,,,,,,,,,1,"Wu, Lidong","Ramabhotla, Naga Madhulatha",,,,,lxw097120,lidong wu,Applied Natural Language Processing 
BUAN,6344,001,,13,3,3,2,2,1,2,,,,,,,,,,0,"Maru, Vatsal K","Reddy, Yeshasvini T",,,,,vkm220000,vatsal maru,Web Analytics 
BUAN,6344,S01,,22,,,,,,1,,,,,,,,,,0,"Allison, Kyle",,,,,,,kyle allison,
BUAN,6346,001,,3,5,6,3,4,1,,,,,,,,,,,1,"Paes, Antonio P","Patil, Sagar D",,,,,app210006,antonio paes,Big Data 
BUAN,6346,0W1,,19,12,4,,,,,,,,,,,,,,0,"Perez, Jerry","Maguluri, Sai Suma",,,,,jxp180019,jerry perez,Big Data 
BUAN,6346,501,,17,7,4,4,,,,,,,,,,,,,0,"El-Youssef, Rami","Patil, Sagar D",,,,,rxe200001,rami el youssef,Big Data 
BUAN,6346,502,,28,5,3,2,,,,,,,,,,,,,0,"El-Youssef, Rami","Patil, Sagar D",,,,,rxe200001,rami el youssef,Big Data 
BUAN,6346,503,,27,7,3,3,,,,,,,,,,,,,0,"Elkhodari, Gasan","Maguluri, Sai Suma",,,,,gxe051000,gasan elkhodari,Big Data 
BUAN,6346,SW1,,25,10,7,4,,,,,,,,,,,,,0,"Perez, Jerry","Maguluri, Sai Suma",,,,,jxp180019,jerry perez,
BUAN,6356,001,,16,25,7,5,3,,,,,,,,,,,,0,"Parker, Jason A","Nallapati, Yashwanth",,,,,jap090020,jason parker,Business Analytics With R 
BUAN,6356,002,,8,5,1,14,8,3,4,,,,,4,,,,,4,"Shrivastava, Prakash C","Sinha, Sanjna",,,,,pcs130130,prakash shrivastava,Business Analytics With R 
BUAN,6356,003,,48,6,1,,,,1,,,,,,,,,,0,"Patra, Subhra R","Mumbaikar, Tushar M",,,,,srp220003,subhra patra,Business Analytics With R 
BUAN,6356,004,,28,17,4,1,2,2,1,,,,,,,,,,0,"Zhang, Zhe","Emmanuel, Aditya",,,,,zxz145430,,Business Analytics With R 
BUAN,6356,005,,32,23,1,1,2,,,,,,,,,,,,0,"Zhang, Zhe","Emmanuel, Aditya",,,,,zxz145430,,Business Analytics With R 
BUAN,6356,006,,25,20,6,1,1,,1,,,,,,,,,,0,"Zhang, Zhe","Emmanuel, Aditya",,,,,zxz145430,,Business Analytics With R 
BUAN,6356,007,,8,9,6,9,4,,,,,,,3,,,,,0,"Shrivastava, Prakash C","Sinha, Sanjna",,,,,pcs130130,prakash shrivastava,Business Analytics With R 
BUAN,6356,0W1,,5,17,6,11,3,,1,,,,,1,,,,,0,"Parker, Jason A","Nallapati, Yashwanth",,,,,jap090020,jason parker,Business Analytics With R 
BUAN,6356,501,,6,8,7,11,10,,3,,,,,5,,,,,0,"Shrivastava, Prakash C","Sinha, Sanjna",,,,,pcs130130,prakash shrivastava,Business Analytics With R 
BUAN,6356,502,,36,12,6,1,,,,,,,,,,,,,0,"Koju, Vijay","Mumbaikar, Tushar M",,,,,vxk220074,,Business Analytics With R 
BUAN,6356,503,,20,8,2,4,1,,,,,,,,,,,,0,"Patra, Subhra R","Kontham, Sai Akshay",,,,,srp220003,subhra patra,Business Analytics With R 
BUAN,6356,504,,11,12,6,10,8,,,,,,,,,,,,0,"Pandian, Thiru","Bhardwaj, Ashna",,,,,txp190010,thiru pandian,Business Analytics With R 
BUAN,6356,S01,,31,18,3,5,3,,,,,,,,,,,,0,"Parker, Jason A",,,,,,jap090020,jason parker,
BUAN,6356,S02,,35,2,,1,1,,,,,,,1,,,,,1,"Johnston, Walter L",,,,,,wlj031000,walter johnston,
BUAN,6356,SW1,,41,,,2,,,1,,,,,,,,,,1,"Lakshmanan, Ramesh",,,,,,,ramesh lakshmanan,
BUAN,6357,001,,9,1,,2,,,,,,,,,,,,,1,"Johnston, Walter L",,,,,,wlj031000,walter johnston,Advanced Business Analytics with R 
BUAN,6359,001,,14,7,4,17,5,3,2,,,,,1,,,,,0,"Brussolo, Monica E","Damania, Krish",,,,,meb049000,monica brussolo,Advanced Statistics for Data Science 
BUAN,6359,002,,25,8,6,11,3,2,,,,,,1,,,,,0,"Enayaty Ahangar, Negin","Mehta, Manvi N",,,,,nxe180001,negin enayaty ahangar,Advanced Statistics for Data Science 
BUAN,6359,003,,18,4,11,10,4,,,,,,,,,,,,0,"Sethi, Awanti","Yadav, Saurabh V",,,,,asethi,awanti sethi,Advanced Statistics for Data Science 
BUAN,6359,005,,22,3,9,2,3,,6,,,,,2,,,,,0,"Enayaty Ahangar, Negin","Mehta, Manvi N",,,,,nxe180001,negin enayaty ahangar,Advanced Statistics for Data Science 
BUAN,6359,006,,8,8,11,4,5,6,4,,,,,1,,,,,0,"Toptal, Aysegul","Deshmukh, Nikita Prakash",,,,,axt083100,aysegul toptal,Advanced Statistics for Data Science 
BUAN,6359,007,,10,6,6,11,7,6,4,,,,,3,,,,,0,"Toptal, Aysegul","Deshmukh, Nikita Prakash",,,,,axt083100,aysegul toptal,Advanced Statistics for Data Science 
BUAN,6359,008,,21,2,2,7,5,7,7,,,,,5,,,,1,0,"Whalen, Tristan G","Nelliyadukam, Girish K",,,,,tgw100020,tristan whalen,Advanced Statistics for Data Science 
BUAN,6359,009,,22,4,8,10,6,9,4,,,,,,,,,,0,"Enayaty Ahangar, Negin","Mehta, Manvi N",,,,,nxe180001,negin enayaty ahangar,Advanced Statistics for Data Science 
BUAN,6359,010,,20,6,,5,1,6,6,,,,,9,,,,,0,"Whalen, Tristan G","Shelke, Sourabh V",,,,,tgw100020,tristan whalen,Advanced Statistics for Data Science 
BUAN,6359,0W1,,11,7,6,16,6,2,4,,,,,1,,,,,0,"Brussolo, Monica E","Damania, Krish",,,,,meb049000,monica brussolo,Advanced Statistics for Data Science 
BUAN,6359,0W2,,12,6,5,3,4,4,2,,,,,,,,,,0,"Ahadi, Khatereh","Pemmasani, Nagarjun N",,,,,kxa180010,khatereh ahadi,Advanced Statistics for Data Science 
BUAN,6359,0W3,,10,6,4,10,6,8,7,,,,,3,,,,,1,"Toptal, Aysegul","Deshmukh, Nikita Prakash",,,,,axt083100,aysegul toptal,Advanced Statistics for Data Science 
BUAN,6359,501,,15,2,8,6,6,2,7,,,,,5,,,,,1,"Ramezani, Rasoul","Pusthay, Srinikethan",,,,,rxr145930,rasoul ramezani,Advanced Statistics for Data Science 
BUAN,6359,503,,10,3,4,9,2,1,3,,,,,,,,,,2,"Ramezani, Rasoul","Pusthay, Srinikethan",,,,,rxr145930,rasoul ramezani,Advanced Statistics for Data Science 
BUAN,6359,S01,,17,6,6,16,5,1,3,,,,,2,,,,,0,"Brussolo, Monica E",,,,,,meb049000,monica brussolo,
BUAN,6359,S02,,23,6,16,8,3,,,,,,,,,,,,1,"Sethi, Awanti","Yadav, Saurabh V",,,,,asethi,awanti sethi,
BUAN,6359,SW1,,15,3,5,4,1,2,,,,,,4,,,,,2,"Ahadi, Khatereh",,,,,,kxa180010,khatereh ahadi,
BUAN,6368,001,,6,2,1,2,1,,,,,,,,,,,,0,"Koonjbearry, Rajin K","Nayak, Keertan Vinod",,,,,rkk220002,,Applied Cybersecurity Analytics and Risk Management 
BUAN,6382,001,,12,10,11,8,7,,4,,,,,,,,,,2,"Singh, Harpreet","Joseph, Shailender",,,,,hxs104000,harpreet singh,Applied Deep Learning 
BUAN,6383,001,,13,9,4,2,2,3,2,,,,,,,,,1,2,"Menon, Syam","Zhang, Hong",,,,,sxm021300,syam menon,Modeling for Business Analytics 
BUAN,6383,002,,14,4,10,3,5,3,4,,,,,,,,,1,0,"Menon, Syam","Zhang, Hong",,,,,sxm021300,syam menon,Modeling for Business Analytics 
BUAN,6385,001,,8,3,5,,5,2,2,,,,,,,,,,2,"Shekhar, Gaurav","Khairari, Anshul",,,,,gxs150130,gaurav shekhar,Robotic Process Automation 
BUAN,6392,501,,19,15,2,4,3,,,,,,,,,,,,0,"Koju, Vijay","Jain, Ria V",,,,,vxk220074,,Causal Analytics and A B Testing 
BUAN,6398,002,,11,3,2,3,4,1,1,,,,,1,,,,,0,"Ramezani, Rasoul","Mehta, Madhur",,,,,rxr145930,rasoul ramezani,Prescriptive Analytics 
BUAN,6398,003,,15,18,19,11,3,2,,,,,,1,,,,,0,"Wang, Yining","Shelke, Sourabh V",,,,,yxw220006,yining wang,Prescriptive Analytics 
BUAN,6398,004,,25,3,6,7,6,3,5,,,,,,,,,,1,"Ramezani, Rasoul","Mehta, Madhur",,,,,rxr145930,rasoul ramezani,Prescriptive Analytics 
BUAN,6398,0W1,,11,5,13,7,5,3,1,,,,,,,,,,0,"Sethi, Awanti","Sanagi Jagadeesh, Anushree",,,,,asethi,awanti sethi,Prescriptive Analytics 
BUAN,6398,501,,25,8,12,15,3,,,,,,,,,,,1,1,"Wang, Yining","Shelke, Sourabh V",,,,,yxw220006,yining wang,Prescriptive Analytics 
CE,1100,001,,30,7,4,2,1,2,1,1,,3,,2,,,,,0,"Florence, James M","Ahmed, Shaheen","Pawaskar, Vaibhav Uttam","Munia, Munawara Saiyara",,,jmf130530,james florence,Introduction to Electrical and Computer Engineering 
CE,1100,002,10,14,,4,3,,,2,,,,,2,,,,,0,"Ahmed, Shaheen","Florence, James M","Munia, Munawara Saiyara",,,,sxa176730,shaheen ahmed,Introduction to Electrical and Computer Engineering 
CE,1100,0L1,,16,1,2,3,1,1,1,,,1,,2,,,,,1,"Florence, James M","Ahmed, Shaheen","Pawaskar, Vaibhav Uttam","Munia, Munawara Saiyara",,,jmf130530,james florence,Introduction to Electrical and Computer Engineering 
CE,1202,001,6,2,1,4,1,6,5,4,,2,2,4,9,,,,,1,"Cogan, Diana L",,,,,,dcc095020,diana cogan,Introduction to Electrical and Computer Engineering II 
CE,2305,003,1,1,4,,3,,1,3,,,,,1,,,,,0,"Willson, James K",,,,,,jkw053000,james willson,Discrete Mathematics for Computing I 
CE,2305,004,2,3,3,,,1,1,1,,,,,,,,,,0,"Erbatur, Serdar",,,,,,sxe190003,serdar erbatur,Discrete Mathematics for Computing I 
CE,2305,5W1,6,2,2,,,1,,,,,,,1,,,,,0,"Farage, Timothy P",,,,,,tfarage,timothy farage,Discrete Mathematics for Computing I 
CE,2310,001,2,13,7,5,4,3,1,,2,2,,1,4,,,,,0,"Cogan, Diana L","Gao, Tianning","Ghaderi, Mohammad Hasan","Chandra Shekar, Ram Charan M",,,dcc095020,diana cogan,Introduction to Digital Systems 
CE,2310,501,,5,5,1,3,5,,,1,,2,,4,,,,,1,"Ahmed, Shaheen","Ghaderi, Mohammad Hasan","Gao, Tianning","Chandra Shekar, Ram Charan M",,,sxa176730,shaheen ahmed,Introduction to Digital Systems 
CE,2336,006,3,2,1,3,,1,,1,,,,,1,,,,,1,"Chida, Anjum",,,,,,axc157030,anjum chida,Computer Science II 
CE,3161,051,4,11,6,2,3,,,,,,1,,,,,,,0,"Mezenner, Rabah",,,,,,rxm129730,rabah mezenner,Social Issues and Ethics in Engineering 
CE,3161,091,1,9,7,8,5,1,,1,2,,,,,,,,,0,"Mezenner, Rabah",,,,,,rxm129730,rabah mezenner,Social Issues and Ethics in Engineering 
CE,3201,001,2,16,1,,1,,,,,,1,,,,,,,0,"Nikoubin, Tooraj","Parchamdar, Baharealsadat","Datta, Rajesh K","Sankarraman, Sri Vignesh","Hossain Bhuiyan, Md Emran",,txn190011,tooraj nikoubin,Electrical and Computer Engineering Fundamentals-I Laboratory 
CE,3201,002,5,12,3,1,,1,,,,,1,,,,,,,0,"Nikoubin, Tooraj","Hossain Bhuiyan, Md Emran","Sankarraman, Sri Vignesh","Datta, Rajesh K","Parchamdar, Baharealsadat",,txn190011,tooraj nikoubin,Electrical and Computer Engineering Fundamentals-I Laboratory 
CE,3202,002,2,13,,2,10,,,2,,,1,,,,,,,2,"Overzet, Lawrence","Uddin, Mohammed Belal","Tayeb Naimi, Shideh",,,,overzet,lawrence overzet,Electrical and Computer Engineering Fundamentals-II Laboratory 
CE,3202,003,,2,,2,1,1,1,2,,,,,1,,,,,1,"Kiasaleh, Kamran","Apalak, Merve","Alam, Lamia",,,,kamran,kamran kiasaleh,Electrical and Computer Engineering Fundamentals-II Laboratory 
CE,3301,002,2,5,,,1,1,1,2,3,,2,2,1,,,,,0,"Fahimi, Babak","Fan, Zhixuan","Zhou, Peng",,,,bxf102000,babak fahimi,Electrical Network Analysis 
CE,3303,001,3,4,5,5,4,4,5,9,9,,,,,,,,,1,"Sisman, Berrak","Ni, Aoxin",,,,,bxs220043,berrak sisman,Discrete-Time Signals and Systems 
CE,3310,001,,,,1,2,1,2,5,4,2,,,1,,,,,0,"Pourkamali, Siavash","Hossain Bhuiyan, Md Emran",,,,,sxp124631,siavash pourkamali,Electronic Devices 
CE,3310,002,3,,2,2,,1,2,,3,1,,,,,,,,0,"Pourkamali, Siavash","Nikfarjam, Hamed",,,,,sxp124631,siavash pourkamali,Electronic Devices 
CE,3310,003,,4,,2,3,2,,1,,1,2,,,,,,,0,"Tinker, Mark T","Parvez, Mohammad Salman",,,,,mtinker,mark tinker,Electronic Devices 
CE,3311,002,,1,2,1,1,3,2,1,5,3,,,1,,,,,4,Kenneth,"Han, Weijie","Stark, Matthew N",,,,kxo091000,kenneth,Electronic Circuits 
CE,3320,001,1,8,3,4,4,1,2,,1,,,,,,,,,1,"Basu, Kanad","Arunachalam, Ayush",,,,,kxb190012,kanad basu,Digital Circuits 
CE,3320,003,3,3,1,2,,2,,,2,,,,,,,,,0,"Nikoubin, Tooraj",,,,,,txn190011,tooraj nikoubin,Digital Circuits 
CE,4201,001,,39,1,2,,,,,,,,,,,,,,0,"Tamil, Lakshman",,,,,,laxman,lakshman tamil,Electrical and Computer Engineering Laboratory in Computing Systems and Computer Engineering 
CE,4205,001,3,3,2,,1,,,1,,,,,1,,,,1,0,"Akin, Bilal","Sajadi, Abdolrahman","Farhadi, Masoud",,,,bxa123330,bilal akin,Electrical and Computer Engineering Laboratory in Power Electronics and Energy Systems 
CE,4304,001,4,11,2,2,6,1,2,,1,,,,,,,,,0,"Makris, Georgios","Vasileiou, Christos",,,,,gxm112130,yiorgos makris,Computer Architecture 
CE,4304,501,,6,1,3,1,,1,,2,,,,3,,,,,0,"Shamsi, Kaveh","Vasileiou, Christos",,,,,kxs200049,kaveh shamsi,Computer Architecture 
CE,4348,501,2,2,6,6,9,15,6,2,,,1,,,,,,,0,"Pathak, Jogen K",Jishnu J,"Dakshit, Sristi",,,,jkp210004,jogen pathak,Operating Systems Concepts 
CE,4370,001,8,17,9,3,7,1,1,,2,,,,,,,,,0,"Swartz, William P","Arunachalam, Ayush","Lu, Chao",,,,wps100020,william swartz,Embedded Systems 
CE,4388,001,1,8,8,2,,,,,,,,,,,,,,0,"Tacca, Marco",,,,,,mtacca,marco tacca,Senior Design Project I 
CE,4388,002,,8,7,2,,,,,,,,,,,,,,0,"Tacca, Marco",,,,,,mtacca,marco tacca,Senior Design Project I 
CE,4388,003,,6,2,,,,,1,,,,,,,,,1,0,"Skinner, Neal G",,,,,,skinner,neal skinner,Senior Design Project I 
CE,4389,002,,11,3,,,,,,,,,,,,,,,0,"Tacca, Marco",,,,,,mtacca,marco tacca,Senior Design Project II 
CE,6301,001,,13,24,,2,,,,,,,,,,,,,0,"Swartz, William P","Meng, Xingyu",,,,,wps100020,william swartz,Advanced Digital Logic 
CE,6302,001,,23,7,1,4,4,,1,,,,,,,,,,1,"Nikoubin, Tooraj","Gogineni, Susmitha",,,,,txn190011,tooraj nikoubin,Microprocessor and Embedded Systems 
CE,6304,001,,2,3,9,10,4,,,,,,,,,,,,0,"Carrion Schaefer, Benjamin","Olee, Shakil Mahmud",,,,,bxc162630,benjamin carrion schaefer,
CE,6304,501,,9,12,1,1,,,1,,,,,,,,,,0,"Pedram, Hossein",,,,,,hxp220048,hossein pedram,Computer Architecture 
CE,6310,001,,16,,,,,,,,,,,1,,,,,0,"Basu, Kanad","Meng, Xingyu",,,,,kxb190012,kanad basu,Hardware Security 
CE,6325,001,,5,1,5,11,12,3,,,,,,2,,,,,0,"Sechen, Carl","Salimath, Vibhav Kumarswami","Jain, Apurva","Luo, Ziyang",,,cms057000,carl sechen,VLSI Design 
CE,6325,501,,,1,5,3,11,2,2,,,,,2,,,,,0,"Sechen, Carl","Salimath, Vibhav Kumarswami","Jain, Apurva","Luo, Ziyang",,,cms057000,carl sechen,VLSI Design 
CGS,2301,001,10,14,14,7,3,13,4,4,3,,1,,11,,,,,12,"O'Toole, Alice J","Alghamdi, Saad A",,,,,otoole,alice otoole,Cognitive Science 
CGS,3361,001,6,2,,1,2,,1,1,,,,,,,,,,1,"Roark, Dana A","Wong, Galston K",,,,,danar,dana roark,Cognitive Psychology 
CGS,4352,0W1,16,2,2,1,,,,,,,,,1,,,,,0,"Orrick, Erika D",,,,,,edo042000,erika orrick,Human-Computer Interaction I 
CHEM,1111,101,12,7,2,4,,1,1,1,,1,,,,,,,,1,"Dissanayake, Dushanthi S","Dissanayake Mudiyanselage, Upeksha Chathurangi Dissanayak",,,,,dxd122030,dushanthi dissanayake,General Chemistry Laboratory I 
CHEM,1111,102,5,3,7,4,2,2,1,1,,,1,,1,,,,,3,"Panapitiya, Nimanka P","Mefferd, Branston E","Amarasuriya, Hansani S",,,,npp081000,nimanka panapitiya,General Chemistry Laboratory I 
CHEM,1111,103,8,9,1,1,2,2,1,1,,,,,4,,,,,1,"Cortes, Sergio J","Martil De La Garza, Mauricio G","Darwin, Cary",,,,scortes,sergio cortes,General Chemistry Laboratory I 
CHEM,1111,104,6,7,8,3,1,2,,,,1,,,,,,,,2,"Cortes, Sergio J",,,,,,scortes,sergio cortes,General Chemistry Laboratory I 
CHEM,1111,105,18,4,2,,1,1,,1,,,1,,,,,,,1,"Dissanayake, Dushanthi S","Dissanayake Mudiyanselage, Upeksha Chathurangi Dissanayak",,,,,dxd122030,dushanthi dissanayake,General Chemistry Laboratory I 
CHEM,1111,106,8,7,,2,1,1,1,2,2,1,1,,2,,,,,2,"Qin, Yanping","Amarasuriya, Hansani S",,,,,yxq083000,yanping qin,General Chemistry Laboratory I 
CHEM,1111,107,9,8,4,2,3,1,,1,,,,1,1,,,,,0,"Huang, Yu","Martil De La Garza, Mauricio G",,,,,yxh091220,yu huang,General Chemistry Laboratory I 
CHEM,1111,108,3,10,6,3,4,,,1,,,,1,2,,,,,0,"Huang, Yu","Darwin, Cary",,,,,yxh091220,yu huang,General Chemistry Laboratory I 
CHEM,1111,109,12,9,2,1,,1,2,,2,,,,,,,,,1,"Panapitiya, Nimanka P","Borah, Kongkona","Mefferd, Branston E",,,,npp081000,nimanka panapitiya,General Chemistry Laboratory I 
CHEM,1111,110,16,4,2,4,,1,1,,,,,,1,,,,,1,"Panapitiya, Nimanka P","Amarasuriya, Hansani S","Mefferd, Branston E","Borah, Kongkona",,,npp081000,nimanka panapitiya,General Chemistry Laboratory I 
CHEM,1111,111,7,6,7,4,1,,2,,,1,,,1,,,,,1,"Sra, Amandeep K","Santo, Luca",,,,,aks057000,amandeep sra,General Chemistry Laboratory I 
CHEM,1111,112,12,8,2,2,1,2,,2,,,,,,,,,,1,"Sra, Amandeep K","Polara, Sarthi",,,,,aks057000,amandeep sra,General Chemistry Laboratory I 
CHEM,1111,113,13,6,3,1,2,2,,,,1,,,2,,,,,0,"Anka, Fadwa H","Becerra, Michelle T",,,,,fha041000,fadwa anka,General Chemistry Laboratory I 
CHEM,1111,114,14,9,,1,5,,,,,,,,1,,,,,0,"Anka, Fadwa H","Lalami, Ismail",,,,,fha041000,fadwa anka,General Chemistry Laboratory I 
CHEM,1111,115,6,9,6,1,3,1,,1,1,1,,,1,,,,,0,"Wijenayake, Sumudu N","Umer, Arslan","Panapitiya, Nimanka P",,,,snw081000,sumudu wijenayake,General Chemistry Laboratory I 
CHEM,1111,118,17,5,2,1,,,,1,,3,,,1,,,,,0,"Dissanayake, Dushanthi S","Neal, Henry",,,,,dxd122030,dushanthi dissanayake,General Chemistry Laboratory I 
CHEM,1111,119,6,5,3,3,4,1,1,,,,2,1,3,,,,,1,"Dissanayake, Dushanthi S","Tran, Tien M",,,,,dxd122030,dushanthi dissanayake,General Chemistry Laboratory I 
CHEM,1111,120,17,7,2,2,,,,1,,,,,,,,,,1,"Panapitiya, Nimanka P","Kim, Gyeongseo",,,,,npp081000,nimanka panapitiya,General Chemistry Laboratory I 
CHEM,1111,121,15,9,2,1,1,,,1,,,,,,,,,,0,"Wijenayake, Sumudu N","Qasimi, Nazer Hossain",,,,,snw081000,sumudu wijenayake,General Chemistry Laboratory I 
CHEM,1111,122,10,9,2,2,3,1,2,,,,,,,,,,,1,"Qin, Yanping","Neal, Henry",,,,,yxq083000,yanping qin,General Chemistry Laboratory I 
CHEM,1111,123,18,6,1,1,,1,1,,,,,,2,,,,,0,"Huang, Yu","Tran, Tien M",,,,,yxh091220,yu huang,General Chemistry Laboratory I 
CHEM,1111,124,16,7,4,,,,,,,,,,1,,,,,2,"Gavva, Sandhya R","Sunga, Sean Alec Lois B",,,,,sgavva,sandhya gavva,General Chemistry Laboratory I 
CHEM,1111,125,14,4,4,2,1,1,,1,,,,,2,,,,,1,"Gavva, Sandhya R","Qasimi, Nazer Hossain",,,,,sgavva,sandhya gavva,General Chemistry Laboratory I 
CHEM,1111,126,5,11,2,4,2,1,1,,1,,,1,,,,,,2,"Tran, Daniel N","Umer, Arslan",,,,,dnt019000,daniel tran,General Chemistry Laboratory I 
CHEM,1111,127,20,6,,2,1,,,,,,,,,,,,,1,"Anka, Fadwa H","Lalami, Ismail",,,,,fha041000,fadwa anka,General Chemistry Laboratory I 
CHEM,1111,128,17,3,2,2,2,2,,2,,,,,,,,,,0,"Anka, Fadwa H","Becerra, Michelle T",,,,,fha041000,fadwa anka,General Chemistry Laboratory I 
CHEM,1111,129,18,5,2,2,1,,,,,,1,,,,,,,1,"Anka, Fadwa H","Thanabalasingam, Kulatheepan",,,,,fha041000,fadwa anka,General Chemistry Laboratory I 
CHEM,1111,130,13,8,4,,3,,,,1,,,,,,,,,1,"Wijenayake, Sumudu N","Arora, Niyati",,,,,snw081000,sumudu wijenayake,General Chemistry Laboratory I 
CHEM,1111,131,16,6,1,5,1,,,1,,,,,,,,,,0,"Gavva, Sandhya R","Thanabalasingam, Kulatheepan",,,,,sgavva,sandhya gavva,General Chemistry Laboratory I 
CHEM,1111,132,12,8,2,3,,2,,,,1,,,2,,,,,0,"Wijenayake, Sumudu N","Kumari, Ekanayake Mudiyanselage Ishara G",,,,,snw081000,sumudu wijenayake,General Chemistry Laboratory I 
CHEM,1111,133,10,13,2,1,,,1,1,,,,1,1,,,,,0,"Wijenayake, Sumudu N","Arora, Niyati",,,,,snw081000,sumudu wijenayake,General Chemistry Laboratory I 
CHEM,1111,134,12,9,4,2,1,,,,,,,,1,,,,,0,"Qin, Yanping","Sepasi, Zahra",,,,,yxq083000,yanping qin,General Chemistry Laboratory I 
CHEM,1111,135,9,8,2,3,2,,1,2,,,2,,1,,,,,0,"Qin, Yanping","Heidari, Sahar",,,,,yxq083000,yanping qin,General Chemistry Laboratory I 
CHEM,1111,136,15,7,3,,2,,,1,,,,,2,,,,,0,"Wijenayake, Sumudu N","Latif, Zurwa",,,,,snw081000,sumudu wijenayake,General Chemistry Laboratory I 
CHEM,1111,137,10,4,1,1,4,2,1,2,1,,,,2,,,,,1,"Wijenayake, Sumudu N","Sunga, Sean Alec Lois B",,,,,snw081000,sumudu wijenayake,General Chemistry Laboratory I 
CHEM,1111,138,8,7,3,5,2,1,,1,1,,,,,,,,,2,"Dissanayake, Dushanthi S","Sepasi, Zahra",,,,,dxd122030,dushanthi dissanayake,General Chemistry Laboratory I 
CHEM,1111,139,9,7,6,3,2,1,,1,,,1,,,,,,,0,"Dissanayake, Dushanthi S","Heidari, Sahar",,,,,dxd122030,dushanthi dissanayake,General Chemistry Laboratory I 
CHEM,1111,602,7,4,3,5,3,,1,1,,1,,1,2,,,,,2,"Hashami, Zohreh","Mefferd, Branston E",,,,,zxh088000,zohreh hashami,General Chemistry Laboratory I 
CHEM,1111,603,7,5,1,,1,4,1,3,,1,1,,3,,,,,2,"Sisk, Joshua R","Santo, Luca",,,,,jrs106020,joshua sisk,General Chemistry Laboratory I 
