Subject,Catalog Nbr,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,CR,NC,P,W,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6,instructor_id,instructor_name_normalized,title
CHEM,2123,1U1,12,9,4,1,,,,,,,,,,,,,1,"Dissanayake, Dushanthi S","Brand, Emily J","Dias, Prabavi Shayana",,,,dxd122030,dushanthi dissanayake,Introductory Organic Chemistry Laboratory I 
CHEM,2123,1U2,7,6,1,2,1,1,,,,,,,2,,,,1,"Dissanayake, Dushanthi S","Dubrovina, Anastasiia","Ehrman, Ryanne N",,,,dxd122030,dushanthi dissanayake,Introductory Organic Chemistry Laboratory I 
CHEM,2125,1U1,7,11,5,3,,,1,,,,,,1,,,,0,"Cortes, Sergio J","Howlett, Thomas S","Li, Baowen",,,,scortes,sergio cortes,Introductory Organic Chemistry Laboratory II 
CHEM,2125,1U2,7,13,1,6,2,,,,,1,,,1,,,,1,"Shah, Shailesh N","Brown, Monet R","Koirala, Shailendra",,,,sns170230,shailesh shah,Introductory Organic Chemistry Laboratory II 
CHEM,2323,0U1,8,15,4,6,1,4,6,3,2,4,6,,4,,,,5,"Tran, Daniel N","Abbas, Muhammad",,,,,dnt019000,daniel tran,Introductory Organic Chemistry I 
CHEM,2325,0U1,11,11,8,5,8,2,4,9,7,3,7,,7,,,,4,"Sibert, John W",,,,,,sibertj,john sibert,Introductory Organic Chemistry II 
CHEM,3361,0W1,,1,1,3,,2,1,1,,1,,,,,,,0,"Candas, Mehmet","Wickramasinghe, Piumi B","Song, Ming","Wang, Tianyuan",,,candas,mehmet candas,Biochemistry I 
CLDP,3310,5U1,,7,1,1,6,,1,,,,,,,,,,0,"Bonner, Deborah L","Hafiz, Mariam",,,,,dbonner,deborah bonner,Child Development 
CLDP,3342,0W1,,7,3,6,3,1,1,,,,,,3,,,,0,"Smith, Olivia","Trehan, Aastha",,,,,oxs140330,olivia smith,Exceptional Children 
COMD,6320,0W1,,32,,,,,,,,,,,,,,,0,"Carter, Jessica A","Smith, Irma E",,,,,jar032000,,Motor Speech Disorders 
COMD,6V09,0W1,,38,,,,,,,,,,,,,,,0,"Aldridge, Michelle A",,,,,,aldridge,michelle aldridge,Autism Spectrum Disorder 
COMD,7303,0W1,,94,1,,15,,,,,,,,,,,,0,"Dean, Lucinda L","Kenedi, Helen",,,,,lxl018300,,Dysphagia 
COMD,7323,0W1,,14,,,,,,,,,,,,,,,0,"Sweeney, Melissa",,,,,,msweeney,,Auditory-Verbal Methods 
COMD,7345,0W1,,23,,,,,,,,,,,,,,1,0,"Cook, Lori G",,,,,,lgc011100,lori cook,Pediatric Traumatic Brain Injury 
COMD,7V68,0W1,,27,,,,,,,,,,,,,,,0,"Sale, Felicity F",,,,,,ffs013000,,Cognitive Rehabilitation 
COMD,7V89,0W1,,20,,1,1,,,,,,,,,,,1,0,"Walsh, Diane G",,,,,,dxg022000,diane walsh,Mild Cognitive Impairment  Alzheimer s Disease and Related Disorders 
COMM,1311,0U1,,6,1,2,2,,2,,,1,,,,,,,0,"Arnold, Bob",,,,,,bxa161430,bob arnold,Survey of Oral and Technology-based Communication 
COMM,1311,0W1,3,9,1,2,2,,,2,,,,,3,,,,0,"Vazzi, Lisa",,,,,,lxv160630,lisa vazzi,Survey of Oral and Technology-based Communication 
COMM,1311,0W3,5,7,2,3,,1,,,1,,,,1,,,,1,"Tanner, Lari J",,,,,,ljt130130,lari tanner,Survey of Oral and Technology-based Communication 
COMM,3342,091,3,4,1,1,2,3,1,,,,,,2,,,,0,"King, Carie S",,,,,,cxl085200,carie king,Advanced Topics in Communication 
CRIM,1301,0W1,2,,6,1,1,1,,2,1,,,,2,,,,1,"Gordon, Quinn T",,,,,,qtg140030,quinn gordon,Introduction to Criminal Justice 
CRIM,1307,0W1,3,15,,2,2,1,2,,,,,,,,,,0,"Wilds, Katherine M",,,,,,kmw160130,katherine wilds,Introduction to Crime and Criminology 
CRIM,3301,0W1,5,7,3,9,7,5,3,5,1,,2,2,3,,,,1,"Riddell, Jordan R",,,,,,jxr122330,,Theories of Justice 
CRIM,3302,0W1,,6,,,7,,,3,,,2,,1,,,,0,"Lee, Yeungjeom",,,,,,yxl210021,,Advanced Criminology 
CRIM,3310,0W1,,28,,,13,,,4,,,2,,2,,,,0,"Park, Yeonjae",,,,,,yxp190004,yeonjae park,Youth Crime and Justice 
CRIM,4311,0W1,3,2,2,1,,1,,,,,,,1,,,,0,"Corey, Jessica",,,,,,jxc190009,jessica corey,Crime and Justice Policy 
CRIM,6381,0W1,,14,,,,,,,,,,,,,,,1,"Polk, Elmer O","Hamer, Karen",,,,,peo091000,elmer polk,Special Topics in Criminology 
CRWT,2301,051,1,3,4,,1,1,,2,,,,,,,,,0,"Ocasio-Russe, Lizbette",,,,,,lxo160130,lizbette ocasio russe,Introduction to Creative Writing 
CRWT,3306,051,,15,,,,,,,,,,,,,,,0,"Watkins, Latoya S",,,,,,lws031000,latoya watkins,Fiction Workshop 
CRWT,3354,091,,9,2,1,2,,,,,,,,1,,,,0,"Goldberg, Paula",,,,,,pxg180023,paula goldberg,Screenwriting 
CS,1134,1W1,5,1,3,,,,,1,1,,,,,,,,1,"Min, Richard K","Aggarwal, Alakh",,,,,rkm010300,richard min,Computer Science Laboratory 
CS,1136,1W1,12,3,1,1,1,,,,,1,,,2,,,,0,"Min, Richard K","Zhao, Chen",,,,,rkm010300,richard min,Computer Science Laboratory 
CS,1136,1W2,6,3,1,1,2,,,,,1,,,2,,,,0,"Min, Richard K","Li, Changbin","Wang, Chengen",,,,rkm010300,richard min,Computer Science Laboratory 
CS,1325,0U1,2,4,3,5,9,4,3,1,,1,,,2,,,,0,"Paulk, Mark C","Li, Xiao",,,,,mcp130030,mark paulk,Introduction to Programming 
CS,1334,0U1,,2,1,,2,4,1,,,,,,4,,,,3,"Arnold, Gordon L","Cai, Yuchen",,,,,gxa120930,gordon arnold,Programming Fundamentals for Non-Majors 
CS,1335,0U1,,2,1,3,4,2,3,2,,1,3,,1,,,,2,"Solanki, Nidhiben M","Cai, Yuchen",,,,,nxs121130,nidhiben solanki,Computer Science I for Non-majors 
CS,1336,0U1,4,9,2,3,4,,,1,,,,,,,,,1,"DeGroot, Doug",,,,,,dxd180020,doug degroot,Programming Fundamentals 
CS,1336,5U1,1,3,1,1,1,4,,1,,,,,3,,,,0,"Gupta, Neeraj K","Hu, Linghuan",,,,,nkg140130,neeraj gupta,Programming Fundamentals 
CS,1337,0U1,,11,4,4,3,1,1,1,,,,,6,,,,0,"Dollinger, Scott M","Li, Changbin",,,,,smd013000,scott dollinger,Computer Science I 
CS,1337,0U2,3,3,,5,9,1,3,,1,,,,3,,,,2,"DeGroot, Doug",,,,,,dxd180020,doug degroot,Computer Science I 
CS,2305,0U1,5,7,2,2,1,,1,1,,,,,3,,,,1,"Feng, Ranran","Ocampo Diaz, Gerardo",,,,,rxf090020,ranran feng,Discrete Mathematics for Computing I 
CS,2305,5U1,1,10,5,4,4,5,1,2,1,,1,1,,,,,1,"Farage, Timothy P","Arya, Shivvrat","Ocampo Diaz, Gerardo",,,,tfarage,timothy farage,Discrete Mathematics for Computing I 
CS,2336,0W1,8,6,5,2,3,,1,2,,,,,,,,,2,"Khan, Ziaullah","Tian, Zijing",,,,,kkhan,ziaullah khan,Computer Science II 
CS,2336,0W2,15,2,,1,2,1,,1,,,1,,6,,,,0,"Nouroz Borazjany, Mehra","Wang, Guanghua",,,,,mxn143230,mehra borazjany,Computer Science II 
CS,2336,0W3,3,6,,3,3,1,,,,,,,1,,,,0,"Khan, Ziaullah","Tian, Zijing",,,,,kkhan,ziaullah khan,Computer Science II 
CS,2340,0U1,,1,7,1,3,6,,,2,1,1,,4,,,,2,"Mazidi, Karen J","Patel, Dhruvkumar R",,,,,kjm160430,karen mazidi,Computer Architecture 
CS,2340,0W1,15,6,3,2,4,,1,2,,,2,,2,,,,0,"Karami, Gity","Wu, Zhouxiang",,,,,gxk180009,gity karami,Computer Architecture 
CS,3305,0U1,1,23,4,3,3,,,,,,,,,,,,1,"Farage, Timothy P","Arya, Shivvrat",,,,,tfarage,timothy farage,Discrete Mathematics for Computing II 
CS,3305,0W1,3,7,1,3,6,2,1,4,,,,,,,,,2,"Kumar, Pushpa S","Arya, Shivvrat",,,,,pkumar,pushpa kumar,Discrete Mathematics for Computing II 
CS,3341,0U1,15,2,3,6,2,3,3,7,4,4,3,4,8,,,,5,"Whalen, Tristan G","Uddin, Mohammad Afser","Sajal, Ibrahim Hossain","Oh, Sungjin",,,tgw100020,tristan whalen,Probability and Statistics in Computer Science and Software Engineering 
CS,3345,0U1,5,1,1,3,2,,4,1,2,1,,1,2,,,,2,"Ozbirn, Greg A","Singhal, Yatharth",,,,,ozbirn,greg ozbirn,Data Structures and Introduction to Algorithmic Analysis 
CS,3345,0U2,2,2,,5,1,,3,1,3,,,,,,,,1,"Ozbirn, Greg A","Singhal, Yatharth",,,,,ozbirn,greg ozbirn,Data Structures and Introduction to Algorithmic Analysis 
CS,3345,0W1,7,2,4,1,3,1,2,,,,,,,,,,0,"Khan, Ziaullah","Patel, Dhruvkumar R",,,,,kkhan,ziaullah khan,Data Structures and Introduction to Algorithmic Analysis 
CS,3354,0U1,3,1,3,1,1,1,1,,1,1,,,,,,,2,"Zalila-Wenkstern, Rym","Bansal, Rishita",,,,,rmili,rym zalila wenkstern,
CS,3354,5U1,4,4,1,2,1,1,,,,,,,,,,,1,"Yang, Wei","Ahn, Sung Soo",,,,,wxy180002,wei yang,Software Engineering 
CS,3377,0W1,3,,6,2,6,3,5,1,,,1,,1,,,,1,"Min, Richard K","Bansal, Rishita",,,,,rkm010300,richard min,C C  Programming in a UNIX Environment 
CS,3377,0W2,2,,3,3,4,2,3,,,,,,1,,,,3,"Min, Richard K","Wang, Wenting",,,,,rkm010300,richard min,C C  Programming in a UNIX Environment 
CS,4141,6U1,19,10,8,2,1,1,2,,,,1,,,,,,0,"Nguyen, Nhut","Chen, Tiantian",,,,,nhutnn,nhut nguyen,Digital Systems Laboratory 
CS,4301,0W1,9,10,3,1,1,2,1,3,1,,2,,,,,,1,"Karami, Gity","Guo, Jinghui",,,,,gxk180009,gity karami,Special Topics in Computer Science 
CS,4336,0U1,13,15,6,2,,1,,,,,,,2,,,,0,"Ozbirn, Greg A","Wang, Wenting",,,,,ozbirn,greg ozbirn,Advanced Java 
CS,4337,0U1,,4,3,4,1,2,1,,1,,1,,1,,,,0,"Davis, Chris I","Li, Dongcheng",,,,,cid021000,chris davis,Organization of Programming Languages 
CS,4337,0W1,5,8,6,4,4,1,1,1,1,,1,,,,,,0,"Karami, Gity","Ghanbari, Ali",,,,,gxk180009,gity karami,Organization of Programming Languages 
CS,4341,0U1,,9,8,5,10,4,5,3,,,4,,,,,,0,"Nguyen, Nhut","Ghanbari, Ali","Chen, Tiantian",,,,nhutnn,nhut nguyen,Digital Logic and Computer Design 
CS,4347,0U1,8,6,7,2,3,3,1,,1,,1,2,,,,,0,"Christiansen, Michael G","Aggarwal, Alakh",,,,,mgc013000,michael christiansen,Database Systems 
CS,4347,0W1,1,3,2,3,5,4,1,2,,,,,,,,,0,"Davis, Chris I","Wang, Guanghua",,,,,cid021000,chris davis,Database Systems 
CS,4348,0U1,4,3,4,3,6,5,3,5,4,1,2,,,,,,1,"Christiansen, Michael G","Padalkar, Parth",,,,,mgc013000,michael christiansen,Operating Systems Concepts 
CS,4348,5U1,3,1,4,5,7,3,,,2,,3,,4,,,,3,"Prakash, Ravi","Nguyen, Son V",,,,,ravip,ravi prakash,Operating Systems Concepts 
CS,4349,0U3,5,6,7,3,6,8,5,1,1,1,1,,1,,,,0,"Erbatur, Serdar","Wang, Chengen",,,,,sxe190003,serdar erbatur,Advanced Algorithm Design and Analysis 
CS,4353,0W1,29,9,9,,2,,,1,,,,,,,,,0,"Orrick, Erika D",,,,,,edo042000,erika orrick,Human Computer Interactions II 
CS,4365,0U1,3,2,1,3,6,4,6,,2,,,,1,,,,0,"Min, Richard K","Zhao, Chen",,,,,rkm010300,richard min,Artificial Intelligence 
CS,4375,0U1,1,2,5,6,4,4,2,1,1,,,2,2,,,,0,"Mazidi, Karen J","Kobayashi, Hideo",,,,,kjm160430,karen mazidi,Introduction to Machine Learning 
CS,4375,0U2,1,4,4,1,2,1,3,4,1,,1,2,,,,,6,"Ng, Yu Chung V","Kobayashi, Hideo",,,,,ycn041000,vincent ng,Introduction to Machine Learning 
CS,4376,0U1,,4,6,8,3,3,1,1,1,,1,,,,,,1,"Paulk, Mark C","Li, Dongcheng",,,,,mcp130030,mark paulk,Object-Oriented Design 
CS,4384,0U2,1,10,2,2,7,2,2,3,,2,,,5,,,,0,"Arnold, Gordon L","Akbar, Khandakar Ashrafi",,,,,gxa120930,gordon arnold,Automata Theory 
CS,4390,0U1,3,2,,5,4,,2,2,1,1,,,,,,,0,"Le, Khiem V","Li, Shuo",,,,,kvl140030,khiem le,Computer Networks 
CS,4390,0U2,,1,1,1,4,3,2,3,,,1,,,,,,1,"Cobb, Jorge","Li, Shuo",,,,,jcobb,jorge cobb,Computer Networks 
CS,4393,0U1,,3,3,1,1,1,2,,1,,,,,,,,1,"Nguyen, Nhut","Wang, Chengen",,,,,nhutnn,nhut nguyen,Computer and Network Security 
CS,5343,0U1,,9,3,3,3,3,,1,,,,,,,,,0,"Gupta, Neeraj K","Nguyen, Son V",,,,,nkg140130,neeraj gupta,Algorithm Analysis and Data Structures 
CS,6301,0U1,,15,4,1,,,,,,,,,,,,,0,"Nagar, Anurag","Wu, Zhouxiang",,,,,axn112530,anurag nagar,Special Topics in Computer Science 
CS,6301,0W1,,31,,,,,,,,,,,,,,,0,"Thuraisingham, Bhavani","Akbar, Khandakar Ashrafi",,,,,bxt043000,bhavani thuraisingham,Special Topics in Computer Science 
CS,6314,0W1,,15,3,7,,1,,2,,,,,,,,,1,"Yuruk, Nurcan","Guo, Jinghui",,,,,nxy140530,nurcan yuruk,Web Programming Languages 
CS,6350,0U1,,15,7,2,,,,,,,,,,,,,0,"Nagar, Anurag","Padalkar, Parth",,,,,axn112530,anurag nagar,Big Data Management and Analytics 
CS,6359,0U1,,3,5,2,,,,,,,,,,,,,0,"Chung, Lawrence","Ahn, Sung Soo",,,,,chung,lawrence chung,Object-Oriented Analysis and Design 
CS,6360,5U1,,8,10,1,,,,,,,,,,,,,0,"Davis, Chris I","Li, Changbin",,,,,cid021000,chris davis,Database Design 
CS,6363,0U1,,23,1,3,1,1,1,,,,,,,,,,0,"Chandrasekaran, Ramaswamy","Dhoked, Sahil",,,,,chandra,ramaswamy chandrasekaran,Design and Analysis of Computer Algorithms 
CS,6363,0U2,,5,2,2,,1,,1,,,,,,,,,0,"Erbatur, Serdar","Dhoked, Sahil",,,,,sxe190003,serdar erbatur,Design and Analysis of Computer Algorithms 
CS,6364,0U1,,17,6,2,2,1,1,,,,,,3,,,,1,"Schweitzer, Haim","Wan, Guihong",,,,,haim,haim schweitzer,Artificial Intelligence 
CS,6366,0W1,,5,3,,,1,1,,,,,,,,,,0,"Kumar, Pushpa S","Aggarwal, Alakh",,,,,pkumar,pushpa kumar,Computer Graphics 
CS,6375,5U1,,8,1,3,2,1,2,,,,,,1,,,,0,"Schweitzer, Haim","Wan, Guihong",,,,,haim,haim schweitzer,Machine Learning 
CS,6375,MU1,,12,5,4,2,,,,,,,,,,,,0,"Nagar, Anurag",,,,,,axn112530,anurag nagar,
CS,6378,0U1,,4,6,3,1,,,,,,,,1,,,,0,"Mittal, Neeraj","Dhoked, Sahil",,,,,nxm020100,neeraj mittal,Advanced Operating Systems 
CS,6385,0W1,,14,2,2,2,,,,,,,,,,,,0,"Farago, Andras","Zhao, Chen",,,,,farago,andras farago,Algorithmic Aspects of Telecommunication Networks 
DANC,1310,0W1,1,13,1,2,2,3,,,,,,2,5,,,,0,"Saba, Monica",,,,,,msaba,monica saba,Understanding Dance  (3 Semester Credit Hours)
ECON,2301,0W1,,20,2,3,3,,,1,,,,,1,,,,0,"Nguyen, Hien T",,,,,,htn170130,hien nguyen,Principles of Macroeconomics 
ECON,2302,0W1,4,18,11,3,,1,,,,,,,,,,,1,"Zhang, Jinglun",,,,,,jxz174930,,Principles of Microeconomics 
ECON,3330,0W1,5,20,1,2,2,1,,1,1,,1,1,1,1,,,3,"Zhang, Licheng","Ketsler, Luba",,,,,lxz172030,,Economics of Health 
ECON,4302,0U1,1,1,4,3,2,3,4,2,1,,,,,,,,0,"Choi, Soohyun",,,,,,sxc177830,soohyun choi,Urban and Regional Economics 
ECS,3390,051,10,4,1,,1,,1,,,,,,1,,,,0,"Montgomery, Christina",,,,,,cxm190022,christina montgomery,Professional and Technical Communication 
ECS,3390,052,,,1,2,7,,1,,,,,,3,,,,0,"Crowder, Wade A",,,,,,wac010100,wade crowder,Professional and Technical Communication 
ECS,3390,092,,14,,,1,1,,1,,,,,2,,,,0,"Johnson, Janet L",,,,,,jlj065000,janet johnson,Professional and Technical Communication 
ECS,3390,0W1,,9,4,1,2,,1,,,,,,,,,,2,"Glauser, Janece B",,,,,,jbg130030,janece glauser,Professional and Technical Communication 
ECS,3390,0W2,,12,1,1,1,2,,,,1,,,1,,,,0,"Glauser, Janece B",,,,,,jbg130030,janece glauser,Professional and Technical Communication 
ECS,3390,0W3,1,5,5,1,2,,,,,1,,,4,,,,0,"Scally, Deborah A",,,,,,das,deborah scally,Professional and Technical Communication 
EE,3161,051,1,2,3,2,,2,,,,1,,,,,,,0,"Mezenner, Rabah",,,,,,rxm129730,rabah mezenner,Social Issues and Ethics in Engineering 
EE,3201,0U1,,2,3,1,2,,,2,,,,,2,,,,0,"Kiasaleh, Kamran","Meng, Xingyu","Steele, Alec M",,,,kamran,kamran kiasaleh,Electrical and Computer Engineering Fundamentals-I Laboratory 
EE,3202,0U1,,8,3,4,,,,1,1,,,,4,,,,0,"Kiasaleh, Kamran","Apalak, Merve","Liu, Jinbo",,,,kamran,kamran kiasaleh,Electrical and Computer Engineering Fundamentals-II Laboratory 
EE,3301,0U1,2,7,1,2,3,1,,1,1,1,1,,2,,,,0,"Tacca, Marco","Khoshlessan, Mahshid",,,,,mtacca,marco tacca,Electrical Network Analysis 
EE,3302,5U1,,2,2,3,4,1,2,3,4,1,,2,3,,,,3,"Kehtarnavaz, Nasser","Mohamed, Ahmed M","Kucuk, Abdullah",,,,nxk019000,nasser kehtarnavaz,Signals and Systems 
EE,3311,0U1,2,1,4,1,3,1,,,1,,,1,1,,,,0,"Pourkamali, Siavash","Hossain Bhuiyan, Md Emran",,,,,sxp124631,siavash pourkamali,Electronic Circuits 
EE,3311,5U1,,2,2,3,5,2,,,,,,,,,,,0,"Sechen, Carl","Salimath, Vibhav Kumarswami",,,,,cms057000,carl sechen,Electronic Circuits 
EE,3320,0U1,3,1,1,1,1,,,1,1,,1,,,,,,0,"Nikoubin, Tooraj","Gao, Tianning",,,,,txn190011,tooraj nikoubin,Digital Circuits 
EE,4203,0U1,1,3,1,,1,2,3,1,1,,2,1,,,,,0,"Kehtarnavaz, Nasser","Azarang, Arian","Gogineni, Susmitha",,,,nxk019000,nasser kehtarnavaz,Electrical and Computer Engineering Laboratory in Signals and Systems 
EE,4388,0U1,,14,1,2,2,,,,,,,,,,,,0,"Bhatia, Dinesh","Noor Shoudha, Shamman",,,,,dinesh,dinesh bhatia,Senior Design Project I 
EE,4389,0U1,1,6,,4,,,,,,,,,,,,,0,"Bhatia, Dinesh","Chandra Shekar, Ram Charan M",,,,,dinesh,dinesh bhatia,Senior Design Project II 
EEOP,6314,0H1,,26,6,,,,,,,,,,,,,,0,"Tamil, Lakshman",,,,,,laxman,lakshman tamil,Principles of Fiber and Integrated Optics  (3 Semester Credit Hours)
EERF,7V89,0W1,,9,,1,,,,,,,,,,,,,0,"Henderson, Rashaunda M",,,,,,rmh072000,rashaunda henderson,Special Topics in RF and Microwave Systems  - Intro Multiferroic Mtrls & Sys (3 Semester Credit Hours)
ENGR,2300,0W1,3,4,,3,2,1,2,2,4,1,,,2,,,,1,"Akin, Bilal","Li, Chen",,,,,bxa123330,bilal akin,Linear Algebra for Engineers 
ENGR,3300,0U1,1,13,2,5,7,2,,7,,,1,,,,,,0,"Ali, Mohammed Z","Si, Qilin","Nourmohamadi, Hesam",,,,mohammed,ali mohammed,Advanced Engineering Mathematics 
ENGR,3341,0U1,3,7,2,4,5,2,3,3,3,,,2,2,,,,5,"Fonseka, John","Hassan, Rana A","Olee, Shakil Mahmud",,,,kjp,john fonseka,Probability Theory and Statistics 
ENTP,3301,0U1,3,8,9,5,3,,,1,,,,,2,,,,1,"Nichols, Paul M",,,,,,pxn120030,paul nichols,Innovation and Entrepreneurship 
ENTP,4335,0W1,1,3,2,5,,1,,,,,,1,1,,,,0,"Edsel, Alexander D",,,,,,ade012000,alexander edsel,Digital and Internet Marketing 
ENTP,6321,5U1,,3,,,8,,,,,,,,1,,,,0,"Guttery, Randall","Wen, Yaxin",,,,,rxg112530,randall guttery,Introduction to Real Estate 
ENTP,6370,0W1,,14,13,7,9,7,,,,,,,,,,,0,"Kimzey, Jackie","Kwon, Jung Hyun",,,,,jxk092000,jackie kimzey,Innovation and Entrepreneurship 
EPPS,2301,5U1,2,1,3,2,2,1,1,1,,1,,,,,,,0,"Maduforo, Kate E","Dzanie, Raphael K",,,,,kec170130,,Research Design in the Social and Policy Sciences 
EPPS,2302,0W1,,5,6,2,1,2,,,,,,,,,,,0,"Akarte, Prajakti V",,,,,,pva150330,prajakti akarte,Methods of Quantitative Analysis in the Social and Policy Sciences 
FILM,2332,0U1,1,7,11,6,5,4,5,1,1,,,,2,,,,3,"Oliver, Stephanie R",,,,,,sxo180009,stephanie oliver,Understanding Film  (3 Semester Credit Hours)
FIN,3300,0U1,,11,,,1,,,5,,,1,,3,,,,0,"Lynch, Julie",,,,,,jxl180030,julie lynch,Personal Finance 
FIN,3305,5U1,,6,2,,10,1,,7,1,,,,1,,,,1,"Guttery, Randall","Wen, Yaxin",,,,,rxg112530,randall guttery,Real Estate Principles 
FIN,3320,0U1,,12,3,1,15,2,2,7,,,2,,1,,,,0,"Manzi, Jeff",,,,,,jxm158130,jeffrey manzi,Business Finance 
FIN,3320,0U2,,9,1,3,3,2,4,3,1,,,,,,,,0,"Peabody, Stephen D",,,,,,sdp093020,,Business Finance 
FIN,3320,0U3,,20,2,2,4,3,3,2,,,,,2,,,,0,"Peabody, Stephen D",,,,,,sdp093020,,Business Finance 
FIN,3320,0W1,,11,1,3,16,,1,8,,,2,,1,,,,0,"Manzi, Jeff",,,,,,jxm158130,jeffrey manzi,Business Finance 
FIN,3320,0W2,,13,2,4,9,,,7,,1,2,,1,,,,1,"Manzi, Jeff",,,,,,jxm158130,jeffrey manzi,Business Finance 
FIN,3360,0W1,,6,11,11,14,3,4,3,1,1,2,,,,,,0,"Pedigo, Madison F",,,,,,mfp013000,madison pedigo,Entrepreneurial Finance 
FIN,3370,0U1,1,2,12,2,5,,1,1,1,,,,,,,,1,"Haynes, Steven",,,,,,sxh102420,steven haynes,Principles of Risk Management and Insurance 
FIN,3390,0U1,4,5,10,3,1,12,3,3,8,,,1,1,,,,1,"El-Ashmawi, Amal H","Mistry, Khushee R",,,,,ahe013000,amal el ashmawi,Introduction to Financial Modeling 
FIN,4300,0U1,,18,,7,,1,,,,,,,,,,,0,"Zhu, Yifan",,,,,,yxz166130,yifan zhu,Investment Management 
FIN,4310,5U1,1,2,3,2,1,3,1,3,3,,2,1,1,,,,3,"Smith, Jake A",,,,,,jas171530,,Intermediate Financial Management 
FIN,6301,0W1,,46,,,9,,,1,,,,,1,,,,1,"El-Ashmawi, Amal H",,,,,,ahe013000,amal el ashmawi,Financial Management 
FIN,6301,5U1,,26,,,4,,,,,,,,,,,,0,"Peabody, Stephen D",,,,,,sdp093020,,Financial Management 
FIN,6301,CW1,,8,3,6,3,2,,,,,,,3,,,,1,"Reichert, Carolyn A",,,,,,carolyn,carolyn reichert,
FIN,6301,XS1,,25,,1,1,,2,,,,,,,,,,0,"El-Ashmawi, Amal H","Mistry, Khushee R",,,,,ahe013000,amal el ashmawi,
FIN,6307,5U1,,4,5,1,,5,1,1,,,,,,,,,3,"Ma, Liping","Oyima-Antseleve, Ndackyssa",,,,,lxm133730,liping ma,Mathematical Methods for Finance 
FIN,6310,5U1,,12,7,3,8,2,4,5,,,,,,,,,0,"Kaur, Dupinderjeet","Kelly, Matthew L",,,,,dxk110730,dupinderjeet kaur,Investment Theory and Practice 
FIN,6318,5U1,,9,7,5,4,4,2,,,,,,,,,,0,"Ma, Liping","Oyima-Antseleve, Ndackyssa",,,,,lxm133730,liping ma,Analytics of Finance 
FIN,6321,5U1,,9,1,,9,,,1,,,,,,,,,0,"Guttery, Randall","Wen, Yaxin",,,,,rxg112530,randall guttery,Introduction to Real Estate 
FIN,6360,5U1,,5,6,1,,3,,,,,,,,,,,0,"Kaur, Dupinderjeet","Kelly, Matthew L",,,,,dxk110730,dupinderjeet kaur,Derivatives Markets 
FTEC,6312,FS1,,4,6,1,2,,,,,,,,,,,,0,"Scott, James A",,,,,,jas076100,james scott,
GEOS,1303,051,2,13,14,1,1,,,,,,,,,,,,0,"Griffin, William R","Wang, Ning",,,,,griffin,william griffin,Physical Geology 
GEOS,3300,0S1,2,3,3,1,1,1,2,1,1,,,1,,,,,0,"Pirouz, Mortaza","Willis, Siloa B","Geissman, John W","Newman, Jordan W",,,mxp180004,mortaza pirouz,Field Geology I 
GOVT,2305,0U1,10,8,5,8,3,2,1,1,2,,,1,3,,,,1,"Gutierrez Mannix, Carlos Daniel",,,,,,cxg172030,carlos gutierrez mannix,American National Government 
GOVT,2305,0U2,8,10,7,3,1,1,1,,,,,,4,,,,1,"Sanchez De La Rosa, Andres Ricardo",,,,,,axs180146,andres sanchez,American National Government 
GOVT,2306,0U1,,23,13,8,9,6,1,3,3,,,,3,,,,1,"Johnson, Sara K",,,,,,skj170230,sara johnson,State and Local Government 
GOVT,2306,0U2,,21,12,7,11,2,,,1,,2,1,4,,,,2,"Eaton, John M",,,,,,jme130030,john eaton,State and Local Government 
HDCD,6351,5U1,,12,,,,,,,,,,,1,,,,0,"Ewing, Donna M",,,,,,dme061000,donna ewing,Play Matters 
HDCD,6370,0U1,,10,,1,1,,,,,,,,1,,,,0,"Ewing, Donna M",,,,,,dme061000,donna ewing,Intervention with Young Children 
HIST,1301,051,1,33,15,5,10,3,4,1,1,1,,1,9,,,,3,"Wright, Ben","Zawng, Ze",,,,,bxw151330,ben wright,U S  History Survey to Civil War 
HIST,1302,091,2,11,20,11,9,14,8,6,,1,1,,5,,,,1,"Schulze, Jeffrey","Hill, Justin T",,,,,jxs072200,jeffrey schulze,U S  History Survey from Civil War 
HIST,3328,091,,2,4,3,2,2,,1,,1,,,3,,,,0,"Dennis, Patrick W",,,,,,pdennis,patrick dennis,History and Philosophy of Science and Medicine 
HIST,4344,0W1,6,3,11,7,2,1,1,,,1,1,,3,,,,1,"Pfister, Debra H",,,,,,dhpf,debra pfister,Topics in European History 
HIST,4358,051,2,,,1,4,2,,2,,,,,,,,,1,"Farmer, J Michael",,,,,,jmf073000,michael farmer,Topics in Asian History 
HLTH,1301,0W1,,,4,4,2,2,1,1,,,,,,,,,1,"Baetge, Claire",,,,,,cxb170330,claire baetge,Introduction to Kinesiology 
HLTH,3300,0W1,,55,2,2,3,1,,2,,,,1,2,,,,1,"Byrnes, Kathleen A",,,,,,kab019000,kathleen byrnes,Pre-Health Professional Development 
HMGT,3301,5U1,,6,,2,8,,2,7,,,,,,,,,1,"Karnuta, Daniel","Wang, Jiyu",,,,,dxk173030,daniel karnuta,Introduction to Healthcare Management 
