Subject,Catalog Nbr,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,CR,NC,P,W,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6,instructor_id,instructor_name_normalized,title
HMGT,6329,5U1,,21,,,,,,,,,,,,,,,0,"Thurgood, Keith L","Liu, Yu",,,,,klt160130,keith thurgood,Seminar in Healthcare Management 
HMGT,6331,5U1,,36,12,4,2,1,1,,,,,,,,,,0,"Malaise, Michael",,,,,,mhm130430,michael malaise,Healthcare Economics 
HMGT,6331,CH1,,15,,4,1,1,,1,,,,,,,,,0,"Jacob, Stephen",,,,,,,stephen jacob,
HMGT,6332,5U1,,16,13,12,4,3,3,1,,,,,1,,,,0,"Ramanathan, Kannan",,,,,,kxr087000,kannan ramanathan,Quality Improvement in Healthcare  Six Sigma and Beyond 
HMGT,6403,AH6,,17,11,1,,,,,,,,,,,,,0,"Kaiser, Robert C",,,,,,,robert kaiser,
HMGT,6410,AS1,,43,2,,,,,,,,,,,,,,0,"McCracken, John",,,,,,,john mccracken,
IMS,3310,0U1,4,23,9,11,2,,,,,,,,,,,,0,"Bai, Xiaoou",,,,,,xxb150330,xiaoou bai,International Business 
IMS,3310,0U2,8,8,8,8,8,6,1,,,,,,1,,,,0,"Yeo, Yundong",,,,,,yxy172630,yundong yeo,International Business 
IMS,3310,5U1,1,7,2,4,4,1,1,3,,3,2,,5,,,,1,"Henderson, Tom",,,,,,txh093000,tom henderson,International Business 
IMS,6304,0W1,,14,16,8,4,1,,,,,,,1,,,,2,"Woldu, Habte G","Alborz, Ethan",,,,,wolduh,habte woldu,International Business Management 
IMS,6304,AW1,,10,,,3,,,1,,,,,,,,,0,"McCracken, John","Petrik, Peter",,,,,,john mccracken,
IMS,6314,0W1,,5,10,,,,,,,,,,,,,,0,"Dalgic, Tevfik",,,,,,tdalgic,tevfik dalgic,Global E-Business Marketing 
IMS,6316,GS1,,11,9,2,5,,,,,,,,,,,,0,"Peinhardt, Clint W",,,,,,cwp052000,clint peinhardt,
IMS,6316,GS2,,8,10,,5,,,1,,,,,,,,,1,"Peinhardt, Clint W",,,,,,cwp052000,clint peinhardt,
IMS,6360,0W1,,30,28,9,5,3,,,,,,,,,,,0,"Olsztynska, Agnieszka","Li, Jianan",,,,,axo027000,agnieszka olsztynska,International Strategic Management 
ISIS,3335,0W1,2,8,8,3,8,,5,,,,,,,,,,0,"Rosa, Jonathan",,,,,,jxr172530,jonathan rosa,United States and East Asia 
ISIS,4304,0H1,,10,2,1,5,,,,,,,,3,,,,0,"Werhnyak, Larissa",,,,,,lxw163630,larissa werhnyak,Trials in American Culture 
ISNS,2359,0W1,36,13,9,2,1,3,,,5,,1,1,3,,,,0,"Pujana, Ignacio",,,,,,pujana,ignacio pujana,Earthquakes and Volcanoes 
ISNS,2367,0W1,4,17,6,1,5,5,,2,5,,,,6,,,,0,"Pujana, Ignacio",,,,,,pujana,ignacio pujana,The Oceans 
ISNS,2367,0W2,4,4,1,4,2,,1,1,,,,,,,,,0,"Pujana, Ignacio",,,,,,pujana,ignacio pujana,The Oceans 
ITSS,3300,5U1,,38,7,8,2,,2,1,,,,,3,,,,1,"Owens, Sean M","Chen, Luoying",,,,,smo150330,sean owens,Information Technology for Business 
ITSS,3311,5U1,,5,8,6,7,5,2,7,,,,,2,,,,2,"Short, Kevin P","Vallurupalli, Naina C",,,,,kps170330,kevin short,Introduction to Programming 
ITSS,3312,5U1,,8,5,4,10,5,1,5,2,1,,1,2,,,,4,"Thomas, Sunela","Vallurupalli, Naina C",,,,,sxt167730,sunela thomas,Object-Oriented Programming 
ITSS,3390,5U1,,3,7,10,8,6,,,1,,,,,,,,0,"Arora, Vivek",,,,,,vxa081000,vivek arora,Web Design and Development for Business Applications 
ITSS,4300,5U1,,5,6,14,6,8,2,2,,,,,2,,,,2,"Pandian, Thiru",,,,,,txp190010,thiru pandian,Database Fundamentals 
ITSS,4330,5U1,6,12,4,6,3,3,2,4,,,,,1,,,,0,"Khan, Taimur A",,,,,,txk123530,taimur khan,Systems Analysis and Design 
ITSS,4351,5U1,,13,13,10,7,4,1,1,2,1,3,2,1,,,,0,"Shekhar, Gaurav","Banu, Arshiya",,,,,gxs150130,gaurav shekhar,Foundations of Business Intelligence 
ITSS,4360,5U1,6,7,5,3,,1,1,,,,1,,1,,,,1,"Howe, Nate",,,,,,nxh141030,nate howe,Network and Information Security 
ITSS,4370,0U1,,5,6,6,4,4,3,,,,,,1,,,,0,"Fuller, Tony F","Ozdemir, Dicle Yagmur",,,,,tff170130,tony fuller,Information Technology Infrastructure 
LIT,2331,091,8,2,,1,,,1,,,,,,1,,,,1,"Kirk, Kristina E",,,,,,kek160430,kristina kirk,Introduction to World Literature 
LIT,2331,0W1,16,4,2,,4,,1,2,1,,,,3,,,,1,"King, Alana",,,,,,axk173530,alana king,Introduction to World Literature 
LIT,3319,0U1,12,2,1,,3,,,,,,,,,,,,1,"Ingrao, Peter J",,,,,,jingrao,peter ingrao,Contexts 
LIT,3337,091,6,6,1,1,,,,,,,,,1,,,,0,"Leverone, Julia",,,,,,jxl162631,julia leverone,Comparisons 
LIT,6308,0U1,,8,1,,,,,,,,,,1,,,,1,"Hatfield, Charles D",,,,,,cxh074100,charles hatfield,Studies in Literary Forms and Genres 
MAS,6102,0U1,,,,,,,,,,,,,1,,,30,0,"Cirilo, Jason M",,,,,,jmc180002,jason cirilo,Professional Development  (1 Semester Credit Hour)
MATH,1306,0U1,4,4,,1,,1,,,,,,,,,,,0,"Duruoha, Adannah","Knodell, Matthew",,,,,axd180037,adannah duruoha,College Algebra for the Non-Scientist 
MATH,1314,0U1,2,3,4,,,1,4,,1,1,,,2,,,,1,"Alvarado, Iris",,,,,,ila180000,iris alvarado,College Algebra 
MATH,1325,5U1,3,1,1,2,3,3,1,,2,,2,2,5,,,,0,"Patel, Jigarkumar S","Gallo, Erika S",,,,,jsp061000,jigarkumar patel,Applied Calculus I 
MATH,1325,5U2,1,3,3,1,1,,,1,3,,3,,,,,,0,"Adabrah, Anani Komla","Nadhomi, Timothy",,,,,aaa130530,anani adabrah,Applied Calculus I 
MATH,1326,0U1,7,3,3,2,,2,1,,,,1,,1,,,,3,"Sultana, Nasrin","Zhu, Weixi",,,,,nxs190039,nasrin sultana,Applied Calculus II 
MATH,1326,0U2,,2,,,,3,,2,,,,,2,,,,2,"Mussa, Derege","Bal, Sabindra Singh",,,,,dxm146130,derege mussa,Applied Calculus II 
MATH,2312,0U1,3,,2,2,3,1,1,,,,,,3,,,,1,"Nguyen, Mylinh T","Ye, Xiaoli","Cao, Jianpeng","Jahan, Mahmuda","Kateregga, George William",,mln018200,mylinh nguyen,Precalculus 
MATH,2413,0U1,2,4,2,4,5,5,5,4,1,,1,1,5,,,,0,"Aman, Kelly","Jahan, Mahmuda","Tola, Astrit","Kateregga, George William","Cao, Jianpeng",,kxa143530,kelly aman,Differential Calculus 
MATH,2414,0U1,1,1,2,2,1,2,,3,6,2,4,2,15,,,,7,"Ahsan, Mohammad K",,,,,,mka120030,mohammad ahsan,Integral Calculus 
MATH,2414,0U2,,1,,1,2,2,3,2,4,4,2,2,7,,,,3,"Ahsan, Mohammad K",,,,,,mka120030,mohammad ahsan,Integral Calculus 
MATH,2415,0U1,4,1,2,2,4,7,4,5,1,,1,,,,,,1,"Akbar, Mohammad M",,,,,,mma110020,mohammad akbar,Calculus of Several Variables 
MATH,2415,0U2,,,4,2,,2,1,1,,,,,3,,,,1,"Li, Changsong",,,,,,cxl109120,changsong li,Calculus of Several Variables 
MATH,2417,0U1,,1,,1,4,4,1,2,3,,,2,4,,,,4,"Martynova, Irina","Kim, Jimi","Li, Huimin",,,,ixm140930,irina martynova,Calculus I 
MATH,2418,0U1,4,2,2,9,3,5,1,1,4,1,,1,9,,,,2,"Dahal, Rabin",,,,,,rxd153030,rabin dahal,Linear Algebra 
MATH,2418,0U2,,2,,,4,2,1,2,4,,1,,6,,,,2,"Patel, Jigarkumar S",,,,,,jsp061000,jigarkumar patel,Linear Algebra 
MATH,2419,0U1,,1,2,2,1,1,2,1,1,,,,2,,,,0,"Eydelzon, Anatoly","Helal, Abdullah Al",,,,,axe031000,anatoly eydelzon,Calculus II 
MATH,2420,0U1,3,1,6,1,3,1,2,3,2,,,,4,,,,1,"Paudel, Ajaya B",,,,,,abp062000,ajaya paudel,Differential Equations with Applications 
MATH,3310,0U1,3,2,,1,2,2,,1,,,,,2,,,,1,"Ramakrishna, Viswanath","Sinha Roy, Sushmita",,,,,vish,viswanath ramakrishna,Theoretical Concepts of Calculus 
MATH,3351,0U1,4,3,2,4,4,3,1,1,2,,1,,3,,,,2,"Eydelzon, Anatoly","Murza, Adrian C","Milogorodskii, Aleksandr",,,,axe031000,anatoly eydelzon,Advanced Calculus 
MATH,4301,0U1,,2,1,2,1,,1,1,2,,,1,,,,,1,"Dabkowski, Mieczyslaw K","Ahmed, Faisal",,,,,mkd034000,mieczyslaw dabkowski,Mathematical Analysis I 
MECH,2310,0W1,1,2,1,2,2,2,2,1,2,,1,,1,,,,1,"Thamban, P.L.Stephan","Chowdhury, Kafil Uddin Ahammed",,,,,stephan,p l stephan thamban,Statics 
MECH,3105,1W1,7,4,1,,1,1,,2,,,,,1,,,,0,"Rios, Oziel","Sadeh, Sepehr",,,,,oxr106020,oziel rios,Computer Aided Design Laboratory 
MECH,3150,1W1,,6,6,3,4,2,,,,,,,,,,,0,"Park, Wooram","Gleason, Glenn H",,,,,wxp103020,wooram park,Kinematics and Dynamics Laboratory 
MECH,3305,0W1,8,3,,2,1,,,3,1,,,,1,,,,0,"Rios, Oziel","Sadeh, Sepehr",,,,,oxr106020,oziel rios,Computer Aided Design 
MECH,3320,0W1,2,7,7,9,9,4,4,2,1,,,2,2,,,,1,"Fadda, Dani Z","Alatalo, Diana L",,,,,dzf091000,dani fadda,Heat Transfer 
MECH,3351,0W1,1,2,1,5,4,4,1,1,1,,,,1,,,,0,"Wilt, James C","Chowdhury, Kafil Uddin Ahammed",,,,,jcw140130,james wilt,Design of Mechanical Systems 
MECH,4340,0W1,1,7,2,8,8,6,3,6,1,,1,,1,,,,0,"Park, Wooram","Gleason, Glenn H",,,,,wxp103020,wooram park,Mechanical Vibrations 
MECH,4381,0U1,,18,15,5,2,,,,1,,,,,,,,0,"Hart, Robert A",,,,,,rxh124630,robert hart,Senior Design Project I 
MECH,4381,0U2,,6,19,5,6,1,2,,,,,,,,,,0,"Hart, Robert A",,,,,,rxh124630,robert hart,Senior Design Project I 
MECH,4V95,0W1,,15,,,6,,,21,,,2,,3,,,,1,"Summers, Joshua",,,,,,jxs200065,joshua summers,Topics in Mechanical Engineering 
MECH,6V49,0W1,,10,,,4,,,2,,,,,1,,,,2,"Summers, Joshua",,,,,,jxs200065,joshua summers,Special Topics in Manufacturing and Design Innovation 
MECO,6303,0W1,,12,6,8,7,2,2,7,,,,,,,,,1,"Lewin, Peter","Kelly, Matthew L",,,,,plewin,peter lewin,Business Economics 
MECO,6303,AW1,,19,4,1,,,,,,,,,1,,,,0,"Kiser, Stephen L",,,,,,slk012100,stephen kiser,
MIS,6308,5U1,,6,,4,9,,4,,,,,,,,,,0,"Islam, Naser","Zhang, Haozhao",,,,,nxi110630,naser islam,System Analysis and Project Management 
MIS,6313,5U1,,50,8,,2,2,1,1,,,,,1,,,,0,"Fuller, Tony F","Ozdemir, Dicle Yagmur",,,,,tff170130,tony fuller,Managing IT in the Analytics Age 
MIS,6313,GS1,,23,5,,1,2,,,,,,,,,,,0,"Wiant, Russell B",,,,,,,russell wiant,
MIS,6313,GS2,,10,6,4,,2,,2,,,,,,,,,1,"Wiant, Russell B",,,,,,,russell wiant,
MIS,6330,5U1,,1,9,5,3,,,,,,,,,,,,0,"Shroff, Tejas N","Chen, Luoying",,,,,tns190000,tejas shroff,Cybersecurity Fundamentals 
MIS,6346,5U1,,9,10,4,,,,,,,,,,,,,0,"Perez, Jerry",,,,,,jxp180019,jerry perez,Big Data 
MIS,6356,5U1,,2,7,7,4,1,1,,,,,,,,,,0,"Chatterjee, Sourav","Banu, Arshiya",,,,,sxc180075,sourav chatterjee,Business Analytics With R 
MIS,6380,0W1,,9,7,8,5,5,,2,,,,,,,,,1,"Bradbury, Judd D",,,,,,jdb101000,judd bradbury,Data Visualization 
MIS,6382,5U1,,9,6,8,11,1,,2,,,,,,,,,0,"Neouchi, Rabih",,,,,,rxn200012,rabih neouchi,Object Oriented Programming in Python 
MKT,3300,0U1,2,8,4,3,1,2,1,1,,,,,3,,,,0,"Kasaian, Keyvan",,,,,,kxk153830,,Principles of Marketing 
MKT,3300,0W1,,6,11,7,12,5,3,1,2,,,,,,,,1,"Pahwa, Parneet","Bagheri Tirtashi, Ali",,,,,pxp030100,parneet pahwa,Principles of Marketing 
MKT,3330,0U1,7,11,1,1,,,,1,1,,,,1,,,,0,"Gafford, Jerome M","Jameei Osgouei, Ata",,,,,jmg171130,jerome gafford,Introduction to Professional Selling 
MKT,4330,0W1,4,5,5,,5,6,3,5,,,,1,,,,,0,"Edsel, Alexander D",,,,,,ade012000,alexander edsel,Digital and Internet Marketing 
MKT,4334,5U1,1,8,2,1,6,,3,1,,1,,,1,,,,0,"Pacyna, Sandra",,,,,,sxp158130,sandra pacyna,Social Media Marketing 
MKT,6301,0U1,,6,11,10,6,3,4,3,,,,,2,,,,0,"Bruce, Norris I","Bhave, Ashutosh C",,,,,nxb018100,norris bruce,Marketing Management 
MKT,6301,MBP,,14,2,8,11,4,,1,,,,,,,,,0,"Rajaratnam, Daniel",,,,,,dxr143430,daniel rajaratnam,
MKT,6301,XS1,,25,3,1,,,,,,,,,,,,,0,"Albrecht, Maria",,,,,,mxa180037,maria albrecht,
MKT,6309,0U1,,4,4,4,3,1,,,,,,,,,,,1,"Rajaratnam, Daniel",,,,,,dxr143430,daniel rajaratnam,Marketing Data Analysis and Research 
MKT,6321,0W1,,15,6,12,12,1,1,,,,,,,,,,0,"Edsel, Alexander D",,,,,,ade012000,alexander edsel,Interactive and Digital Marketing 
MKT,6332,0W1,,6,9,10,10,1,5,,,,,,1,,,,0,"Biswas, Abhijit","Nozari, Salar",,,,,axb019100,abhijit biswas,Advertising and Promotional Strategy 
MKT,6337,5U1,,2,,3,4,4,,,,,,,,,,,0,"Chatterjee, Sourav","Qian, Kun",,,,,sxc180075,sourav chatterjee,Predictive Analytics Using SAS 
MKT,6339,5U1,,5,3,5,5,1,,,,,,,,,,,0,"Rajaratnam, Daniel",,,,,,dxr143430,daniel rajaratnam,Capstone Marketing Decision Making 
MKT,6349,0U1,,11,5,9,3,,,2,,,,,,,,,0,"Tirone, Guido",,,,,,gxt170001,guido tirone,MarTech Ecosystem 
MKT,6352,0W1,,7,1,1,4,2,3,7,,,,,,,,,3,"Tirone, Guido",,,,,,gxt170001,guido tirone,Marketing Web Analytics and Insights 
MUSI,2319,091,2,4,1,,,,,,,,,,2,,,,1,"Durbin, Kelly",,,,,,kpdurbin,kelly durbin,Digital Music I 
MUSI,2322,0U1,13,,,,,,,,,,,,,,,,0,"Jones, Eric",,,,,,exj180003,eric jones,Music in Western Civilization 
NSC,3361,0U1,2,5,9,6,3,4,7,1,1,,,,1,,,,1,"McWilliams, Steven P","Bryan, Caeley L",,,,,sxm127330,steven mcwilliams,Introduction to Neuroscience 
NSC,3361,0U2,2,6,3,2,8,5,5,2,2,,1,,5,,,,0,"Taylor, Anna M","Calderon, Debora R",,,,,amt180004,anna taylor,Introduction to Neuroscience 
NSC,4350,0U1,1,9,4,5,2,1,1,,1,,,,,,,,0,"Maqbool, Mohsin",,,,,,mxm210090,mohsin maqbool,Medical Neuropathology 
NSC,4351,0U1,18,7,1,1,3,,,,,,,,,,,,0,"Shareef, Safiullah M","West, Reyanne M",,,,,sms170009,safiullah shareef,Medical Neuroscience 
NSC,4352,0U1,4,8,5,3,4,2,3,,,,,,1,,,,0,"Raboune, Siham","Lenert, Melissa E",,,,,sxr180071,siham raboune,Cellular Neuroscience 
NSC,4353,1U1,1,1,3,2,,2,1,1,1,,,,1,,,,0,"McWilliams, Steven P",,,,,,sxm127330,steven mcwilliams,Neuroscience Laboratory Methods 
NSC,4353,1U2,1,1,4,,,3,1,,1,,,2,,,,,1,"Taylor, Anna M","Garner, Katherine M","Rodriguez, Sierra R",,,,amt180004,anna taylor,Neuroscience Laboratory Methods 
NSC,4353,1U3,1,6,5,1,1,,1,,,,,,,,,,0,"Raboune, Siham","Driskill, Christopher M",,,,,sxr180071,siham raboune,Neuroscience Laboratory Methods 
NSC,4354,0U1,2,4,,2,3,1,2,3,,,,,,,,,0,"Sultana, Rukhsana","Mei, Hao-Ruei",,,,,rxs170431,rukhsana sultana,Integrative Neuroscience 
NSC,4356,0U1,,12,,,5,,,7,,,1,,,,,,0,"Sultana, Rukhsana","Newel, Jacqueline P",,,,,rxs170431,rukhsana sultana,Neurophysiology 
NSC,4363,0U1,,18,,,4,,,,,,,,1,,,,0,"Raboune, Siham","Yue, Lok Yiu","Tseng, Ching-Tzu",,,,sxr180071,siham raboune,Neuropharmacology 
NSC,4366,0U1,7,4,3,3,4,4,2,1,,,7,,5,,,,1,"Taylor, Anna M",,,,,,amt180004,anna taylor,Neuroanatomy 
OB,6249,CW1,,18,,,,,,,,,,,,,,,0,"Latham, Van M",,,,,,,van latham,
OB,6301,0W1,,28,8,9,1,1,2,,,,,,1,,,,2,"Hasenhuttl, Maria","Guo, Nan",,,,,h1562,maria hasenhuttl,Organizational Behavior 
OB,6301,5U1,,11,12,5,5,3,1,2,,,,,,,,,0,"Olsztynska, Agnieszka","Li, Jianan",,,,,axo027000,agnieszka olsztynska,Organizational Behavior 
OB,6331,CH1,,11,,,2,,,,,,,,,,,,0,"Hasenhuttl, Maria",,,,,,h1562,maria hasenhuttl,
OB,6331,CW1,,15,1,,,,,,,,,,,,,,0,"Hasenhuttl, Maria",,,,,,h1562,maria hasenhuttl,
OB,6344,CW1,,29,6,4,,1,,1,,,,,,,,,0,"Norton, Larry",,,,,,,larry norton,
OB,6348,CW1,,24,,,,,,,,,,,,,,,0,"Plaisance Bryan, Suzette T",,,,,,,suzette plaisance bryan,
OB,6351,CW1,,16,1,1,,,,,,,,,,,,,0,"Norton, Larry",,,,,,,larry norton,
OB,6352,CW1,,27,1,1,2,,,,,,,,,,,,0,"Norton, Larry",,,,,,,larry norton,
OB,6382,CW1,,18,,,,,,,,,,,,,,,0,"Plaisance Bryan, Suzette T",,,,,,,suzette plaisance bryan,
OB,6384,CH1,,19,3,,,,,,,,,,,,,,0,"Honeycutt, James",,,,,,jxh190022,james honeycutt,
OB,6384,CW1,,21,4,3,1,,,,,,,,2,,,,0,"Honeycutt, James",,,,,,jxh190022,james honeycutt,
OBHR,3310,0U1,,19,8,11,5,3,2,1,,,,,,,,,0,"Hazzard, Charles F",,,,,,cxh056000,charles hazzard,Organizational Behavior 
OBHR,3310,0U2,,6,4,8,4,1,2,2,,,1,,1,,,,0,"Hazzard, Charles F","Wang, Jiyu",,,,,cxh056000,charles hazzard,Organizational Behavior 
OBHR,4300,0W1,18,10,9,4,1,,,1,,,,,,,,,1,"Edgington, Kyle D",,,,,,kde081000,kyle edgington,Management of Non-Profit Organizations 
OBHR,4352,5U1,1,7,2,8,6,6,5,4,1,1,,,,,,,0,"Ritchey, Kemberly A",,,,,,kar014400,kemberly ritchey,Negotiation and Dispute Resolution 
OPRE,3310,0U1,6,11,7,25,7,3,1,,,,,,,,,,0,"Kim, Joohyun",,,,,,jxk161630,joohyun kim,Operations Management 
OPRE,3310,0U2,3,6,4,9,8,4,5,8,,,,,4,,,,5,"Vu, Duc D",,,,,,ddv110020,duc vu,Operations Management 
OPRE,3310,5U1,6,14,8,12,6,4,3,1,1,,1,,1,,,,2,"Kucukgul, Can",,,,,,cxk151030,can kucukgul,Operations Management 
OPRE,3333,5U1,15,11,9,6,10,5,5,3,,3,1,,1,,,,4,"Ahadi, Khatereh","Bu, Like",,,,,kxa180010,khatereh ahadi,Quantitative Business Analysis 
OPRE,3360,0U1,7,10,6,10,4,5,5,5,2,,1,,3,,,,1,"Manchiraju, Chandrasekhar Seetharama",,,,,,cxm172630,chandrasekhar seetharama manchiraju,Managerial Methods in Decision Making Under Uncertainty 
OPRE,3360,5U2,4,9,2,14,6,1,,1,,,,,,,,,2,"Gokcinar, Abdullah H",,,,,,axg169230,abdullah gokcinar,Managerial Methods in Decision Making Under Uncertainty 
OPRE,6301,0W1,,5,4,12,6,4,6,2,,,,,2,,,,1,"Leach, Sonia E","Shi, Lingling",,,,,sel120030,sonia leach,Statistics and Data Analysis 
OPRE,6301,5U1,,9,4,4,3,3,6,11,,,,,1,,,,1,"Ramezani, Rasoul","Farzaneh, Mohammad Amin",,,,,rxr145930,rasoul ramezani,Statistics and Data Analysis 
OPRE,6302,0W1,,19,7,10,5,6,3,2,,,,,,,,,0,"Dawande, Milind","Bu, Like",,,,,milind,milind dawande,Operations Management 
OPRE,6302,GS1,,2,4,4,5,,,,,,,,,,,,0,"Hassanzadeh, Nozar",,,,,,nozarh,nozar hassanzadeh,
OPRE,6302,MBP,,19,11,8,2,1,,,,,,,,,,,0,"Subramoniam, Ramesh",,,,,,rxs179630,ramesh subramoniam,
OPRE,6303,0W1,,7,2,3,2,2,,,,,,,,,,,2,"Sethi, Awanti",,,,,,asethi,awanti sethi,Quantitative Foundations of Business 
OPRE,6332,5U1,,39,15,4,3,1,3,,,,,,1,,,,2,"Ramanathan, Kannan","Armaghan, Milad",,,,,kxr087000,kannan ramanathan,Spreadsheet Modeling and Analytics 
PA,3379,0U1,18,2,,,,,,,,,1,,,,,,1,"Cline, Ravin R",,,,,,rrc170001,ravin cline,Diversity in the Public Sector 
PA,3380,0W1,,20,,,7,,,4,,,,,3,,,,1,"Rabbi, Md. Fazle",,,,,,mxr163630,md fazle rabbi,Organizations  Theory and Behavior 
PA,4355,0U1,13,3,,2,,2,1,,1,,,,2,,,,2,"Hoang, Thanh T",,,,,,tth180005,thanh hoang,Managing Nonprofit Organizations 
PA,6389,5U1,,19,4,1,3,1,,1,,,,,1,,,,1,"Stocks, Dhriti P",,,,,,dpp130130,,Volunteer Management 
PA,8330,HN1,,35,4,5,5,,,,,,,,,,,,0,"Shute, William H","Chin, Michelle L",,,,,whs170030,,Inside Washington  Policymaking from the Ground Up 
PHIL,1301,051,,17,,3,15,,1,6,,,,,4,,,,1,"Amato, Lawrence A","Ghahari Kermani, Arash",,,,,laa062000,lawrence amato,Introduction to Philosophy 
PHIL,3328,091,2,2,6,,,,,,,,,,2,,,,0,"Dennis, Patrick W",,,,,,pdennis,patrick dennis,History and Philosophy of Science and Medicine 
PHYS,1301,0U1,7,10,10,6,3,1,2,,4,1,1,2,3,,,,7,"Khan, Amena","Schussler, Joshua A","Jafarzadeh, Seyed Javad",,,,axk140130,amena khan,College Physics I 
PHYS,1302,1U1,4,9,2,3,4,2,2,2,1,2,1,1,2,,,,1,"Sun, Kuei","Lai, Xuanying","Medina Varela, Leonel",,,,kxs147030,kuei sun,College Physics II 
PHYS,1302,1U2,15,7,2,,1,,,,,,1,,,,,,1,"Malko, Anton V","Garcia Quintero, Cristhian J","Marder, Andrew A",,,,avm074000,anton malko,College Physics II 
PHYS,2125,1W1,5,6,3,3,3,1,1,,,,,1,,,,,4,"Sun, Kuei","Iqbal, Mazhar",Tamanjyot,"Zhao, Kehui",,,kxs147030,kuei sun,Physics Laboratory I 
PHYS,2125,1W2,5,7,,1,2,3,1,,,,,2,3,,,,3,"Sun, Kuei","Iqbal, Mazhar",Tamanjyot,"Zhao, Kehui",,,kxs147030,kuei sun,Physics Laboratory I 
PHYS,2125,1W3,,6,,1,,,,,,1,,2,2,,,,1,"Sun, Kuei","Iqbal, Mazhar",Tamanjyot,"Fernando, Bharana A","Zhao, Kehui",,kxs147030,kuei sun,Physics Laboratory I 
PHYS,2125,1W4,3,7,1,3,1,1,,2,,,1,1,4,,,,0,"Sun, Kuei","Iqbal, Mazhar",Tamanjyot,"Zhao, Kehui",,,kxs147030,kuei sun,Physics Laboratory I 
PHYS,2126,1W1,17,7,,2,1,,,,,1,,,,,,,1,"Macalevey, Paul J","Xie, Yunan",,,,,paulmac,paul macalevey,Physics Laboratory II 
PHYS,2126,1W2,12,6,4,1,3,,1,,1,1,,1,,,,,2,"Macalevey, Paul J","Modumudi, Sai Madhav",,,,,paulmac,paul macalevey,Physics Laboratory II 
PHYS,2126,1W3,11,4,3,1,4,1,,,1,,,,,,,,2,"Macalevey, Paul J","Adams, Austen C",,,,,paulmac,paul macalevey,Physics Laboratory II 
PHYS,2126,1W4,8,7,2,1,3,2,2,,,,,,2,,,,0,"Macalevey, Paul J","Ryan, Conor",,,,,paulmac,paul macalevey,Physics Laboratory II 
PHYS,2126,1W5,2,3,3,1,3,3,2,,,,,,1,,,,1,"Macalevey, Paul J","Anable, Daniel",,,,,paulmac,paul macalevey,Physics Laboratory II 
PHYS,2325,0U1,12,11,6,6,7,,3,5,,,2,,3,,,,3,"Ishak-Boushaki, Mustapha","Mitchell, George A","Sooriyaarachchi, Vinu K",,,,mxi054000,mustapha ishak boushaki,Mechanics 
PHYS,2326,0U1,1,7,4,22,14,14,6,3,1,1,,1,2,,,,4,"Gartstein, Yuri","Romero, Angel E","Zanders, Alan P",,,,yxg037000,yuri gartstein,Electromagnetism and Waves 
PSY,2301,0W1,,25,15,7,6,6,4,4,4,,,2,3,,,,1,"Brody, Salena M","Govindaraj, Sharnya",,,,,smb051000,salena brody,Introduction to Psychology 
PSY,2317,0U1,2,9,,,5,,,2,,,,,2,,,,0,"Pattisapu, Candice N","Knoch, Desiree'",,,,,cnp140230,candice pattisapu fox,Statistics for Psychology 
PSY,3310,5U1,,54,,5,6,,,2,,,,,3,,,,0,"Bonner, Deborah L","Hafiz, Mariam",,,,,dbonner,deborah bonner,Child Development 
PSY,3331,0U1,,64,7,2,5,3,,3,,,,,14,,,,2,"Huxtable-Jester, Karen J","Williams, Denise D",,,,,kxh014900,karen huxtable jester,Social Psychology 
PSY,3342,0W1,1,17,11,5,7,1,5,2,1,,,,4,,,,0,"Smith, Olivia","Trehan, Aastha",,,,,oxs140330,olivia smith,Exceptional Children 
PSY,3360,0U1,3,10,7,16,7,12,8,5,3,3,1,,3,,,,1,"Assmann, Peter","Mizener, Brendon J",,,,,assmann,peter assmann,Historical Perspectives on Psychology  Mind and Machines since 1600 
PSY,3361,0U1,,8,4,5,8,5,2,5,,2,1,2,6,,,,1,"Gryder, Kieth","Holmes, Melanie C",,,,,kxg150030,,Cognitive Psychology 
PSY,3392,0U1,3,5,3,5,8,4,,2,,1,,1,6,,,,2,"Raman, Rachna","Winter-Nelson, Ezra",,,,,rxr076000,rachna raman,Research Design and Analysis 
PSY,3393,0W1,3,3,5,4,2,2,1,1,,,,,3,,,,0,"Shirvani, Forouz","Platt, Kristen N",,,,,fxk024000,forouz shirvani,Experimental Projects in Psychology 
PSY,3393,0W2,1,3,4,4,,5,1,1,1,,,1,1,,,,0,"Shirvani, Forouz","Moraglia, Luke E",,,,,fxk024000,forouz shirvani,Experimental Projects in Psychology 
PSY,4343,0W1,17,25,16,10,6,,3,1,2,1,,1,4,1,,,3,"Ybarra, Regina K","Wu, Dennis",,,,,rky190000,regina ybarra,Abnormal Psychology 
PSY,4346,0U1,8,18,18,9,9,3,1,1,1,1,2,,12,,,,2,"Wilder, Siri","Millward, Kennedy A",,,,,sxw180033,siri wilder,Human Sexuality 
PSY,4V90,0U1,,2,2,4,2,3,,4,1,,,,2,,,,3,"Brody, Salena M",,,,,,smb051000,salena brody,Special Topics in Psychology 
