Subject,Catalog Number,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,P,CR,NC,I,W,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6,instructor_id,instructor_name_normalized,title
CS,6347,001,,23,7,1,2,1,,,,,,,1,,,,1,4,"Gogate, Vibhav G","Peddi, Rohith",,,,,vxg112130,vibhav gogate,Statistical Methods in AI and Machine Learning 
CS,6348,001,,23,19,10,4,2,,1,,,,,,,,,,0,"Kantarcioglu, Murat","Celiktug, Mestan Firat",,,,,mxk055100,murat kantarcioglu,Data and Applications Security 
CS,6349,001,,36,8,10,3,,,,,,,,,,,,,0,"Hao, Shuang","Li, Shuo",,,,,sxh178730,shuang hao,Network Security 
CS,6350,001,,45,34,32,5,1,,,,,,,,,,,,0,"Khan, Latifur R","Irtiza, Saquib",,,,,lkhan,latifur khan,Big Data Management and Analytics 
CS,6350,002,,53,20,5,2,,,,,,,,,,,,,1,"Nagar, Anurag","Padalkar, Parth",,,,,axn112530,anurag nagar,Big Data Management and Analytics 
CS,6353,001,,17,1,,2,1,1,1,,,,,,,,,,0,"Wei, Shiyi","Florez Fandino, Juan Manuel",,,,,sxw174630,shiyi wei,Compiler Construction 
CS,6356,001,,11,2,,,1,,,,,,,,,,,,0,"Marcus, Andrian",,,,,,axm141731,andrian marcus,Software Maintenance  Evolution  and Re-Engineering 
CS,6359,001,,20,25,35,13,7,,,,,,,,,,,,0,"Chung, Lawrence","Kolluri, Kirthy",,,,,chung,lawrence chung,Object-Oriented Analysis and Design 
CS,6359,002,,15,3,8,5,8,4,3,,,,,4,,,,,0,"Zalila-Wenkstern, Rym","Alsarra, Sultan M",,,,,rmili,rym zalila wenkstern,Object-Oriented Analysis and Design 
CS,6360,001,,19,18,21,10,8,1,1,,,,,,,,,,0,"Yuruk, Nurcan","Dakshit, Sagnik","Guo, Jinghui",,,,nxy140530,nurcan yuruk,Database Design 
CS,6360,002,,17,43,13,2,,,,,,,,,,,,,2,"Wu, Wei L","Li, Xiao",,,,,wxw020100,weili wu,Database Design 
CS,6360,003,,41,8,19,5,,1,1,,,,,1,,,,,0,"Omer, Jalal S","Peddi, Rohith","Garg, Priyanshi",,,,jso016000,jalal omer,Database Design 
CS,6360,004,,24,12,28,10,2,1,1,,,,,,,,,,0,"Yuruk, Nurcan","Guo, Jinghui",,,,,nxy140530,nurcan yuruk,Database Design 
CS,6361,001,,1,3,7,,,,,,,,,,,,,,0,"Chung, Lawrence","Kolluri, Kirthy",,,,,chung,lawrence chung,Advanced Requirements Engineering 
CS,6363,001,,25,13,10,8,3,,1,,,,,,,,,,0,"Huynh, Dung T","Lam, Tan D",,,,,huynh,dung huynh,Design and Analysis of Computer Algorithms 
CS,6363,002,,31,26,7,1,,,,,,,,,,,,,0,"Du, Ding Z","Chen, Tiantian",,,,,dxd056000,ding zhu du,Design and Analysis of Computer Algorithms 
CS,6363,003,,13,19,18,12,1,1,,,,,,,,,,1,0,"Raichel, Benjamin A","Huang, Hongyao",,,,,bar150630,benjamin raichel,Design and Analysis of Computer Algorithms 
CS,6363,004,,29,20,7,3,2,,3,,,,,,,,,,0,"Erbatur, Serdar","Garg, Priyanshi",,,,,sxe190003,serdar erbatur,Design and Analysis of Computer Algorithms 
CS,6363,501,,27,11,24,4,1,,,,,,,,,,,,0,"Bereg, Sergey","Haghpanah, Mohammadreza",,,,,sxb027100,sergey bereg,Design and Analysis of Computer Algorithms 
CS,6364,001,,13,10,5,4,4,3,4,,,,,3,,,,,2,"Moldovan, Dan I","Veloso De Andrade Pinto, Joao Pedro",,,,,moldovan,dan moldovan,Artificial Intelligence 
CS,6364,501,,28,12,3,11,1,,5,,,,,4,,,,,0,"Schweitzer, Haim","Dasgupta, Sopam",,,,,haim,haim schweitzer,Artificial Intelligence 
CS,6366,001,,13,1,,,,,,,,,,1,,,,,1,"Guo, Xiaohu",,,,,,xxg061000,xiaohu guo,Computer Graphics 
CS,6371,001,,3,5,,4,1,1,,,,,,1,,,,,4,"Hamlen, Kevin",,,,,,kxh060100,kevin hamlen,Advanced Programming Languages 
CS,6374,001,,14,3,3,,2,,,,,,,,,,,,1,"Gupta, Gopal","Haghpanah, Mohammadreza",,,,,gupta,gopal gupta,Computational Logic 
CS,6375,001,,61,20,,,,,,,,,,,,,,,0,"Chida, Anjum","Li, Changbin",,,,,axc157030,anjum chida,Machine Learning 
CS,6375,002,,48,18,10,2,,,,,,,,,,,,,1,"Nagar, Anurag","Kobayashi, Hideo",,,,,axn112530,anurag nagar,Machine Learning 
CS,6375,003,,39,30,1,,,,,,,,,,,,,,0,"Chida, Anjum","Ocampo Diaz, Gerardo","Li, Changbin",,,,axc157030,anjum chida,Machine Learning 
CS,6375,004,,11,9,14,6,3,,2,,,,,4,,,,,10,"Ruozzi, Nicholas R","Lu, Yangxiao",,,,,nrr150130,nicholas ruozzi,Machine Learning 
CS,6375,502,,48,17,5,2,,,,,,,,,,,,,0,"Nagar, Anurag","Li, Yufei",,,,,axn112530,anurag nagar,Machine Learning 
CS,6378,001,,16,9,11,16,7,2,4,,,,,1,,,,,3,"Prakash, Ravi","Miao, Miao",,,,,ravip,ravi prakash,Advanced Operating Systems 
CS,6380,001,,21,4,2,2,2,,,,,,,,,,,,1,"Venkatesan, Subbarayan","Miao, Miao",,,,,venky,subbarayan venkatesan,Distributed Computing 
CS,6382,001,,13,,,,,,,,,,,,,,,,0,"Erbatur, Serdar",,,,,,sxe190003,serdar erbatur,Theory of Computation 
CS,6384,001,,39,10,4,2,,1,,,,,,,,,,,2,"Maung, Crystal","Song, Zihe",,,,,ktm016100,crystal maung,Computer Vision 
CS,6384,002,,38,3,1,1,,,,,,,,,,,,,0,"Xiang, Yu","Wang, Jikai",,,,,yxx210005,yu xiang,Computer Vision 
CS,6385,0W1,,27,1,42,,,,,,,,,,,,,,0,"Farago, Andras","Hatfield, Cody R",,,,,farago,andras farago,Algorithmic Aspects of Telecommunication Networks 
CS,6390,001,,6,2,6,12,1,,,,,,,,,,,,0,"Cobb, Jorge","Sengupta, Sthitadhi",,,,,jcobb,jorge cobb,Advanced Computer Networks 
CS,6396,001,,12,,,,2,,1,,,,,,,,,,0,"Liu, Cong",,,,,,cxl137330,cong liu,Real-Time Systems 
DANC,1310,001,5,12,6,4,4,2,1,2,1,,,2,7,,,,,1,"Ewert-Pittman, Anna M",,,,,,ame190001,,Understanding Dance 
DANC,1310,002,13,15,,1,10,,1,6,,,2,,1,,,,,0,"Johnson, Melissa A",,,,,,maj140430,melissa johnson,Understanding Dance 
DANC,1310,0H1,8,9,4,1,1,1,1,1,,,,,1,,,,,0,"Saba, Monica",,,,,,msaba,monica saba,Understanding Dance 
DANC,1310,0H2,13,5,1,2,4,,2,1,1,,,,,,,,,0,"Owens, Misty",,,,,,mxo122530,misty owens,Understanding Dance 
DANC,2321,001,18,,,,,,,,,,,,,,,,,0,"Owens, Misty",,,,,,mxo122530,misty owens,Stretch  Conditioning  Alignment 
DANC,2331,001,6,,1,2,1,,,,,,,,,,,,,2,"Saba, Monica",,,,,,msaba,monica saba,Dance Technique 1 
DANC,2332,001,5,2,3,2,3,,,,,,,,1,,,,,0,"Ewert-Pittman, Anna M",,,,,,ame190001,,Modern Dance 1 
DANC,2333,001,7,2,,,,,,,,,,,1,,,,,0,"Johnson, Melissa A",,,,,,maj140430,melissa johnson,Jazz Dance 1 
ECON,2301,001,3,20,26,12,12,10,5,,2,,,,3,,,,,2,"Morales Leon, Maria C","Nguyen, Hien T",,,,,mcm200006,maria morales leon,Principles of Macroeconomics 
