Subject,Catalog Number,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,P,CR,NC,I,W,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6,instructor_id,instructor_name_normalized,title
BIOL,3361,001,3,10,14,5,9,7,11,13,7,8,6,5,3,,,,,2,"Jia, Lin","Boyd, Stefanie D",,,,,lxj200008,lin jia,Biochemistry I 
BIOL,3361,002,4,11,12,3,10,13,11,6,7,3,4,2,4,,,,,3,"Gavva, Sandhya R",,,,,,sgavva,sandhya gavva,Biochemistry I 
BIOL,3361,003,,,4,5,7,5,2,2,1,1,1,1,,,,,,0,"Dodani, Sheel C","Stelling, Allison","Kikumoto Dias, Juliana","Nguyen, Trang",,,scd023000,sheel dodani,Biochemistry I 
BIOL,3362,001,11,27,26,35,21,34,34,18,16,7,6,1,8,,,,,13,"Candas, Mehmet","Reitzer, Lawrence","Soladogun, Adedamola S","Sunder Singh, Jacqulene Preethi","Yetkin, Celal E","Petter, Andrew T",candas,mehmet candas,Biochemistry II 
BIOL,3370,001,7,8,6,5,6,4,6,1,3,,3,,4,,,,,0,"Wu, Zhuoru","Tiwari, Suman",,,,,zxw190014,,Exercise Physiology 
BIOL,3380,301,1,5,3,1,2,,,2,2,3,,,2,,,,,2,"Pan, Jing","Lalami, Hamza",,,,,jxp134330,jing pan,Biochemistry Laboratory 
BIOL,3380,302,1,2,7,4,3,1,,1,1,1,2,,1,,,,,0,"Rippel, Scott A","Mazambani, Simbarashe",,,,,rippel,scott rippel,Biochemistry Laboratory 
BIOL,3380,303,2,,2,3,1,5,2,3,,2,,,1,,,,,2,"Rippel, Scott A","Falah, Rafah M",,,,,rippel,scott rippel,Biochemistry Laboratory 
BIOL,3380,304,2,3,3,,4,1,5,2,,1,,1,1,,,,,0,"Maynard, Caitlin S","Wistrom, Eric",,,,,cmb170830,,Biochemistry Laboratory 
BIOL,3380,305,,1,4,1,1,6,3,,2,1,2,1,1,,,,,1,"Pan, Jing","Grinffiel, Daniel I",,,,,jxp134330,jing pan,Biochemistry Laboratory 
BIOL,3380,306,6,4,5,3,,,,,,1,,,3,,,,,1,"Maynard, Caitlin S","Wistrom, Eric",,,,,cmb170830,,Biochemistry Laboratory 
BIOL,3380,307,1,1,5,1,2,3,2,,1,,2,2,1,,,,,3,"Rippel, Scott A","Falah, Rafah M",,,,,rippel,scott rippel,Biochemistry Laboratory 
BIOL,3380,308,5,1,2,,3,2,2,3,1,1,,,2,,,,,1,"Lakoduk, Ashley","Grinffiel, Daniel I",,,,,axl200032,ashley lakoduk,Biochemistry Laboratory 
BIOL,3380,309,3,5,7,3,2,1,,,1,,1,,,,,,,0,"Pan, Jing","Zhi, Jiahe",,,,,jxp134330,jing pan,Biochemistry Laboratory 
BIOL,3380,310,2,3,3,2,1,3,3,,2,,,2,1,,,,,0,"Maynard, Caitlin S","Mazambani, Simbarashe",,,,,cmb170830,,Biochemistry Laboratory 
BIOL,3380,311,1,5,7,2,,2,,1,1,,1,,4,,,,,0,"Pan, Jing","Zhi, Jiahe",,,,,jxp134330,jing pan,Biochemistry Laboratory 
BIOL,3385,001,,7,,,7,1,2,4,,,6,,1,,,,,1,"Murchison, David F",,,,,,dfm100020,david murchison,Medical Histology 
BIOL,3388,001,6,6,6,1,2,4,3,1,1,,,,,,,,,0,"Rippel, Scott A",,,,,,rippel,scott rippel,Honey Bee Biology 
BIOL,3455,301,3,,2,,2,3,2,1,2,5,1,,8,,,,,3,"Maitra, Meenakshi","Ramirez, Ruben D",,,,,mxm172731,meenakshi maitra,Human Anatomy and Physiology with Lab I 
BIOL,3455,302,3,3,4,3,,1,4,3,2,1,3,1,4,,,,1,2,"Maitra, Meenakshi","Ramirez, Ruben D",,,,,mxm172731,meenakshi maitra,Human Anatomy and Physiology with Lab I 
BIOL,3455,303,2,8,,5,1,2,2,4,3,1,1,,1,,,,,3,"Wu, Zhuoru","Ramirez, Ruben D","Stevens, Madison E",,,,zxw190014,,Human Anatomy and Physiology with Lab I 
BIOL,3455,304,3,3,4,,1,1,2,3,3,1,1,1,5,,,,,2,"Maitra, Meenakshi","Ramirez, Ruben D",,,,,mxm172731,meenakshi maitra,Human Anatomy and Physiology with Lab I 
BIOL,3455,305,,,,2,,2,6,1,3,3,2,2,10,,,,1,3,"Padmanabhan, Ramesh","Ramirez, Ruben D","Veera, Kavya",,,,rxp104120,ramesh padmanabhan,Human Anatomy and Physiology with Lab I 
BIOL,3455,306,,,1,1,3,5,2,3,3,1,2,4,7,,,,,3,"Padmanabhan, Ramesh","Ramirez, Ruben D","Stevens, Madison E",,,,rxp104120,ramesh padmanabhan,Human Anatomy and Physiology with Lab I 
BIOL,3455,307,1,,4,3,,3,3,5,2,3,1,4,4,,1,,,2,"Maitra, Meenakshi","Ramirez, Ruben D",,,,,mxm172731,meenakshi maitra,Human Anatomy and Physiology with Lab I 
BIOL,3455,801,3,3,1,2,2,4,3,7,5,1,,,3,,,,,0,"Wu, Zhuoru","Ramirez, Ruben D","Gong, Hanling","Deese, Alexander R",,,zxw190014,,Human Anatomy and Physiology with Lab I 
BIOL,3455,802,3,1,3,2,1,3,4,2,1,4,1,3,4,,,,,3,"Sarcar, Subha N","Ramirez, Ruben D",,,,,sns064000,subha sarcar,Human Anatomy and Physiology with Lab I 
BIOL,3456,301,3,4,6,3,2,4,4,1,1,3,1,,1,,,,,0,"Yu, Wen H",,,,,,why061000,wen ho yu,Human Anatomy and Physiology with Lab II 
BIOL,3456,302,1,11,5,4,4,2,3,1,2,,,1,,,,,,0,"Sarcar, Subha N","Yu, Wen H","Tran, Phong","Patel, Grishma K",,,sns064000,subha sarcar,Human Anatomy and Physiology with Lab II 
BIOL,3456,303,,5,2,2,1,8,5,1,1,1,,,2,,,,,1,"Sarcar, Subha N","Yu, Wen H","Tran, Phong","Patel, Grishma K",,,sns064000,subha sarcar,Human Anatomy and Physiology with Lab II 
BIOL,3456,304,3,10,6,3,2,3,3,1,,,2,,1,,,,,0,"Yu, Wen H",,,,,,why061000,wen ho yu,Human Anatomy and Physiology with Lab II 
BIOL,3456,305,6,7,7,4,3,5,,,,,,1,,,,,,0,"Yu, Wen H",,,,,,why061000,wen ho yu,Human Anatomy and Physiology with Lab II 
BIOL,3456,801,2,4,9,3,4,1,3,,1,1,1,2,,,,,,2,"Sarcar, Subha N","Yu, Wen H","Tran, Phong","Patel, Grishma K",,,sns064000,subha sarcar,Human Anatomy and Physiology with Lab II 
BIOL,3520,301,3,9,3,1,1,1,2,2,,,1,,,,,,,1,"Mehta, Iti","Chaurasia, Akansha","Dahl, Haley C","Ebrahimzadeh Pirshahid, Tahmineh",,,ixm121430,iti mehta,General Microbiology with Lab 
BIOL,3V00,001,13,18,6,3,3,,,,,,,,1,,,,,0,"Sarcar, Subha N","Chase, Rebecca L",,,,,sns064000,subha sarcar,Topics in Biological Sciences 
BIOL,4308,001,9,8,2,3,4,2,,1,,,,,1,,,,,0,"Maynard, Caitlin S",,,,,,cmb170830,,Developmental Biology 
BIOL,4310,001,4,13,14,20,10,14,8,6,4,1,1,1,,,,,,3,"Candas, Mehmet",,,,,,candas,mehmet candas,Cellular Microbiology 
BIOL,4330,001,4,8,3,,1,,,,,,,,,,,,,0,"Zhang, Li","Berisha, Eranda","Salamat, Narges",,,,lxz075000,li zhang,Advanced Research in Molecular and Cell Biology 
BIOL,4345,001,,38,4,15,12,1,3,3,4,,1,,4,,,,,6,"Wilson, Michelle","Zhabilov, Dannie",,,,,mxw084000,michelle wilson,Immunobiology 
BIOL,4350,501,1,1,3,1,5,3,5,3,4,5,2,4,7,,,,,1,"Ramirez, Ruben D",,,,,,rdr092000,ruben ramirez,Medical Microbiology 
BIOL,4357,001,9,4,3,1,1,1,,,,,,,,,,,,1,"Srikanth, Uma","Sapkota, Darshan","Ziegler, Cheyenne E",,,,ukrish,uma srikanth,Molecular Neuropathology II 
BIOL,4360,001,3,1,3,1,4,2,,,,,1,,,,,,,0,"Pickett, Elizabeth A",,,,,,eaw016100,elizabeth pickett,Evolution and Development 
BIOL,4380,301,7,4,5,2,,2,1,1,,,,,,,,,,0,"Sadat, Eva","Konakalla, Anisha Reddy",,,,,exs190014,eva sadat,Cell and Molecular Biology Laboratory 
BIOL,4380,302,11,9,2,,,,,,,,,,,,,,,0,"Klang, Ida","Dhar, Roopal",,,,,ixk190014,ida klang,Cell and Molecular Biology Laboratory 
BIOL,4380,303,5,3,3,,1,6,1,1,2,,,,,,,,,0,"Sadat, Eva",,,,,,exs190014,eva sadat,Cell and Molecular Biology Laboratory 
BIOL,4380,304,8,7,2,4,1,,,,,,,,,,,,,1,"Sadat, Eva","Zhang, Bei",,,,,exs190014,eva sadat,Cell and Molecular Biology Laboratory 
BIOL,4380,305,8,5,3,2,,,2,1,,,,,,,,,,0,"Klang, Ida","Shryock, Douglas G",,,,,ixk190014,ida klang,Cell and Molecular Biology Laboratory 
BIOL,4380,306,13,7,,1,,,,,,,,,,,,,,0,"Klang, Ida","Moturu, Bhavitha",,,,,ixk190014,ida klang,Cell and Molecular Biology Laboratory 
BIOL,4380,307,11,1,5,1,,,1,,,,,,,,,,1,2,"Sadat, Eva","Joshi, Ketki",,,,,exs190014,eva sadat,Cell and Molecular Biology Laboratory 
BIOL,4385,001,1,17,2,,9,1,1,2,1,,1,1,,,,,,0,"Murchison, David F",,,,,,dfm100020,david murchison,Oral Histology and Embryology 
BIOL,4461,001,2,8,2,2,4,2,,3,2,,2,,2,,,,,1,"Winkler, Duane D",,,,,,ddw130330,duane winkler,Biophysical Chemistry 
BIOL,5381,001,,13,,,7,,,,,,,,,,,,,1,"Kim, Tae Hoon","Buyukkahraman, Gozde",,,,,txk142630,,Genomics 
BIOL,5410,001,,32,1,,2,1,,1,,,,,,,,,,0,"De Nisco, Nicole J","Dillon, Nicholas","Cornelius, Samuel A",,,,njd160330,nicole de nisco,Biochemistry 
BIOL,5440,001,,11,9,5,2,,,,,,,,1,,,,,0,"Delk, Nikki A",,,,,,nad140230,nikki delk,Cell Biology 
BIOL,6252,001,,,,,,,,,,,,,,17,,,,0,"Palmer, Kelli L","Xuan, Zhenyu","Kim, Tae Hoon",,,,txk142630,,Current Research in Molecular Biology 
BIOL,6344,001,,7,4,3,1,,,,,,,,,,,,,0,"Srikanth, Uma","Sapkota, Darshan","Ziegler, Cheyenne E",,,,ukrish,uma srikanth,Molecular Neuropathology II 
BIOL,6385,001,,1,3,2,1,3,,,,,,,1,,,,,0,"Zhang, Michael","Bach, Thao Nguyen",,,,,mqz091000,michael zhang,Computational Biology 
BIOL,6V02,001,,,,,,,,,,,,,,29,,,,0,"Jia, Lin",,,,,,lxj200008,lin jia,The Art of Scientific Presentation 
BIS,2190,0W1,10,10,4,2,1,2,,,,,,,1,,,,,0,"Edwards, Christopher W","Slattery, Ryan P",,,,,cwe011000,christopher edwards,Library Research Skills 
BIS,2190,0W2,10,7,3,5,,,,,,1,,,,,,,,2,"Robinson, Katie L","Slattery, Ryan P",,,,,klr180002,katie robinson,Library Research Skills 
BIS,2190,0W3,4,5,,1,,1,,,,,,,1,,,,,2,"Slattery, Ryan P","Robinson, Katie L",,,,,rxs200033,ryan slattery,Library Research Skills 
BIS,3320,001,,2,4,1,4,3,3,2,,,2,,5,,,,,2,"Pogue, Neall W",,,,,,nxp174730,neall pogue,The Nature of Intellectual Inquiry 
BIS,3320,002,,3,2,2,2,4,,,,2,1,1,2,,,,1,2,"Pogue, Neall W",,,,,,nxp174730,neall pogue,The Nature of Intellectual Inquiry 
BIS,3320,003,4,7,7,2,2,6,3,1,,,,,1,,,,,0,"Wright, David A",,,,,,wright,david wright,The Nature of Intellectual Inquiry 
BIS,3320,0W1,,5,2,3,4,4,,1,2,,1,,3,,,,,7,"Hudson, Jennifer M",,,,,,jxh100220,jennifer hudson,The Nature of Intellectual Inquiry 
BIS,3320,0W2,,1,8,2,,3,2,,2,2,,,3,,,,,7,"Hudson, Jennifer M",,,,,,jxh100220,jennifer hudson,The Nature of Intellectual Inquiry 
BIS,3320,501,6,3,2,1,2,5,2,1,,,,,4,,,,1,2,"Wright, David A",,,,,,wright,david wright,The Nature of Intellectual Inquiry 
BIS,4306,0W1,3,5,1,1,1,,,1,1,,,,8,,,,,1,"Simpson, Carrie M",,,,,,cms131030,carrie simpson,Strategies for Diversity in Education 
BLAW,2301,001,,16,8,6,11,8,7,6,7,,7,,6,,,,,2,"Betanzos, Christina L","Medina, Monica E",,,,,clb120030,christina betanzos,Business and Public Law 
BLAW,2301,002,,28,5,8,17,8,4,7,3,3,1,,1,,,,,0,"Polze, Matthew M",,,,,,mmp062000,matthew polze,Business and Public Law 
BLAW,2301,003,,25,9,6,23,2,4,5,4,4,2,,1,,,,,0,"Polze, Matthew M",,,,,,mmp062000,matthew polze,Business and Public Law 
BLAW,2301,004,,17,10,9,7,12,8,4,9,,4,,2,,,,1,2,"Betanzos, Christina L","Medina, Monica E",,,,,clb120030,christina betanzos,Business and Public Law 
BLAW,2301,005,,10,5,6,10,18,5,6,10,,11,,3,,,,,1,"Betanzos, Christina L","Medina, Monica E",,,,,clb120030,christina betanzos,Business and Public Law 
BLAW,2301,006,,34,6,7,11,5,7,9,,,2,1,3,,,,,0,"Polze, Matthew M",,,,,,mmp062000,matthew polze,Business and Public Law 
BLAW,2301,501,,9,7,9,10,9,9,4,4,,2,,,,,,,0,"Sutton, Walter L","Figueroa, Diego A",,,,,wls015100,walter sutton,Business and Public Law 
BLAW,4301,001,8,18,12,6,,,,,,,,,,,,,,0,"Molina, Stephen","Leal Valladares, Jorge A",,,,,sxm163630,stephen molina,International Law 
BLAW,4310,HON,,29,,,1,,,,,,,,,,,,,0,"Polze, Matthew M",,,,,,mmp062000,matthew polze,
BMEN,1208,101,3,1,3,2,2,,2,,,,,,,,,,,0,"Myers, Kathleen","Dave, Harsh H","Waldon, Ke'vaughn T",,,,kxm156530,kathleen myers,Introduction to Bioengineering II 
BMEN,1208,103,,4,3,1,1,,1,1,,,,,,,,,,0,"Myers, Kathleen","Waldon, Ke'vaughn T","Dave, Harsh H",,,,kxm156530,kathleen myers,Introduction to Bioengineering II 
BMEN,1208,105,7,4,3,1,3,1,,,,,,,,,,,,0,"Meyer, Clark A","Waldon, Ke'vaughn T","Dave, Harsh H",,,,cam140130,clark meyer,Introduction to Bioengineering II 
BMEN,1208,106,2,7,4,8,1,,,1,,,,,1,,,,,0,"Meyer, Clark A","Waldon, Ke'vaughn T","Dave, Harsh H",,,,cam140130,clark meyer,Introduction to Bioengineering II 
BMEN,2320,001,15,,1,1,2,1,,2,2,1,,3,1,,,,,0,"Rivera, Christian","Childress, Joshua",,,,,cxr210008,christian rivera,Statics 
BMEN,3120,101,2,6,2,,2,,,1,,,,,1,,,,,0,"Ali, Tariq M","Patterson, Lindy A","Mohapatra, Sanjana",,,,tma051000,tariq ali,Biomedical Circuits and Instrumentation Laboratory 
BMEN,3130,101,,,3,5,2,2,1,,,,,,,,,,,0,"Porter, Benjamin A","Chaudhary, Sugandha",,,,,bap061000,benjamin porter,Engineering Physiology Laboratory 
BMEN,3130,102,4,6,2,,,,,,,,,,,,,,,0,"Taha, Abraham M","Chaudhary, Sugandha",,,,,mxt108120,abraham taha,Engineering Physiology Laboratory 
BMEN,3150,101,1,4,2,2,,,,,,,,,,,,,,1,"Ali, Tariq M","Bhide, Vedashree",,,,,tma051000,tariq ali,Biomedical Engineering Laboratory 
BMEN,3150,102,6,2,3,1,,1,,,,,,,,,,,,0,"Ali, Tariq M","Prajapati, Krishna R",,,,,tma051000,tariq ali,Biomedical Engineering Laboratory 
BMEN,3150,103,1,3,1,2,2,1,2,3,,,,,3,,,,,0,"Ali, Tariq M",,,,,,tma051000,tariq ali,Biomedical Engineering Laboratory 
BMEN,3150,104,6,3,3,3,1,1,2,,,,,,,,,,,0,"Ali, Tariq M",,,,,,tma051000,tariq ali,Biomedical Engineering Laboratory 
BMEN,3220,101,4,4,,,3,,,,,,,,1,,,,,0,"Ali, Tariq M","Patterson, Lindy A","Mohapatra, Sanjana",,,,tma051000,tariq ali,Electrical and Electronic Circuits in Biomedical Engineering Lab 
BMEN,3310,001,5,4,1,,,,1,,1,,,,,,,,,0,"Rivera, Christian","Medrano, David",,,,,cxr210008,christian rivera,Fluid Mechanics and Transport Processes in Biomedical Engineering 
BMEN,3315,001,2,5,1,2,14,,1,8,1,,,,1,,,,,0,"Cogan, Stuart","Renake, Gauri S",,,,,sxc149830,stuart cogan,Thermodynamics and Physical Chemistry in Biomedical Engineering 
BMEN,3318,001,1,2,6,4,2,,1,,,,,,,,,,,0,"Caraveo Frescas, Jesus A","Medrano, David",,,,,jxa180015,,Introduction to Engineered Biomaterials 
BMEN,3320,001,4,5,1,2,1,1,1,1,2,,2,,1,,,,,0,"Taha, Abraham M","Mohapatra, Sanjana",,,,,mxt108120,abraham taha,Electrical and Electronic Circuits in Biomedical Engineering 
BMEN,3325,002,6,4,2,2,1,,,,,,,,,,,,,0,"Brown, Katherine G","Kian Pour, Bahareh",,,,,kgb170130,,Advanced Computational Tools for Biomedical Engineering 
BMEN,3330,001,,5,7,2,3,2,,2,,1,,,,,,,1,1,"Sirsi, Shashank R","Bian, Fang","Ghaderi, Mohammadaref",,,,srs151630,shashank sirsi,Engineering Physiology of the Human Body 
BMEN,3331,001,6,11,3,2,1,3,3,,,1,,,,,,,,0,"Hays, Seth A",,,,,,sxh129730,seth hays,Cell and Molecular Engineering 
BMEN,3331,002,7,21,5,,1,,1,1,,,,,,,,,,0,"Jones, Caroline","Hinchliffe, Taylor",,,,,cxj200007,caroline jones,Cell and Molecular Engineering 
BMEN,3341,001,3,3,1,1,3,1,,5,1,1,1,1,,,,,,0,"Myers, Kathleen","Lei, Zhixiang",,,,,kxm156530,kathleen myers,Probability Theory and Statistics for Biomedical Engineers 
BMEN,3341,002,6,7,5,2,3,1,2,4,1,,,,2,,,,,1,"Myers, Kathleen","Lei, Zhixiang",,,,,kxm156530,kathleen myers,Probability Theory and Statistics for Biomedical Engineers 
BMEN,3350,001,3,3,2,2,3,2,1,2,,,,,1,,,,,0,"Ali, Tariq M","Kaneshiro, Chance Y",,,,,tma051000,tariq ali,Biomedical Component and System Design 
BMEN,3350,002,7,3,4,3,11,3,2,3,,,,,4,,,,,0,"Ali, Tariq M","Kaneshiro, Chance Y",,,,,tma051000,tariq ali,Biomedical Component and System Design 
BMEN,3380,001,2,4,2,7,1,3,1,,2,,,,,,,,,0,"Forte, Luca Antonio","Molaei Imenabadi, Rouzbeh",,,,,lxf210003,,Medical Imaging Systems and Methods 
BMEN,3399,001,14,9,3,6,7,2,2,5,2,2,,,1,,,,,1,"Rivera, Christian","Khan, Adil","Nunley, Brandon S","Jones, Rachel F",,,cxr210008,christian rivera,Introductory Biomechanics 
BMEN,3399,002,10,8,7,3,5,4,,6,1,,,,2,,,,,0,"Kang, Gu Eon","Nunley, Brandon S","Khan, Adil","Jones, Rachel F",,,gxk210018,,Introductory Biomechanics 
BMEN,3402,501,5,3,2,6,6,2,1,5,1,1,,,3,,,,,0,"Ardestani Khoubrouy, Soudeh","Maymir, Caleb",,,,,sxa074200,soudeh khoubrouy,Signals and Systems for Biomedical Engineering 
BMEN,4110,101,5,3,1,,2,1,,1,,,,,2,,,,,1,"Ardestani Khoubrouy, Soudeh","Pandala, Niharika","Radhakrishna, Rahul",,,,sxa074200,soudeh khoubrouy,Biomedical Feedback Systems Laboratory 
BMEN,4110,102,7,3,2,1,,,2,,2,,,,,,,,,0,"Ardestani Khoubrouy, Soudeh","Radhakrishna, Rahul","Pandala, Niharika",,,,sxa074200,soudeh khoubrouy,Biomedical Feedback Systems Laboratory 
BMEN,4110,103,9,1,,3,1,1,,,1,,,,1,,,,,0,"Ardestani Khoubrouy, Soudeh","Radhakrishna, Rahul","Pandala, Niharika",,,,sxa074200,soudeh khoubrouy,Biomedical Feedback Systems Laboratory 
BMEN,4301,001,16,14,4,4,1,,,,,,,,,,,,,0,"Porter, Benjamin A",,,,,,bap061000,benjamin porter,Introduction to Medical Device Development 
BMEN,4310,001,12,7,9,4,3,1,3,3,5,,,,3,,,,,0,"Ardestani Khoubrouy, Soudeh","Khan, Omar S",,,,,sxa074200,soudeh khoubrouy,Feedback Systems in Biomedical Engineering 
BMEN,4355,001,2,5,1,,1,,1,,,,,,,,,,,0,"Meyer, Clark A",,,,,,cam140130,clark meyer,Finite Element Analysis in Biomedical Engineering 
BMEN,4360,001,,12,7,10,6,4,3,1,1,1,1,,,,,,,0,"Rodrigues, Danieli B","Yaghmour, Diana",,,,,dxb127430,danieli b c rodrigues,Biomaterials and Medical Devices 
BMEN,4370,001,2,2,5,1,3,1,1,1,,,,1,,,,,,0,"Brown, Katherine G","Yociss, Megan",,,,,kgb170130,,Biomedical Image Processing 
BMEN,4389,001,,7,7,7,3,,,1,1,,,,,,,,,0,"Polk, Todd W","Tjahjono, Nathaniel S",,,,,twp017000,todd polk,Senior Design Project II 
BMEN,4389,002,,6,5,2,4,1,1,,,,,,,,,,,0,"Polk, Todd W","Tjahjono, Nathaniel S",,,,,twp017000,todd polk,Senior Design Project II 
BMEN,4389,003,1,11,4,7,,4,,,,,,,,,,,,0,"Polk, Todd W","Tjahjono, Nathaniel S",,,,,twp017000,todd polk,Senior Design Project II 
BMEN,4V95,001,,3,3,4,4,1,1,2,,,,,,,,,,0,"Ding, Yichen",,,,,,yxd200010,yichen ding,Undergraduate Topics in Biomedical Engineering 
BMEN,6338,001,,13,8,,1,,,,,,,,,,,,,0,"Porter, Benjamin A",,,,,,bap061000,benjamin porter,Six Sigma Yellow Belt for Biomedical Engineers 
BMEN,6342,001,,13,,,,,,,,,,,,,,,,0,"Rodrigues, Danieli B",,,,,,dxb127430,danieli b c rodrigues,Biomaterials and Medical Devices 
BMEN,6365,0W1,,16,,,2,,,3,,,,,1,,,,,1,"Hoyt, Kenneth L","Jahanandish, Mohammadhassan",,,,,klh150530,kenneth hoyt,Biomedical Image Processing 
BMEN,6366,001,,12,,,,,,,,,,,,,,,1,0,"Sirsi, Shashank R",,,,,,srs151630,shashank sirsi,Image-Guided Drug Delivery 
BMEN,6373,001,,11,,3,2,,,1,,,,,,,,,,0,"Bian, Fang",,,,,,fxb180003,,Physiology and Immunology for Engineers 
BMEN,6374,001,,6,7,1,,,,,,,,,,,,,,0,"Dingal, Polimyr Caesar Dave P",,,,,,ppd210003,,Genes  Proteins and Cell Biology for Engineers 
BMEN,6382,001,,13,2,1,1,,,,,,,,,,,,,0,"Bleris, Leonidas",,,,,,lxb092000,leonidas bleris,Systems Biology 
BMEN,6V87,002,,9,,,,,,1,,,,,1,,,,,0,"Obaid, Girgis",,,,,,gxo190002,girgis obaid,Special Topics in Biomedical Engineering 
BMEN,7188,001,,26,,,,,,1,,,,,,,,,,0,"Rivera, Christian",,,,,,cxr210008,christian rivera,Advanced Seminars in Biomedical Engineering 
BMEN,8188,001,,18,,,,,,,,,,,,,,,,0,"Rivera, Christian",,,,,,cxr210008,christian rivera,Advanced Seminars in Biomedical Engineering III 
BPS,4305,001,5,3,5,2,2,3,,,,,,,,,,,,0,"Xia, Jun","Deng, Shu",,,,,jxx132030,jun xia,Strategic Management 
BPS,4305,002,30,6,10,3,4,6,,1,,2,1,1,4,,,,,1,"Carraher, Shawn M","Hanifiafshar, Sharmin","Lin, Zhiang",,,,smc130730,shawn carraher,Strategic Management 
BPS,4305,003,5,6,7,9,4,6,2,1,3,,2,,1,,,,,0,"Markoczi, Livia","Kathuria, Nishant",,,,,lxm055000,livia markoczy,Strategic Management 
BPS,4305,004,1,4,3,4,4,3,1,1,,,,,,,,,,0,"Markoczi, Livia","Kathuria, Nishant",,,,,lxm055000,livia markoczy,Strategic Management 
BPS,4305,0W1,,1,4,6,7,5,4,1,,1,,,5,,,,,2,"Chasteen, Larry H","Yeo, Yundong",,,,,chasteen,larry chasteen,Strategic Management 
BPS,4305,501,1,3,4,1,6,4,4,2,4,,,,,,,,,0,"Markoczi, Livia","Kathuria, Nishant",,,,,lxm055000,livia markoczy,Strategic Management 
BPS,4395,001,,46,6,,3,,,,,,,,,,,,,0,"Pandey, Naresh K",,,,,,nkp210001,naresh pandey,Capstone Senior Project - Business 
BPS,4395,002,,50,,,,,,,,,,,,,,,,0,"Arora, Vivek",,,,,,vxa081000,vivek arora,Capstone Senior Project - Business 
BPS,4395,003,2,34,7,4,2,1,,,,,,,,,,,,0,"Kitamura, Yuko",,,,,,yxk210025,yuko kitamura,Capstone Senior Project - Business 
BPS,4395,004,,7,16,20,1,6,,,,,,,,,,,,0,"Segelhorst, Jon P",,,,,,jps210007,,Capstone Senior Project - Business 
BPS,6255,XS1,,5,13,6,3,1,,,,,,,,,,,,1,"Sachdeva, Deepak",,,,,,,deepak sachdeva,
BPS,6310,0W1,,47,3,,1,2,,,,,,,,,,,,3,"Kaplan, Marilyn R",,,,,,mkaplan,marilyn kaplan,Strategic Management 
BPS,6310,501,,7,5,1,,,,,,,,,,,,,,0,"Lin, Zhiang","Kathuria, Nishant",,,,,zlin,john zhiang lin,Strategic Management 
BPS,6310,CH1,,22,1,,,,,,,,,,,,,,,0,"Gustin, Jan D",,,,,,,jan gustin,
BPS,6310,GW1,,6,10,5,1,,,,,,,,,,,,,0,"Choi, Emily",,,,,,exc113230,emily choi,
BPS,6310,MBP,,15,8,7,4,,,1,,,,,,,,,,0,"Chasteen, Larry H","Yeo, Yundong",,,,,chasteen,larry chasteen,
BPS,6332,501,,2,,,9,,,4,,,,,,,,,,0,"Dess, Gregory","Garg, Suyash",,,,,ggd021000,gregory dess,Strategic Leadership 
BPS,6332,CW1,,15,,,,,,,,,,,,,,,,0,"Ferrante, Anne M",,,,,,,anne ferrante,
BPS,6360,501,,15,2,3,1,,1,,,,,,,,,,,1,"Hicks, Jeffrey N",,,,,,jnh061000,jeffrey hicks,Management and Organizational Consulting  Theory and Practice 
BUAN,6312,001,,14,19,13,7,,,,,,,,,,,,,1,"Joo, Joonhwi","Nguyen, Nam H",,,,,jxj180020,joonhwi joo,Applied Econometrics and Time Series Analysis 
BUAN,6312,002,,2,2,3,5,5,8,7,,,,,4,,,,,0,"Blueshtein, Moran","Smith, Jake A",,,,,mxb135230,moran blueshtein,Applied Econometrics and Time Series Analysis 
BUAN,6312,003,,5,23,26,1,,,,,,,,,,,,,0,"Joo, Joonhwi","Nguyen, Nam H",,,,,jxj180020,joonhwi joo,Applied Econometrics and Time Series Analysis 
BUAN,6312,0W1,,5,4,3,5,1,8,1,,,,,,,,,,4,"Blueshtein, Moran","Smith, Jake A",,,,,mxb135230,moran blueshtein,Applied Econometrics and Time Series Analysis 
BUAN,6312,SS1,,3,3,3,5,4,4,5,,,,,,,,,,4,"Blueshtein, Moran",,,,,,mxb135230,moran blueshtein,
BUAN,6312,SW1,,5,2,7,8,6,7,1,,,,,1,,,,1,4,"Blueshtein, Moran",,,,,,mxb135230,moran blueshtein,
BUAN,6320,001,,38,24,7,1,,,,,,,,,,,,,0,"Srikanth, K.","Kavadihalli Shubhamurthy, Shreyas",,,,,kxs018700,,Database Foundations for Business Analytics 
BUAN,6320,002,,69,,,,,,1,,,,,,,,,,0,"Kamalzadeh, Hossein","Singhal, Harsh Anju",,,,,hxk210085,hossein kamalzadeh,Database Foundations for Business Analytics 
BUAN,6320,003,,35,20,8,6,1,,,,,,,,,,,,0,"Srikanth, K.","Singhal, Harsh Anju",,,,,kxs018700,,Database Foundations for Business Analytics 
BUAN,6320,0W1,,23,11,5,4,12,1,2,,,,,,,,,,0,"Cavusoglu, Huseyin","Zhu, Yan",,,,,huseyin,huseyin cavusoglu,Database Foundations for Business Analytics 
