Subject,Catalog Nbr,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,CR,I,NC,W,P,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6
ACCT,6301,MBP,,20,10,3,1,,,,,,,,,,,,,,"Radhakrishnan, Suresh","Weber, Josiah C",,,,
ACCT,6301,XH1,,11,4,2,3,4,1,,,,,,,,,,1,,"Ali, Ashiq",,,,,
ACCT,6305,001,,5,2,7,,6,6,,,,,,,,,,,,"Paske, Matthew A",,,,,
ACCT,6305,501,,4,5,4,1,1,,,,,,,2,,,,,,"Janakiraman, Surya N","Liu, Ruichao",,,,
ACCT,6320,0W1,,8,2,1,4,3,2,,,,,,1,,,,1,,"Cavusoglu, Huseyin","Li, Baorui",,,,
ACCT,6321,S01,,5,8,8,4,2,,,,,,,,,,,,,"Scott, James",,,,,
ACCT,6330,501,,17,,,15,,,15,,,,,5,,,,2,,"Cready, William M","Han, Zhe",,,,
ACCT,6330,S01,,15,9,,1,,,,,,,,,,,,,,"Solcher, Steven J",,,,,
ACCT,6331,501,,11,9,6,8,7,4,2,,,,,,,,,4,,"Janakiraman, Surya N","Liu, Ruichao",,,,
ACCT,6332,5W1,,22,,,9,,,13,,,,,,,,,2,,"Zolton, Kathy","Weber, Josiah C",,,,
ACCT,6333,501,,10,,,8,,,5,,,,,,,,,,,"Zolton, Kathy","Weber, Josiah C",,,,
ACCT,6333,PPA,,20,,,7,,,3,,,,,,,,,1,,"Zolton, Kathy","Weber, Josiah C",,,,
ACCT,6334,501,,,6,6,9,3,2,,,,,,,,,,,,"Paske, Matthew A",,,,,
ACCT,6335,0W1,,22,10,6,9,11,,,,,,,1,,,,,,"Bortz, Tiffany A","Martin, Stephanie",,,,
ACCT,6335,S91,,12,3,5,4,,,,,,,,,,,,,,"Bortz, Tiffany A","Iype, Isabelle J",,,,
ACCT,6336,501,,13,5,5,4,,,,,,,,,,,,1,,"Mauriello, Joseph A",,,,,
ACCT,6341,0W1,,19,1,3,6,,,,,,,,,,,,1,,"Goodrich, Mary Beth W","Prabhu, Sushanth Rajesh",,,,
ACCT,6344,0W1,,9,24,16,2,1,,,,,,,,,1,,1,,"Gurun, Umit G","Shivaani, MV",,,,
ACCT,6344,PPA,,20,30,19,3,,,,,,,,,,,,,,"Gurun, Umit G","Shivaani, MV",,,,
ACCT,6345,5W1,,9,13,12,6,2,1,,,,,,,,,,,,"Janakiraman, Surya N","Liu, Ruichao",,,,
ACCT,6350,501,,29,17,4,1,,,,,,,,,,,,,,"Solcher, Steven J","Iype, Isabelle J",,,,
ACCT,6350,S01,,21,2,1,1,,,,,,,,,,,,,,"Frost, Sandra M","Iype, Isabelle J",,,,
ACCT,6353,501,,4,12,11,12,1,,,,,,,,,,,1,,"Solcher, Steven J","Iype, Isabelle J",,,,
ACCT,6354,501,,17,6,8,5,6,3,1,,,,,1,,,,,,"Hanna, Dave T",,,,,
ACCT,6374,001,,27,12,14,7,1,,,,,,,,,,,1,,"Mauriello, Joseph A","Kim, Heejin",,,,
ACCT,6380,501,,4,14,3,3,,,,,,,,,,,,1,,"Mauriello, Joseph A","Kim, Heejin",,,,
ACCT,6383,501,,2,,3,8,,,2,,,,,,,,,,,"Bracy, Dana",,,,,
ACCT,6386,001,,40,12,3,1,,,1,,,,,,,,,1,,"Mauriello, Joseph A","Kim, Heejin",,,,
ACCT,6392,501,,13,9,5,3,2,,,,,,,,,,,,,"Mauriello, Joseph A",,,,,
ACN,5312,001,,7,2,2,1,1,1,,,,,,,,,,,,"Fearon, Danielle","Leung, Carole",,,,
ACN,5312,002,,6,3,7,1,,,,,,,,,,,,,,"Fearon, Danielle","Poelker-Wells, Samuel",,,,
ACN,5312,003,,6,6,4,5,2,1,,,,,,,,,,,,"Lontok, Dona","Massett, Roy J",,,,
ACN,6330,001,,9,1,7,5,,1,1,,,,,,,,,,,"Guo, Jiahui",,,,,
ACN,6338,001,,21,,,8,,,2,,,,,1,,,,1,,"Sultana, Rukhsana",,,,,
ACN,6341,001,,7,2,,1,2,1,1,,,,,,,,,,,"Orrick, Erika D",,,,,
ACN,6345,001,,3,3,5,1,,,,,,,,,,,,,,"Rodriguez, Christa M",,,,,
ACN,6346,001,,15,10,2,1,,2,,,,,,,,,,,,"Yousuf, Muhammad Saad",,,,,
ACN,6373,0W1,,21,,,1,,,,,,,,,,,,,,"Jaquez, Kathryn M",,,,,
ACN,6395,001,,5,,,14,,,7,,,,,4,,,,1,,"Wig, Gagandeep S","Pezanko, Luke",,,,
ACN,6V71,013,,,,,,,,,,,,,,,,,,13,"Golden, Richard M",,,,,
ACN,6V81,001,,13,1,,,,,,,,,,,,1,,,,"Estevez, Leonardo",,,,,
ACTS,4302,001,,4,5,2,2,3,4,1,2,1,1,,,,,,,,"Humphreys, Natalia","He, Yizhe",,,,
ACTS,4303,001,5,1,1,4,1,2,1,,1,,1,1,,,,,,,"Makhijani, Neha","Mathew, Minu Maria",,,,
ACTS,4304,001,1,2,3,2,4,1,1,1,1,1,1,,1,,,,,,"Humphreys, Natalia","Zhao, Kun",,,,
ACTS,4307,001,3,8,4,1,2,1,,,,,,,,,,,,,"Hong, Liang","Li, Jiacheng",,,,
ACTS,4308,001,5,2,1,4,3,2,2,1,1,,,1,3,1,,,1,,"Makhijani, Neha","Rajapakshage, Himasha Miurangi W",,,,
AHST,1304,001,,31,7,9,13,7,8,7,1,5,,2,11,,,,2,,"Terranova, Charissa N","Khoshniat, Ahmad","Harper, Joseph E","Dolatyari, Mahdi","Adnan, Rabeeha",
AHST,1304,002,6,29,12,1,8,4,5,4,2,5,3,,11,,,,1,,"Terranova, Charissa N","Dolatyari, Mahdi","Harper, Joseph E","Khoshniat, Ahmad","Adnan, Rabeeha",
AHST,2331,001,,13,4,5,15,14,4,12,2,,1,,4,,,,18,,"Doss, Erika","Razzaque, Farzana A","Morgan, George D",,,
AHST,2331,HN1,13,10,1,,,,,,,,,,,,,,,,"Hofland, Amy",,,,,
AHST,3315,001,3,8,9,3,8,3,,1,,,,,,,,,2,,"Rosen, Mark S",,,,,
AHST,3324,501,5,9,2,2,2,,,,,,,,,,,,,,"Durant, Stephanie D",,,,,
AHST,6310,001,,10,,,,,,,,,,,,,,,,,"Lima, Benjamin J",,,,,
AHTC,1100,001,18,4,1,3,2,1,1,,2,,,2,,,,,,,"Marroquin, Irene",,,,,
AHTC,1100,003,3,1,,5,8,1,2,9,,1,,1,6,,,,,,"Roberts, Jazzmyn C",,,,,
AHTC,1100,004,,25,,,4,,,2,,,2,,3,,,,,,"Hasan, Nasreen",,,,,
AHTC,1100,005,11,8,,1,7,,,4,,1,2,,2,,,,,,"Roberts, Jazzmyn C",,,,,
AHTC,1100,0L1,7,2,,,,,,2,1,,,,,,,,,,"Lara, Cynthia C",,,,,
AHTC,1100,0L2,13,9,1,1,1,1,2,,5,,1,1,2,,,,,,"Lara, Cynthia C",,,,,
AHTC,1100,0L3,19,1,3,4,3,2,2,1,,,1,,2,,,,,,"Marroquin, Irene",,,,,
AHTC,2120,001,6,,,2,1,,1,1,,,,,,,,,,,"Campbell, Jennifer W",,,,,
AMS,2300,001,9,4,3,2,3,,,,1,,3,,,,,,2,,"Hammonds, Kyle",,,,,
AMS,2300,HN1,,9,11,3,3,,,,,,,,,,,,1,,"Smith, Erin",,,,,
AMS,2341,001,1,7,10,5,6,4,,1,1,,,,1,,,,,,"Taylor, Chelsea",,,,,
AMS,3316,0W1,9,9,8,,4,2,,3,1,,1,,4,,,,2,,"Winstead, Elizabeth L",,,,,
AMS,4300,5H1,8,7,1,,,,,1,,,,,1,,,,,,"Ross, Alyssa N",,,,,
AMS,4379,001,4,3,2,1,,,,,,,,,,,,,,,"Jones, June A",,,,,
AMS,4379,0W1,6,4,4,,1,,1,,,,,,2,,,,1,,"Winstead, Elizabeth L",,,,,
ANGM,2303,001,18,5,13,1,1,,,,,1,1,1,,,,,1,,"Cade, Joanna R","Ahr, Allanah G","Lai, Yahan",,,
ANGM,2303,002,2,17,36,16,13,7,4,,1,,,,,,,,,,"Spivey, Charlotte","Cabrera, Michael A","Lai, Yahan","Ahr, Allanah G",,
ANGM,2305,0W2,7,17,12,9,8,10,8,7,3,3,2,,8,,,,4,,"Lim, Fengjie","Cressman, Benjamin I","Lam, Vy",,,
ANGM,2309,0W1,5,23,14,4,9,8,2,7,13,,4,,7,,,,2,,"Fechter, Todd A","Prado, Jordan B",,,,
ANGM,2309,0W2,26,23,9,3,11,6,8,,1,2,1,,5,,,,5,,"Griffin, Troy","Abri, Zeinab",,,,
ANGM,2310,0H1,108,37,43,23,11,13,4,2,5,1,4,1,24,,,,10,,"Salter, Monika M","Ho, Maikhanh T","Cruz Santos, Luan","Shi, Lintai","Gutierrez, Joseph W","Laidacker, Joshua"
ANGM,2315,001,9,13,29,15,12,6,5,1,1,,,2,6,,,,,,"Veras de Souza, Christine","Plueger, Michael F","Nguyen, Thi Kim Cuong",,,
ANGM,2335,001,13,11,4,1,,,,,1,,,,,,,,,,"Marks, David",,,,,
ANGM,2350,001,8,10,6,4,4,5,1,,1,1,,2,3,,,,1,,"Griffin, Troy","Clarke-Gaar, Alissa C",,,,
ANGM,3304,001,1,3,7,2,2,4,,1,,,1,,,,,,1,,"Gardner, Frederick",,,,,
ANGM,3305,001,1,,5,4,6,4,3,3,2,,,,1,,,,,,"Caldwell, Bryon A","Brazeal, Landry",,,,
ANGM,3305,501,6,5,3,3,7,2,,,1,,,2,,,,,1,,"Wheeler, Jonathan M",,,,,
ANGM,3306,001,1,5,8,2,8,3,,1,,,1,,,,,,,,"Khamnouane, Singkham",,,,,
ANGM,3306,002,4,6,4,4,3,3,,,,,,,4,,,,2,,"Carey, Joshua S",,,,,
ANGM,3306,003,,1,1,1,2,4,2,4,1,,1,,7,,,,4,,"Johnson, Casey A",,,,,
ANGM,3307,001,1,7,7,8,,,1,,1,,,,1,,,,2,,"McCord, Peter A",,,,,
ANGM,3307,002,1,5,11,3,1,3,1,1,,1,1,,,,,,2,,"McCord, Peter A",,,,,
ANGM,3308,001,,13,4,2,2,1,,1,,,1,1,1,,,,2,,"Carey, Joshua S",,,,,
ANGM,3308,002,,14,3,1,1,1,3,,1,,,,5,,,,,,"Carey, Joshua S",,,,,
ANGM,3310,001,2,,,2,1,3,2,5,1,1,,2,5,,,,5,,"Lim, Fengjie",,,,,
ANGM,3311,001,1,2,2,8,3,1,,,1,,,2,2,,,,2,,"Lim, Fengjie",,,,,
ANGM,3311,002,,6,3,5,4,,1,,1,1,,,2,,,,1,,"Johnson, Casey A",,,,,
ANGM,3312,101,4,,2,2,1,2,,3,,2,,,1,,,,1,,"Salter, Monika M",,,,,
ANGM,3314,001,5,4,3,3,1,,,3,,,,,,,,,3,,"Gardner, Frederick",,,,,
ANGM,3315,001,9,6,6,2,2,1,1,1,,,,,1,,,,,,"Salter, Monika M",,,,,
ANGM,3321,001,7,3,4,4,1,,,,,,,,,,,,,,"Gardner, Frederick",,,,,
ANGM,3321,002,,19,,,,,,,,,,,,,,,,,"Polson, Tod",,,,,
ANGM,3322,001,9,5,,1,,2,,,,,,,,,,,,,"Akalkotkar, Uma G",,,,,
ANGM,3330,001,15,3,,1,,,,,,,,,,,,,,,"McCord, Peter A",,,,,
ANGM,3338,001,6,10,3,3,2,,,,,,1,1,2,,,,,,"Griffin, Troy",,,,,
ANGM,3338,002,3,4,2,2,5,4,1,1,2,,,,5,,,,1,,"Farrar, Eric T",,,,,
ANGM,3346,001,11,14,2,1,1,,,,,,1,,,,,,,,"Marks, David",,,,,
ANGM,3347,001,8,5,2,1,,,,,,,,,,,,,,,"Gupta-Fitzgerald, Harold E",,,,,
ANGM,3365,001,7,16,3,1,1,,,,,,,,,,,,1,,"Christopher, Timothy V","Bess, Michael C",,,,
ANGM,3365,002,3,10,3,3,2,,,,,,,,2,,,,1,,"Christopher, Timothy V","Bess, Michael C",,,,
ANGM,3365,003,10,10,5,1,1,1,1,,,,,,,,,,,,"Schoonover, Richard",,,,,
ANGM,3366,001,1,8,6,5,4,1,,1,1,1,,,2,,,,,,"Murray, Jack A",,,,,
ANGM,3366,002,14,3,6,1,,1,2,,1,,,,2,,,,,,"Irby, Cameron L",,,,,
ANGM,3367,501,,7,7,4,2,,1,1,1,,,,5,,,,,,"Villegas, Randall V",,,,,
ANGM,3367,502,,2,1,6,6,3,3,2,2,,,,2,,,,3,,"Villegas, Randall V",,,,,
ANGM,3368,001,3,9,7,3,2,,1,,2,1,1,,1,,,,,,"Lewis, Timothy M",,,,,
ANGM,3368,0W1,1,4,4,2,5,5,1,1,2,,,,3,,,,2,,"Chandler, Adam W",,,,,
ANGM,3369,001,,25,1,1,,,,1,,,,,2,,,,,,"Evans, Monica J","Kerr, Rachel T",,,,
ANGM,3370,001,4,4,6,3,3,2,1,,,,,,4,,,,2,,"Lewis, Timothy M",,,,,
ANGM,3370,002,6,4,3,5,5,2,,1,,,1,,2,,,,1,,"Lewis, Timothy M",,,,,
ANGM,3370,501,3,5,5,4,,1,1,1,,1,1,,6,,,,,,"Obuobi, Samra",,,,,
ANGM,3380,001,5,3,4,1,1,1,,,1,,1,,1,,,,,,"Price, Jeffrey T","Kim, Da Hyun",,,,
ANGM,3381,501,2,10,,1,1,1,,,,,,,2,,,,1,,"Billingslea, Steven L",,,,,
ANGM,4305,001,,,5,2,5,1,1,1,2,,1,1,,,,,,,"Caldwell, Bryon A",,,,,
ANGM,4306,001,1,3,4,,1,1,3,,2,,,1,2,,,,,,"Khamnouane, Singkham",,,,,
ANGM,4306,501,10,3,1,1,1,,,,,,,,2,,,,1,,"Smithson, William N",,,,,
ANGM,4308,001,5,3,5,2,2,,,,,,,,1,,,,1,,"Carey, Joshua S",,,,,
ANGM,4310,501,,,23,5,,,,,,,,,,,,,1,,"Buxkamper, Adam M",,,,,
ANGM,4312,001,1,6,5,2,,1,3,,1,,,,,,,,,,"Khamnouane, Singkham",,,,,
ANGM,4315,001,,2,2,4,4,1,1,,1,,,,,,,,,,"Caldwell, Bryon A",,,,,
ANGM,4317,001,,24,,,,,,,,,,,,,,,,,"Salter, Monika M",,,,,
ANGM,4317,002,,18,,,,,,2,,,,,,,,,,,"Johnson, Casey A",,,,,
ANGM,4319,001,,,6,1,3,1,,,,1,,,,,,,,,"Lim, Fengjie",,,,,
ANGM,4319,003,,13,,,,,,,,,,,,,,,,,"Johnson, Casey A","McCord, Peter A",,,,
ANGM,4321,001,2,17,4,,,,,,,,,,,,,,,,"Khamnouane, Singkham",,,,,
ANGM,4322,001,2,2,,1,,,,1,2,,1,,1,,,,,,"Veras de Souza, Christine",,,,,
ANGM,4338,001,5,5,5,3,3,3,,1,1,,1,,1,,,,2,,"Farrar, Eric T",,,,,
ANGM,4339,001,1,5,4,,,,,,,,,,,,,,,,"Farrar, Eric T",,,,,
ANGM,4365,001,4,4,2,4,,1,,,1,,,,3,,,,,,"Christopher, Timothy V",,,,,
ANGM,4365,002,11,3,,1,1,,,,,,1,,1,,,,,,"Christopher, Timothy V",,,,,
ANGM,4367,001,,5,8,5,4,1,,,1,,,,,,,,,,"Villegas, Randall V",,,,,
ANGM,4367,002,,2,6,5,5,3,,1,1,,,,,,,,,,"Villegas, Randall V",,,,,
ANGM,4368,001,3,,2,5,,4,,,,1,,1,1,,,,2,,"Chandler, Adam W",,,,,
ANGM,4370,101,3,5,6,1,2,1,,,,,,,,,,,,,"Lewis, Timothy M",,,,,
ANGM,4373,001,,,5,5,2,3,,,2,,,,2,,,,,,"Caldwell, Bryon A",,,,,
ANGM,4376,001,14,2,2,1,,,,,,,,,,,,,,,"Lewis, Timothy M","Mangipudi, Sai K",,,,
ANGM,4376,002,17,,,,,,,,,,,,,,,,,,"Villegas, Randall V",,,,,
ANGM,4379,001,6,,2,,2,,,3,2,,,,,,,,,,"Polson, Tod","Mukherjee, Pritha",,,,
ANGM,4379,003,8,8,1,,,,,1,,,,,,,,,,,"Gardner, Frederick",,,,,
ANGM,6356,001,,10,,,,,,1,,,,,,,,,,,"Evans, Monica J",,,,,
ARAB,1311,001,7,3,4,2,,,,1,,,,,1,,,,,,"Anjum, Zafar",,,,,
ARAB,3351,001,1,6,2,,2,,,,,,,,,,,,,,"Anjum, Zafar",,,,,
ARHM,2340,001,6,3,8,,,1,,,,,,,,,,,,,"Avram, Danielle M",,,,,
ARHM,2342,001,,16,1,,1,1,,1,1,1,,,,,,,2,,"Evans, Kathryn C",,,,,
ARTS,1301,0W1,106,14,5,4,,2,1,2,,1,,,,,,,4,,"Bennett, Jason","Ford, Angela",,,,
ARTS,1316,001,,10,5,,,,,1,,,,,,,,,,,"Min, Inki A",,,,,
ARTS,1316,002,2,1,7,1,3,,1,,1,,1,,,,,,,,"Higgins-Stirrup, Brynn",,,,,
ARTS,1316,502,,13,2,,1,,,,,,1,,,,,,,,"Fridge, Brian D",,,,,
ARTS,1316,503,5,12,2,,,,,,,,,,,,,,,,"Song, Haoyi",,,,,
ARTS,2316,001,13,,2,,,1,1,,,,,,,,,,,,"Egan, Trey T",,,,,
ARTS,2316,002,13,4,,,,,,,,,,,,,,,,,"Takaloubighash, Maryam",,,,,
ARTS,2316,003,5,4,,1,2,,1,1,1,,,1,,,,,,,"Akinwole, Oluwadare Dare",,,,,
ARTS,2318,001,,11,3,1,,,1,,,,,,2,,,,,,"Baigmoradi, Fatemeh",,,,,
ARTS,2348,001,2,8,,,4,1,1,,,,1,,,,,,,,"Reyes, Marcela",,,,,
ARTS,2350,001,,1,2,1,1,4,,,,,,,,,,,1,,"Allen, Lauren",,,,,
ARTS,2350,002,4,3,,,,2,,,,,,,4,,,,,,"Vega Mora, Brenda G",,,,,
ARTS,2380,001,2,7,2,1,1,,,,,,,1,,,,,,,"Egan, Trey T",,,,,
ARTS,3363,001,,3,,2,1,1,1,1,,,,,1,,,,1,,"Tady, Lorraine T",,,,,
ARTS,3364,001,3,4,3,,,,,,,,,,,,,,,,"Williams, Thomas E",,,,,
ARTS,3366,001,,10,1,1,,2,2,1,,,,,,,,,,,"Higgins-Stirrup, Brynn",,,,,
ARTS,3367,001,,4,6,3,2,,2,,,2,,,,,,,,,"Higgins-Stirrup, Brynn",,,,,
ARTS,3368,001,4,4,1,,,,,,,,,,,,,,1,,"Reyes, Marcela",,,,,
ARTS,3369,001,,10,,1,,,,,,,,,,,,,,,"Tady, Lorraine T",,,,,
ARTS,3371,002,,4,3,,,1,,1,,,,,1,,,,,,"Durant, Stephanie D",,,,,
ARTS,3372,001,,6,2,,2,,,,,,,,1,,,,1,,"Loving, Emily A",,,,,
ARTS,3375,001,,7,2,1,,,,,,,,,,,,,,,"Cochran, Kristen N",,,,,
ARTS,3379,001,,3,4,2,,1,,2,1,,,,1,,,,,,"Palmer, Marcy A",,,,,
ARTS,3382,001,,10,1,,1,1,,,,,,,,,,,,,"Tady, Lorraine T",,,,,
ARTS,3383,001,1,2,6,4,,2,1,,,,,,2,,,,,,"Higgins-Stirrup, Brynn",,,,,
ARTS,4310,001,2,6,2,,,,,,,,,,,,,,,,"Avram, Danielle M",,,,,
ARTS,4368,001,11,7,,,,,,,,,,,,,,,,,"Pomara, John J",,,,,
ATCM,2300,001,1,82,36,5,56,6,1,24,,1,2,3,7,,,,6,,"Balsamo, Anne","Costa De Souza, Flavia","Eshtiaghi, Arman","Guo, Yu","Wang, Qi",
ATCM,2301,001,11,11,,2,1,2,1,1,,,1,,,,,,,,"Williams, Thomas E","Tran, Lainey",,,,
ATCM,2301,002,3,7,6,2,2,,,2,1,,3,1,3,,,,,,"Vo, Baotran N",,,,,
ATCM,2301,003,8,9,3,1,1,3,,1,,,1,,2,,,,,,"Asgharpour, Hadi",,,,,
ATCM,2301,004,10,7,6,,,2,,,,1,,1,2,,,,,,"Duong, Tu Anh",,,,,
ATCM,2301,0W1,13,8,,2,1,,,,,,,,7,,,,,,"Williams, Thomas E","Tran, Lainey",,,,
ATCM,2301,0W2,10,6,1,1,1,,2,1,,,1,,2,,1,,1,,"Williams, Thomas E","Tran, Lainey",,,,
ATCM,2301,501,4,5,5,3,1,2,5,1,2,,,,2,,,,,,"Chan, Stephany T",,,,,
ATCM,2301,502,3,9,5,3,1,,,,,,2,,2,,,,2,,"Bhatia, Parul",,,,,
ATCM,2301,503,8,4,5,4,2,2,1,2,,,,,1,,,,,,"Kirk, Gia L",,,,,
