Subject,Catalog Number,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,Total W,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6,instructor_id,instructor_name_normalized,title
CS,4349,003,2,13,5,4,8,12,7,5,2,4,,,5,3,"Fox, Kyle J","Fang, Zhou",,,,,kjf170230,emily fox,Advanced Algorithm Design and Analysis 
CS,5348,001,,21,15,14,6,12,,1,,,,,1,0,"Venkatesan, Subbarayan","Mukherjee, Kunal",,,,,venky,subbarayan venkatesan,Operating Systems Concepts 
MECH,3350,001,1,9,13,19,10,6,8,1,2,,,,1,0,"Park, Wooram","Park, Sungju","Zhang, Feng",,,,wxp103020,wooram park,Kinematics and Dynamics of Mechanical Systems 
SE,4352,001,4,16,11,12,15,4,3,3,1,,1,,,0,"Kumar, Pushpa S","Tran, Trung Hieu",,,,,pkumar,pushpa kumar,Software Architecture and Design 
PSCI,3328,001,3,21,13,9,12,4,1,4,1,,1,,1,0,"D'Orazio, Vito","Shi, Min",,,,,vxd152030,vito dorazio,International Relations 
SOC,4369,001,18,36,4,5,4,,,1,,,,,,2,"Malek-Ahmadi, John H","Wilds, Katherine M",,,,,jhm110020,john malek ahmadi,Public Health and Society 
HLTH,3315,001,,8,11,8,13,21,4,3,1,,,,,1,"Byrnes, Kathleen A",,,,,,kab019000,kathleen byrnes,Issues in Patient Education 
BUAN,6320,001,,22,29,12,3,,3,1,,,,,,0,"Narayan, Ravishankar L","Jayaraman, Jayanth",,,,,rln130030,ravishankar narayan,Database Foundations for Business Analytics 
BUAN,6320,003,,26,22,16,1,2,,3,,,,,,0,"Narayan, Ravishankar L","Kasturi, Sai Nikhilesh",,,,,rln130030,ravishankar narayan,Database Foundations for Business Analytics 
BUAN,6320,004,,32,15,16,7,,,,,,,,,0,"Narayan, Ravishankar L","Kasturi, Sai Nikhilesh",,,,,rln130030,ravishankar narayan,Database Foundations for Business Analytics 
OPRE,3310,004,20,34,,8,4,,2,1,,1,,,,0,"Widdifield, David S","Zhang, Wen",,,,,dsw180001,david widdifield,Operations Management 
OPRE,6301,005,,10,10,17,13,12,4,3,,,,,,1,"Leach, Sonia E","Prabhakaran, Athishta J",,,,,sel120030,sonia leach,Statistics and Data Analysis 
OPRE,6301,011,,23,20,10,4,4,1,4,,,,,3,1,"Toptal, Aysegul","Zhang, Minmin",,,,,axt083100,aysegul toptal,Statistics and Data Analysis 
MATH,3379,001,4,11,4,12,7,4,8,3,4,,9,,3,0,"Krawcewicz, Wieslaw Z",,,,,,wzk091000,wieslaw krawcewicz,Complex Variables 
CS,1136,108,30,9,5,3,3,1,,3,3,,5,,8,1,"Vogel, Don G",,,,,,dgv130030,don vogel,Computer Science Laboratory 
CS,2336,502,7,49,4,3,5,1,,,,,,,2,0,"Khan, Ziaullah",,,,,,kkhan,ziaullah khan,Computer Science II 
CS,6360,002,,16,14,30,7,4,,,,,,,,0,"Yuruk, Nurcan","Tian, Zijing",,,,,nxy140530,nurcan yuruk,Database Design 
SE,3306,001,37,14,4,3,9,,,1,1,1,,,1,0,"Farage, Timothy P","Gangineni, Raviteja",,,,,tfarage,timothy farage,Mathematical Foundations of Software Engineering 
CS,4349,001,4,5,4,3,19,6,9,7,5,2,3,1,2,1,"Cankaya, Ebru C","Enoch, Julian",,,,,exc067000,ebru cankaya,Advanced Algorithm Design and Analysis 
CS,4352,0W1,24,24,9,7,2,3,,,,1,,,1,0,"Orrick, Erika D",,,,,,edo042000,erika orrick,
PSY,3392,003,4,22,13,8,8,1,3,2,3,4,,,2,2,"Schwark, Gayle","Turner, Monroe P",,,,,gxs180015,gayle schwark,Research Design and Analysis 
PSY,4331,001,2,11,15,6,18,5,,9,1,1,1,,2,1,"Poucher, Jesse W",,,,,,jwp082000,jesse poucher,Personality 
PSY,4343,501,,30,9,10,12,4,3,,,1,,1,1,1,"Powers, Mark B","Miranda, Giuseppe G",,,,,mbp180003,,Abnormal Psychology 
CS,1134,601,49,9,1,1,3,,1,1,1,,2,,2,2,"Doore, Karen L",,,,,,kld054000,karen doore,Computer Science Laboratory 
CS,1335,002,9,15,3,5,19,3,4,8,1,2,1,,1,1,"Doore, Karen L",,,,,,kld054000,karen doore,Computer Science I for Non-majors 
CS,1336,005,2,7,12,12,9,3,5,4,5,2,1,1,9,0,"Thompson, Laurie A",,,,,,lthomp,laurie thompson,Programming Fundamentals 
CS,2337,003,9,23,5,5,7,3,,3,2,,2,,6,7,"Smith, Jason W",,,,,,jws130830,jason smith,Computer Science II 
CS,4375,001,3,30,11,10,15,1,,,,,,,,2,"Khan, Latifur R","Tao, Hemeng",,,,,lkhan,latifur khan,Introduction to Machine Learning 
CS,6350,002,,20,18,11,15,5,,2,,,,,,1,"Nagar, Anurag","Patel, Dhruvkumar R",,,,,axn112530,anurag nagar,Big Data Management and Analytics 
MECH,3315,003,,7,13,18,17,11,2,1,2,,1,,,0,"Jin, Yaqing","Sitaula, Karuna","Yu, Haoliang",,,,yxj190011,yaqing jin,Fluid Mechanics 
OPRE,6301,010,,29,10,23,7,1,,2,,,,,,0,"Leach, Sonia E","Prabhakaran, Athishta J",,,,,sel120030,sonia leach,Statistics and Data Analysis 
MATH,2420,002,8,6,8,10,10,4,9,5,6,,,,4,2,"Paudel, Ajaya B",,,,,,abp062000,ajaya paudel,Differential Equations with Applications 
MATH,2420,004,7,9,4,10,7,10,9,4,5,,1,,1,5,"Paudel, Ajaya B",,,,,,abp062000,ajaya paudel,Differential Equations with Applications 
CS,5343,004,,35,9,10,12,2,1,1,,,,,1,1,"Gupta, Neeraj K",,,,,,nkg140130,neeraj gupta,Algorithm Analysis and Data Structures 
CS,1136,116,36,6,2,1,2,4,4,5,1,,4,,7,1,"Vogel, Don G",,,,,,dgv130030,don vogel,Computer Science Laboratory 
CS,6360,003,,23,15,19,11,3,,2,,,,,,0,"Yuruk, Nurcan","Ghosh, Smita","Guo, Jinghui",,,,nxy140530,nurcan yuruk,Database Design 
CS,1325,001,9,7,11,1,5,8,4,4,1,2,1,,14,7,"Razo Razo, Miguel A",,,,,,mrazora,miguel razo,Introduction to Programming 
CS,1336,008,1,12,4,6,12,2,6,6,4,2,2,3,13,1,"Thompson, Laurie A",,,,,,lthomp,laurie thompson,Programming Fundamentals 
CS,3305,005,38,12,6,6,6,1,1,,,,,,1,3,"Uribe, Daniel M",,,,,,dmu011000,daniel uribe,Discrete Mathematics for Computing II 
MECH,3315,002,12,7,3,8,10,5,7,4,7,,1,2,7,1,"Iungo, Giacomo Valerio","Puccioni, Matteo",,,,,ixg140830,giacomo iungo,Fluid Mechanics 
SOC,4371,001,10,52,3,5,3,,,1,,,,,,0,"Malek-Ahmadi, John H","Wilds, Katherine M",,,,,jhm110020,john malek ahmadi,Mental Health and Illness 
HLTH,3101,0W4,,65,,,5,,,1,,,2,,,1,"Sandon, Lona",,,,,,lxs095000,lona sandon,Medical Terminology 
OPRE,6301,007,,29,6,18,7,3,4,2,,,,,,5,"Sethi, Awanti","Venugopal, Diya",,,,,asethi,awanti sethi,Statistics and Data Analysis 
OPRE,6301,012,,25,9,15,13,3,4,4,,,,,,1,"Brussolo, Monica E","Adlakha, Satyak",,,,,meb049000,monica brussolo,Statistics and Data Analysis 
CS,1336,014,2,7,14,8,6,3,6,1,4,4,3,4,10,2,"Paulk, Mark C",,,,,,mcp130030,mark paulk,Programming Fundamentals 
CS,1136,113,33,8,1,1,2,4,5,7,1,,4,,6,3,"Vogel, Don G",,,,,,dgv130030,don vogel,Computer Science Laboratory 
CS,1136,114,34,5,2,4,2,4,2,4,3,,4,,9,2,"Vogel, Don G",,,,,,dgv130030,don vogel,Computer Science Laboratory 
CS,1334,002,12,9,11,6,5,5,8,11,1,,,2,3,2,"Veerasamy, Jeyakesavan",,,,,,veerasam,jeyakesavan veerasamy,Programming Fundamentals for Non-Majors 
CS,1336,013,1,13,6,4,12,3,8,7,3,3,4,1,6,4,"Thompson, Laurie A",,,,,,lthomp,laurie thompson,Programming Fundamentals 
CS,1336,502,30,5,15,1,2,3,3,,2,2,,4,6,2,"Srinivasan, Srimathi",,,,,,sxs180206,srimathi srinivasan,Programming Fundamentals 
CS,1336,503,29,8,5,5,4,9,2,3,2,2,,2,3,1,"Srinivasan, Srimathi",,,,,,sxs180206,srimathi srinivasan,Programming Fundamentals 
CS,2305,003,6,17,9,8,5,8,4,3,2,2,2,3,5,1,"Willson, James K",,,,,,jkw053000,james willson,Discrete Mathematics for Computing I 
CS,2305,502,3,10,11,13,7,3,8,9,,1,2,1,3,4,"Chitturi, Bhadrachalam",,,,,,chalam,chitturi bhadrachalam,Discrete Mathematics for Computing I 
CS,4384,501,35,17,3,6,5,2,3,,3,,1,,,0,"Farage, Timothy P","Wang, Guanghua",,,,,tfarage,timothy farage,Automata Theory 
CS,5343,002,,20,13,9,23,4,2,2,,,,,,2,"Gupta, Neeraj K",,,,,,nkg140130,neeraj gupta,Algorithm Analysis and Data Structures 
PSCI,3303,001,3,3,8,9,22,11,3,8,4,,,,3,1,"Gray, Thomas","Madan, Tushar",,,,,txg171430,thomas gray,Civil Liberties 
SOC,4385,001,12,36,3,5,12,,1,5,1,,,,,0,"Malek-Ahmadi, John H","Wilds, Katherine M",,,,,jhm110020,john malek ahmadi,Global Health and Society 
HLTH,3101,0W3,,70,,,3,,,1,,,,,1,0,"Sandon, Lona",,,,,,lxs095000,lona sandon,Medical Terminology 
OPRE,6301,002,,26,8,25,5,4,5,2,,,,,,0,"Sethi, Awanti","Venugopal, Diya",,,,,asethi,awanti sethi,Statistics and Data Analysis 
CHEM,2323,006,7,13,1,6,5,6,5,4,6,11,,,9,2,"Tran, Daniel N",,,,,,dnt019000,daniel tran,Introductory Organic Chemistry I 
MATH,2415,003,2,16,13,7,12,4,1,8,3,,4,,4,1,"Li, Changsong",,,,,,cxl109120,changsong li,Calculus of Several Variables 
STAT,2332,004,16,14,7,8,7,7,1,6,5,,2,2,,0,"Estacio-Hiroms, Kemelli","Uddin, Mohammad Afser",,,,,kxe160930,kemelli estacio hiroms,Introductory Statistics for Life Sciences 
CS,2305,501,9,24,11,2,6,4,4,2,5,2,2,1,2,2,"Willson, James K",,,,,,jkw053000,james willson,Discrete Mathematics for Computing I 
MECH,2320,001,7,13,15,13,8,7,3,2,3,,1,,3,1,"Minary-Jolandan, Majid","Liu, Yingjian",,,,,mxm124631,majid minary,Mechanics of Materials 
PHIL,1301,003,2,20,10,12,7,1,3,7,3,1,3,,8,0,"Amato, Lawrence A","del Bosque, Isai",,,,,laa062000,lawrence amato,Introduction to Philosophy 
CS,5343,001,,46,22,6,,3,,,,,,,,0,"Ozbirn, Greg A",,,,,,ozbirn,greg ozbirn,Algorithm Analysis and Data Structures 
STAT,3355,001,12,4,7,4,5,6,6,9,8,,2,3,5,6,"Li, Qiwei","Lutz, Kevin C","Abugri, Clement",,,,qxl190009,qiwei li,Data Analysis for Statisticians and Actuaries 
CS,2337,002,34,17,5,7,4,1,1,2,1,,,,5,1,"Vogel, Don G",,,,,,dgv130030,don vogel,Computer Science II 
CS,6314,502,,10,31,24,11,2,,,,,,,,0,"Balakrishna, Mithun","Kaur, Navdeep","Guo, Junfeng",,,,mxb026000,mithun balakrishnan,Web Programming Languages 
PHYS,2325,003,17,10,6,4,7,6,2,5,6,5,3,1,4,2,"Khan, Amena",,,,,,axk140130,amena khan,Mechanics 
CS,3305,003,2,14,9,9,11,15,5,3,8,,,,,0,"Davis, Chris I",,,,,,cid021000,chris davis,Discrete Mathematics for Computing II 
CLDP,3332,001,,26,15,6,15,6,6,1,,,,1,3,0,"Baerwaldt, Natalie R","Helfers, Samantha",,,,,nrb170000,,Social and Personality Development 
CS,3305,501,5,30,6,6,7,7,1,3,4,3,1,2,1,3,"Willson, James K",,,,,,jkw053000,james willson,Discrete Mathematics for Computing II 
CS,4384,002,9,17,7,19,9,4,5,5,,,1,,1,2,"Malik, Hemant","Jin, Rong",,,,,hxm142630,hemant malik,Automata Theory 
CS,6344,001,,36,15,13,11,2,,1,,,,,1,0,"Schweitzer, Haim","He, Baokun","Wan, Guihong",,,,haim,haim schweitzer,Data Representation 
SPAU,4394,001,3,32,1,7,22,1,,10,2,,2,,,0,"Kaplan, Karen",,,,,,kkaplan,karen kaplan,Multicultural Aspects of Communication Disorders 
CS,2337,001,11,23,19,5,6,3,7,,1,,2,,3,0,"Dollinger, Scott M",,,,,,smd013000,scott dollinger,Computer Science II 
ECON,2302,003,3,4,9,3,17,8,5,17,1,,8,,4,1,"McElroy, Susan","Zhang, Licheng","Luo, Siyuan",,,,skm028000,susan mcelroy,Principles of Microeconomics 
CS,2336,003,9,17,7,3,15,1,1,6,1,,,1,9,9,"Smith, Jason W",,,,,,jws130830,jason smith,Computer Science II 
CS,2305,002,5,15,22,8,3,8,2,4,4,1,,,8,1,"Pinheiro Goncalves Ju, Ronaldo",,,,,,rxp152830,,Discrete Mathematics for Computing I 
EPPS,2301,001,2,3,2,6,7,9,14,11,6,5,3,2,6,6,"Hicks, Donald","Sanchez De La Rosa, Andres Ricardo",,,,,dahicks,donald hicks,Research Design in the Social and Policy Sciences 
CHEM,1301,001,4,8,7,7,7,8,7,8,12,1,1,1,9,2,"Huang, Yu","Mortensen, Marie L",,,,,yxh091220,yu huang,General Chemistry for Engineers 
NATS,1311,001,11,10,6,8,12,8,11,8,3,,,,3,4,"Hairston, Marc R",,,,,,hairston,marc hairston,The Universe  and Everything Else 
FILM,2332,501,3,13,14,10,4,12,4,9,6,4,1,,2,3,"Dillard, Clayton","Almroani, Nouf Mfdhi H",,,,,cxd190016,clayton dillard,Understanding Film 
HIST,1301,003,1,4,8,2,17,5,7,10,7,3,2,2,9,8,"Schulze, Jeffrey","Dunham, Daniel C",,,,,jxs072200,jeffrey schulze,U S  History Survey to Civil War 
ATCM,4319,001,4,15,21,10,13,7,3,2,5,,,1,3,1,"Veras de Souza, Christine","Enam, Victor J","Bagherzadeh, Elmira",,,,cxv180000,christine veras de souza,Topics in Animation 
CRIM,1301,001,2,8,9,16,14,10,5,7,6,1,,2,3,2,"Cohen, Galia","Narvey, Chelsey",,,,,gxc097120,galia cohen,Introduction to Criminal Justice 
CS,2335,001,10,15,11,9,17,4,3,5,1,,1,2,5,2,"Doore, Karen L",,,,,,kld054000,karen doore,Computer Science II for Non-majors 
HIST,1302,501,16,25,,3,17,,2,7,,4,4,,6,2,"Folsom, Bradley N","Klimpel, Ellen J",,,,,bxf180006,,U S  History Survey from Civil War 
HUMA,1301,004,17,16,27,3,4,6,3,,3,,2,,3,2,"Hunt, Shamim","Zawng, Ze",,,,,sxh034100,,Exploration of the Humanities 
BLAW,2301,002,,18,2,17,19,6,5,1,4,1,,2,11,0,"Polze, Matthew M","Hoang, Quynh M",,,,,mmp062000,matthew polze,Business and Public Law 
BLAW,2301,501,,13,10,5,9,13,5,15,8,,3,,3,2,"Betanzos, Christina L","Khasacha, Sidney O",,,,,clb120030,christina betanzos,Business and Public Law 
HIST,1301,009,1,6,5,8,18,12,8,8,4,,,1,12,4,"Johnson, Yvonne","Sampson, Eric",,,,,yxj172130,yvonne johnson,U S  History Survey to Civil War 
COMD,6308,001,,56,,,31,,,,,,,,,0,"Dollaghan, Christine","Boone, Melissa N",,,,,cxd062000,,Assessment and Intervention of Language Impairments in Preschool and School-Age Children 
NSC,4356,001,,42,,,27,,,16,,,1,,1,0,"Thorn, Catherine A","Tseng, Ching-Tzu",,,,,cat170002,catherine thorn,Neurophysiology 
ACTS,4308,001,11,8,7,6,5,7,8,4,3,3,2,4,16,3,"Makhijani, Neha","Khan, Md Arafat H","Guo, Qi",,,,nxm165130,neha makhijani,Actuarial Financial Mathematics 
BIOL,3303,001,12,19,5,6,10,6,5,4,4,,4,,3,9,"De Nisco, Nicole J","Hulyalkar, Neha V","Ratna, Tahira Amdid",,,,njd160330,nicole de nisco,Introduction to Microbiology 
STAT,2332,001,22,27,8,3,7,1,3,6,3,2,2,1,3,0,"Estacio-Hiroms, Kemelli","Bedi, Tejasv",,,,,kxe160930,kemelli estacio hiroms,Introductory Statistics for Life Sciences 
STAT,4351,501,17,25,9,13,3,3,4,1,3,,1,1,4,4,"Koshevnik, Yuly","Thompson, Patrick A",,,,,yxk055000,yuly koshevnik,Probability 
HIST,1301,004,12,29,19,9,11,3,1,,,1,,,4,0,"Klimchock, Carolee","Debic, Mathieu D",,,,,cxk180016,carolee klimchock,U S  History Survey to Civil War 
HIST,1301,008,2,6,3,8,15,12,9,9,6,5,3,1,7,3,"Johnson, Yvonne","Goldmann, Kerry",,,,,yxj172130,yvonne johnson,U S  History Survey to Civil War 
HIST,1302,003,21,24,,14,10,,2,6,,1,1,,7,3,"Folsom, Bradley N","Mayo, Teresa N",,,,,bxf180006,,U S  History Survey from Civil War 
HIST,3337,001,,18,12,15,18,9,8,2,2,1,1,,3,0,"Channell, David",,,,,,channell,david channell,Technology and Western Civilization 
LIT,1301,002,1,14,28,21,5,8,2,2,1,1,,1,2,3,"Hatfield, Charles D","Oliver, Stephanie R",,,,,cxh074100,charles hatfield,Introduction to Literature 
LIT,3316,501,9,11,7,14,15,9,10,7,1,,1,,2,3,"Starnaman, Sabrina","Altree, Margaux B","Ferreira de Souza, Leticia",,,,sxs090100,sabrina starnaman,The Literature of Science Fiction 
PHIL,1301,004,3,22,16,11,15,8,3,4,1,2,,,2,2,"Amato, Lawrence A","Leon Dubon, Saul V",,,,,laa062000,lawrence amato,Introduction to Philosophy 
EE,1100,003,6,20,8,9,19,5,2,7,5,,1,,6,1,"Florence, James M","Taherkhani, Nima","Wang, Haokun","Pawaskar, Vaibhav Uttam","Salimath, Vibhav Kumarswami",,jmf130530,james florence,Introduction to Electrical Engineering 
BLAW,2301,004,,10,11,2,12,8,10,11,10,,9,,5,1,"Betanzos, Christina L","Khasacha, Sidney O",,,,,clb120030,christina betanzos,Business and Public Law 
BLAW,2301,006,,22,9,7,10,6,5,7,7,,9,,5,2,"Betanzos, Christina L","Khasacha, Sidney O",,,,,clb120030,christina betanzos,Business and Public Law 
PHYS,1302,501,7,19,8,3,11,7,3,13,6,4,4,1,3,0,"Sun, Kuei","Mahmud, Mohammad M",,,,,kxs147030,kuei sun,College Physics II 
COMD,7219,001,,85,,,,,,,,,,,,0,"Touchstone, Emily W","Melamed, Tina",,,,,exw010200,emily touchstone,Birth-To-Three 
AHST,1304,001,4,25,9,8,8,3,5,4,5,1,3,2,4,9,"Goode, Dianne H","Mei, Kehan",,,,,dgoode,dianne goode,Survey of Western Art History  Renaissance to Modern 
HIST,1301,007,13,34,7,14,14,,2,3,,,,,1,2,"Pettengill, Ryan S","Jacobs, Janet K",,,,,rsp120030,ryan pettengill,U S  History Survey to Civil War 
HIST,1301,010,5,20,18,16,6,5,2,1,4,2,3,,8,0,"Klimchock, Carolee","Walker, Emily M",,,,,cxk180016,carolee klimchock,U S  History Survey to Civil War 
HIST,1302,001,,56,,,15,,,4,,,4,,9,2,"Lester, Carole N","Menard, Bridget J",,,,,cxl116430,carole lester,U S  History Survey from Civil War 
HIST,1302,002,,66,,,12,,,4,,,1,,6,1,"Lester, Carole N","Simmons, Alyssa",,,,,cxl116430,carole lester,U S  History Survey from Civil War 
HIST,2301,001,,17,3,2,26,5,2,15,2,,9,,7,2,"Volanto, Keith J","Varghese, Shawn",,,,,kjv062000,keith volanto,History of Texas 
PHIL,1301,001,,3,12,5,16,14,5,6,5,2,3,4,8,7,"Hasler, Carl","Armentrout, Kenneth C",,,,,cxh165030,carl hasler,Introduction to Philosophy 
PHIL,1301,002,,6,12,11,17,24,4,5,1,,,1,5,4,"Hasler, Carl","Bensinger, Justin F",,,,,cxh165030,carl hasler,Introduction to Philosophy 
PSY,3333,001,18,14,12,11,11,10,8,3,,,,,2,1,"Barfoot, John W","Fan, Linlin",,,,,jwb043000,john barfoot,Approaches to Clinical Psychology 
EE,1100,002,2,19,13,6,23,12,1,5,3,,1,,4,1,"Florence, James M","Taherkhani, Nima","Wang, Haokun","Pawaskar, Vaibhav Uttam","Salimath, Vibhav Kumarswami",,jmf130530,james florence,Introduction to Electrical Engineering 
BLAW,2301,001,,16,7,7,3,12,15,9,7,,5,,7,2,"Betanzos, Christina L","Khasacha, Sidney O",,,,,clb120030,christina betanzos,Business and Public Law 
BLAW,2301,003,,12,3,8,22,3,8,3,6,2,6,2,11,4,"Polze, Matthew M","Hoang, Quynh M",,,,,mmp062000,matthew polze,Business and Public Law 
BLAW,2301,005,,19,5,7,9,15,6,7,9,,3,,7,3,"Betanzos, Christina L","Khasacha, Sidney O",,,,,clb120030,christina betanzos,Business and Public Law 
MATH,2415,501,3,21,6,8,9,4,3,8,7,,5,,12,4,"Li, Changsong",,,,,,cxl109120,changsong li,Calculus of Several Variables 
NSC,4363,001,,50,,,26,,,9,,,,,,2,"Dussor, Gregory O","Garner, Katherine M",,,,,gxd141130,gregory dussor,Neuropharmacology 
ECON,3330,002,7,32,9,11,15,4,2,,,1,,,5,5,"Ketsler, Luba","Colunga Ramos, Luis Fernando",,,,,lxk010300,luba ketsler,Economics of Health 
MATH,2415,004,,15,8,9,15,4,3,17,3,,7,,8,4,"Dahal, Rabin",,,,,,rxd153030,rabin dahal,Calculus of Several Variables 
NSC,3361,004,17,25,21,6,5,5,6,2,2,1,1,,1,1,"Raboune, Siham","Lehtonen, Derek",,,,,sxr180071,siham raboune,Introduction to Neuroscience 
COMD,6377,001,,74,,,20,,,,,,,,,0,"Kenedi, Helen","Sale, Felicity F",,,,,kenedi,,Neurogenic Communication Disorders I 
NSC,3361,003,13,12,8,2,10,3,11,7,14,,10,,1,3,"Taylor, Anna M","Calderon, Debora",,,,,amt180004,anna taylor,Introduction to Neuroscience 
PSY,3331,501,8,25,16,7,7,5,6,11,2,3,,,1,3,"Shirvani, Forouz",,,,,,fxk024000,forouz shirvani,Social Psychology 
PSCI,3325,001,,9,17,14,27,8,2,3,3,1,1,,5,4,"Lowry, Robert C","Carr, Cory K","Medhi, Kashmiri",,,,rcl062000,robert lowry,American Public Policy 
CHEM,2325,002,23,27,5,12,7,8,5,3,,2,1,,,1,"Shah, Shailesh N",,,,,,sns170230,shailesh shah,Introductory Organic Chemistry II 
NSC,3361,002,16,14,14,11,12,9,3,3,3,1,1,3,4,1,"Sultana, Rukhsana","Mei, Hao-Ruei",,,,,rxs170431,rukhsana sultana,Introduction to Neuroscience 
NSC,4V90,001,,55,27,6,1,2,1,1,,,2,,,0,"Moller, Aage R","Zuppichini, Mark D",,,,,amoller,aage moller,Special Topics in Neuroscience 
CS,6313,001,,27,22,28,6,3,4,1,,,,,1,3,"Chen, Min","Zhang, Yu","Wickramasinghe, Wickramasinghe M",,,,mxc136030,min chen,Statistical Methods for Data Science 
CRIM,4336,0W1,,64,,,15,,,10,,,2,,5,1,"Taylor, Robert W","Yim, Haneul",,,,,rwt092000,robert taylor,Introduction to Terrorism 
STAT,2332,002,14,16,7,6,8,8,7,7,10,7,3,,3,1,"Estacio-Hiroms, Kemelli","Wasala Mudiyanselage, Indrajith K",,,,,kxe160930,kemelli estacio hiroms,Introductory Statistics for Life Sciences 
PSCI,4329,001,,9,12,8,25,8,7,14,2,2,,1,5,4,"Peinhardt, Clint W","Akarte, Prajakti V",,,,,cwp052000,clint peinhardt,Global Politics 
ATCM,2303,001,1,58,29,7,1,1,,1,,,,,,0,"Oropallo, Kara I","Hoggatt, Zane C",,,,,kio160030,kara oropallo,Project Management for Arts  Technology  and Emerging Communication I 
ECS,2361,501,,14,13,19,24,10,6,5,3,,,,1,3,"Wilt, James C",,,,,,jcw140130,james wilt,Social Issues and Ethics in Science and Technology 
ISNS,2367,001,8,18,21,18,15,6,,1,6,,,2,2,1,"Pujana, Ignacio","Lee, Jaewook","Xiong, Kai",,,,pujana,ignacio pujana,The Oceans 
ARTS,1301,001,33,16,14,7,8,1,2,1,2,1,4,2,6,2,"Grandjean, Kelly","Hatfield, Caroline",,,,,kxg190019,kelly grandjean,Exploration of the Arts 
ARTS,1301,002,30,18,12,11,8,5,2,,4,1,1,3,4,0,"Grandjean, Kelly","Alanis Perez, Alan Isaac",,,,,kxg190019,kelly grandjean,Exploration of the Arts 
