Subject,Catalog Nbr,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,CR,I,NC,W,P,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6,instructor_id,instructor_name_normalized,title
BPS,6310,0W1,,17,1,1,1,,,1,,,,,,,,,,,"Kaplan, Marilyn R",,,,,,mkaplan,marilyn kaplan,Strategic Management 
BPS,6310,GW1,,6,3,2,3,1,,,,,,,,,,,,,"Choi, Emily",,,,,,exc113230,emily choi,
BPS,7303,0U1,,15,,,,,,,,,,,,,,,,,"Watson, John M",,,,,,jmw077000,john watson,Doctoral Teaching and Writing Seminar 
BUAN,4090,091,,,,,,,,,,,,,,28,,,,,"Akarte, Prajakti V",,,,,,pva150330,prajakti akarte,
BUAN,4090,0U1,,,,,,,,,,,,,,23,,,,,"Akarte, Prajakti V",,,,,,pva150330,prajakti akarte,
BUAN,6009,091,,,,,,,,,,,,,,,,,,33,"Shekhar, Gaurav",,,,,,gxs150130,gaurav shekhar,
BUAN,6009,0U1,,,,,,,,,,,,,,,,,,61,"Shekhar, Gaurav",,,,,,gxs150130,gaurav shekhar,
BUAN,6009,SU1,,,,,,,,,,,,,2,,,,,19,"Hefley, William E",,,,,,weh150130,william hefley,
BUAN,6312,0W1,,3,2,2,2,1,,2,,,,,1,,,,,,"Blueshtein, Moran","Zhang, Qiyan",,,,,mxb135230,moran blueshtein,Applied Econometrics and Time Series Analysis 
BUAN,6312,SW1,,5,2,1,2,,,,,,,,,,,,,,"Blueshtein, Moran",,,,,,mxb135230,moran blueshtein,
BUAN,6320,5U1,,12,7,3,4,,,,,,,,,,,,,,"El-khodari, Gasan E","Pujari, Shrutika",,,,,gxe051000,gasan elkhodari,Database Foundations for Business Analytics 
BUAN,6337,0W1,,2,2,2,3,3,,,,,,,,,,,,,"Subramanian, Upender","Ding, Yuchen","Saremi, Ehsan",,,,uxs092000,upender subramanian,Predictive Analytics for Data Science 
BUAN,6340,SW1,,5,4,1,,,,,,,,,,,,,,,"Koju, Vijay",,,,,,vxk220074,vijay koju,
BUAN,6341,SW1,,7,,2,,3,,1,,,,,2,,,,,,"Smashnov, Uri",,,,,,uxs051000,uri smashnov,
BUAN,6344,0W1,,4,1,1,4,,,,,,,,,,,,,,"Mehra, Amit","Chen, Luoying",,,,,axm078200,amit mehra,Web Analytics 
BUAN,6359,5U1,,4,,1,2,2,1,1,,,,,1,,,,,,"Ramezani, Rasoul","Kurucak, Abdurrahman",,,,,rxr145930,rasoul ramezani,Advanced Statistics for Data Science 
BUAN,6398,5U1,,6,3,3,5,3,,,,,,,,,,,,,"Nguyen, Hien T","Tahergandomabadi, Mohammadmahdi",,,,,htn170130,hien nguyen,Prescriptive Analytics 
BUAN,6398,SU1,,8,2,3,2,3,,2,,,,,,,,,,,"Nguyen, Hien T",,,,,,htn170130,hien nguyen,
BUAN,6398,SW1,,3,2,4,1,,,,,,,,,,,,,,"Sethi, Avanti P",,,,,,,avanti sethi,
BUAN,6V98,0U1,,,,,,,,,,,,,,,,,,23,"Shekhar, Gaurav",,,,,,gxs150130,gaurav shekhar,
CE,2301,0U1,6,,1,2,2,,2,1,,,,,,,,,,,"Fahimi, Babak","Koech, Mercy C",,,,,bxf102000,babak fahimi,Electrical Network Analysis 
CE,3161,0W1,,3,2,4,1,,,,,,,,,,,,,,"Mezenner, Rabah","Islam, Farzana",,,,,rxm129730,rabah mezenner,Social Issues and Ethics in Engineering 
CE,3201,0U1,1,5,,1,,,,1,,,2,,,,,,,,"Nikoubin Boroujeni, Tooraj","Khalesidoost, Sina","Datta, Rajesh K",,,,txn190011,tooraj nikoubin,Electrical and Computer Engineering Fundamentals-I Laboratory 
CE,3303,0H1,2,1,1,1,2,1,,1,1,,,,2,,,,,,"Kehtarnavaz, Nasser","Dai, Jiazhi",,,,,nxk019000,nasser kehtarnavaz,Discrete-Time Signals and Systems 
CE,3311,5U1,,,2,3,2,,5,1,,,,,,,,,,,"Lee, Hoi","Yao, Yifan","Ghosh, Prosenjit Kumar",,,,hxl054000,hoi lee,Electronic Circuits 
CE,4389,0U1,,7,,4,,,,,,,,,,,,,,,"Tacca, Marco",,,,,,mtacca,marco tacca,Senior Design Project II 
CHEM,1111,1U2,3,2,3,1,1,,,1,,,,,4,,,,,,"Cortes, Sergio","Brown, Monet R","Budhathoki, Prakriti","Borah, Kongkona","Ullah, Najeeb","Mazhar, Noreen",scortes,sergio cortes,General Chemistry Laboratory I 
CHEM,1112,1U1,5,4,3,,,1,1,1,1,1,,,1,,,,,,"Abeykoon, Nimali C","Gaspar, Miguel A","Ghafari, Mozhdeh","Igie, Nosakhare F","Iqbal, Nafees","Umer, Arslan",nxa124430,nimali abeykoon,General Chemistry Laboratory II 
CHEM,1112,1U2,5,5,,2,2,1,,1,,1,,,,,,,,,"Abeykoon, Nimali C","Koirala, Shailendra","Mir Sharifian, Arefehsadat","Najjari, Aryan","Qasimi, Nazer Hossain","Odeyemi, Isaiah O",nxa124430,nimali abeykoon,General Chemistry Laboratory II 
CHEM,1311,0U1,3,1,6,6,6,3,1,1,3,1,,1,6,,,,2,,"Sra, Amandeep K","Shende, Prapti M","Subramanian, Yaamini",,,,aks057000,amandeep sra,General Chemistry I 
CHEM,1312,0U1,5,10,10,8,11,17,5,10,9,,3,1,6,,,,,,"Huang, Yu","Bonnand, Evan F","Howlett, Thomas S",,,,yxh091220,yu huang,General Chemistry II 
CHEM,2233,3U1,11,5,2,,,,,,,,,,,,,,,,"Cortes, Sergio","Neal, Henry","Deo, Nitish Kumar","Al-Kharji, Noora M","Rajapaksha Mudiyanselage, Gaveshika Madushani Rajapaksha","Ehrman, Ryanne N",scortes,sergio cortes,Introductory Organic Chemistry Laboratory 
CHEM,2323,0U1,11,12,4,3,6,4,6,3,5,4,8,,10,,,,,,"Tran, Daniel N",,,,,,dnt019000,daniel tran,Introductory Organic Chemistry I 
CHEM,2325,0U1,7,2,2,1,5,4,6,4,4,1,1,,3,,,,,,"Sibert, John W",,,,,,sibertj,john sibert,Introductory Organic Chemistry II 
CHEM,3361,0U1,,2,4,2,1,1,,,,,,,,,,,,,"Boyd, Stefanie D","Candas, Mehmet",,,,,sdb074000,stefanie boyd,Biochemistry I 
CHEM,8V91,039,,,,,,,,,,,,,,,,,1,10,"Meloni, Gabriele",,,,,,gxm152330,gabriele meloni,
CHEM,8V91,046,,,,,,,,,,,,,,,,,,10,"Fasan, Rudi",,,,,,,rudi fasan,
CLDP,3342,0W1,,18,,,4,,,1,,,1,,,,,,,,"Bonner, Deborah","Gholap, Neha P",,,,,dbonner,deborah bonner,Exceptional Children 
COMD,5340,0H1,,21,,,3,,,,,,,,,,,,,,"Neale, Hannah D","Cullinan, McKenzie B",,,,,hxp121030,hannah pourchot neale,Articulation Disorders 
COMD,6101,0W1,,,,,,,,,,,,,,,,,,11,"Dean, Lucinda L",,,,,,lxl018300,,Childhood Apraxia of Speech 
COMD,6106,0W1,,,,,,,,,,,,,,,,,,10,"Sale, Felicity F",,,,,,ffs013000,,Medical SLP 
COMD,6109,0W1,,,,,,,,,,,,,,,,,,12,"Kenedi, A Helen I",,,,,,kenedi,,Tracheostomy and Mechanical Ventilation 
COMD,6112,0W1,,,,,,,,,,,,,,,,,,18,"Walsh, Diane G",,,,,,dxg022000,diane walsh,Counseling in Communication Disorders 
COMD,6240,0U1,,15,,,,,,,,,,,,,,,,,"Touchstone, Emily W",,,,,,exw010200,emily touchstone,Professional Issues in Speech Language Pathology 
COMD,6320,0U1,,19,,,3,,,,,,,,,,,,,,"Carter, Jessica A","Smith, Irma E",,,,,jar032000,,Motor Speech Disorders 
COMD,7303,0U1,,89,,,14,,,1,,,,,,,,,,,"Dean, Lucinda L","Kenedi, A Helen I",,,,,lxl018300,,Dysphagia 
COMD,7323,0U1,,13,,,3,,,,,,,,,,,,,,"Sweeney, Melissa H",,,,,,msweeney,,Auditory-Verbal Methods 
COMD,7V68,0U1,,54,,,,,,,,,,,,,,,,,"Sale, Felicity F",,,,,,ffs013000,,Cognitive Rehabilitation 
COMD,7V86,0U1,,24,1,,,,,,,,,,,,,,,,"Rich, Judith B","Sharma, Susmi",,,,,jbm014600,,Special Topics in Language 
COMM,1311,0H1,10,2,,1,,,,,,,,,,,,,1,,"Tanner, Lari J",,,,,,ljt130130,lari tanner,
COMM,1311,0W1,6,2,1,6,1,,1,1,,1,,1,3,,,,,,"Sova, Melodee L",,,,,,mls230004,melodee sova,Survey of Oral and Technology-based Communication 
COMM,1311,0W2,5,4,5,3,5,,1,,,,,,1,,,,,,"Fraley, James M",,,,,,jmf210007,james fraley,Survey of Oral and Technology-based Communication 
COMM,1311,0W3,,11,8,,,,,,1,,,1,,,,,,,"Mckee-Williams, Candie D",,,,,,cdm230002,candie mckee williams,Survey of Oral and Technology-based Communication 
COMM,1315,0W1,13,3,1,1,,1,,,,,,,1,,,,,,"Saenz, Michael A",,,,,,mas130030,michael saenz,Public Speaking 
COMM,3352,0W1,,14,,1,1,1,2,,,1,,,,,,,,,"Johnson, Janet L",,,,,,jlj065000,janet johnson,Media and Culture 
COMM,4380,0S1,,10,2,6,2,2,,2,1,,,,2,,,,,,"King, Carie S",,,,,,cxl085200,carie king,Communication and Culture in Japan 
CRIM,1307,0U1,2,,6,1,1,,,,,,,1,,,,,,,"Lee, Jaebom","Olszewski, Hailey",,,,,jxl230009,,Introduction to Crime and Criminology 
CRIM,3301,0W1,7,7,5,2,2,,,,,,,,1,,,,,,"Manuel, Samantha A",,,,,,sam160130,samantha manuel,Theories of Justice 
CRIM,3302,0W1,3,6,3,1,,,,,1,,,,,,,,,,"Hong, Sunmin",,,,,,sxh220001,,Advanced Criminology 
CRIM,3310,0W1,,15,4,6,7,3,,2,,,1,1,1,,,,,,"Yoon, Minyeong","Escobedo, Allison E",,,,,mxy230003,,Youth Crime and Justice 
CRIM,6314,5U1,,11,1,,,,,,,,,,,,,,,,"Getty, Ryan M","Wang, Wenyi",,,,,rmg075000,,Policing 
CRWT,2301,0W2,6,3,1,,2,1,,,,,,,,,,,,,"Baker, Matthew W",,,,,,mwb190002,matthew baker,Introduction to Creative Writing 
