Subject,Catalog Nbr,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,CR,NC,P,W,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6,instructor_id,instructor_name_normalized,title
BIS,1100,001,,44,,,,,,,,,,,,,,,0,"Werhnyak, Larissa",,,,,,lxw163630,larissa werhnyak,Interdisciplinary Studies Freshman Seminar 
BIS,1100,003,,23,,,,,,,,,,,,,,,0,"Werhnyak, Larissa",,,,,,lxw163630,larissa werhnyak,Interdisciplinary Studies Freshman Seminar 
BIS,1100,005,,44,3,1,2,,,1,,,,,,,,,0,"Naqvi, Syed K",,,,,,skn180000,syed naqvi,Interdisciplinary Studies Freshman Seminar 
BIS,1100,006,,28,,,,1,,,,,,,,,,,0,"Naqvi, Syed K",,,,,,skn180000,syed naqvi,Interdisciplinary Studies Freshman Seminar 
BIS,1100,007,,20,,,,,,1,,,,,2,,,,0,"Naqvi, Syed K",,,,,,skn180000,syed naqvi,Interdisciplinary Studies Freshman Seminar 
BIS,2190,0W1,13,9,3,3,,,,,,,,,,,,,2,"Edwards, Christopher W","Robinson, Katie L","Slattery, Ryan P",,,,cwe011000,christopher edwards,Library Research Skills 
BIS,3320,001,,8,,,5,1,,1,1,,1,,1,1,,,5,"Wissinger, Tonja",,,,,,twissin,tonja wissinger,The Nature of Intellectual Inquiry 
BIS,3320,002,,3,2,5,3,2,,3,1,2,1,,2,,,,4,"Pogue, Neall W",,,,,,nxp174730,neall pogue,The Nature of Intellectual Inquiry 
BIS,3320,003,,3,1,5,1,1,4,,2,,1,,2,1,3,,1,"Pogue, Neall W",,,,,,nxp174730,neall pogue,The Nature of Intellectual Inquiry 
BIS,3320,004,3,6,4,1,3,1,2,,2,,,1,,,,,5,"Hudson, Jennifer M",,,,,,jxh100220,jennifer hudson,The Nature of Intellectual Inquiry 
BIS,3320,005,2,5,6,5,3,,2,,,,,,,5,,,0,"Naqvi, Syed K",,,,,,skn180000,syed naqvi,The Nature of Intellectual Inquiry 
BIS,3320,007,10,5,3,3,4,2,,1,,,,,,1,,,0,"Wright, David A",,,,,,wright,david wright,The Nature of Intellectual Inquiry 
BIS,3320,501,10,5,6,2,,1,1,,,,,,2,,2,,1,"Wright, David A",,,,,,wright,david wright,The Nature of Intellectual Inquiry 
BIS,4306,0W1,7,3,1,,,,,,2,1,,,3,,,,0,"Simpson, Carrie M",,,,,,cms131030,carrie simpson,Strategies for Diversity in Education 
BLAW,2301,001,,22,7,6,4,8,5,4,6,,1,,6,17,3,,1,"Betanzos, Christina L","Garcia, Gerardo E",,,,,clb120030,christina betanzos,Business and Public Law 
BLAW,2301,002,,31,6,7,16,10,3,6,2,3,,,2,12,1,,1,"Polze, Matthew M",,,,,,mmp062000,matthew polze,Business and Public Law 
BLAW,2301,003,,29,5,7,12,5,4,5,,3,,,,19,,,1,"Polze, Matthew M",,,,,,mmp062000,matthew polze,Business and Public Law 
BLAW,2301,004,,14,7,4,7,9,4,4,3,,2,,3,17,11,,3,"Betanzos, Christina L","Garcia, Gerardo E",,,,,clb120030,christina betanzos,Business and Public Law 
BLAW,2301,005,,17,13,5,6,7,2,3,2,,3,,7,20,4,,1,"Betanzos, Christina L","Garcia, Gerardo E",,,,,clb120030,christina betanzos,Business and Public Law 
BLAW,2301,006,,16,11,5,9,11,2,5,4,,4,,4,16,2,,1,"Betanzos, Christina L",,,,,,clb120030,christina betanzos,Business and Public Law 
BLAW,2301,501,4,5,9,9,9,9,6,7,1,,5,,2,15,6,,2,"Betanzos, Christina L","Garcia, Gerardo E",,,,,clb120030,christina betanzos,Business and Public Law 
BLAW,2301,HO2,,9,8,2,,1,1,,1,,,,,9,,,1,"Polze, Matthew M",,,,,,mmp062000,matthew polze,Business and Public Law 
BLAW,2301,HON,,10,9,2,3,2,,,,,,,,6,,,0,"Polze, Matthew M",,,,,,mmp062000,matthew polze,Business and Public Law 
BLAW,3301,501,10,12,7,6,3,,1,1,,,1,,1,1,1,,1,"Green, Rhonda",,,,,,rxg180032,rhonda green,Employment Law 
BLAW,4301,001,20,13,2,,,,,,,,,,,,,,2,"Molina, Stephen","Wendel, Alexa P",,,,,sxm163630,stephen molina,International Law 
BMEN,1100,101,2,3,,2,4,1,,1,1,,,,1,,,,0,"Myers, Kathleen","Skandan, Spandana","Dsouza, Tania M",,,,kxm156530,kathleen myers,Introduction to Bioengineering I 
BMEN,1100,102,1,1,3,,2,,,,,,,,4,1,,,0,"Myers, Kathleen",,,,,,kxm156530,kathleen myers,Introduction to Bioengineering I 
BMEN,1100,103,3,6,2,2,,,,,1,,,,1,1,,,3,"Myers, Kathleen","Skandan, Spandana","Dsouza, Tania M",,,,kxm156530,kathleen myers,Introduction to Bioengineering I 
BMEN,1100,104,4,3,2,,1,2,,,,1,,,1,1,,,1,"Myers, Kathleen","Skandan, Spandana","Dsouza, Tania M",,,,kxm156530,kathleen myers,Introduction to Bioengineering I 
BMEN,1100,105,6,3,3,2,1,,,1,,,,,,1,1,,1,"Porter, Benjamin A","Skandan, Spandana","Dsouza, Tania M",,,,bap061000,benjamin porter,Introduction to Bioengineering I 
BMEN,1100,106,2,9,1,4,,,,,,,,,,1,,,2,"Porter, Benjamin A","Dsouza, Tania M","Skandan, Spandana",,,,bap061000,benjamin porter,Introduction to Bioengineering I 
BMEN,1100,107,2,3,4,2,2,,2,1,1,,,,,,1,,1,"Porter, Benjamin A","Skandan, Spandana","Dsouza, Tania M",,,,bap061000,benjamin porter,Introduction to Bioengineering I 
BMEN,1100,108,2,6,,2,3,2,,,1,,,,1,,1,,1,"Porter, Benjamin A","Dsouza, Tania M","Skandan, Spandana",,,,bap061000,benjamin porter,Introduction to Bioengineering I 
BMEN,1208,001,4,6,8,,4,1,1,,,,,,,,,,0,"Ardestani Khoubrouy, Soudeh","Dolui, Swapnil",,,,,sxa074200,soudeh khoubrouy,Introduction to Bioengineering II 
BMEN,1208,002,2,4,,2,3,,,,1,,,,1,,,,6,"Ardestani Khoubrouy, Soudeh","Dolui, Swapnil",,,,,sxa074200,soudeh khoubrouy,Introduction to Bioengineering II 
BMEN,2320,001,4,10,3,4,2,3,1,2,1,,1,,1,7,4,,10,"Meyer, Clark A","Ferruzzi, Jacopo","Garcia, Diana",,,,cam140130,clark meyer,Statics 
BMEN,2320,002,3,4,2,2,5,,,2,,,2,,4,5,10,,13,"Ferruzzi, Jacopo","Meyer, Clark A","Garcia, Diana",,,,jxf200008,jacopo ferruzzi,Statics 
BMEN,3120,101,8,4,1,2,1,,,,,,,,,,,,0,"Ali, Tariq M","Kian Pour, Bahareh",,,,,tma051000,tariq ali,Biomedical Circuits and Instrumentation Laboratory 
BMEN,3120,102,1,4,3,4,1,3,,,,,,,1,1,1,,0,"Ali, Tariq M","Amarneh, Bushra B",,,,,tma051000,tariq ali,Biomedical Circuits and Instrumentation Laboratory 
BMEN,3120,103,2,2,,,1,4,,,,,,,,1,,,1,"Ali, Tariq M",,,,,,tma051000,tariq ali,Biomedical Circuits and Instrumentation Laboratory 
BMEN,3120,104,4,1,,4,,1,2,,,,,,2,1,,,0,"Ali, Tariq M",,,,,,tma051000,tariq ali,Biomedical Circuits and Instrumentation Laboratory 
BMEN,3120,105,1,9,2,2,,,2,,,,,,,,1,,0,"Ali, Tariq M",,,,,,tma051000,tariq ali,Biomedical Circuits and Instrumentation Laboratory 
BMEN,3130,101,9,4,2,2,1,3,1,,,,,,,,,,1,"Porter, Benjamin A","Ramirez, Lucero",,,,,bap061000,benjamin porter,Engineering Physiology Laboratory 
BMEN,3130,102,4,1,3,4,,,1,,,,,,2,,,,0,"Porter, Benjamin A","Ramirez, Lucero",,,,,bap061000,benjamin porter,Engineering Physiology Laboratory 
BMEN,3150,101,2,4,4,2,1,1,,1,,,,,1,1,,,3,"Winter, Patrick M","Amarneh, Bushra B",,,,,pxw151030,patrick winter,Biomedical Engineering Laboratory 
BMEN,3315,001,,6,,,3,,1,4,,,1,,,5,1,,0,"Schmidtke, David W","Alexander, Ritzia V",,,,,dws140430,david schmidtke,Thermodynamics and Physical Chemistry in Biomedical Engineering 
BMEN,3315,501,3,17,5,3,13,1,,1,1,,,,1,3,,,1,"Cogan, Stuart","Alexander, Ritzia V",,,,,sxc149830,stuart cogan,Thermodynamics and Physical Chemistry in Biomedical Engineering 
BMEN,3320,001,1,,3,,5,2,,1,5,1,1,2,3,5,4,,1,"Winter, Patrick M","Kashef, Sina",,,,,pxw151030,patrick winter,Electrical and Electronic Circuits in Biomedical Engineering 
BMEN,3320,002,3,5,9,3,5,4,1,1,,,,,,12,5,,1,"Winter, Patrick M","Kashef, Sina",,,,,pxw151030,patrick winter,Electrical and Electronic Circuits in Biomedical Engineering 
BMEN,3325,001,10,7,3,1,2,,,,,,,,,,,,0,"Meyer, Clark A",,,,,,cam140130,clark meyer,Advanced Computational Tools for Biomedical Engineering 
BMEN,3325,501,4,5,3,2,,,,,,,,,,,,,0,"Meyer, Clark A",,,,,,cam140130,clark meyer,Advanced Computational Tools for Biomedical Engineering 
BMEN,3330,001,5,10,4,8,7,3,2,1,2,,1,,,1,2,,2,"Sirsi, Shashank R","Ramirez, Lucero",,,,,srs151630,shashank sirsi,Engineering Physiology of the Human Body 
BMEN,3350,001,4,,4,6,3,2,,,,,,,3,2,,,2,"Ali, Tariq M","Kian Pour, Bahareh",,,,,tma051000,tariq ali,Biomedical Component and System Design 
BMEN,3380,001,2,5,9,4,6,5,3,1,,,,2,1,6,,,1,"Winter, Patrick M","Chokhachian, Sepideh",,,,,pxw151030,patrick winter,Medical Imaging Systems and Methods 
BMEN,3399,001,8,11,2,11,4,4,3,,,2,,,2,12,5,,4,"Varner, Victor","Chakraborty, Somdutta",,,,,vxv162230,victor varner,Introductory Biomechanics 
BMEN,3402,001,17,13,5,2,6,3,1,1,8,1,,1,,6,2,,2,"Ardestani Khoubrouy, Soudeh","Dolui, Swapnil",,,,,sxa074200,soudeh khoubrouy,Signals and Systems for Biomedical Engineering 
BMEN,4110,101,2,4,,2,3,1,,,1,,,,1,,1,,0,"Ardestani Khoubrouy, Soudeh","Zobayed, Irfan",,,,,sxa074200,soudeh khoubrouy,Biomedical Feedback Systems Laboratory 
BMEN,4110,102,5,1,1,,,,1,,1,,1,1,1,1,,,1,"Ardestani Khoubrouy, Soudeh","Zobayed, Irfan",,,,,sxa074200,soudeh khoubrouy,Biomedical Feedback Systems Laboratory 
BMEN,4110,103,3,3,2,3,4,1,,,,,,1,,2,,,3,"Ding, Yichen","Zobayed, Irfan",,,,,yxd200010,yichen ding,Biomedical Feedback Systems Laboratory 
BMEN,4110,104,2,3,2,2,5,1,2,,,,,,2,2,1,,0,"Ding, Yichen","Zobayed, Irfan",,,,,yxd200010,yichen ding,Biomedical Feedback Systems Laboratory 
BMEN,4310,001,,23,21,14,8,1,,1,1,,,,3,,,,2,"Bleris, Leonidas","Kang, Taek",,,,,lxb092000,leonidas bleris,Feedback Systems in Biomedical Engineering 
BMEN,4355,001,3,5,2,,1,,,1,,,,,,,,,0,"Meyer, Clark A",,,,,,cam140130,clark meyer,Finite Element Analysis in Biomedical Engineering 
BMEN,4360,001,,19,9,10,8,5,,2,,,1,,,,,,0,"Obaid, Girgis","Pathour, Teja R",,,,,gxo190002,girgis obaid,Biomaterials and Medical Devices 
BMEN,4370,001,5,4,3,1,1,1,1,2,,,,,,,,,0,"Fei, Baowei","Chokhachian, Sepideh",,,,,bxf180002,,Biomedical Image Processing 
BMEN,4388,001,1,12,10,2,2,,,,,,,,,5,,,0,"Polk, Todd W","Subramanian, Divya",,,,,twp017000,todd polk,Senior Design Project I 
BMEN,4388,002,,16,8,5,2,1,,,,,,,,1,,,0,"Polk, Todd W","Subramanian, Divya",,,,,twp017000,todd polk,Senior Design Project I 
BMEN,4388,003,,1,7,1,,,,,,,,,,2,,,0,"Polk, Todd W","Subramanian, Divya",,,,,twp017000,todd polk,Senior Design Project I 
BMEN,4389,001,1,12,9,5,5,1,1,1,,,,,,2,,,0,"Polk, Todd W","Subramanian, Divya",,,,,twp017000,todd polk,Senior Design Project II 
BMEN,4V95,001,15,14,,,3,1,,,,,,,,,,,0,"Jones, Caroline",,,,,,cxj200007,caroline jones,Undergraduate Topics in Biomedical Engineering 
BMEN,6330,501,,20,1,1,,,1,,,,,,,,,,0,"Porter, Benjamin A",,,,,,bap061000,benjamin porter,Introduction to Medical Device Development 
BMEN,6355,001,,22,13,1,1,,,,,,,,,,,1,0,"Prasad, Shalini",,,,,,sxp118230,shalini prasad,Nanotechnology and Sensors 
BMEN,6365,001,,15,,,4,,,,,,,,1,,,1,1,"Hoyt, Kenneth L",,,,,,klh150530,kenneth hoyt,Biomedical Image Processing 
BMEN,6372,001,,15,,,1,,,,,,,,,,,,1,"Spong, Mark W","Chavez, Maegan L",,,,,mws081000,mark spong,Engineering Systems  Modeling and Simulation 
BMEN,6373,001,,5,5,1,,,,1,,,,,,,,,1,"Bian, Fang",,,,,,fxb180003,,Physiology and Immunology for Engineers 
BMEN,6374,001,,2,1,2,4,,,,,,,,,,,,3,"Levene, Stephen",,,,,,sdlevene,stephen levene,Genes  Proteins and Cell Biology for Engineers 
BMEN,6378,001,,9,3,,1,,,,,,,,,,,,0,"Hayenga, Heather N",,,,,,hnh130330,heather hayenga,Mechanobiology for Engineers 
BMEN,6394,001,,2,1,1,2,1,,,,,,,2,,,2,0,"Winter, Patrick M",,,,,,pxw151030,patrick winter,Medical Imaging Techniques and Image Processing 
BMEN,6395,001,,8,,,1,,,,,,,,,,,,1,"Hays, Seth A",,,,,,sxh129730,seth hays,Advanced Topics in Neuroscience for Engineers 
BMEN,7188,001,,15,4,,1,,,1,,,,,,,,1,0,"Prasad, Shalini","Willis, Betsy",,,,,sxp118230,shalini prasad,Advanced Seminars in Biomedical Engineering 
BMEN,7340,001,,9,1,3,3,1,,1,,,,,,,,,2,"Bian, Fang",,,,,,fxb180003,,Experimental Methods and Statistical Analysis 
BMEN,8188,001,,5,7,5,1,,,,,,,,,,,,0,"Prasad, Shalini","Willis, Betsy",,,,,sxp118230,shalini prasad,Advanced Seminars in Biomedical Engineering III 
BPS,4305,001,1,3,3,1,5,2,2,3,3,1,1,,1,2,,,1,"Chasteen, Larry H","Balaji, Pavithra",,,,,chasteen,larry chasteen,Strategic Management 
BPS,4305,002,,5,1,,7,3,1,3,2,1,,,,,,,0,"Chasteen, Larry H","Balaji, Pavithra",,,,,chasteen,larry chasteen,Strategic Management 
BPS,4305,004,31,7,6,2,1,2,,1,1,,,1,2,3,,,1,"Carraher, Shawn M",,,,,,smc130730,shawn carraher,Strategic Management 
BPS,4305,005,32,9,2,2,1,2,,1,,,2,1,1,1,1,,2,"Carraher, Shawn M",,,,,,smc130730,shawn carraher,Strategic Management 
BPS,4305,006,5,9,11,6,2,7,1,1,2,,,,,1,,,0,"Kim, Dong Shin",,,,,,dxk152130,dong kim,Strategic Management 
BPS,4305,007,4,12,13,4,2,2,1,,,,,,,1,,,0,"Xia, Jun","Shen, Jia",,,,,jxx132030,jun xia,Strategic Management 
BPS,4305,0W1,1,3,3,6,8,4,4,3,1,1,,,1,,,,1,"Chasteen, Larry H","Balaji, Pavithra",,,,,chasteen,larry chasteen,Strategic Management 
BPS,4395,001,,13,6,,,,,,,,,,,,,,0,"Henderson, Tom",,,,,,txh093000,tom henderson,Capstone Senior Project - Business 
BPS,6254,XS1,,10,1,6,9,,,,,,,,,,,7,0,"Strickland, Warren",,,,,,,warren strickland,
BPS,6256,XS1,,4,13,4,4,3,,,,,,,,,,5,0,"Solomon, Lawrence N",,,,,,,lawrence solomon,
BPS,6310,0W1,,22,9,9,8,,1,,,,,,1,,,4,1,"Chasteen, Larry H","Balaji, Pavithra",,,,,chasteen,larry chasteen,Strategic Management 
BPS,6310,MBC,,24,,,12,,,,,,,,1,,,12,0,"Dess, Gregory","Liu, Yu",,,,,ggd021000,gregory dess,
BPS,6310,PS1,,8,3,6,6,1,1,,,,,,,,,2,0,"Chasteen, Larry H",,,,,,chasteen,larry chasteen,
BPS,6310,XS1,,13,4,,11,,,,,,,,,,,5,0,"Peng, Mike","Kathuria, Nishant",,,,,mxp059000,mike peng,
BUAN,6312,001,,7,5,7,7,2,1,,,,,,1,,,9,1,"Blueshtein, Moran","Hamzeh, Alireza",,,,,mxb135230,moran blueshtein,Applied Econometrics and Time Series Analysis 
BUAN,6312,002,,27,10,8,2,,,,,,,,,,,13,0,"Zentner, Alejandro","Zhao, Yabo",,,,,axz051000,alejandro zentner,Applied Econometrics and Time Series Analysis 
BUAN,6312,003,,3,2,3,1,,1,,,,,,,,,10,0,"Blueshtein, Moran","Hamzeh, Alireza",,,,,mxb135230,moran blueshtein,Applied Econometrics and Time Series Analysis 
BUAN,6312,0W1,,3,3,4,,,,,,,,,1,,,1,0,"Blueshtein, Moran","Hamzeh, Alireza",,,,,mxb135230,moran blueshtein,Applied Econometrics and Time Series Analysis 
BUAN,6312,501,,32,15,3,2,,,,,,,,,,,3,0,"Zentner, Alejandro","Zhao, Yabo",,,,,axz051000,alejandro zentner,Applied Econometrics and Time Series Analysis 
BUAN,6320,001,,46,5,3,3,,,,,,,,,,,2,1,"Narayan, Ravishankar L","Kapoor, Ishita",,,,,rln130030,ravishankar narayan,Database Foundations for Business Analytics 
BUAN,6320,003,,7,5,5,1,,,,,,,,,,,6,0,"Cavusoglu, Huseyin","Jethwani, Pallavi",,,,,huseyin,huseyin cavusoglu,Database Foundations for Business Analytics 
BUAN,6320,0W2,,22,7,6,8,,,,,,,,1,,,6,0,"Ryu, Young","Jain, Shinny",,,,,ryoung,young ryu,Database Foundations for Business Analytics 
BUAN,6320,501,,30,3,3,,,,,,,,,,,,,0,"Narayan, Ravishankar L","Kapoor, Ishita",,,,,rln130030,ravishankar narayan,Database Foundations for Business Analytics 
BUAN,6320,SW1,,30,7,3,,,,,,,,,,,,,3,"Narayan, Ravishankar L","Kapoor, Ishita",,,,,rln130030,ravishankar narayan,
BUAN,6335,501,,25,6,5,1,,,,,,,,,,,2,0,"Narayan, Ravishankar L","Kapoor, Ishita",,,,,rln130030,ravishankar narayan,Organizing for Business Analytics Platforms 
BUAN,6337,001,,12,14,5,2,,,,,,,,,,,21,0,"Kim, Tongil","Alavi, Seyyedeh Soogand","Lim, Taewook",,,,txk200012,,Predictive Analytics Using SAS 
BUAN,6337,002,,11,18,10,3,3,,,,,,,,,,2,0,"Kim, Tongil","Alavi, Seyyedeh Soogand","Lim, Taewook",,,,txk200012,,Predictive Analytics Using SAS 
BUAN,6337,0W1,,17,11,4,2,,,,,,,,,,,3,1,"Subramanian, Upender","Alavi, Seyyedeh Soogand",,,,,uxs092000,upender subramanian,Predictive Analytics Using SAS 
BUAN,6337,SS1,,4,4,2,3,,,,,,,,,,,6,1,"Murthi, B P",,,,,,murthi,b murthi,
BUAN,6340,003,,19,7,5,2,,,,,,,,,,,3,0,"Zhang, Yingjie","Bhatt, Jairaj",,,,,yxz180067,yingjie zhang,Programming for Data Science 
BUAN,6340,502,,13,10,7,4,,,,,,,,,,,1,1,"Zhang, Yingjie","Bhatt, Jairaj",,,,,yxz180067,yingjie zhang,Programming for Data Science 
BUAN,6341,001,,17,9,6,,,,,,,,,,,,1,0,"Sohaee, Nassim","Ravishankar, Aadith Narayan",,,,,nxs045000,nassim sohaee,Applied Machine Learning 
BUAN,6341,002,,15,13,8,1,,,,,,,,,,,6,0,"Sohaee, Nassim","Ravishankar, Aadith Narayan",,,,,nxs045000,nassim sohaee,Applied Machine Learning 
BUAN,6341,0W1,,6,11,10,3,2,,,,,,,,,,3,0,"Sohaee, Nassim","Ravishankar, Aadith Narayan",,,,,nxs045000,nassim sohaee,Applied Machine Learning 
BUAN,6341,501,,5,6,4,,,,,,,,,,,,2,1,"Sabir, Muhammad F","Sharma, Ishan",,,,,mfs170430,muhammad sabir,Applied Machine Learning 
BUAN,6341,SS1,,3,1,3,1,,,,,,,,,,,2,0,"Singh, Harpreet","Jain, Shinny",,,,,hxs104000,harpreet singh,
BUAN,6342,001,,13,9,12,2,1,,,,,,,,,,16,0,"Singh, Harpreet","Jain, Shinny",,,,,hxs104000,harpreet singh,Applied Natural Language Processing 
BUAN,6346,001,,2,7,1,1,,,,,,,,,,,4,0,"Bradbury, Judd D","Jethwani, Pallavi","Rathore, Khushboo",,,,jdb101000,judd bradbury,Big Data 
BUAN,6346,002,,30,,,,,,,,,,,,,,,0,"Elkhodari, Gasan","Sharma, Ishan",,,,,gxe051000,gasan elkhodari,Big Data 
BUAN,6346,0W1,,22,3,2,2,,,,,,,,,,,1,1,"Perez, Jerry","Kulkarni, Aniket S",,,,,jxp180019,jerry perez,Big Data 
BUAN,6346,501,,33,,,,,,,,,,,,,,,0,"Elkhodari, Gasan","Sharma, Ishan",,,,,gxe051000,gasan elkhodari,Big Data 
BUAN,6347,501,,30,1,,,,,,,,,,,,,,0,"Perez, Jerry","Kulkarni, Aniket S",,,,,jxp180019,jerry perez,Advanced Big Data Analytics 
BUAN,6356,001,,21,6,2,,,,,,,,,,,,1,0,"Zhang, Zhe","Thakare, Anvay",,,,,zxz145430,,Business Analytics With R 
BUAN,6356,002,,4,7,7,2,,,,,,,,1,,,8,0,"Chatterjee, Sourav","Daniyal, Muhammad",,,,,sxc180075,sourav chatterjee,Business Analytics With R 
BUAN,6356,003,,8,9,2,2,,,,,,,,,,,,0,"Zhang, Zhe","Thakare, Anvay",,,,,zxz145430,,Business Analytics With R 
BUAN,6356,501,,2,7,3,3,,,,,,,,1,,,3,1,"Parker, Jason A","Kumar, Himanshu",,,,,jap090020,jason parker,Business Analytics With R 
BUAN,6356,502,,,7,5,2,,,,,,,,1,,,5,0,"Chatterjee, Sourav","Daniyal, Muhammad",,,,,sxc180075,sourav chatterjee,Business Analytics With R 
BUAN,6356,SS1,,2,6,3,3,,,,,,,,,,,2,1,"Parker, Jason A","Kumar, Himanshu",,,,,jap090020,jason parker,
BUAN,6356,SW1,,2,4,1,3,1,,1,,,,,,,,6,1,"Parker, Jason A","Kumar, Himanshu",,,,,jap090020,jason parker,
BUAN,6357,001,,25,5,,,,,,,,,,,,,1,1,"Johnston, Walter L",,,,,,wlj031000,walter johnston,Advanced Business Analytics with R 
BUAN,6357,002,,3,6,1,3,1,,,,,,,,,,2,1,"Chatterjee, Sourav","Daniyal, Muhammad",,,,,sxc180075,sourav chatterjee,Advanced Business Analytics with R 
BUAN,6357,003,,4,4,3,,1,,,,,,,,,,2,1,"Chatterjee, Sourav","Daniyal, Muhammad",,,,,sxc180075,sourav chatterjee,Advanced Business Analytics with R 
BUAN,6359,002,,6,4,2,2,,1,,,,,,,,,13,4,"Ramezani, Rasoul","Rasulov, Toghrul",,,,,rxr145930,rasoul ramezani,Advanced Statistics for Data Science 
BUAN,6359,502,,10,6,5,2,2,,,,,,,1,,,8,1,"Brussolo, Monica E","Vu, Duc D",,,,,meb049000,monica brussolo,Advanced Statistics for Data Science 
BUAN,6359,503,,6,3,2,1,3,2,,,,,,,,,12,0,"Ramezani, Rasoul","Rasulov, Toghrul",,,,,rxr145930,rasoul ramezani,Advanced Statistics for Data Science 
BUAN,6392,001,,9,16,5,1,,,,,,,,,,,12,0,"Mehra, Amit","Kadam, Shraddha Hemant",,,,,axm078200,amit mehra,Causal Analytics and A B Testing 
BUAN,6398,002,,5,2,2,,1,,2,,,,,,,,1,1,"Ramezani, Rasoul","Rasulov, Toghrul",,,,,rxr145930,rasoul ramezani,Prescriptive Analytics 
BUAN,6398,003,,29,,1,6,,,,,,,,,,,14,0,"Alimirzaei, Athena","Armaghan, Milad",,,,,axa134231,athena alimirzaei,Prescriptive Analytics 
BUAN,6398,0W1,,13,3,7,5,,,,,,,,1,,,3,2,"Sethi, Awanti","Kuppagoundanpalayam Nallasivam, Vikram",,,,,asethi,awanti sethi,Prescriptive Analytics 
BUAN,6398,501,,27,4,4,2,1,,,,,,,,,,14,0,"Alimirzaei, Athena","Armaghan, Milad",,,,,axa134231,athena alimirzaei,Prescriptive Analytics 
BUAN,6V99,001,,12,1,3,,3,,,,,,,,,,8,0,"Singh, Harpreet","Jain, Shinny",,,,,hxs104000,harpreet singh,Special Topics in Business Analytics 
CE,1100,001,,2,3,2,4,1,,,,,,1,5,,,,0,"Florence, James M","Pawaskar, Vaibhav Uttam","Goswami, Pingakshya","Xiong, Jiu","Luo, Ziyang",,jmf130530,james florence,Introduction to Electrical and Computer Engineering 
CE,1100,002,,4,,1,,,,1,,1,1,,4,,,,3,"Florence, James M","Goswami, Pingakshya","Pawaskar, Vaibhav Uttam","Xiong, Jiu","Luo, Ziyang",,jmf130530,james florence,Introduction to Electrical and Computer Engineering 
CE,1100,003,,12,9,,3,,1,,,,,,1,,,,2,"Florence, James M","Pawaskar, Vaibhav Uttam","Goswami, Pingakshya","Xiong, Jiu","Luo, Ziyang",,jmf130530,james florence,Introduction to Electrical and Computer Engineering 
CE,1202,001,2,5,3,3,5,1,2,5,3,,2,,9,7,1,,5,"Cogan, Diana L",,,,,,dcc095020,diana cogan,Introduction to Electrical Engineering II 
CE,2305,003,1,3,1,1,,,,,,,,,,4,,,1,"Willson, James K",,,,,,jkw053000,james willson,Discrete Mathematics for Computing I 
CE,2305,004,,4,3,3,1,2,,,,,,1,,,,,0,"Erbatur, Serdar",,,,,,sxe190003,serdar erbatur,Discrete Mathematics for Computing I 
CE,2305,501,,,2,,3,2,,1,,,,1,,1,1,,2,"Willson, James K",,,,,,jkw053000,james willson,Discrete Mathematics for Computing I 
CE,2305,503,1,12,2,1,3,,,,,,,,,,,,0,"Farage, Timothy P",,,,,,tfarage,timothy farage,Discrete Mathematics for Computing I 
CE,2310,302,,1,1,,,1,1,1,1,,,,1,2,2,,2,"Cogan, Diana L","Wang, Yifan","Pawaskar, Vaibhav Uttam","Munia, Munawara Saiyara","Gao, Tianning","Zeng, Xiaoming",dcc095020,diana cogan,Introduction to Digital Systems 
CE,2310,304,1,1,2,5,,1,,,,,,,1,2,1,,1,"Cogan, Diana L","Wang, Yifan","Pawaskar, Vaibhav Uttam","Munia, Munawara Saiyara","Gao, Tianning","Zeng, Xiaoming",dcc095020,diana cogan,Introduction to Digital Systems 
CE,2310,305,,,4,1,1,2,,,2,,2,,1,1,1,,1,"Cogan, Diana L","Wang, Yifan","Pawaskar, Vaibhav Uttam","Munia, Munawara Saiyara","Gao, Tianning","Zeng, Xiaoming",dcc095020,diana cogan,Introduction to Digital Systems 
CE,2336,001,2,1,1,,,1,1,1,,1,,,,2,,,0,"Feng, Ranran",,,,,,rxf090020,ranran feng,Computer Science II 
CE,2336,501,1,3,1,2,1,,,,,,,,,,,,2,"Khan, Ziaullah",,,,,,kkhan,ziaullah khan,Computer Science II 
CE,2336,504,,5,,,3,1,,1,,,1,,,,,,0,"Cole, John",,,,,,jxc064000,john cole,Computer Science II 
CE,3161,051,3,4,3,,,,,1,,,,,,,,,0,"Mezenner, Rabah",,,,,,rxm129730,rabah mezenner,Social Issues and Ethics in Engineering 
CE,3201,001,3,13,4,2,1,,,,,,3,,,1,2,,3,"Nikoubin, Tooraj","Steele, Alec M","Sheikhlari, Sepehr","Meng, Xingyu","Taherkhani, Nima",,txn190011,tooraj nikoubin,Electrical and Computer Engineering Fundamentals-I Laboratory 
CE,3201,002,3,12,3,3,3,,,1,,,1,,,,,,1,"Nikoubin, Tooraj","Steele, Alec M","Sheikhlari, Sepehr","Meng, Xingyu","Taherkhani, Nima",,txn190011,tooraj nikoubin,Electrical and Computer Engineering Fundamentals-I Laboratory 
CE,3301,002,,2,,1,,3,2,,,,,,1,3,3,,0,"Fahimi, Babak","Farhadi, Masoud",,,,,bxf102000,babak fahimi,Electrical Network Analysis 
