Subject,Catalog Nbr,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,CR,NC,P,W,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6,instructor_id,instructor_name_normalized,title
ACCT,2301,001,8,5,6,7,7,3,5,1,1,2,,,2,6,3,,3,"Tatiparti, Venu Madhav",,,,,,vxt161930,,Introductory Financial Accounting 
ACCT,2301,002,4,12,6,11,6,2,4,3,,,,,,6,2,,2,"Sandhu, Gurvinder",,,,,,gxs162530,gurvinder sandhu,Introductory Financial Accounting 
ACCT,2301,003,3,5,11,5,5,4,2,1,3,1,,,2,6,5,,6,"Song, Dongye",,,,,,dxs153330,dongye song,Introductory Financial Accounting 
ACCT,2301,004,1,9,4,8,10,7,,2,1,1,1,,1,11,2,,2,"Gencer, Nur Pinar",,,,,,png160030,nur pinar gencer,Introductory Financial Accounting 
ACCT,2301,005,5,8,6,11,3,7,2,1,2,,,,,13,3,,1,"Files, Rebecca L","Burnette, Naomi R",,,,,rlf092000,rebecca files,Introductory Financial Accounting 
ACCT,2301,006,3,11,8,11,4,2,,,,,,,2,14,1,,7,"Files, Rebecca L","Burnette, Naomi R",,,,,rlf092000,rebecca files,Introductory Financial Accounting 
ACCT,2301,007,2,8,11,7,8,6,3,3,,1,1,,,12,1,,2,"Li, Meng","Benny, Keerthy",,,,,mxl120531,meng li,Introductory Financial Accounting 
ACCT,2301,009,6,6,4,3,12,5,2,2,3,2,2,5,2,7,,,4,"Zhou, Yibin","Chaturvedi, Sneha",,,,,yxz066000,yibin zhou,Introductory Financial Accounting 
ACCT,2301,010,2,11,10,10,5,7,3,5,1,,,,2,7,2,,0,"Li, Meng","Benny, Keerthy",,,,,mxl120531,meng li,Introductory Financial Accounting 
ACCT,2301,011,,9,11,7,10,4,2,4,2,2,,,,12,,,2,"Li, Meng","Benny, Keerthy",,,,,mxl120531,meng li,Introductory Financial Accounting 
ACCT,2301,501,,13,,5,5,1,4,2,1,2,1,,5,8,,,10,"Nathan, Brad",,,,,,bcn140130,brad nathan,Introductory Financial Accounting 
ACCT,2301,HON,22,9,8,6,5,1,,,1,,,,,5,,,0,"Files, Rebecca L","Burnette, Naomi R",,,,,rlf092000,rebecca files,Introductory Financial Accounting 
ACCT,2302,001,3,5,7,7,10,,2,3,3,,6,,1,7,3,,3,"Zolton, Kathy","Frendo, Derek J",,,,,kxz121730,kathy zolton,Introductory Management Accounting 
ACCT,2302,002,6,6,7,5,6,,1,3,1,,4,,2,9,2,,6,"Zolton, Kathy","Frendo, Derek J",,,,,kxz121730,kathy zolton,Introductory Management Accounting 
ACCT,2302,003,3,15,5,6,4,2,,2,3,,3,1,3,8,2,,2,"Copat, Rafael","Frendo, Derek J",,,,,rxc190027,rafael copat,Introductory Management Accounting 
ACCT,2302,004,3,18,7,7,9,2,2,,,1,,,1,7,,,3,"Barden, John P","Herr-Perez, Noe C",,,,,jpb063000,john barden,Introductory Management Accounting 
ACCT,2302,005,5,9,5,6,6,5,1,2,,1,2,1,,10,2,,4,"Copat, Rafael","Frendo, Derek J",,,,,rxc190027,rafael copat,Introductory Management Accounting 
ACCT,2302,0W1,4,7,15,9,3,2,2,2,1,,,,,1,1,,2,"Janakiraman, Surya","Jeong, Sihyun",,,,,suryaj,surya janakiraman,Introductory Management Accounting 
ACCT,2302,501,1,3,6,3,4,3,1,3,4,,3,,5,3,1,,8,"Hes, Christopher A","Herr-Perez, Noe C",,,,,cah041000,christopher hess,Introductory Management Accounting 
ACCT,3322,001,4,22,3,3,4,,1,3,1,1,1,,,1,1,,4,"Goodrich, Mary Beth W","Burnette, Naomi R","Pham, Michelle D",,,,goodrich,mary beth goodrich,Integrated Accounting Information Systems 
ACCT,3331,001,,26,6,,11,3,,1,,,1,,,9,3,,2,"Zhang, Yuan","Le, My-Duyen T",,,,,yxz122931,yuan zhang,Intermediate Financial Accounting I 
ACCT,3331,002,,12,3,,13,,,4,,,1,,3,12,7,,8,"Zhang, Yuan","Le, My-Duyen T",,,,,yxz122931,yuan zhang,Intermediate Financial Accounting I 
ACCT,3331,003,4,9,3,1,2,4,1,3,,3,,,1,4,3,,25,"Zhou, Yibin","Chaturvedi, Sneha",,,,,yxz066000,yibin zhou,Intermediate Financial Accounting I 
ACCT,3331,501,,8,4,,6,,,7,,,3,,6,17,6,,7,"Zhang, Yuan","Le, My-Duyen T",,,,,yxz122931,yuan zhang,Intermediate Financial Accounting I 
ACCT,3332,001,1,9,2,3,7,1,,2,,1,7,,,6,3,,18,"Bortz, Tiffany A","Chaturvedi, Sneha",,,,,tabortz,tiffany bortz,Intermediate Financial Accounting II 
ACCT,3332,501,1,8,,1,8,3,1,2,,5,6,1,3,5,1,,11,"Bortz, Tiffany A","Chaturvedi, Sneha",,,,,tabortz,tiffany bortz,Intermediate Financial Accounting II 
ACCT,3341,001,2,5,4,7,2,2,1,5,2,,,,1,9,1,,12,"Goodrich, Mary Beth W","Pham, Michelle D",,,,,goodrich,mary beth goodrich,Cost Management Systems 
ACCT,3341,002,1,2,4,1,2,2,1,,1,,,,,4,,,2,"Goodrich, Mary Beth W","Pham, Michelle D",,,,,goodrich,mary beth goodrich,Cost Management Systems 
ACCT,3341,501,,6,6,9,2,2,1,1,,,,,2,2,,,2,"Natarajan, Ramachandran","Pham, Michelle D",,,,,nataraj,ramachandra natarajan,Cost Management Systems 
ACCT,3350,001,2,2,3,7,8,,,2,,,,,,3,,,4,"Solcher, Steven J","Kim, Eun Sean",,,,,sjs107020,steven solcher,Fundamentals of Taxation 
ACCT,3350,002,3,3,6,3,11,5,7,1,,,1,,,3,,,0,"Solcher, Steven J","Kim, Eun Sean",,,,,sjs107020,steven solcher,Fundamentals of Taxation 
ACCT,3350,501,3,6,7,5,3,2,1,,1,,,1,,1,,,0,"Gamino, John P",,,,,,jpg140630,john gamino,Fundamentals of Taxation 
ACCT,4301,501,1,1,,1,3,1,2,,3,1,1,1,,,2,,0,"Hagen, John C","Shah, Dhruv Rakesh",,,,,jch013200,john hagen,Database Systems 
ACCT,4302,PP1,11,3,11,1,1,,,,,,,,,,,,0,"Markov, Stanimir","Holstead, Cameron",,,,,sxm079200,stanimir markov,Accounting Research 
ACCT,4302,PP2,8,2,16,4,1,,,,,,,,,4,,,0,"Markov, Stanimir","Holstead, Cameron",,,,,sxm079200,stanimir markov,Accounting Research 
ACCT,4334,001,,10,,,20,,,9,,,2,,,14,3,,1,"Linsteadt, Chris C","Truong, Timothy T",,,,,ccl019000,chris linsteadt,Auditing 
ACCT,4334,501,,8,,,13,,,9,,,2,,,3,,,0,"Linsteadt, Chris C","Truong, Timothy T",,,,,ccl019000,chris linsteadt,Auditing 
ACCT,4334,PP1,,14,,,14,,,1,,,,,,5,,,0,"Linsteadt, Chris C","Truong, Timothy T",,,,,ccl019000,chris linsteadt,Auditing 
ACCT,4334,PP2,,7,,,11,,,1,,,,,,15,1,,0,"Linsteadt, Chris C","Truong, Timothy T",,,,,ccl019000,chris linsteadt,Auditing 
ACCT,4336,001,3,3,3,4,2,2,,1,,,,,,1,,,0,"Bowen, Richard M","LeVecchio, Anthony J","Kim, Eun Sean",,,,rxb073100,richard bowen,Financial Statement Analysis 
ACCT,4337,501,1,3,2,2,2,2,3,4,1,6,3,1,,1,1,,4,"Ballew, Gregory E","Herr-Perez, Noe C",,,,,geb011100,gregory ballew,Business Valuation 
ACCT,4340,001,14,10,5,5,4,3,1,1,,,1,,1,3,,,3,"Johnson, Jennifer","Garcia, Gerardo E",,,,,jxj091000,jennifer johnson,Survey of Accounting Software 
ACCT,4342,001,4,9,2,7,5,5,3,,2,1,1,,,4,1,,6,"Johnson, Jennifer","Garcia, Gerardo E",,,,,jxj091000,jennifer johnson,Analysis and Design of Accounting Systems 
ACCT,4342,501,2,4,3,5,5,3,4,1,2,2,1,1,,3,,,2,"Johnson, Jennifer","Garcia, Gerardo E",,,,,jxj091000,jennifer johnson,Analysis and Design of Accounting Systems 
ACCT,6193,SW1,,10,,,,,,,,,,,,,,,0,"Solcher, Steven J",,,,,,sjs107020,steven solcher,
ACCT,6202,501,,7,8,11,5,1,,2,,,,,3,,,4,1,"Janakiraman, Surya","Jeong, Sihyun",,,,,suryaj,surya janakiraman,Managerial Accounting 
ACCT,6291,SW1,,9,,,2,,,,,,,,,,,,1,"Zolton, Kathy",,,,,,kxz121730,kathy zolton,
ACCT,6301,0W1,,23,19,5,2,2,,,,,,,,,,1,3,"Ali, Ashiq","He, Jiapeng",,,,,axa042200,ashiq ali,Financial Accounting 
ACCT,6301,501,,12,12,8,5,5,,1,,,,,4,,,15,3,"Ballew, Gregory E","Herr-Perez, Noe C",,,,,geb011100,gregory ballew,Financial Accounting 
ACCT,6301,CH1,,20,3,1,2,,,1,,,,,1,,,,2,"Barden, John P",,,,,,jpb063000,john barden,
ACCT,6301,GW1,,36,2,1,6,,,,,,,,1,,,1,0,"Barden, John P",,,,,,jpb063000,john barden,
ACCT,6301,MBC,,41,3,6,2,2,,,,,,,,,,3,1,"Radhakrishnan, Suresh","He, Jiapeng",,,,,sradhakr,suresh radhakrishnan,
ACCT,6301,MBP,,34,3,3,5,2,,,,,,,,,,3,3,"Radhakrishnan, Suresh","He, Jiapeng",,,,,sradhakr,suresh radhakrishnan,
ACCT,6301,XS1,,15,10,1,1,1,,,,,,,,,,1,0,"Sadka, Gil",,,,,,gxs143630,gil sadka,
ACCT,6305,001,,9,3,9,3,3,,,,,,,1,,,6,1,"Li, Ningzhong","Jeong, Sihyun","Kim, Eun Sean",,,,nxl124130,ningzhong li,Accounting for Managers 
ACCT,6305,501,,8,4,4,3,1,,,,,,,,,,4,1,"Li, Ningzhong","Jeong, Sihyun","Kim, Eun Sean",,,,nxl124130,ningzhong li,Accounting for Managers 
ACCT,6305,502,,16,8,4,,1,1,1,,,,,,,,9,0,"Li, Ningzhong","Jeong, Sihyun","Kim, Eun Sean",,,,nxl124130,ningzhong li,Accounting for Managers 
ACCT,6320,0W1,,2,2,2,1,1,,,,,,,1,,,1,0,"Cavusoglu, Huseyin","Jethwani, Pallavi",,,,,huseyin,huseyin cavusoglu,Database Foundations 
ACCT,6321,SS1,,5,2,2,3,2,,,,,,,,,,,1,"Scott, James A",,,,,,jas076100,james scott,
ACCT,6330,501,,11,,,11,,,1,,,,,5,,,9,4,"Cready, William M","Le, My-Duyen T",,,,,wmc041000,william cready,Intermediate Financial Accounting I 
ACCT,6330,SS1,,4,2,,2,2,1,2,,,,,,,,2,0,"Zhang, Yuan","Le, My-Duyen T",,,,,yxz122931,yuan zhang,
ACCT,6331,501,,7,8,6,6,3,,,,,,,3,,,5,2,"Janakiraman, Surya","Jeong, Sihyun",,,,,suryaj,surya janakiraman,Cost Accounting 
ACCT,6331,SS1,,1,7,3,3,1,,,,,,,,,,,0,"Janakiraman, Surya","Jeong, Sihyun",,,,,suryaj,surya janakiraman,
ACCT,6332,501,,13,,,5,,1,2,,,,,2,,,10,2,"Karnuta, Daniel","Kim, Eun Sean",,,,,dxk173030,daniel karnuta,Intermediate Financial Accounting II 
ACCT,6333,501,,16,,,11,,,1,,,,,2,,,9,5,"Zolton, Kathy",,,,,,kxz121730,kathy zolton,Advanced Financial Reporting 
ACCT,6333,PP1,,22,,,16,,,7,,,,,,,,10,0,"Zolton, Kathy",,,,,,kxz121730,kathy zolton,Advanced Financial Reporting 
ACCT,6333,SS1,,7,,,4,,,,,,,,,,,3,1,"Zolton, Kathy",,,,,,kxz121730,kathy zolton,
ACCT,6334,001,,13,,,12,,,1,,,,,,,,7,2,"Linsteadt, Chris C","Truong, Timothy T",,,,,ccl019000,chris linsteadt,Auditing 
ACCT,6335,003,,18,11,10,11,3,2,,,,,,,,,8,0,"Bortz, Tiffany A","Benny, Keerthy",,,,,tabortz,tiffany bortz,Ethics for Professional Accountants 
ACCT,6335,SS1,,5,1,4,4,,,,,,,,,,,1,0,"Bortz, Tiffany A","Benny, Keerthy",,,,,tabortz,tiffany bortz,
ACCT,6336,001,,9,7,2,3,3,,,,,,,1,,,1,0,"Mauriello, Joseph A","Truong, Timothy T",,,,,jam151430,joseph mauriello,Information Technology Audit and Risk Management 
ACCT,6341,501,,12,1,5,9,1,,,,,,,1,,,,1,"Goodrich, Mary Beth W","Pham, Michelle D",,,,,goodrich,mary beth goodrich,Planning  Control and Performance Evaluation 
ACCT,6344,001,,6,6,5,1,1,,,,,,,,,,10,0,"Bowen, Richard M","LeVecchio, Anthony J","Kim, Eun Sean",,,,rxb073100,richard bowen,Financial Statement Analysis 
ACCT,6344,0W1,,8,9,22,7,1,,,,,,,,,,,0,"Gurun, Umit","Holstead, Cameron",,,,,ugg041000,umit gurun,Financial Statement Analysis 
ACCT,6350,501,,10,12,2,3,,,,,,,,,,,,1,"Solcher, Steven J","Kim, Eun Sean",,,,,sjs107020,steven solcher,Fundamentals of Taxation I 
ACCT,6350,SS1,,12,,1,1,,,,,,,,,,,,0,"Gamino, John P",,,,,,jpg140630,john gamino,
ACCT,6353,501,,5,9,8,2,1,,,,,,,2,,,1,1,"Solcher, Steven J","Kim, Eun Sean",,,,,sjs107020,steven solcher,Fundamentals of Taxation II 
ACCT,6354,501,,8,,2,4,1,2,2,,,,,2,,,8,2,"Pang, Wenjin","Pham, Michelle D",,,,,wxp042000,wenjin pang,Partnership Taxation 
ACCT,6356,501,,25,3,2,1,2,,,,,,,,,,,0,"Gamino, John P",,,,,,jpg140630,john gamino,Tax Research 
ACCT,6365,501,,9,15,26,8,8,6,2,,,,,,,,13,1,"Cheng, Samuel",,,,,,sxc109021,samuel cheng,Governmental and Not-For-Profit Accounting 
ACCT,6365,SS1,,6,3,1,,2,,1,,,,,,,,3,0,"Cheng, Samuel",,,,,,sxc109021,samuel cheng,
ACCT,6373,501,,6,19,10,3,,1,,,,,,,,,,0,"Mauriello, Joseph A","Truong, Timothy T",,,,,jam151430,joseph mauriello,Advanced External Auditing 
ACCT,6374,PPA,,23,11,12,4,1,,,,,,,,,,4,0,"Mauriello, Joseph A","Truong, Timothy T",,,,,jam151430,joseph mauriello,Data Analytics for Accountants and Auditors 
ACCT,6380,501,,5,6,4,5,,,,,,,,,,,5,4,"Mauriello, Joseph A","Truong, Timothy T","Sauer, Ashlyn M",,,,jam151430,joseph mauriello,Internal Audit 
ACCT,6383,501,,31,11,3,1,,,,,,,,1,,,,0,"Kromer, Jeffrey",,,,,,jrk013000,jeffrey kromer,Fraud Examination 
ACCT,6386,001,,15,7,2,8,,,,,,,,1,,,4,1,"Mauriello, Joseph A","Sauer, Ashlyn M",,,,,jam151430,joseph mauriello,Governance  Risk Management and Compliance 
ACCT,6388,501,,21,3,1,,,,,,,,,,,,,0,"Goodrich, Mary Beth W","Pham, Michelle D",,,,,goodrich,mary beth goodrich,Accounting Communications 
ACN,6312,001,,6,1,1,,1,,3,,,,,,,,5,0,"Juhn, Nancy H","Batchalli Maruthy, Gayathri","Austin, Kathryn A",,,,njuhn,nancy juhn,Research Methods in Behavioral and Brain Sciences - Part I 
ACN,6312,003,,4,6,1,6,2,,2,,,,,,,,4,3,"Juhn, Nancy H","Batchalli Maruthy, Gayathri","Austin, Kathryn A",,,,njuhn,nancy juhn,Research Methods in Behavioral and Brain Sciences - Part I 
ACN,6340,001,,15,6,5,,3,1,,,,,,1,,,,3,"Kroener, Sven",,,,,,sxk101000,sven kroener,Cellular Neuroscience 
ACN,6341,0W1,,15,,,,,,,,,,,,,,,1,"Orrick, Erika D",,,,,,edo042000,erika orrick,Human Computer Interactions I 
ACN,6346,001,,34,4,6,,1,,,,,,,1,,,,1,"Thompson, Lucien",,,,,,tres,lucien thompson,Systems Neuroscience 
ACN,6348,501,,18,,2,2,,,,,,,,,,,,1,"Golden, Richard",,,,,,golden,richard golden,Neural Net Mathematics 
ACN,6373,001,,29,,,3,,,,,,,,,,,,1,"Overzet, Kathryn M",,,,,,kmo053000,,Intraoperative Neurophysiological Monitoring 
ACN,6388,001,,2,1,2,3,,,1,,,,,1,,,,1,"Kilgard, Michael",,,,,,kilgard,michael kilgard,MATLAB for Brain Sciences 
ACN,6389,501,,10,1,1,,,,,,,,,,,,,2,"Assmann, Peter",,,,,,assmann,peter assmann,Speech Perception Laboratory 
ACN,6395,001,,18,,,8,,,2,,,,,2,,,1,0,"Wig, Gagandeep S",,,,,,gsw130130,gagan wig,Cognitive Psychology 
ACN,6V81,001,,16,2,1,,,,1,,,,,,,,,0,"Jahangiri, Faisal R",,,,,,frj190000,faisal jahangiri,Special Topics in Applied Cognition and Neuroscience 
ACN,6V81,002,,8,,,15,,,,,,,,,,,4,0,"Sultana, Rukhsana",,,,,,rxs170431,rukhsana sultana,Special Topics in Applied Cognition and Neuroscience 
ACN,7372,001,,17,,,,,,,,,,,,,,,0,"Rodrigue, Karen M",,,,,,kmr082000,karen rodrigue,Seminar in Neuroscience 
ACTS,4304,001,3,8,4,2,3,2,,,,,,,,,,,0,"Humphreys, Natalia A","Bal, Sabindra Singh",,,,,nah103020,natalia humphreys,Short Term Actuarial Mathematics I 
ACTS,4308,001,9,2,6,6,7,5,3,2,5,1,1,1,3,10,4,,10,"Makhijani, Neha","Yang, Haopeng",,,,,nxm165130,neha makhijani,Actuarial Financial Mathematics 
ACTS,6301,501,,2,2,2,3,,,,,,,,,,,,1,"Lu, Wenyi",,,,,,wxl153330,wenyi lu,Theory of Actuarial Models  Life Contingencies I 
ACTS,6304,501,,3,1,2,2,1,,,,,,,,,,,1,"Lu, Wenyi",,,,,,wxl153330,wenyi lu,Construction and Evaluation of Actuarial Models I 
ACTS,6306,501,,4,5,2,1,,,,,,,,,,,,0,"Koshevnik, Yuly",,,,,,yxk055000,yuly koshevnik,Advanced Actuarial Applications 
AHST,1304,001,74,14,4,4,1,3,1,4,1,,,,2,,2,,4,"Alibhai, Ali Asgar H","Anderson, Linda K",,,,,aha180002,ali alibhai,Survey of Western Art History  Renaissance to Modern 
AHST,1304,002,56,18,11,2,4,7,3,,3,,,,3,2,1,,3,"Alibhai, Ali Asgar H","Mei, Kehan",,,,,aha180002,ali alibhai,Survey of Western Art History  Renaissance to Modern 
AHST,2331,001,51,48,22,11,8,2,2,4,1,2,2,,7,3,2,,4,"Rosen, Mark S","Dunbar, Amanda R","Zawng, Ze",,,,mxr088000,mark rosen,Understanding Art 
AHST,2331,HN1,17,7,,,,,,,,,,,,,,,1,"Hofland, Amy",,,,,,axh190029,amy hofland,Understanding Art 
AHST,3320,001,28,6,5,3,,1,,,,,,,3,,,,3,"Alibhai, Ali Asgar H",,,,,,aha180002,ali alibhai,Art in Historical Context 
AHST,4342,001,3,9,7,7,3,2,1,3,2,1,1,,1,,,,5,"Thomas, Michael L",,,,,,mxt190021,,Topics in Art History 
AMS,2341,001,,11,18,11,8,1,,,,,2,,,11,1,,1,"Naqvi, Syed K",,,,,,skn180000,syed naqvi,American Studies for the Twenty-First Century 
AMS,2341,HN1,,14,5,1,1,1,,,,,,,1,1,,,1,"Smith, Erin",,,,,,erins,erin smith,American Studies for the Twenty-First Century 
AMS,2390,002,,4,3,2,2,1,,1,,,1,,,1,,,1,"Naqvi, Syed K",,,,,,skn180000,syed naqvi,Topics in American Studies 
AMS,3316,0W1,22,13,6,,2,1,,,,,1,,2,,,,2,"Winstead, Elizabeth L",,,,,,lwm061000,elizabeth winstead,Interpersonal Communication 
AMS,4300,5H1,,6,1,2,2,,1,,1,,,,,,,,1,"Ross, Alyssa N",,,,,,anr161130,alyssa ross,Oral and Written Communication for the Classroom 
AMS,4305,5H1,2,5,2,1,3,1,,,,,,,,,,,1,"Cotton, Scott C",,,,,,sxc024200,scott cotton,World History for Teachers 
AMS,4327,0W1,24,11,1,1,2,2,,1,,,,,2,1,,,3,"Winstead, Elizabeth L",,,,,,lwm061000,elizabeth winstead,The Culture of Bullying in America 
AMS,4379,001,5,2,1,,,1,,,1,,,,,,,,0,"Hudson, Jennifer M",,,,,,jxh100220,jennifer hudson,Special Topics in American Studies 
ARAB,1311,001,7,11,,2,,,,,,,,,,,,,0,"Anjum, Zafar",,,,,,zxa110730,zafar anjum,Beginning Arabic I 
ARAB,1312,001,5,2,,,1,,,2,,,,,,,,,0,"Anjum, Zafar",,,,,,zxa110730,zafar anjum,Beginning Arabic II 
ARHM,1100,001,6,11,2,4,3,4,,1,1,1,,,1,1,1,,6,"Gray, Megan L",,,,,,mlg105020,megan gray,First Year Seminar 
ARHM,3342,001,,3,5,4,5,1,,,,,,,1,,,,2,"Wickberg, Daniel",,,,,,wickberg,daniel wickberg,Advanced Interdisciplinary Studies in the Arts and Humanities 
ARHM,3342,501,3,10,3,4,3,2,,1,,,,,,,,,1,"Hill, Kimberly D",,,,,,kdh140430,kimberly hill,Advanced Interdisciplinary Studies in the Arts and Humanities 
ARHM,3342,502,1,12,3,,3,1,1,,,,,,,1,1,,3,"Evans, Kathryn C",,,,,,kcevans,kathryn evans,Advanced Interdisciplinary Studies in the Arts and Humanities 
ARTS,1301,001,44,32,2,6,5,2,,1,1,,1,1,3,1,1,,2,"Grandjean, Kelly","Alanis Perez, Alan Isaac",,,,,kxg190019,kelly grandjean,Exploration of the Arts 
ARTS,1301,002,62,18,,5,5,1,,3,1,,,,1,2,1,,6,"Grandjean, Kelly","Cai, Rebecca",,,,,kxg190019,kelly grandjean,Exploration of the Arts 
ARTS,1316,001,5,11,1,,,,,,,,,,1,,,,1,"Min, Inki A",,,,,,iam140230,inki min,Drawing Foundations 
ARTS,1316,002,1,7,3,2,,1,,1,,,,,1,1,,,2,"Travis, Audrey",,,,,,axt190092,,Drawing Foundations 
ARTS,1316,003,5,1,1,1,1,,,,,1,,,3,,1,,1,"Booker, Rebecca M",,,,,,pdb041000,,Drawing Foundations 
ARTS,1316,004,2,9,4,1,,,,,,,,,2,,,,1,"Fridge, Brian D",,,,,,bdf081000,brian fridge,Drawing Foundations 
ARTS,1316,005,1,13,2,,1,,,,1,,,,,,,,0,"Fridge, Brian D",,,,,,bdf081000,brian fridge,Drawing Foundations 
ARTS,1316,007,2,4,5,,,1,1,,,,,,1,,,,0,"Travis, Audrey",,,,,,axt190092,,Drawing Foundations 
ARTS,1316,501,,4,,,12,,,,,,,,,,1,,2,"Lacy, Mary E",,,,,,mel024000,mary lacy,Drawing Foundations 
ARTS,2316,001,,2,6,1,3,1,,,,,,,1,,1,,1,"Ligon, Peter A",,,,,,pal140130,peter ligon,Painting Foundations 
ARTS,2316,501,,2,2,3,,1,,1,,,,,2,2,,,1,"Egan, Trey T",,,,,,tte150130,trey egan,Painting Foundations 
ARTS,2350,001,2,1,4,1,1,2,,1,,,,,1,,2,,3,"Copeland, Colette",,,,,,cxc132230,colette copeland,Photography  Design 
ARTS,2350,501,,3,10,2,,,,,,,,,1,,1,,2,"Loving, Emily",,,,,,exl097120,emily loving,Photography  Design 
ARTS,2380,001,,4,5,3,2,,1,,,,,,1,,,,0,"Egan, Trey T",,,,,,tte150130,trey egan,Visual Design Foundations 
ARTS,3311,001,8,2,,2,,,1,1,,,,,1,,1,,0,"Copeland, Colette",,,,,,cxc132230,colette copeland,Contemporary Art Practices 
ARTS,3315,001,8,1,,,,,,,,,,,1,,,,0,"Curry, Val",,,,,,vxc110930,val curry,The Art of Tinkering  Creating at the intersection of Art  Science and Technology 
ARTS,3340,001,1,4,1,4,3,,,3,,,,,,1,,,1,"Etter, Ian",,,,,,ixe200004,ian etter,Topics in Studio Art 
ARTS,3363,001,5,7,,,2,,,1,,,,1,1,,,,2,"Tady, Lorraine T",,,,,,ltt042000,lorraine tady,Typography  Technology  Image 
ARTS,3366,501,12,6,,,,,,,,,,,,1,,,0,"Miranda, Jeffrey",,,,,,jxm069000,jeffrey miranda,Intermediate Drawing 
ARTS,3367,001,,4,,1,15,,,,,,1,,,,,,0,"Lacy, Mary E",,,,,,mel024000,mary lacy,Figure Drawing 
ARTS,3367,501,6,9,,1,2,,,,,,,,,,,,2,"Miranda, Jeffrey",,,,,,jxm069000,jeffrey miranda,Figure Drawing 
ARTS,3371,001,1,4,2,1,3,1,,,,,,,1,1,,,0,"Miller, Cynthia M",,,,,,cmm016900,cynthia miller,Photography  Black White 
ARTS,3372,001,,13,1,1,,,,,,,,,1,,,,2,"Loving, Emily",,,,,,exl097120,emily loving,Photography  Color Concepts 
ARTS,3375,001,1,3,5,2,1,,,,,,,1,,,,,1,"Randall, Steven V",,,,,,svr200001,steven randall,Sculpture 
ARTS,3377,001,2,7,4,1,1,1,,,,,,,,,,,0,"Waligore, Marilyn A",,,,,,waligore,marilyn waligore,Photography  Altered Image 
ARTS,3379,001,2,1,6,3,2,2,1,,,,,,1,,,,1,"Palmer, Marcy A",,,,,,mxp070100,marcy palmer,Photography  New Media 
ARTS,3382,001,3,2,1,1,5,,,,1,,,,,,,,1,"Tady, Lorraine T",,,,,,ltt042000,lorraine tady,Color as Subject 
ARTS,4308,001,3,6,,,,,,1,,,,,1,,,,0,"Durant, Stephanie D",,,,,,ddm043000,,Image Text 
ARTS,4368,001,3,7,,,,,,,1,,,,,,,,0,"Pomara, John",,,,,,pomara,john pomara,Advanced Visual Arts 
ATCM,1100,001,7,16,4,2,1,1,2,,,,3,,3,,,,0,"Scoggins, Angela T",,,,,,alt014100,angela scoggins,First Year Seminar 
ATCM,1100,002,6,14,,,3,1,1,,,,2,,6,,,,1,"Scoggins, Angela T",,,,,,alt014100,angela scoggins,First Year Seminar 
ATCM,1100,003,14,3,3,1,1,2,1,,2,1,1,1,3,,2,,1,"Henderson, Kelley A",,,,,,kah111020,kelley henderson,First Year Seminar 
ATCM,1100,004,15,5,4,2,,3,2,1,2,,,,,,,,3,"Gutierrez, Alejandra",,,,,,axg173831,,First Year Seminar 
ATCM,1100,005,12,5,6,4,3,,1,,,1,1,2,1,,,,1,"Gutierrez, Alejandra",,,,,,axg173831,,First Year Seminar 
ATCM,2300,001,,214,,19,14,,8,11,3,,3,,11,5,9,,21,"Balsamo, Anne","Rashid, Mohammed Mizanur","Simsek, Cansu Nur","Shukla, Nishanshi A","Martinez Ochoa, Angelica Miriam M","Adelman, David",axb161831,anne balsamo,Introduction to TechnoCulture 
ATCM,2301,001,5,8,,,6,,,,,,1,,1,,1,,3,"Trosper, Elizabeth M",,,,,,emt130130,elizabeth trosper,Computer Imaging 
ATCM,2301,002,7,6,7,1,3,2,,,,,,,3,,,,0,"Nguyen, Tuoc K",,,,,,tkn180000,tuoc nguyen,Computer Imaging 
ATCM,2301,003,11,10,1,,3,1,1,,,1,1,,,,,,1,"Enam, Victor J",,,,,,vje170000,,Computer Imaging 
ATCM,2301,004,4,7,,,9,,,1,,,1,,,1,1,,1,"Trosper, Elizabeth M",,,,,,emt130130,elizabeth trosper,Computer Imaging 
ATCM,2301,005,9,13,,,6,,,1,,,,,1,,,,0,"Trosper, Elizabeth M",,,,,,emt130130,elizabeth trosper,Computer Imaging 
ATCM,2301,006,4,5,,,5,,,4,,,1,,3,1,1,,4,"Trosper, Elizabeth M",,,,,,emt130130,elizabeth trosper,Computer Imaging 
ATCM,2301,501,5,5,4,1,,1,,3,,1,,,,,1,,4,"Nielsen, Christina R","Monjoree, Uttamasha",,,,,crn022000,christina nielsen,Computer Imaging 
ATCM,2301,502,8,13,2,1,1,,,,,,,,,1,1,,3,"Hoggatt, Zane C",,,,,,zch150030,zoey hoggatt,Computer Imaging 
ATCM,2302,001,8,6,3,1,1,1,1,1,,,1,,2,,,,1,"Minnish, Roxanne W","Beverly, Diamond E",,,,,rwm061000,roxanne minnish,Design I 
ATCM,2302,002,6,7,6,2,,1,,,,,,,,,,,2,"Minnish, Roxanne W","Beverly, Diamond E",,,,,rwm061000,roxanne minnish,Design I 
