Subject,Catalog Nbr,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,CR,I,NC,W,P,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6,instructor_id,instructor_name_normalized,title
ACCT,2301,014,6,9,12,8,4,4,5,5,2,1,2,3,2,,,,4,,"Siano, Federico","Han, Zhe",,,,,fxs220013,federico siano,Introductory Financial Accounting 
ACCT,2301,016,19,6,3,3,4,6,5,4,1,3,5,,,,,,,,"Yayvak, Berk",,,,,,bxy190007,,Introductory Financial Accounting 
ACCT,2301,501,11,,6,6,6,3,9,7,4,2,2,1,2,,,,2,,"Gu, Dongdi","Dang, Tam-Nhu",,,,,dxg180001,,Introductory Financial Accounting 
ACCT,2301,502,2,5,6,9,6,6,4,3,1,,1,,1,,,,,,"Solcher, Steven J","Iype, Isabelle J",,,,,sjs107020,steven solcher,Introductory Financial Accounting 
ACCT,2302,001,3,11,,,13,,1,6,,2,1,,4,,,,6,,"Zolton, Kathy","Stanton, Nicholas",,,,,kxz121730,kathy zolton,Introductory Management Accounting 
ACCT,2302,002,9,21,,,9,,1,12,,1,1,,2,,,,1,,"Zolton, Kathy","Stanton, Nicholas",,,,,kxz121730,kathy zolton,Introductory Management Accounting 
ACCT,2302,003,12,17,4,6,9,1,2,3,1,1,1,,1,,,,2,,"Copat, Rafael","Chen, Hangu",,,,,rxc190027,rafael copat,Introductory Management Accounting 
ACCT,2302,004,13,11,11,5,6,2,,2,3,1,1,3,,,,,2,,"Copat, Rafael","Chen, Hangu",,,,,rxc190027,rafael copat,Introductory Management Accounting 
ACCT,2302,005,2,14,,4,10,5,2,5,4,,,,2,,,,1,,"Natarajan, Ramachandran","Stanton, Nicholas",,,,,nataraj,ramachandra natarajan,Introductory Management Accounting 
ACCT,2302,006,7,10,5,4,8,4,5,6,2,3,3,1,,,,,1,,"Copat, Rafael","Chen, Hangu",,,,,rxc190027,rafael copat,Introductory Management Accounting 
ACCT,2302,007,6,9,2,5,14,4,2,10,3,,2,,1,,,,2,,"Natarajan, Ramachandran","Stanton, Nicholas",,,,,nataraj,ramachandra natarajan,Introductory Management Accounting 
ACCT,2302,501,4,6,7,3,5,6,3,3,2,6,,,2,,,,6,,"Hes, Christopher","Martin, Stephanie",,,,,cah041000,christopher hess,Introductory Management Accounting 
ACCT,2302,502,2,2,11,8,4,7,3,2,1,,,3,8,,,,4,,"Hes, Christopher","Martin, Stephanie",,,,,cah041000,christopher hess,Introductory Management Accounting 
ACCT,3101,PSA,,,,,,,,,,,,,,100,,,,,"Bortz, Tiffany A","Springer, Rohan",,,,,tabortz,tiffany bortz,
ACCT,3312,001,16,16,8,5,10,,1,5,1,,,,,,,,,,"Goodrich, Mary Beth W","Prabhu, Sushanth Rajesh",,,,,goodrich,mary beth goodrich,Fundamentals of Accounting Analytics 
ACCT,3322,001,3,6,5,1,11,1,5,7,1,,1,,4,,,,1,,"Goodrich, Mary Beth W","Prabhu, Sushanth Rajesh",,,,,goodrich,mary beth goodrich,Accounting Transaction Processing and Control 
ACCT,3331,001,8,4,3,9,6,9,6,10,,,,1,1,,,,1,,"Zhou, Yibin","Ranganath, Vittal",,,,,yxz066000,yibin zhou,Intermediate Financial Accounting I 
ACCT,3331,002,10,9,4,9,8,3,5,4,1,,,,2,,1,,3,,"Zhou, Yibin","Ranganath, Vittal",,,,,yxz066000,yibin zhou,Intermediate Financial Accounting I 
ACCT,3331,003,6,4,7,8,4,8,6,4,5,3,3,,,,,,2,,"Zhou, Yibin","Ranganath, Vittal",,,,,yxz066000,yibin zhou,Intermediate Financial Accounting I 
ACCT,3331,501,2,2,7,4,6,8,3,9,2,,2,,1,,,,4,,"Solcher, Steven J","Iype, Isabelle J",,,,,sjs107020,steven solcher,Intermediate Financial Accounting I 
ACCT,3332,001,2,5,2,2,12,3,8,11,1,4,9,4,2,,,,5,,"Bortz, Tiffany A","Springer, Rohan",,,,,tabortz,tiffany bortz,Intermediate Financial Accounting II 
ACCT,3332,501,,2,,2,2,6,1,2,8,,6,3,4,,,,3,,"Hes, Christopher","Martin, Stephanie",,,,,cah041000,christopher hess,Intermediate Financial Accounting II 
ACCT,3332,PPA,7,18,6,6,11,4,1,8,1,1,6,3,1,,,,,,"Bortz, Tiffany A","Springer, Rohan",,,,,tabortz,tiffany bortz,
ACCT,3341,001,3,9,5,8,8,9,2,1,,3,,,1,,,,2,,"Natarajan, Ramachandran","Stanton, Nicholas",,,,,nataraj,ramachandra natarajan,Cost Management Systems 
ACCT,3341,501,2,2,3,2,1,6,1,3,1,,3,,4,,,,3,,"Goodrich, Mary Beth W","Prabhu, Sushanth Rajesh",,,,,goodrich,mary beth goodrich,Cost Management Systems 
ACCT,3350,001,3,5,14,11,8,3,,2,1,,,,,,,,,,"Solcher, Steven J","Iype, Isabelle J",,,,,sjs107020,steven solcher,Fundamentals of Taxation 
ACCT,3350,501,,6,8,16,9,6,5,4,,,,,2,,,,,,"Frost, Sandra M","Iype, Isabelle J",,,,,sms151730,sandra frost,Fundamentals of Taxation 
ACCT,4301,501,1,,7,4,3,6,4,,5,3,,,3,,,,2,,"Hagen, John","Kotecha, Vishwa Rakesh",,,,,jch013200,john hagen,Database Systems 
ACCT,4334,001,5,6,10,15,11,1,10,9,2,,1,,,,,,,,"Paske, Matthew A",,,,,,map055000,,Auditing 
