Subject,Catalog Nbr,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,CR,I,NC,W,P,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6
ACCT,6333,0W1,,10,,,3,,,2,,,,,1,,,,,,"Zolton, Kathy","Shivaani, MV",,,,
ACCT,6334,S01,,5,2,2,,,,,,,,,,,,,1,,"Hes, Christopher","Goel, Simran",,,,
ACCT,6335,0W1,,18,13,10,7,3,,4,,,,,,,,,,,"Bortz, Tiffany A","Radhakrishnan, Shivani",,,,
ACCT,6335,PP1,,16,6,9,5,,,,,,,,,,,,,,"Bortz, Tiffany A","Radhakrishnan, Shivani",,,,
ACCT,6335,PP2,,17,5,6,6,,,,,,,,,,,,,,"Bortz, Tiffany A","Radhakrishnan, Shivani",,,,
ACCT,6336,001,,19,14,10,8,2,,,,,,,,,,,1,,"Mauriello, Joseph A",,,,,
ACCT,6338,0W1,,5,1,2,5,,,,,,,,,,,,3,,"Goodrich, Mary Beth W","Patne, Saylee Pramod",,,,
ACCT,6344,0W1,,10,12,12,21,,,,,,,,,,,,1,,"Gurun, Umit G","Yayvak, Berk",,,,
ACCT,6349,0W1,,9,6,,,,,,,,,,,,,,,,"Majumdar, Sumit K","Yang, Yunxuan M",,,,
ACCT,6350,501,,10,12,4,7,1,,1,,,,,,,,,,,"Frost, Sandra M","Mariano, Dylan N",,,,
ACCT,6353,501,,7,8,7,1,1,,,,,,,,,,,2,,"Solcher, Steven J","Mariano, Dylan N",,,,
ACCT,6353,PP1,,7,16,9,2,,,,,,,,,,,,,,"Solcher, Steven J","Mariano, Dylan N",,,,
ACCT,6356,501,,34,,,,,,,,,,,,,,,,,"Gamino, John P",,,,,
ACCT,6356,PP1,,26,4,4,,2,,,,,,,,,,,,,"Gamino, John P",,,,,
ACCT,6374,501,,23,23,23,2,,,,,,,,,,,,,,"Mauriello, Joseph A",,,,,
ACCT,6380,501,,6,8,9,3,,,,,,,,,,,,,,"Mauriello, Joseph A",,,,,
ACCT,6384,501,,34,6,2,1,,2,1,,,,,,,,,,,"Kromer, Jeffrey R",,,,,
ACCT,6384,S01,,8,,,1,,,,,,,,,,,,1,,"Kromer, Jeffrey R",,,,,
ACCT,6388,0W1,,23,10,2,1,,,1,,,,,,,,,1,,"Goodrich, Mary Beth W","Patne, Saylee Pramod",,,,
ACCT,6V98,001,,,,,,,,,,,,,,,,,,11,"King, Mary G","Janakiraman, Surya N",,,,
ACN,5313,001,,5,4,2,3,1,1,,,,,,,,,,2,,"Fearon, Danielle","Latteri, Christopher W",,,,
ACN,6323,001,,17,2,,,,,,,,,,,,,,,,"Engineer, Crystal T",,,,,
ACN,6330,001,,7,5,,2,1,,,,,,,,,,,,,"Seaman, Kendra L",,,,,
ACN,6331,001,,9,1,1,1,1,,,,,,,,,,,,,"Mills, Candice M",,,,,
ACN,6332,001,,20,1,1,,,1,,,,,,,,,,,,"Raman, Rachna",,,,,
ACN,6338,002,,8,,,4,,,2,,,,,1,,,,,,"Sultana, Rukhsana",,,,,
ACN,6340,001,,10,,1,,,,,,,,,,,,,,,"Gu, Zirong",,,,,
ACN,6342,001,,10,2,,,,,,,,,,,,,,,,"Orrick, Erika D",,,,,
ACN,6346,001,,5,,,7,,,2,,,,,,,,,2,,"Thorn, Catherine A",,,,,
ACN,6354,501,,22,,,,,,,,,,,,,,,,,"Estevez, Leonardo",,,,,
ACN,6374,0H1,,17,,,,,,,,,,,,,,,1,,"Jahangiri, Faisal R",,,,,
ACN,6375,0H1,,8,,1,,,,,,,,,,,,,1,,"Jahangiri, Faisal R",,,,,
ACN,6390,001,,17,1,2,,1,,1,,,,,,,,,,,"McWilliams, Steven P",,,,,
ACN,6V71,013,,,,,,,,,,,,,,,,,,12,"Golden, Richard M",,,,,
ACN,6V72,013,,,,,,,,,,,,,,,,,1,10,"Golden, Richard M",,,,,
ACN,6V81,0W1,,16,1,,,,,,,,,,,,,,1,,"Maqbool, Mohsin",,,,,
ACN,7383,001,,9,,,2,,,,,,,,,,1,,,,"Rodrigue, Karen M",,,,,
ACTS,4301,001,5,2,1,1,,2,1,4,1,1,,1,1,,,,,,"Makhijani, Neha","Thomas, Yaga S",,,,
ACTS,4305,001,1,1,1,2,1,3,,2,2,1,1,1,1,,,,,,"Humphreys, Natalia","Liu, Jingzhou","Kim, Jimi",,,
ACTS,4308,001,1,5,,,1,1,,,,2,,,4,,,,,,"Makhijani, Neha",,,,,
ACTS,4310,001,8,2,,2,2,3,,,,,,,,,,,,,"Hong, Liang","Kaluduwage, Madhavi Dilshani Anuruddhika F",,,,
ACTS,4311,001,2,1,3,1,,2,6,1,,1,,,1,,,,,,"Humphreys, Natalia","Liu, Jingzhou",,,,
AHST,1303,001,27,25,20,12,2,6,2,5,4,2,1,,3,,,,2,,"McDonald, Jacquelyn D","Khoshniat, Ahmad","Morgan, George D",,,
AHST,1303,002,18,12,16,5,4,4,5,,,,1,2,2,,,,2,,"McDonald, Jacquelyn D","Harper, Joseph E","Dolatyari, Mahdi",,,
AHST,2331,001,31,19,13,5,3,3,1,1,,,,,2,,,,,,"Alibhai, AliAsgar H","Razzaque, Farzana A","Esmail, Fatima N",,,
AHST,2331,002,,1,1,,3,3,,2,,,,,2,,,,1,,"Terranova, Charissa N",,,,,
AHST,3316,001,2,7,10,6,,,,1,,,,,,,,,1,,"Rosen, Mark S",,,,,
AHTC,2120,001,1,2,1,1,4,1,,,,,,,1,,,,,,"Lynch, Jennifer W",,,,,
AMS,2300,001,18,6,3,1,,,,1,1,,,,1,,,,,,"Hammonds, Kyle",,,,,
AMS,2300,002,29,7,1,,,,,,,,,,1,,,,,,"Lusk, Marc L",,,,,
AMS,2341,001,1,15,25,15,9,1,1,,,,,,1,,,,,,"Naqvi, Syed K",,,,,
AMS,2341,002,,7,2,4,1,1,,,,,,,,,,,,,"Naqvi, Syed K",,,,,
AMS,3302,001,,3,1,,3,1,,,,,,,2,,,,,,"Werhnyak, Larissa",,,,,
AMS,3316,0W1,8,12,3,2,2,4,,2,,,,,,,,,2,,"Winstead, Elizabeth L",,,,,
AMS,3350,0W1,12,6,6,1,2,1,,1,,,1,,4,,,,4,,"Winstead, Elizabeth L",,,,,
AMS,4300,5H1,3,2,3,1,1,2,,,,,,,,,,,,,"Ross, Alyssa N",,,,,
AMS,4379,001,4,,4,2,1,,1,1,1,,,,2,,,,,,"Jones, June A",,,,,
ANGM,2303,001,25,18,14,5,4,3,,1,,,,,,,,,,,"Grieshaber, Amy","Ahr, Allanah G","Piantino, Raquel C",,,
ANGM,2303,002,1,5,29,27,16,10,1,,2,1,,,,,,,,,"Cade, Joanna R","Quiroz Fernandez, Daniel Santiago","Kerr, Rachel T",,,
ANGM,2305,0W2,26,17,9,6,5,4,7,2,3,2,1,1,6,,,,10,,"Lim, Fengjie","Cressman, Benjamin I","Lam, Vy",,,
ANGM,2309,0W1,1,15,19,7,23,9,5,8,2,,,,7,,,,3,,"Fechter, Todd A","Prado, Jordan B",,,,
ANGM,2309,0W2,6,7,8,10,26,7,8,8,6,1,2,,7,,,,4,,"Griffin, Troy","Khamsehnezhad, Mozhdeh",,,,
ANGM,2310,0H1,51,18,19,10,8,5,3,2,4,1,1,,19,,2,,7,,"Lewis, Timothy M","Kusupati, Anish C","Cabrera, Michael A","Plueger, Michael F","Kim, Da Hyun","Abri, Zeinab"
ANGM,2325,001,16,17,20,15,10,6,4,3,,,3,2,4,,,,1,,"Caldwell, Bryon A","Subochev, Andrei","Gutierrez, Joseph W",,,
ANGM,2345,001,7,3,7,,4,3,,1,2,,,2,1,,,,,,"Gupta-Fitzgerald, Harold E",,,,,
ANGM,2345,002,3,4,7,4,3,2,,1,1,,,,2,,,,3,,"Gupta-Fitzgerald, Harold E",,,,,
ANGM,2345,003,4,6,5,1,2,,,1,1,,1,1,4,,,,1,,"Marks, David",,,,,
ANGM,2345,004,6,4,5,1,5,1,2,,,,,,3,,,,2,,"Marks, David",,,,,
ANGM,2375,001,,90,2,,3,,1,2,,,,,3,,,,,,"Evans, Monica J","Shi, Lintai","Bess, Michael C",,,
ANGM,3304,001,4,5,4,1,1,,,,,,,1,,,,,3,,"Gardner, Frederick",,,,,
ANGM,3305,501,2,4,4,2,3,7,1,3,,1,1,,1,,,,1,,"Wheeler, Jonathan M",,,,,
ANGM,3305,502,,5,10,2,2,3,1,,2,,,,4,,,,1,,"Krystallis, Constantine",,,,,
ANGM,3306,001,2,3,8,5,2,,,2,1,1,2,,1,,,,1,,"Khamnouane, Singkham",,,,,
ANGM,3306,002,1,5,10,4,3,,1,2,1,1,1,,1,,,,,,"Khamnouane, Singkham",,,,,
ANGM,3306,003,3,,5,5,3,3,2,1,,1,2,,1,,,,2,,"Salter, Monika M",,,,,
ANGM,3306,501,7,4,3,3,1,2,2,1,1,1,,1,4,,,,,,"Carey, Joshua S",,,,,
ANGM,3307,001,,5,10,7,3,1,,1,,,,,1,,,,1,,"McCord, Peter A",,,,,
ANGM,3307,002,,3,8,1,2,7,1,,1,,,2,3,,,,1,,"McCord, Peter A",,,,,
ANGM,3308,001,,9,3,2,1,,1,1,1,1,,,6,,,,3,,"Carey, Joshua S",,,,,
ANGM,3308,002,,11,3,4,3,2,,,,,,,3,,,,2,,"Carey, Joshua S",,,,,
ANGM,3310,001,1,2,3,1,4,7,2,1,,,,1,6,,,,2,,"Lim, Fengjie",,,,,
ANGM,3311,001,,2,3,1,5,2,2,1,1,,1,,1,,,,,,"Johnson, Casey A",,,,,
ANGM,3311,002,,5,3,2,4,1,,1,,,1,,2,,,,,,"Johnson, Casey A",,,,,
ANGM,3313,001,1,3,2,1,3,1,1,1,,,1,3,,,,,,,"Gardner, Frederick",,,,,
ANGM,3313,002,,3,7,2,3,3,1,,,,,,,,,,,,"McComber, Sean J",,,,,
ANGM,3314,001,2,3,1,,1,2,3,,,,,1,,,,,1,,"Gardner, Frederick",,,,,
ANGM,3315,001,4,4,6,6,1,6,1,1,,1,,,,,,,,,"Grieshaber, Amy",,,,,
ANGM,3315,002,8,7,9,,1,1,1,1,,,,,1,,,,1,,"Veras de Souza, Christine",,,,,
ANGM,3315,0S1,7,12,3,1,,,,,,,,,,,,,1,,"Veras de Souza, Christine",,,,,
ANGM,3320,001,3,5,3,1,1,,,1,1,,,1,2,,,,,,"Salter, Monika M",,,,,
ANGM,3321,002,,18,,,,,,,,,,,,,,,,,"Polson, Tod",,,,,
ANGM,3330,001,15,,2,,,1,,,,,,,,,,,,,"McCord, Peter A",,,,,
ANGM,3338,001,6,1,11,2,3,4,2,,,,,,1,,,,,,"Griffin, Troy","Clarke-Gaar, Alissa C",,,,
ANGM,3338,501,12,2,4,,1,,,,3,,,1,3,,,,1,,"Chaudhary, Anisha",,,,,
ANGM,3365,001,16,7,3,1,,,,1,,,,1,,,,,,,"Christopher, Timothy V","Schoonover, Richard",,,,
ANGM,3365,501,5,12,,3,1,4,,2,,2,,,,,,,,,"Stewart, Michael C",,,,,
ANGM,3366,001,6,4,12,3,1,,1,,,1,,,,,,,,,"Murray, Jack A",,,,,
ANGM,3366,002,11,3,6,1,1,3,2,2,1,,,,1,,,,,,"Irby, Cameron L",,,,,
ANGM,3367,001,,1,6,7,7,3,1,1,,,1,1,1,,,,,,"Villegas, Randall V",,,,,
ANGM,3367,002,,3,6,7,2,1,5,2,1,,,,2,,,,,,"Villegas, Randall V",,,,,
ANGM,3368,001,7,6,4,,5,1,,1,,1,2,,1,,,,1,,"Murray, Jack A",,,,,
ANGM,3368,0W1,2,4,3,2,3,4,4,,1,2,,1,1,,,,3,,"Chandler, Adam W",,,,,
ANGM,3370,501,5,14,3,1,1,1,1,,,,1,1,1,,,,,,"Obuobi, Samra",,,,,
ANGM,3372,001,9,4,1,3,2,4,2,,,,,,4,,,,,,"Gupta-Fitzgerald, Harold E",,,,,
ANGM,3373,101,13,3,,,,,,,,,,,,,,,,,"Marks, David",,,,,
ANGM,3381,001,14,6,1,2,1,1,,,,,,,2,,,,,,"Ayres, Cameron M",,,,,
ANGM,4305,001,,,5,3,3,2,1,3,1,,1,,,,,,,,"Caldwell, Bryon A",,,,,
ANGM,4305,501,1,2,4,1,3,2,1,,1,,,,1,,,,1,,"Manriquez, Robert J",,,,,
ANGM,4306,001,,4,4,,4,2,1,,1,,,1,,,,,,,"Khamnouane, Singkham",,,,,
ANGM,4307,001,,,8,8,5,,,,1,,,,,,,,2,,"McCord, Peter A",,,,,
ANGM,4308,001,4,6,3,2,,,,,,,,1,,,,,,,"Carey, Joshua S",,,,,
ANGM,4309,001,,5,4,8,2,,,,,,,,,,,,,,"Lumley, Stephen G",,,,,
ANGM,4310,501,,14,4,11,,,,,,,,,,,,,,,"Buxkamper, Adam M",,,,,
ANGM,4312,001,1,6,2,2,2,2,,1,1,,,1,,,,,,,"Khamnouane, Singkham",,,,,
ANGM,4313,001,1,1,1,,2,4,1,,1,1,,,1,,,,3,,"Lim, Fengjie",,,,,
ANGM,4314,101,1,1,4,,3,2,2,,1,1,,,1,,,,1,,"Salter, Monika M",,,,,
ANGM,4315,001,,,4,2,9,3,,,,,1,,,,,,,,"Caldwell, Bryon A",,,,,
ANGM,4316,001,,21,,,,,,,,,,,,,,,,,"Salter, Monika M",,,,,
ANGM,4316,002,,19,,,,,,,,,,,,,,,,,"Johnson, Casey A",,,,,
ANGM,4319,002,1,5,1,,1,1,1,,2,1,,,2,,,,,,"Griffin, Troy",,,,,
ANGM,4319,003,3,3,2,2,,1,,,2,1,,,2,,,,,,"Grieshaber, Amy","Akalkotkar, Uma G",,,,
ANGM,4319,004,1,4,5,,,,2,3,,1,,,,,,,,,"Grieshaber, Amy",,,,,
ANGM,4320,001,3,5,4,1,1,,,,,,,,,,,,,,"Fechter, Todd A",,,,,
ANGM,4323,001,,1,2,2,4,2,2,3,1,,,,,,,,1,,"Johnson, Casey A",,,,,
ANGM,4338,001,,13,2,3,2,4,,2,1,,1,,1,,,,,,"Farrar, Eric T",,,,,
ANGM,4346,001,8,3,1,,1,,,,,,,1,1,,,,,,"Marks, David",,,,,
ANGM,4347,001,7,1,2,1,2,1,,,1,,,,1,,,,,,"Gupta-Fitzgerald, Harold E",,,,,
ANGM,4365,001,10,1,2,1,,2,,1,1,,,,1,,,,,,"Christopher, Timothy V",,,,,
ANGM,4365,002,9,2,3,1,,1,,,1,,,,,,,,2,,"Christopher, Timothy V",,,,,
ANGM,4367,001,1,1,1,4,6,2,1,,1,,,,1,,,,1,,"Villegas, Randall V",,,,,
ANGM,4369,001,,14,,,1,,,,,,,,,,,,,,"Evans, Monica J",,,,,
ANGM,4370,101,4,,3,3,4,1,1,,1,,,,2,,,,,,"Lewis, Timothy M",,,,,
ANGM,4370,102,3,5,2,2,,2,1,1,1,,,,,,,,,,"Lewis, Timothy M",,,,,
ANGM,4374,001,4,4,3,5,1,1,2,,,,,1,1,,,,,,"Chandler, Adam W",,,,,
ANGM,4377,001,18,1,,,,,,,,,,,,,,,,,"Lewis, Timothy M",,,,,
ANGM,4377,002,16,3,,,,,,,,,,,,,,,,,"Chandler, Adam W",,,,,
ANGM,4379,001,3,9,8,,1,,,,,,,2,1,,,,,,"Price, Jeffrey T",,,,,
ANGM,4379,002,4,,,1,1,,2,,1,,,,1,,,,,,"Price, Jeffrey T",,,,,
ANGM,4379,004,,12,3,,,,,,,,,,,,,,,,"Polson, Tod",,,,,
ANGM,6307,001,,8,2,,1,,,,,,,,,,,,,,"Farrar, Eric T",,,,,
ANGM,6335,001,,10,,,,,,,,,,,,,,,,,"Christopher, Timothy V",,,,,
ARAB,1311,001,2,3,3,3,2,,,,,,,,1,,,,,,"Anjum, Zafar",,,,,
ARTS,1301,0W1,98,17,8,6,4,2,,2,1,,2,,,,,,,,"Bennett, Jason","Kang, Kyul","Ford, Angela","Daneshvarkashkooli, Marjan",,
ARTS,1316,001,1,2,2,4,3,3,2,,,,,,,,,,,,"Higgins-Stirrup, Brynn",,,,,
ARTS,1316,002,10,6,1,1,,,,,,,,,,,,,1,,"Takaloubighash, Maryam",,,,,
ARTS,1316,501,4,3,5,1,,1,,,,,,,,,,,,,"Fridge, Brian D",,,,,
ARTS,1316,502,3,2,1,3,1,,,1,,,,,,,,,,,"Jafarpour, Zahra",,,,,
ARTS,2316,001,5,11,,1,,,,,,,,,,,,,,,"Song, Haoyi",,,,,
ARTS,2316,002,4,7,1,2,,,,1,,,,,,,,,,,"Akinwole, Oluwadare   (Dare)",,,,,
ARTS,2316,003,7,3,4,2,1,1,,,,,,,,,,,1,,"Egan, Trey T",,,,,
ARTS,2318,001,2,5,2,,,,,,,,,1,3,,,,,,"Vega Mora, Brenda G",,,,,
ARTS,2348,001,4,14,,,,,,,,,,,,,,,,,"Williams, Thomas E",,,,,
ARTS,2350,001,,5,7,2,2,1,,,,,,,1,,,,,,"Allen, Lauren",,,,,
ARTS,2380,001,5,3,3,,,,,,,1,,,3,,,,1,,"Egan, Trey T",,,,,
ARTS,2381,001,3,5,2,,,,,,,,,,,,,,,,"Cochran, Kristen N",,,,,
ARTS,2381,501,10,,,,,,,,,,,,,,,,,,"Ghahari Kermani, Arash",,,,,
ARTS,3311,001,1,4,4,1,1,1,,,1,,,,,,,,,,"Copeland, Colette",,,,,
ARTS,3315,001,9,,,,,,,,,,,,,,,,1,,"Curry, Val",,,,,
ARTS,3341,001,,14,,,,,,1,,,,,,,,,,,"Shi, Carle",,,,,
ARTS,3363,001,2,7,3,1,,,1,,,,,,1,,,,,,"Tady, Lorraine T",,,,,
ARTS,3364,501,1,8,,,,,,,1,,,,,,,,,,"Williams, Thomas E",,,,,
ARTS,3367,001,,2,6,4,2,2,1,1,,,,,,,,,,,"Higgins-Stirrup, Brynn",,,,,
ARTS,3368,001,6,4,,,,,,,,,,,,,,,,,"Reyes, Marcela",,,,,
ARTS,3369,001,,10,,1,1,,,,,,,,,,,,,,"Tady, Lorraine T",,,,,
ARTS,3371,002,2,7,1,,2,,1,1,,,,,,,,,,,"Durant, Stephanie D",,,,,
ARTS,3372,001,,8,,1,,,,2,,,,,2,,,,,,"Loving, Emily A",,,,,
ARTS,3375,001,5,5,,,,,,,,,,,,,,,,,"Randall, Steven",,,,,
ARTS,3377,0H1,,2,5,2,2,1,,1,,,,,2,,,,,,"Palmer, Marcy A",,,,,
ARTS,3379,0W1,,17,,,,2,,,,,,,,,,,,,"Loving, Emily A",,,,,
ARTS,3383,001,1,1,8,3,1,2,,1,,,,,2,,,,,,"Higgins-Stirrup, Brynn",,,,,
ARTS,4310,001,6,1,2,1,,,,,,1,,,,,,,,,"Avram, Danielle M",,,,,
ARTS,4366,001,3,3,6,2,1,2,,1,,,,,,,,,,,"Higgins-Stirrup, Brynn",,,,,
ARTS,4368,001,9,10,,,,,,,,,,,,,,,,,"Pomara, John J",,,,,
ARTS,4372,001,,10,7,3,,,,,,,,,,,,,,,"Waligore, Marilyn",,,,,
ATCM,2301,001,4,8,3,3,3,3,1,1,1,,1,,1,,,,,,"Ashkaboosi, Maryam",,,,,
ATCM,2301,002,3,4,5,5,2,4,1,,1,,,,3,,,,1,,"Vo, Baotran N",,,,,
ATCM,2301,003,2,5,7,2,3,,3,,,,,,3,,,,1,,"Zamaniderkani, Vajihe",,,,,
ATCM,2301,0W1,4,7,4,1,,3,1,1,,,,,1,,,,1,,"Trosper, Elizabeth M","Chan, Stephany T","Duong, Tu Anh",,,
ATCM,2301,503,1,3,6,3,,1,,,,,,1,3,,,,2,,"Asgharpour, Hadi",,,,,
ATCM,2302,001,1,2,6,3,2,2,2,,,,1,2,4,,,,,,"Marder, Amanda K","Vahed Khoshknab, Tina",,,,
ATCM,2302,002,6,7,3,4,5,1,,,,,,,2,,,,2,,"Behr, Kris",,,,,
ATCM,2302,003,1,2,4,,,,,2,2,,,,3,,,,,,"Marder, Amanda K","Vahed Khoshknab, Tina",,,,
