Subject,Catalog Nbr,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,CR,I,NC,W,P,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6
BIOL,3301,0U1,49,37,18,43,22,16,11,9,4,2,1,3,1,,,,1,,"Srikanth, Uma","Afolami, Olufemi Ifeoluwa","Salaudeen, Ibrahim O","Maiti, Dibyo","Patel, Umar J","Maity, Subhajit"
BIOL,3302,0U1,2,1,1,2,4,2,1,,,,,,,,,,,,"Sarcar, Subha","Yamauchi, Stephanie A",,,,
BIOL,3303,0U1,,6,7,4,7,4,4,2,,1,,,,,,,,,"Boyd, Stefanie D",,,,,
BIOL,3318,0U1,15,16,9,1,,1,,1,,,,,,,,,,,"Gomez, Amy Jo M","Chacon Castro, Maria Del Carmen","Elhawary, Ezzeldin N",,,
BIOL,3361,0U1,6,5,11,9,9,7,2,2,,2,,,1,,,,1,,"Boyd, Stefanie D","Candas, Mehmet",,,,
BIOL,3362,0U1,,4,1,3,8,3,,1,1,,,,1,,,,,,"Boyd, Stefanie D","Candas, Mehmet","Petter, Andrew T","Sunder Singh, Jacqulene Preethi",,
BIOL,3380,3U1,1,2,4,2,2,1,1,2,2,,,,2,,,,,,"Rippel, Scott A","Pickett, Elizabeth A","Shi, Zhan",,,
BIOL,3380,3U3,1,1,2,,3,,1,,1,1,2,1,1,,,,,,"Rippel, Scott A","Pickett, Elizabeth A","Zhi, Jiahe",,,
BIOL,3380,3U4,,1,4,2,1,1,,1,1,1,1,1,1,,,,,,"Pickett, Elizabeth A","Rippel, Scott A","Falah, Rafah M",,,
BIOL,3455,3U1,,1,3,3,4,3,,4,3,2,1,1,,,,,2,,"Ramirez, Ruben D",,,,,
BIOL,3456,3U1,,2,1,1,3,3,3,,,,,,,,,,,,"Yu, Wen-Ho","Zhang, Nan",,,,
BIOL,3V00,0W1,9,16,7,1,2,,,,,,,1,,,,,,,"Candas, Mehmet",,,,,
BIOL,4380,3U1,3,3,2,2,2,1,1,1,,,,,,,,,,,"Sadat, Eva L","Konakalla, Anisha Reddy","Joshi, Ketki","Shryock, Douglas G","Hari Prasad, Vineeth",
BIS,2190,0W1,1,3,2,2,2,5,,,,,,,2,,,,,,"Dornback, Sarah",,,,,
BIS,3320,0U1,3,5,2,1,1,3,,,,,,,,,,,,,"Wright, David A",,,,,
BLAW,2301,5U1,,6,2,2,4,4,4,1,5,,2,,,,,,2,,"Betanzos, Christina L",,,,,
BMEN,3200,0U1,,18,1,2,1,1,,,1,,,,,,,,,,"Rivera, Christian","Kang, Gu Eon","Stout, Angeloh M",,,
BMEN,3302,051,1,2,,2,1,3,3,2,,,,,,,,,,,"Ali, Tariq M","Kian Pour, Bahareh",,,,
BMEN,3320,051,1,2,2,2,,2,1,1,,,,,,,,,,,"Ali, Tariq M","Kian Pour, Bahareh",,,,
BMEN,4388,0U1,,4,6,4,8,5,2,,1,,,,,,,,,,"Polk, Todd W",,,,,
BPS,4305,5U1,1,9,6,4,,,,,,,,,,,,,,,"Song, You-Xiang",,,,,
BPS,4395,5U1,5,35,,5,,,,,,,,,,,,,,,"Henderson, Thomas C",,,,,
BPS,4395,5U2,32,10,5,,,,,,,,,,,,,,,,"Stogsdill, Robert",,,,,
BPS,6310,0W1,,17,1,1,1,,,1,,,,,,,,,,,"Kaplan, Marilyn R",,,,,
BPS,6310,GW1,,6,3,2,3,1,,,,,,,,,,,,,"Choi, Emily",,,,,
BPS,7303,0U1,,15,,,,,,,,,,,,,,,,,"Watson, John M",,,,,
BUAN,4090,091,,,,,,,,,,,,,,28,,,,,"Akarte, Prajakti V",,,,,
BUAN,4090,0U1,,,,,,,,,,,,,,23,,,,,"Akarte, Prajakti V",,,,,
BUAN,6009,091,,,,,,,,,,,,,,,,,,33,"Shekhar, Gaurav",,,,,
BUAN,6009,0U1,,,,,,,,,,,,,,,,,,61,"Shekhar, Gaurav",,,,,
BUAN,6009,SU1,,,,,,,,,,,,,2,,,,,19,"Hefley, William E",,,,,
BUAN,6312,0W1,,3,2,2,2,1,,2,,,,,1,,,,,,"Blueshtein, Moran","Zhang, Qiyan",,,,
BUAN,6312,SW1,,5,2,1,2,,,,,,,,,,,,,,"Blueshtein, Moran",,,,,
BUAN,6320,5U1,,12,7,3,4,,,,,,,,,,,,,,"El-khodari, Gasan E","Pujari, Shrutika",,,,
BUAN,6337,0W1,,2,2,2,3,3,,,,,,,,,,,,,"Subramanian, Upender","Ding, Yuchen","Saremi, Ehsan",,,
BUAN,6340,SW1,,5,4,1,,,,,,,,,,,,,,,"Koju, Vijay",,,,,
BUAN,6341,SW1,,7,,2,,3,,1,,,,,2,,,,,,"Smashnov, Uri",,,,,
BUAN,6344,0W1,,4,1,1,4,,,,,,,,,,,,,,"Mehra, Amit","Chen, Luoying",,,,
BUAN,6359,5U1,,4,,1,2,2,1,1,,,,,1,,,,,,"Ramezani, Rasoul","Kurucak, Abdurrahman",,,,
BUAN,6398,5U1,,6,3,3,5,3,,,,,,,,,,,,,"Nguyen, Hien T","Tahergandomabadi, Mohammadmahdi",,,,
BUAN,6398,SU1,,8,2,3,2,3,,2,,,,,,,,,,,"Nguyen, Hien T",,,,,
BUAN,6398,SW1,,3,2,4,1,,,,,,,,,,,,,,"Sethi, Avanti P",,,,,
BUAN,6V98,0U1,,,,,,,,,,,,,,,,,,23,"Shekhar, Gaurav",,,,,
CE,2301,0U1,6,,1,2,2,,2,1,,,,,,,,,,,"Fahimi, Babak","Koech, Mercy C",,,,
CE,3161,0W1,,3,2,4,1,,,,,,,,,,,,,,"Mezenner, Rabah","Islam, Farzana",,,,
CE,3201,0U1,1,5,,1,,,,1,,,2,,,,,,,,"Nikoubin Boroujeni, Tooraj","Khalesidoost, Sina","Datta, Rajesh K",,,
CE,3303,0H1,2,1,1,1,2,1,,1,1,,,,2,,,,,,"Kehtarnavaz, Nasser","Dai, Jiazhi",,,,
CE,3311,5U1,,,2,3,2,,5,1,,,,,,,,,,,"Lee, Hoi","Yao, Yifan","Ghosh, Prosenjit Kumar",,,
CE,4389,0U1,,7,,4,,,,,,,,,,,,,,,"Tacca, Marco",,,,,
CHEM,1111,1U2,3,2,3,1,1,,,1,,,,,4,,,,,,"Cortes, Sergio","Brown, Monet R","Budhathoki, Prakriti","Borah, Kongkona","Ullah, Najeeb","Mazhar, Noreen"
CHEM,1112,1U1,5,4,3,,,1,1,1,1,1,,,1,,,,,,"Abeykoon, Nimali C","Gaspar, Miguel A","Ghafari, Mozhdeh","Igie, Nosakhare F","Iqbal, Nafees","Umer, Arslan"
CHEM,1112,1U2,5,5,,2,2,1,,1,,1,,,,,,,,,"Abeykoon, Nimali C","Koirala, Shailendra","Mir Sharifian, Arefehsadat","Najjari, Aryan","Qasimi, Nazer Hossain","Odeyemi, Isaiah O"
CHEM,1311,0U1,3,1,6,6,6,3,1,1,3,1,,1,6,,,,2,,"Sra, Amandeep K","Shende, Prapti M","Subramanian, Yaamini",,,
CHEM,1312,0U1,5,10,10,8,11,17,5,10,9,,3,1,6,,,,,,"Huang, Yu","Bonnand, Evan F","Howlett, Thomas S",,,
CHEM,2233,3U1,11,5,2,,,,,,,,,,,,,,,,"Cortes, Sergio","Neal, Henry","Deo, Nitish Kumar","Al-Kharji, Noora M","Rajapaksha Mudiyanselage, Gaveshika Madushani Rajapaksha","Ehrman, Ryanne N"
CHEM,2323,0U1,11,12,4,3,6,4,6,3,5,4,8,,10,,,,,,"Tran, Daniel N",,,,,
CHEM,2325,0U1,7,2,2,1,5,4,6,4,4,1,1,,3,,,,,,"Sibert, John W",,,,,
CHEM,3361,0U1,,2,4,2,1,1,,,,,,,,,,,,,"Boyd, Stefanie D","Candas, Mehmet",,,,
CHEM,8V91,039,,,,,,,,,,,,,,,,,1,10,"Meloni, Gabriele",,,,,
CHEM,8V91,046,,,,,,,,,,,,,,,,,,10,"Fasan, Rudi",,,,,
CLDP,3342,0W1,,18,,,4,,,1,,,1,,,,,,,,"Bonner, Deborah","Gholap, Neha P",,,,
COMD,5340,0H1,,21,,,3,,,,,,,,,,,,,,"Neale, Hannah D","Cullinan, McKenzie B",,,,
COMD,6101,0W1,,,,,,,,,,,,,,,,,,11,"Dean, Lucinda L",,,,,
COMD,6106,0W1,,,,,,,,,,,,,,,,,,10,"Sale, Felicity F",,,,,
COMD,6109,0W1,,,,,,,,,,,,,,,,,,12,"Kenedi, A Helen I",,,,,
COMD,6112,0W1,,,,,,,,,,,,,,,,,,18,"Walsh, Diane G",,,,,
COMD,6240,0U1,,15,,,,,,,,,,,,,,,,,"Touchstone, Emily W",,,,,
COMD,6320,0U1,,19,,,3,,,,,,,,,,,,,,"Carter, Jessica A","Smith, Irma E",,,,
COMD,7303,0U1,,89,,,14,,,1,,,,,,,,,,,"Dean, Lucinda L","Kenedi, A Helen I",,,,
COMD,7323,0U1,,13,,,3,,,,,,,,,,,,,,"Sweeney, Melissa H",,,,,
COMD,7V68,0U1,,54,,,,,,,,,,,,,,,,,"Sale, Felicity F",,,,,
COMD,7V86,0U1,,24,1,,,,,,,,,,,,,,,,"Rich, Judith B","Sharma, Susmi",,,,
COMM,1311,0H1,10,2,,1,,,,,,,,,,,,,1,,"Tanner, Lari J",,,,,
COMM,1311,0W1,6,2,1,6,1,,1,1,,1,,1,3,,,,,,"Sova, Melodee L",,,,,
COMM,1311,0W2,5,4,5,3,5,,1,,,,,,1,,,,,,"Fraley, James M",,,,,
COMM,1311,0W3,,11,8,,,,,,1,,,1,,,,,,,"Mckee-Williams, Candie D",,,,,
COMM,1315,0W1,13,3,1,1,,1,,,,,,,1,,,,,,"Saenz, Michael A",,,,,
COMM,3352,0W1,,14,,1,1,1,2,,,1,,,,,,,,,"Johnson, Janet L",,,,,
COMM,4380,0S1,,10,2,6,2,2,,2,1,,,,2,,,,,,"King, Carie S",,,,,
CRIM,1307,0U1,2,,6,1,1,,,,,,,1,,,,,,,"Lee, Jaebom","Olszewski, Hailey",,,,
CRIM,3301,0W1,7,7,5,2,2,,,,,,,,1,,,,,,"Manuel, Samantha A",,,,,
CRIM,3302,0W1,3,6,3,1,,,,,1,,,,,,,,,,"Hong, Sunmin",,,,,
CRIM,3310,0W1,,15,4,6,7,3,,2,,,1,1,1,,,,,,"Yoon, Minyeong","Escobedo, Allison E",,,,
CRIM,6314,5U1,,11,1,,,,,,,,,,,,,,,,"Getty, Ryan M","Wang, Wenyi",,,,
CRWT,2301,0W2,6,3,1,,2,1,,,,,,,,,,,,,"Baker, Matthew W",,,,,
CRWT,3306,5W1,3,8,,,,,,1,,,,,,,,,,,"Martinez, Manuel L",,,,,
CRWT,3354,0W1,1,7,4,,1,1,,,,,,,,,,,,,"Goldberg, Paula",,,,,
CRWT,3354,5W2,,11,1,1,1,,,,,,,,,,,,,,"Goldberg, Paula",,,,,
CS,1325,0U1,,2,5,2,,2,,1,,,,1,,,,,,,"Feng, Ranran","Hatfield, Cody R",,,,
CS,1335,5U1,,5,5,2,,,,,,,,,,,,,,,"Davis, Chris I","Miao, Miao",,,,
CS,1337,0U1,1,1,4,3,1,3,2,2,,,,,1,,,,,,"Gupta, Neeraj K","Ou, Yuzhe",,,,
CS,1337,5W1,1,4,7,5,5,2,2,2,1,1,,,3,,,,1,,"Dollinger, Scott M","Bansal, Rishita",,,,
CS,2305,0U1,3,4,3,4,7,2,1,1,,,,,2,,,,,,"Chitturi, Bhadrachalam","Xu, Ruoyu",,,,
CS,2336,5U1,8,23,2,2,9,,1,1,,,,,1,,,,,,"Khan, Kamran Z","Zhang, Yue","Mao, Ruiyu",,,
CS,2340,0U1,5,4,5,2,3,5,1,2,2,,1,,,,,,,,"Karami, Gity","Golivand Darvishvand, Fateme",,,,
CS,3305,0W1,,1,6,3,6,3,1,6,1,,,,1,,,,,,"Ntafos, Simeon C","Aggarwal, Alakh",,,,
CS,3305,5U1,,4,,4,1,2,1,,,,,,,,,,1,,"Chitturi, Bhadrachalam",Jishnu J,,,,
CS,3341,0U1,,3,,,2,2,5,4,1,1,1,2,2,,,,,,"Guo, Huizhen","Zhao, Kun","Kim, Jimi",,,
CS,3345,0U1,4,6,2,3,3,3,3,2,1,1,,,3,,,,,,"Zhao, Yi","Tenali, Pranuthi",,,,
CS,3354,0U1,,1,1,4,5,10,2,4,4,1,3,,,,,,,,"Paulk, Mark C","Rathnasuriya, Ravishka S","Chen, Zizhao",,,
CS,3377,0U1,8,12,5,3,4,2,1,1,,1,,,,,,,1,,"Feng, Ranran","Sipai, Sushila","Dasgupta, Sopam",,,
CS,4141,6U1,9,4,2,1,,1,,,,,,,,,,,,,"Nguyen, Nhut","Ocampo Diaz, Gerardo",,,,
CS,4141,6U2,3,7,6,,2,,,,,,,,,,,,,,"Nguyen, Nhut","Alshomar, Ahmad",,,,
CS,4337,0U1,4,7,3,7,7,3,1,5,1,2,1,1,2,,,,,,"Omer, Jalal S","Hatfield, Cody R","Zhao, Yichen",,,
CS,4341,0U1,,2,2,3,5,4,5,3,5,,10,2,,,,,,,"Nguyen, Nhut","Omidi, Zahra",,,,
CS,4347,0U2,6,4,2,2,9,2,5,3,5,1,3,,,,,,,,"Omer, Jalal S","Birashk, Amin","Mohan, Sudharssan T",,,
CS,4348,0U1,1,5,4,6,6,3,,1,1,,1,,2,,,,,,"Prakash, Ravi","Nik Khah, Arman",Jishnu J,,,
CS,4348,0U2,1,3,5,1,3,,,,,,1,,1,,,,1,,"Mittal, Neeraj","Sipai, Sushila",,,,
CS,4349,0U1,,15,1,,12,,,2,,,1,,,,,,,,"Guo, Yunhui","Lu, Yangxiao",,,,
CS,4352,0S1,10,7,,,,,,,,,,,,,,,,,"Orrick, Erika D",,,,,
CS,4352,0W1,3,24,14,6,8,2,,1,,,,,,,,,1,,"Kumar, Pushpa S","Guo, Hung-Jui","Singhal, Yatharth",,,
CS,4365,5U1,14,16,,8,4,3,2,2,,,,,1,,,,,,"Khan, Kamran Z","Mao, Ruiyu","Zhang, Yue",,,
CS,4375,5U1,11,11,9,11,6,2,5,,,,,,,,,,,,"Nagar, Anurag","Wang, Guanghua","Su, Ke",,,
CS,4376,0U1,1,2,3,4,2,3,2,3,2,,2,1,,,,,,,"Chung, Lawrence","Pham, To Kim Bao",,,,
CS,4384,0U1,,19,9,10,7,4,1,5,6,,1,,,,,,2,,"Davis, Chris I","Lee, Jaeseong","Xu, Ouyang",,,
CS,4390,0U1,,4,2,4,6,5,6,1,2,1,,,3,,,,3,,"Gupta, Neeraj K","Das, Souvik","Rathnasuriya, Ravishka S",,,
CS,4485,0W1,10,5,,,2,1,,,,,,,,,,,,,"Razo-Razo, Miguel Angel",,,,,
CS,6301,0U1,,37,,,,,,,,,,,,,,,,,"Thuraisingham, Bhavani M","Bin Munir, Muhaimin",,,,
CS,6314,0U1,,16,3,,,1,1,,,,,,,,,,,,"Karami, Gity","He, Kaiyu",,,,
CS,6350,0U1,,10,6,2,,,,,,,,,,,,,,,"Nagar, Anurag","Su, Ke",,,,
CS,6364,0U1,,13,4,6,2,,,,,,,,,,,,,,"Schweitzer, Haim","Mao, Wei",,,,
CS,6375,5U1,,8,4,2,5,1,,,,,,,,,,,1,,"Schweitzer, Haim","Mao, Wei",,,,
CS,6375,MU1,,11,3,1,,,,,,,,,,,,,,,"Nagar, Anurag",,,,,
DANC,1305,0W1,,15,2,4,1,1,,1,,,,,1,,,,,,"Saba, Monica M",,,,,
DANC,1310,0W1,7,14,,,5,,,1,,,,,1,,,,1,,"Johnson, Melissa A",,,,,
DBUA,7415,SS1,,3,3,3,1,,,,,,,,,,,,,,"Singh, Harpreet",,,,,
ECON,2301,0U1,4,1,,4,,,,2,1,1,2,,1,,,,,,"Islam, Azharul",,,,,
ECON,4381,0U1,1,3,1,1,4,,,2,,,,,,,,,,,"Grover, William C",,,,,
ECS,3390,051,4,3,2,3,3,,,,,,,,2,,,,,,"Glauser, Janece B",,,,,
ECS,3390,052,10,6,2,,,1,,,,,,,,,,,,,"Mckee-Williams, Candie D",,,,,
ECS,3390,091,10,3,1,,,,1,1,,,1,,,,,,,,"Scally, Deborah A",,,,,
ECS,3390,0S1,16,3,,,,,,,,,,,,,,,,,"Montgomery, Christina F",,,,,
ECS,3390,0W1,,11,3,1,1,1,,,,,,,,,,,,,"Johnson, Janet L",,,,,
ECS,3390,0W2,1,8,1,2,1,2,1,1,,,,,,,,,,,"Johnson, Janet L",,,,,
ECSC,4078,0U1,,,,,,,,,,,,,,33,,,,,"Stewart, Mary Ann C",,,,,
ECSC,4V78,0U1,,,,,,,,,,,,,,12,,,,,"Stewart, Mary Ann C",,,,,
ECSC,5177,0U1,,,,,,,,,,,,,,,,,,102,"Stewart, Mary Ann C",,,,,
ECSC,5179,0U1,,,,,,,,,,,,,1,,,,,66,"Stewart, Mary Ann C",,,,,
EE,3161,0W1,,4,4,2,1,2,1,1,,,,,,,,,,,"Mezenner, Rabah","Islam, Farzana",,,,
EE,3202,0U1,,3,,3,2,2,,,,,,,,,,,1,,"Kiasaleh, Kamran","Tayeb Naimi, Shideh",,,,
EE,3302,0H1,1,,,,3,1,,1,1,,1,,2,,,,,,"Kehtarnavaz, Nasser","Dai, Jiazhi",,,,
EE,3311,5U1,,1,2,4,2,1,3,,,,,,1,,,,,,"Lee, Hoi","Yao, Yifan","Ghosh, Prosenjit Kumar",,,
EE,4205,0U1,2,5,2,1,2,,1,2,,,1,,,,,,,,"Akin, Bilal","Jena, Sritam","Kim, Jeonghwan",,,
EE,4388,0U1,,6,9,1,2,,,,,,,,,,,,,,"Tacca, Marco",,,,,
EE,4389,0U1,3,7,,3,,,,,,,,,,,,,,,"Tacca, Marco",,,,,
EEMF,6372,5U1,,8,4,,1,1,1,,,,,,,,,,,,"Tinker, Mark T",,,,,
EEOP,6314,0W1,,13,,5,,,,,,,,,,,,,1,,"Tamil, Lakshman S",,,,,
ENGR,2300,0W1,2,6,11,2,6,3,3,1,2,1,1,1,1,,,,1,,"Al-Dhahir, Naofal M","Mahmoud, Mohamed H","Dhole, Sameer R",,,
