Subject,Catalog Nbr,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,CR,I,NC,W,P,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6,instructor_id,instructor_name_normalized,title
CHEM,1111,142,14,6,4,,1,1,1,,,1,1,,,,,,,,"Qin, Yanping","Nguyen, Trang","Paul, Saptarshi",,,,yxq083000,yanping qin,General Chemistry Laboratory I 
CHEM,1111,143,10,8,,2,4,1,1,2,,,1,,1,,,,,,"Gavva, Sandhya R","Mazhar, Noreen",,,,,sgavva,sandhya gavva,General Chemistry Laboratory I 
CHEM,1111,601,8,11,1,3,2,2,,2,,,,,,,,,1,,"Sisk, Joshua R","Osborn, Emily","Shohag, S M Anyet Ullah",,,,jrs106020,joshua sisk,General Chemistry Laboratory I 
CHEM,1111,602,6,12,1,5,3,,,1,,,,,1,,,,,,"Sisk, Joshua R","Labedis, Bruce M","Shohag, S M Anyet Ullah",,,,jrs106020,joshua sisk,General Chemistry Laboratory I 
CHEM,1111,603,3,11,3,,6,,1,3,1,1,,,,,,,,,"Sisk, Joshua R","Vu, Mai P","Ghafari, Mozhdeh",,,,jrs106020,joshua sisk,General Chemistry Laboratory I 
CHEM,1111,604,7,15,1,1,4,1,,,,,,,,,,,,,"Sisk, Joshua R","Jorapur, Soham R","Ghafari, Mozhdeh",,,,jrs106020,joshua sisk,General Chemistry Laboratory I 
CHEM,1111,605,11,12,2,4,,,1,,,,,,,,,,,,"Tran, Daniel N","Hoot, Robert E",,,,,dnt019000,daniel tran,General Chemistry Laboratory I 
CHEM,1111,606,10,3,3,7,3,1,,1,,2,,,,,,,,,"Tripathi, Kiran","Mazhar, Noreen",,,,,kxt190015,kiran tripathi,General Chemistry Laboratory I 
CHEM,1111,607,10,11,1,4,,1,1,,,,1,,1,,,,,,"Panapitiya, Nimanka P","Ayers, Lyndsay C",,,,,npp081000,nimanka panapitiya,General Chemistry Laboratory I 
CHEM,1112,101,13,4,5,2,1,2,,1,,2,,,,,,,,,"Huang, Yu","Ullah, Najeeb",,,,,yxh091220,yu huang,General Chemistry Laboratory II 
CHEM,1112,102,5,6,4,1,4,2,4,,,,,1,3,,,,,,"Huang, Yu","Ullah, Najeeb",,,,,yxh091220,yu huang,General Chemistry Laboratory II 
CHEM,1112,103,10,8,2,1,1,,1,,1,,,,2,,,,1,,"Huang, Yu","Kim, Gyeongseo",,,,,yxh091220,yu huang,General Chemistry Laboratory II 
CHEM,1112,104,9,6,1,4,1,,3,1,1,,,,4,,,,,,"Tripathi, Kiran","Kim, Gyeongseo",,,,,kxt190015,kiran tripathi,General Chemistry Laboratory II 
CHEM,1112,105,11,9,2,4,2,1,,,,,,,1,,,,,,"Tripathi, Kiran","Brown, Monet R",,,,,kxt190015,kiran tripathi,General Chemistry Laboratory II 
CHEM,1115,HN1,6,24,,,,,,,,,,,,,,,,,"Sibert, John W",,,,,,sibertj,john sibert,Honors Freshman Chemistry Laboratory I 
CHEM,1311,001,17,49,27,23,21,19,21,15,24,3,13,1,14,,,,10,,"Huang, Yu",,,,,,yxh091220,yu huang,General Chemistry I 
CHEM,1311,002,12,39,26,22,21,23,15,16,23,12,9,5,14,,,,14,,"Anka, Fadwa H",,,,,,fha041000,fadwa anka,General Chemistry I 
CHEM,1311,003,10,24,17,21,21,17,18,25,21,6,12,5,34,,,,20,,"Dieckmann, Gregg R",,,,,,dieckgr,gregg dieckmann,General Chemistry I 
CHEM,1311,004,3,20,15,20,24,25,15,29,18,9,11,8,36,,,,16,,"Dieckmann, Gregg R",,,,,,dieckgr,gregg dieckmann,General Chemistry I 
CHEM,1311,005,17,38,21,12,34,25,14,16,21,10,8,6,13,,,,24,,"Taylor, Stephanie M",,,,,,smt031000,stephanie taylor,General Chemistry I 
CHEM,1311,006,13,38,19,23,24,16,19,15,29,10,5,7,14,,,,19,,"Taylor, Stephanie M",,,,,,smt031000,stephanie taylor,General Chemistry I 
CHEM,1312,001,16,16,24,6,16,22,7,16,25,14,10,4,32,,,,12,,"Sra, Amandeep K","Bonnand, Evan F","Darwin, Cary","Shende, Prapti M",,,aks057000,amandeep sra,General Chemistry II 
CHEM,1315,HN1,10,8,3,2,1,,3,2,1,,,,,,,,,,"Sibert, John W",,,,,,sibertj,john sibert,Honors Freshman Chemistry I 
CHEM,2233,301,14,9,3,,,,,,,,,,,,,,,,"Cortes, Sergio","Walimuni Mudiyanselage, Chamila Sandaruwan B","Li, Baowen",,,,scortes,sergio cortes,Introductory Organic Chemistry Laboratory 
CHEM,2233,302,13,10,1,,,2,,,,,,,,,,,,,"Tran, Daniel N","Amini-Harandi, Zahra",,,,,dnt019000,daniel tran,Introductory Organic Chemistry Laboratory 
CHEM,2233,303,14,9,1,2,,,,,,,,,,,,,,,"Wijenayake, Sumudu N","Adams, Derik A",,,,,snw081000,sumudu wijenayake,Introductory Organic Chemistry Laboratory 
CHEM,2233,304,24,,,,1,1,,,,,,,,,,,,,"Cortes, Sergio","Amini-Harandi, Zahra","Pradhan, Subham",,,,scortes,sergio cortes,Introductory Organic Chemistry Laboratory 
CHEM,2233,305,19,6,1,,,,,,,,,,,,,,,,"Wijenayake, Sumudu N","Walimuni Mudiyanselage, Chamila Sandaruwan B","Rajapaksha Mudiyanselage, Gaveshika Madushani Rajapaksha",,,,snw081000,sumudu wijenayake,Introductory Organic Chemistry Laboratory 
CHEM,2233,306,15,5,,2,3,,,,,,,,,,,,,,"Panapitiya, Nimanka P","Li, Baowen","Rajapaksha Mudiyanselage, Gaveshika Madushani Rajapaksha",,,,npp081000,nimanka panapitiya,Introductory Organic Chemistry Laboratory 
CHEM,2233,307,9,12,1,,1,1,,,,,,,,,,,,,"Tran, Daniel N","Sharma, Shreya",,,,,dnt019000,daniel tran,Introductory Organic Chemistry Laboratory 
CHEM,2233,308,9,14,2,,,1,,,,,,,,,,,,,"Panapitiya, Nimanka P","Baird, Marriah",,,,,npp081000,nimanka panapitiya,Introductory Organic Chemistry Laboratory 
CHEM,2323,001,24,48,15,17,15,8,7,5,2,2,1,,,,,,1,,"Wijenayake, Sumudu N","Deo, Nitish Kumar",,,,,snw081000,sumudu wijenayake,Introductory Organic Chemistry I 
CHEM,2323,002,4,11,6,9,10,8,6,12,9,7,6,3,1,,,,6,,"Ahn, Jung-Mo","Neal, Henry",,,,,jxa041100,jung mo ahn,Introductory Organic Chemistry I 
CHEM,2323,003,10,28,12,11,16,16,14,8,7,5,6,,6,,,,4,,"Tran, Daniel N",,,,,,dnt019000,daniel tran,Introductory Organic Chemistry I 
CHEM,2323,004,5,8,14,8,6,12,11,17,8,15,15,,17,,,,4,,"Cortes, Sergio","Gaspar, Miguel A",,,,,scortes,sergio cortes,Introductory Organic Chemistry I 
CHEM,2323,005,8,30,18,14,16,11,11,9,9,7,3,,4,,2,,2,,"Thompson, Christina M","Elmore, Scott T",,,,,cmt120030,christina thompson,Introductory Organic Chemistry I 
CHEM,2323,501,28,48,6,16,5,6,14,2,9,6,3,,3,,,,4,,"Panapitiya, Nimanka P","De Aquino Veras, Sophia",,,,,npp081000,nimanka panapitiya,Introductory Organic Chemistry I 
CHEM,2325,001,20,14,6,7,8,7,5,2,5,5,4,,23,,2,,7,,"Novak, Bruce M",,,,,,bxn111230,bruce novak,Introductory Organic Chemistry II 
CHEM,2325,002,53,17,3,7,7,4,7,9,8,2,3,,16,,,,7,,"Novak, Bruce M",,,,,,bxn111230,bruce novak,Introductory Organic Chemistry II 
CHEM,2327,HN1,2,11,1,5,4,1,2,,,,,,,,,,,,"Biewer, Michael C","Popa, Marius S","Nath, Jyotishka",,,,biewerm,michael biewer,Honors Organic Chemistry I 
CHEM,2401,001,1,2,1,2,4,2,,3,,,,,,,,,,,"Dissanayake, Dushanthi S","Cahill, Marshall C","Naseiro, Connor B",,,,dxd122030,dushanthi dissanayake,Introductory Quantitative Methods in Chemistry 
CHEM,2401,002,1,5,4,,,2,,,,,,,1,,,,,,"Dissanayake, Dushanthi S","Relix, Daniel E","Parsamian, Perouza",,,,dxd122030,dushanthi dissanayake,Introductory Quantitative Methods in Chemistry 
CHEM,2401,003,4,3,1,2,1,2,,,1,,,,1,,,,,,"Sra, Amandeep K","Darwin, Cary","Hildebrand, Dax J",,,,aks057000,amandeep sra,Introductory Quantitative Methods in Chemistry 
CHEM,3321,001,4,4,8,1,6,7,3,1,,,,,2,,,,,,"Torabifard, Hedieh","Aranda, Aidely",,,,,hxt200006,hedieh torabiford,Physical Chemistry I 
CHEM,3322,001,,20,,,18,,,5,,,,,3,,,,,,"Murza, Adrian C",,,,,,acm170730,adrian murza,Physical Chemistry II 
CHEM,3341,001,6,2,5,2,3,3,4,4,2,1,1,,3,,,,1,,"Sibert, John W",,,,,,sibertj,john sibert,Inorganic Chemistry I 
CHEM,3461,001,1,6,4,3,5,2,,,,,,,,,,,,,"Gavva, Sandhya R","Wicherts, Dylan M","Budhathoki, Prakriti","Liyana Withanage, Nadeesha Tharangani",,,sgavva,sandhya gavva,Biochemistry I 
CHEM,3461,002,3,6,5,7,6,4,3,1,2,,2,1,1,,,,1,,"Boyd, Stefanie D","Akter, Zakia","Zhi, Jiahe","Salamat, Narges","Zhabilov, Dannie",,sdb074000,stefanie boyd,Biochemistry I 
CHEM,3461,003,6,10,5,5,5,3,,2,,,,1,1,,,,1,,"Boyd, Stefanie D","Akter, Zakia","Zhi, Jiahe","Salamat, Narges","Zhabilov, Dannie",,sdb074000,stefanie boyd,Biochemistry I 
CHEM,3472,001,,3,6,3,1,,1,,,2,,,3,,,,,,"Hashami, Zohreh","Hasna Begam, Mohammed Nazar","Igie, Nosakhare F","Wang, Ziqi","Beck, Erling","Subramanian, Yaamini",zxh088000,zohreh hashami,Instrumental Analysis 
CHEM,3472,002,,4,1,3,3,2,1,1,,,2,,3,,,,,,"Abeykoon, Nimali C","Wang, Ziqi","Igie, Nosakhare F","Beck, Erling","Subramanian, Yaamini","Hasna Begam, Mohammed Nazar",nxa124430,nimali abeykoon,Instrumental Analysis 
CHEM,5314,001,,12,,,,,,,,,,,,,,,,,"Nielsen, Steven O",,,,,,son051000,steven nielsen,Advanced Physical Chemistry 
CHEM,5331,001,,12,7,4,3,,,,,,,,,,,,,,"Delaney, Connor P",,,,,,cpd230000,,Advanced Organic Chemistry I 
CHEM,5334,001,,7,,,5,1,,,,,,,,,,,,,"Ferraris, John P",,,,,,ferraris,john ferraris,Spectroscopy 
CHEM,5341,001,,2,3,3,8,1,,,,,,,,,,,,,"Balkus, Kenneth J",,,,,,balkus,kenneth balkus,Advanced Inorganic Chemistry I 
CHEM,5355,001,,9,6,9,1,,,,,,,,,,,,,,"Pantano, Paul",,,,,,pantano,paul pantano,Analytical Techniques I 
CHEM,5361,001,,9,6,,4,1,,,,,,,,,,,,,"D'Arcy, Sheena M",,,,,,sxd156730,sheena darcy,Advanced Biochemistry 
CHEM,6100,001,,,,,,,,,,,,,,,,,,117,"Romiti, Filippo",,,,,,fxr220003,filippo romiti,Chemistry Department Seminar 
CHEM,6V39,501,,6,2,2,,,,,,,,,,,,,,,"Sterling, Alistair J",,,,,,ajs240007,alistair sterling,Special Topics in Organic Chemistry 
CHEM,8V91,024,,,,,,,,,,,,,,,,,,12,"Stefan, Mihaela C",,,,,,mci071000,mihaela stefan,
CHEM,8V91,046,,,,,,,,,,,,,,,,,,11,"Fasan, Rudi",,,,,,,rudi fasan,
CHIN,1311,001,12,,3,,2,,,,,,,,,,,,,,"Chen, Bei",,,,,,bxc152730,bei chen,Beginning Chinese I 
CHIN,1312,001,6,2,1,,,1,,,,,,,,,,,,,"Chen, Bei",,,,,,bxc152730,bei chen,Beginning Chinese II 
CHIN,2311,001,13,1,,,,,,,,,,,,,,,,,"Chen, Bei",,,,,,bxc152730,bei chen,Intermediate Chinese I 
CLDP,2314,001,1,1,3,1,11,1,2,,1,,1,2,,,,,,,"Atchison, Kristin J","Padilla Cardoso, Mayra A",,,,,kja042000,kristin atchison,Lifespan Development 
CLDP,2314,0W1,,2,3,4,,3,,3,2,2,1,,1,,,,2,,"Drew, Linda M","Hsieh, Uan-Luen",,,,,lmd102020,linda drew,Lifespan Development 
CLDP,3303,001,5,5,4,1,3,,1,,,,,,,,,,,,"Trail, Amy M","Lewicki, Jane M",,,,,amr171330,amy trail,Normal Language Development 
CLDP,3305,001,,13,,,3,,,,,,,,,,,,1,,"Jett, Whitney G",,,,,,wpg150030,,Language and Literacy Development 
CLDP,3310,001,,18,,,2,,,2,,,,,,,,,,,"Timmons, Lisa N","Delfosse, Camille M",,,,,lnk081000,lisa timmons,Child Development 
CLDP,3310,0W1,,13,,,2,,,,,,,,,,,,,,"Bonner, Deborah","Gutierrez, Alyssa M",,,,,dbonner,deborah bonner,Child Development 
CLDP,3332,001,1,21,11,2,5,,,1,1,,,,,,,,1,,"Holub, Shayla C","Heinrich, Melissa D",,,,,sch052000,shayla holub,Social and Personality Development 
CLDP,3336,001,1,3,2,3,2,,,,,,,,1,,,,,,"Atchison, Kristin J",,,,,,kja042000,kristin atchison,Infancy 
CLDP,3339,0H1,,4,1,,3,2,,2,3,,1,,1,,,,,,"Huxtable-Jester, Karen J","Sudheesh, Athul",,,,,kxh014900,karen huxtable jester,Educational Psychology 
CLDP,3342,0W1,,29,,,1,,,,,,,,,,,,,,"Bonner, Deborah","Liu, Yiyao",,,,,dbonner,deborah bonner,Exceptional Children 
CLDP,3362,001,,20,,1,15,,1,2,,,,,2,,,,,,"Mills, Candice M","Gholap, Neha P",,,,,cxm056000,candice mills,Cognitive Development 
CLDP,3394,0H1,,18,,,,,,1,,,,,,,,,1,,"Grant, Meridith G","Smitherman, Israel W",,,,,mga061000,meridith grant,Research and Evaluation Methods 
CLDP,4344,001,,12,,,4,,,2,,,1,,,,,,,,"Timmons, Lisa N","Redig, Samantha L",,,,,lnk081000,lisa timmons,Child Psychopathology 
CLDP,4347,001,,2,2,2,2,2,,1,,,,,1,,,,,,"Nelson Taylor, Jackie A","Li, Yue","Peacock, Dru D",,,,jan110030,jackie nelson,Marriage and Family Psychology 
CLDP,4V90,001,6,2,,,2,,,,,,,,,,,,,,"Maese, Maria Amalia",,,,,,mxm124131,,Special Topics in Child Learning and Development 
CLDP,4V90,002,,14,,,,,,,,,,,1,,,,,,"Capili, Conrad R",,,,,,crc030100,conrad capili,Special Topics in Child Learning and Development 
COMD,6110,0W1,,,,,,,,,,,,,,,,,,10,"Kenedi, A Helen I",,,,,,kenedi,,Pediatric Feeding 
COMD,6112,0W1,,,,,,,,,,,,,,,,,,13,"Walsh, Diane G",,,,,,dxg022000,diane walsh,Counseling in Communication Disorders 
COMD,6222,001,,97,,,,,,,,,,,,,,,,,"Lougeay, Janice",,,,,,lougeay,,Stuttering 
COMD,6240,001,,23,,,1,,,,,,,,,,,,,,"Touchstone, Emily W",,,,,,exw010200,emily touchstone,Professional Issues in Speech Language Pathology 
COMD,6305,001,,,,,,,,,,,,,,,,,,34,"Frankford, Saul A","Mundayoor, Saranya A",,,,,sfa240000,,Speech Science 
COMD,6307,0H1,,9,3,1,,,,,,,,,,,,,,,"Evans, Julia L","Sharma, Susmi",,,,,jle130030,julia evans,Language Acquisition 
COMD,6308,001,,73,,,,,,,,,,,,,,,,,"Rich, Judith B",,,,,,jbm014600,,Assessment and Intervention of Language Impairments in Preschool and School-Age Children 
COMD,6320,001,,35,,,11,,,,,,,,,,,,,,"Aldridge, Michelle A","Kenedi, A Helen I",,,,,aldridge,michelle aldridge,Motor Speech Disorders 
COMD,6330,001,,,,,,,,,,,,,,,,,,10,"Stillman, Robert D",,,,,,stillman,robert stillman,
COMD,6330,002,,,,,,,,,,,,,,,,,,10,"Rich, Judith B",,,,,,jbm014600,judith rich,
COMD,6330,004,,,,,,,,,,,,,,,,,,10,"Neale, Hannah D",,,,,,,hannah neale,
COMD,6330,005,,,,,,,,,,,,,,,,,,10,"Klimkowski, Hillary E",,,,,,hxd121330,hillary klimkowski,
COMD,6330,006,,,,,,,,,,,,,,,,,,10,"Trail, Amy M",,,,,,amr171330,amy trail,
COMD,6330,069,,,,,,,,,,,,,,,,,,10,"Kenedi, A Helen I",,,,,,,a helen kenedi,
COMD,6330,080,,,,,,,,,,,,,,,,,,10,"Carter, Jessica A",,,,,,jar032000,jessica carter,
COMD,6330,122,,,,,,,,,,,,,,,,,,10,"Sale, Felicity F",,,,,,ffs013000,felicity sale,
COMD,6330,144,,,,,,,,,,,,,,,,,,12,"Walsh, Diane G",,,,,,dxg022000,diane walsh,
COMD,6330,165,,,,,,,,,,,,,,,,,,10,"Aldridge, Michelle A",,,,,,aldridge,michelle aldridge,
COMD,6330,169,,,,,,,,,,,,,,,,,,10,"Kenedi, A Helen I",,,,,,,a helen kenedi,
COMD,6377,001,,72,,,8,,,,,,,,,,,,,,"Kenedi, A Helen I","Sale, Felicity F",,,,,kenedi,,Neurogenic Communication Disorders I 
COMD,6378,001,,17,,,4,,,,,,,,,,,,,,"Klimkowski, Hillary E","Sale, Felicity F",,,,,hxd121330,hillary klimkowski,Neurogenic Communication Disorders II 
COMD,6V09,001,,39,,,,,,,,,,,,,,,,,"Aldridge, Michelle A",,,,,,aldridge,michelle aldridge,Autism Spectrum Disorder 
COMD,7098,001,,,,,,,,,,,,,,,,,,18,"Touchstone, Emily W",,,,,,exw010200,emily touchstone,
COMD,7204,501,,32,,,,,,,,,,,,,,,,,"Cook, Julie D",,,,,,jdc151030,,Craniofacial Disorders 
COMD,7221,001,,16,,,3,,,,,,,,,,,,,,"Carter, Jessica A",,,,,,jar032000,,Preschool Intervention 
COMD,7222,001,,51,,,,,,,,,,,,,,,,,"Touchstone, Emily W",,,,,,exw010200,emily touchstone,Therapy Strategies for School-Age Children 
COMD,7301,501,,25,,,,,,,,,,,,,,,,,"Morris, Rebecca L",,,,,,dal913724,,Public School Methods 
COMD,7309,001,,9,,2,7,,,1,,,,,,,,,,,"Hart, John",,,,,,jxh057100,,Neural Correlates of Human Cognition  Functional Localization 
COMD,7336,001,,12,1,1,,,,,,,,,,,,,,,"Rollins, Pamela R",,,,,,rollins,pam rollins,Social Communication in Early Childhood Disorders 
COMM,1311,001,10,27,17,6,7,3,5,1,2,,,,2,,,,,,"Totusek, Patricia F",,,,,,pft140030,patricia totusek,Introduction to Communication Studies 
COMM,1311,002,,3,3,7,5,4,,,,,,,1,,,,,,"Baker, Barbara L",,,,,,blb140430,barbara baker,Introduction to Communication Studies 
COMM,1311,003,11,6,1,1,1,1,,1,,,,,,,,,2,,"Sova, Melodee L",,,,,,mls230004,melodee sova,Introduction to Communication Studies 
COMM,1311,004,4,16,1,,1,,1,,,,,,,,,,,,"Totusek, Patricia F",,,,,,pft140030,patricia totusek,Introduction to Communication Studies 
COMM,1311,005,10,9,2,,,,1,1,,,,,,,,,,,"McCown, Gregory S",,,,,,dal165786,,Introduction to Communication Studies 
COMM,1311,006,7,10,1,4,,,1,,,,,,,,,,1,,"Tanner, Lari J",,,,,,ljt130130,lari tanner,Introduction to Communication Studies 
COMM,1311,0H1,6,7,3,4,,,,,,,,,1,,,,1,,"Tanner, Lari J",,,,,,ljt130130,lari tanner,Introduction to Communication Studies 
COMM,1311,0H2,1,10,3,3,1,1,1,1,,,,,,,,,2,,"Sluder, Jeanne",,,,,,jis081000,jeanne sluder,Introduction to Communication Studies 
COMM,1311,0H3,4,4,4,2,1,,4,1,2,,,,1,,,,1,,"Sova, Melodee L",,,,,,mls230004,melodee sova,Introduction to Communication Studies 
COMM,1311,0H4,8,5,5,3,,,,,,,,,1,,,,2,,"Sova, Melodee L",,,,,,mls230004,melodee sova,Introduction to Communication Studies 
COMM,1311,0H5,,6,7,5,1,2,,,,,,2,,,,,1,,"Sluder, Jeanne",,,,,,jis081000,jeanne sluder,Introduction to Communication Studies 
COMM,1311,0W1,2,11,3,3,,3,,,,,,,1,,,,,,"Templeton, Allison A",,,,,,aam141730,allison templeton,Introduction to Communication Studies 
COMM,1311,0W2,5,7,5,2,2,,2,,,,,,,,,,1,,"Templeton, Allison A",,,,,,aam141730,allison templeton,Introduction to Communication Studies 
COMM,1311,0W3,9,6,2,,2,1,,,,,,,2,,,,2,,"Moss, Daniel J",,,,,,djm161130,daniel moss,Introduction to Communication Studies 
COMM,1311,0W4,3,5,4,2,1,3,3,,1,,1,,,,,,1,,"Williams, Alecia N",,,,,,axw124630,alecia williams,Introduction to Communication Studies 
COMM,1311,0W5,2,6,4,2,1,,,,,,3,1,3,,,,,,"Williams, Alecia N",,,,,,axw124630,alecia williams,Introduction to Communication Studies 
COMM,1311,0W6,7,6,2,2,,2,,1,,,,,1,,,,1,,"Sova, Melodee L",,,,,,mls230004,melodee sova,Introduction to Communication Studies 
COMM,1311,0W7,8,7,4,3,,1,,,,,,,1,,,,,,"Sova, Melodee L",,,,,,mls230004,melodee sova,Introduction to Communication Studies 
COMM,1311,0W8,5,3,7,5,,2,,,,,,,2,,,,,,"Fraley, James M",,,,,,jmf210007,james fraley,Introduction to Communication Studies 
COMM,1311,0W9,1,9,5,3,2,1,,,1,,,,,,,,1,,"Mckee-Williams, Candie D",,,,,,cdm230002,candie mckee williams,Introduction to Communication Studies 
COMM,1315,001,1,11,4,1,3,3,,,,,,,1,,,,,,"Templeton, Allison A",,,,,,aam141730,allison templeton,Public Speaking 
COMM,1315,0H1,17,5,,,,,,,,,,,,,,,2,,"Saenz, Michael A",,,,,,mas130030,michael saenz,Public Speaking 
COMM,1315,0H2,4,18,1,,1,,,,,,,,,,,,,,"Hernandez-Katz, Melissa M",,,,,,mhkatz,melissa hernandez katz,Public Speaking 
COMM,1315,0H3,6,5,4,2,1,1,,1,,,,3,,,,,1,,"Templeton, Allison A",,,,,,aam141730,allison templeton,Public Speaking 
COMM,1315,0H4,1,7,6,3,3,1,1,1,,,,,1,,,,,,"Gonzales, Sarah",,,,,,dal326310,,Public Speaking 
COMM,1315,0H5,5,12,3,2,,,1,,,,,,1,,,,,,"Farr, Natalie D",,,,,,dal751884,,Public Speaking 
COMM,1315,0H6,5,10,3,,2,1,,,,,1,,2,,,,,,"Farr, Natalie D",,,,,,dal751884,,Public Speaking 
COMM,1315,0H7,9,6,1,2,2,1,,,1,,,,1,,,,,,"Hernandez-Katz, Melissa M",,,,,,mhkatz,melissa hernandez katz,Public Speaking 
COMM,1315,0H8,2,5,,3,2,2,1,,,,,1,3,,,,,,"Aranda, Johnson",,,,,,jxa190020,johnson aranda,Public Speaking 
COMM,1315,0H9,3,7,1,1,2,1,2,,,,,,4,,,,3,,"Aranda, Johnson",,,,,,jxa190020,johnson aranda,Public Speaking 
COMM,1315,0W1,18,2,1,,,1,,,,,,,,,,,,,"Cannon, Charles",,,,,,cxc190014,charles cannon,Public Speaking 
COMM,1315,0W2,17,2,,1,2,1,,1,,,,,,,,,,,"Cannon, Charles",,,,,,cxc190014,charles cannon,Public Speaking 
COMM,1315,0W3,,2,2,1,1,3,2,3,1,,,,4,,,,,,"Bromberg, Mike",,,,,,mxb210046,mike bromberg,Public Speaking 
COMM,1315,0W4,2,3,3,3,2,1,1,2,1,,,,2,,,,1,,"Bromberg, Mike",,,,,,mxb210046,mike bromberg,Public Speaking 
COMM,1320,001,4,10,2,1,,3,,1,1,,,,2,,,,,,"Sova, Melodee L",,,,,,mls230004,melodee sova,Interpersonal Communication 
COMM,2310,0W1,3,5,4,1,,2,,,1,1,,,4,,,,1,,"Glauser, Janece B",,,,,,jbg130030,janece glauser,Introduction to Professional Communication 
COMM,3342,0H1,3,9,,,2,2,1,,,,,,1,,,,,,"Johnson, Janet L",,,,,,jlj065000,janet johnson,Advanced Topics in Communication 
COMM,3351,001,1,2,2,2,1,,,4,3,,,,,,,,,,"Baker, Barbara L",,,,,,blb140430,barbara baker,History and Theory of Communication 
COMM,3353,001,3,5,,2,1,,,2,,,,,2,,,,,,"Totusek, Patricia F",,,,,,pft140030,patricia totusek,Nonverbal Communication 
COMM,4314,5W1,1,5,2,3,1,,1,,1,,,1,1,,,,1,,"King, Carie S",,,,,,cxl085200,carie king,Persuasion and Interpersonal Influence 
CRIM,1301,001,11,16,8,1,4,1,1,1,1,1,1,,2,,,,,,"Karmakar, Anasuya",,,,,,axk220350,anasuya karmakar,Introduction to Criminal Justice 
CRIM,1301,0W1,15,37,18,7,9,3,2,3,1,,,1,1,,,,,,"Hull, Kerrie Ann",,,,,,kxh210033,kerrie ann hull,Introduction to Criminal Justice 
CRIM,1307,001,8,34,39,12,13,4,1,,,2,2,2,5,,,,,,"Lee, Jaebom",,,,,,jxl230009,,Introduction to Crime and Criminology 
CRIM,1307,0W1,27,35,8,4,1,2,1,,1,2,2,2,3,,,,1,,"Vasquez, Arthur G","Jiru, Gurmessa B",,,,,agv100020,arthur vasquez,Introduction to Crime and Criminology 
CRIM,2306,0W1,,34,10,3,3,,1,2,,,1,1,2,,,,1,,"Papageorgiou, Anthony J",,,,,,ajp220004,,Criminal Law 
CRIM,2313,0W1,10,6,5,4,4,2,3,1,,2,2,1,2,,,,2,,"Getty, Ryan M","Chidozie, Eustace",,,,,rmg075000,,Police and Society 
CRIM,2316,001,3,2,13,3,1,,,,1,,,,,,,,,,"Mcchriston, Marvin",,,,,,mxm230053,,Corrections 
CRIM,2317,0W1,20,10,6,1,2,1,1,,1,,,,1,,,,,,"Hong, Sunmin",,,,,,sxh220001,,Criminal Prosecution and Court Process 
CRIM,3300,0W1,13,26,11,7,9,8,2,5,,1,1,1,4,,,,2,,"Worrall, John L","Gross, Meeghan A",,,,,jlw064000,john worrall,Crime and Civil Liberties 
CRIM,3301,001,10,8,4,1,2,,,,,,,1,1,,,,,,"Getty, Ryan M","Chidozie, Eustace",,,,,rmg075000,,Theories of Justice 
CRIM,3302,001,6,8,4,3,2,4,,,,,1,,4,,,,,,"Lee, Yeungjeom","Lee, Insang",,,,,yxl210021,,Advanced Criminology 
CRIM,3303,001,16,4,6,1,2,1,,2,,,,,4,,,,,,"Vasquez, Arthur G","Islam, Mohammad Touhidul",,,,,agv100020,arthur vasquez,Advanced Criminal Justice 
CRIM,3309,001,23,12,4,2,,,,1,1,,,,,,,,,,"Olszewski, Hailey",,,,,,hxo230001,,Media and Crime 
CRIM,3310,001,1,8,2,,5,2,,,,1,1,,2,,,,,,"Yoon, Minyeong",,,,,,mxy230003,,Youth Crime and Justice 
CRIM,3312,0W1,30,20,3,2,4,,1,,1,,1,,1,,,,,,"Vasquez, Arthur G","Islam, Mohammad Touhidul","Jiru, Gurmessa B",,,,agv100020,arthur vasquez,Drugs and Crime 
CRIM,3319,0W1,,35,19,9,3,4,1,1,1,,,,4,,,,,,"Wang, Wenyi",,,,,,wxw220000,,Comparative Justice Systems 
CRIM,4311,0W1,8,5,8,7,4,4,,,1,,,,1,,,,,,"Manuel, Samantha A",,,,,,sam160130,samantha manuel,Crime and Justice Policy 
CRIM,4315,001,25,9,4,4,5,,1,,,,,,,,,,1,,"Vasquez, Arthur G","Jiru, Gurmessa B",,,,,agv100020,arthur vasquez,Race  Ethnicity  and Justice 
CRIM,4322,0H1,,3,5,5,1,4,3,1,5,1,3,,3,,,,2,,"Vieraitis, Lynne M","Escobedo, Allison E",,,,,lmv071000,lynne vieraitis,Senior Research Seminar 
CRIM,4396,001,2,8,3,5,2,,1,1,1,,,,,,,,,,"Boots, Denise P","Adjadeh, John-Paul E",,,,,dpb062000,denise boots,Selected Topics in Criminology 
CRIM,6301,0W1,,11,4,2,2,,,3,,,,,,,,,,,"Lee, Yeungjeom",,,,,,yxl210021,,Research Design I 
CRIM,6303,501,,4,3,2,,,,1,,,,,,,,,,,"Vieraitis, Lynne M",,,,,,lmv071000,lynne vieraitis,Etiology of Crime and Criminality 
