Subject,Catalog Nbr,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,CR,I,NC,W,P,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6
ACCT,6353,PP1,,5,11,15,8,,,,,,,,,,,,,,"Solcher, Steven J","Li, Catherine X",,,,
ACCT,6356,PP1,,26,2,,,,,,,,,,,,,,,,"Gamino, John P",,,,,
ACCT,6374,501,,23,12,9,1,3,,,,,,,,,,,,,"Mauriello, Joseph A","Tran, Bao G",,,,
ACCT,6380,501,,12,4,6,3,,,,,,,,,,,,1,,"Mauriello, Joseph A",,,,,
ACCT,6384,501,,9,11,2,2,1,,,,,,,,,1,,1,,"Kromer, Jeffrey R","Li, Catherine X",,,,
ACCT,6392,501,,4,9,8,,,,,,,,,,,,,,,"Mauriello, Joseph A",,,,,
ACN,5314,001,,23,,,8,,,,,,,,,,1,,1,,"Golden, Richard M","Malaiya, Ritesh K",,,,
ACN,6313,001,,1,4,3,4,,1,,,,,,,,,,,,"Fearon, Danielle","Latteri, Christopher W",,,,
ACN,6330,001,,5,,1,3,1,,1,,,,,1,,,,,,"Seaman, Kendra L",,,,,
ACN,6332,001,,18,,2,,,1,,,,,,,,,,,,"Raman, Rachna",,,,,
ACN,6338,001,,6,,,4,,,2,,,,,,,,,,,"Kennedy, Kristen M",,,,,
ACN,6342,0W1,,18,4,1,,,1,,,,,,,,,,1,,"Orrick, Erika D",,,,,
ACN,6346,001,,6,,,6,,,,,,,,1,,,,1,,"Rincon, Millie",,,,,
ACN,6374,0H1,,11,1,,,,,,,,,,,,,,,,"Jahangiri, Faisal R",,,,,
ACN,6V71,013,,,,,,,,,,,,,,,,,1,13,"Golden, Richard M",,,,,
ACN,6V81,0H1,,2,5,2,,1,1,1,,,,,,,,,,,"Maqbool, Mohsin",,,,,
ACN,6V81,502,,18,,,,,,,,,,,,,,,1,,"Estevez, Leonardo W",,,,,
ACN,7343,001,,8,3,,3,,,,,,,,,,,,,,"Thompson, Lucien T",,,,,
ACN,7372,001,,8,2,,,,,,,,,,,,,,,,"Burton, Michael D",,,,,
ACN,7372,002,,1,1,4,2,4,,1,,,,,,,,,,,"Nguyen, Lena H",,,,,
ACTS,4301,001,6,,2,1,1,3,1,1,1,,2,,2,,,,,,"Makhijani, Neha","Xu, Xiufeng",,,,
ACTS,4302,001,2,2,1,1,5,1,4,1,1,2,2,1,1,,,,,,"Humphreys, Natalia","Xu, Xiufeng",,,,
ACTS,4305,001,1,1,,2,,3,2,,2,1,2,2,,,,,,,"Humphreys, Natalia","Liu, Jingzhou",,,,
ACTS,4310,001,4,2,4,2,,,,,,,,,,,,,,,"Hong, Liang",,,,,
AHST,1303,001,31,17,21,10,14,6,4,3,1,2,,,1,,,,2,,"McDonald, Jacquelyn D","Alake, Olaoluwa J","Daneshvarkashkooli, Marjan",,,
AHST,1303,002,33,24,21,11,3,4,2,3,3,,,,8,,,,2,,"McDonald, Jacquelyn D","Zhang, Shengxin","Ghahari Kermani, Arash",,,
AHST,2331,001,,21,7,5,7,6,1,,,1,3,3,9,,,,2,,"Terranova, Charissa N","Okwulogu, Maureen","Vega Mora, Brenda G",,,
AHST,2331,HN1,13,10,1,,,,,,,,,,,,,,,,"Avram, Danielle M",,,,,
AHST,3318,001,,14,3,,3,2,2,1,,1,,1,2,,,,2,,"Terranova, Charissa N",,,,,
AHST,4342,001,33,12,,,,,,,,,,,1,,,,,,"Alibhai, AliAsgar H",,,,,
AMS,2300,001,12,3,4,,3,,1,,1,,,,3,,,,2,,"Hammonds, Kyle",,,,,
AMS,2300,002,11,15,13,1,1,,,1,,,,,,,,,,,"Lusk, Marc L",,,,,
AMS,2341,001,,16,8,10,20,3,4,2,,,,,1,,,,4,,"Naqvi, Syed K",,,,,
AMS,3316,0W1,14,4,5,3,4,2,,1,2,1,,,5,,,,1,,"Winstead, Elizabeth L",,,,,
AMS,3350,0W1,14,7,5,2,4,,,1,,,,1,3,,,,3,,"Winstead, Elizabeth L",,,,,
AMS,4300,5H1,12,6,3,,3,1,2,,,,,,2,,,,1,,"Ross, Alyssa N",,,,,
ANGM,2303,001,7,21,39,8,4,5,,3,1,,,,1,,,,,,"Grieshaber, Amy","Piantino, Raquel C","Homsher, Natalie G",,,
ANGM,2303,002,2,4,18,8,7,5,3,,,,,1,,,,,,,"Denner, Grace A",,,,,
ANGM,2305,0W1,14,8,6,4,4,6,1,1,1,,1,,5,,,,5,,"Lim, Fengjie","Cressman, Benjamin I",,,,
ANGM,2309,0W1,10,4,12,3,1,4,1,1,1,2,,,2,,,,3,,"Griffin, Troy","Khamsehnezhad, Mozhdeh",,,,
ANGM,2309,0W2,17,20,5,2,2,,1,,,,,,,,,,2,,"Fechter, Todd A","Wood, Lorin W",,,,
ANGM,2310,0H1,49,24,23,12,10,1,1,2,1,2,2,5,11,,,,8,,"Lewis, Timothy M","De Sagun, Jerrick Jay A","Gutierrez, Joseph W","Ahr, Allanah G","Fernandez, Daniel S","Clarke, Alissa C"
ANGM,2325,001,8,8,10,9,1,1,3,2,2,,2,,,,,,1,,"Caldwell, Bryon A","Wheeler, Jonathan M",,,,
ANGM,2345,001,5,9,5,2,6,1,,,,,,,1,,,,1,,"Gupta-Fitzgerald, Harold E",,,,,
ANGM,2345,002,6,2,9,3,1,3,,,2,,,,1,,,,1,,"Gupta-Fitzgerald, Harold E",,,,,
ANGM,2345,003,8,3,4,,1,1,1,1,1,,,,2,,,,1,,"Marks, David",,,,,
ANGM,2345,004,9,8,6,1,1,3,,,1,,,,1,,,,,,"Marks, David",,,,,
ANGM,2375,001,,90,1,,,1,2,,,,1,,3,,,,,,"Evans, Monica J","Kusupati, Anish C","Kim, Da Hyun",,,
ANGM,3305,001,,2,5,2,6,6,2,4,,,,,1,,,,1,,"McComber, Sean J","Subochev, Andrei",,,,
ANGM,3305,501,,22,,,4,,,1,,,,,,,,,2,,"Manriquez, Robert J",,,,,
ANGM,3305,502,,21,,,4,,,2,,,1,,2,,,,,,"Manriquez, Robert J",,,,,
ANGM,3306,001,1,5,8,2,3,,1,1,2,1,,1,3,,,,,,"Boyd, Elizabeth S","Wu, Benjamin",,,,
ANGM,3306,002,,1,,2,6,4,1,5,4,1,2,,3,,,,1,,"Johnson, Casey A",,,,,
ANGM,3306,003,,7,4,2,8,,1,,,1,2,,1,,,,3,,"Boyd, Elizabeth S","Wu, Benjamin",,,,
ANGM,3306,501,3,8,2,2,4,,2,,4,,1,1,3,,,,,,"Khamnouane, Singkham S",,,,,
ANGM,3307,001,,8,7,7,1,,2,,,1,,,1,,,,1,,"McCord, Peter A",,,,,
ANGM,3307,002,2,4,9,6,3,,1,1,,1,,,3,,,,,,"McCord, Peter A",,,,,
ANGM,3308,001,,1,2,6,4,1,,3,2,,2,,8,,,,,,"Johnson, Casey A",,,,,
ANGM,3308,002,,2,3,4,3,5,4,2,,,,,6,,1,,,,"Johnson, Casey A",,,,,
ANGM,3310,001,2,1,5,3,5,1,1,1,3,1,,,3,,,,,,"Lim, Fengjie",,,,,
ANGM,3311,001,5,2,5,2,3,4,2,,3,1,,1,1,,,,1,,"Lim, Fengjie",,,,,
ANGM,3311,002,,2,1,1,4,1,3,2,3,4,5,1,3,,,,,,"Johnson, Casey A",,,,,
ANGM,3313,001,,2,1,2,4,2,,1,2,1,,,,,,,1,,"Gardner, Frederick",,,,,
ANGM,3313,002,2,2,3,,2,1,,2,,,,,1,,2,,4,,"Gardner, Frederick",,,,,
ANGM,3315,001,10,7,8,3,2,,,,,,,,,,,,,,"Veras de Souza, Christine",,,,,
ANGM,3315,002,1,7,6,6,4,2,,2,,1,,,,,,,,,"Grieshaber, Amy",,,,,
ANGM,3315,0S1,13,4,6,1,,,1,,,,,,,,,,,,"Veras de Souza, Christine",,,,,
ANGM,3320,001,3,4,5,,3,,,,,,,2,,,,,1,,"Salter, Monika M",,,,,
ANGM,3338,001,9,4,8,2,2,,,,1,1,,,3,,,,,,"Griffin, Troy",,,,,
ANGM,3338,002,21,3,1,,,1,,1,,,,,2,,,,,,"Griffin, Troy","Chaudhary, Anisha",,,,
ANGM,3365,001,9,7,11,1,,,,,,1,,,,,,,,,"Christopher, Timothy V","Schoonover, Richard",,,,
ANGM,3365,501,7,16,4,2,,1,,,,,,,,,,,,,"Billingslea, Steven L",,,,,
ANGM,3366,001,11,6,6,2,1,2,1,,1,,,,,,,,,,"Murray, Jack A",,,,,
ANGM,3366,002,3,8,5,6,,3,1,1,1,1,,,,,,,,,"Irby, Cameron L",,,,,
ANGM,3367,001,,1,6,4,7,4,3,1,,1,,,3,,,,,,"Chandler, Adam W","Obuobi, Samra",,,,
ANGM,3367,002,3,4,9,4,2,2,,1,1,,1,1,1,,,,1,,"Murray, Jack A",,,,,
ANGM,3368,001,,2,4,8,1,4,1,2,3,,,,3,,,,,,"Lim, Fengjie",,,,,
ANGM,3368,002,2,6,6,5,2,2,1,1,1,1,,,2,,,,2,,"Chandler, Adam W",,,,,
ANGM,3370,001,1,8,15,3,,,1,,,,1,,,,1,,,,"Price, Jeffrey T",,,,,
ANGM,3372,001,4,7,6,1,2,1,,1,,2,,,6,,,,,,"Gupta-Fitzgerald, Harold E",,,,,
ANGM,3373,101,13,1,,,,,,,,,,,,,,,,,"Marks, David",,,,,
ANGM,3380,101,5,3,9,1,,1,,,,,,,,,,,,,"Price, Jeffrey T",,,,,
ANGM,4305,001,,,1,4,4,4,2,2,,,,,2,,,,,,"Caldwell, Bryon A",,,,,
ANGM,4306,001,,3,6,1,5,2,,2,,,,,,,,,,,"Boyd, Elizabeth S",,,,,
ANGM,4307,001,2,3,11,4,3,,1,,,,,,,,,,,,"McCord, Peter A",,,,,
ANGM,4308,001,,9,1,,2,1,3,,,,,,2,,,,,,"Farrar, Eric T",,,,,
ANGM,4310,501,5,11,8,4,,,,,1,,,,,,,,,,"Buxkamper, Adam M",,,,,
ANGM,4312,001,,1,8,2,3,2,2,,1,,,,,,,,,,"Boyd, Elizabeth S",,,,,
ANGM,4314,101,4,1,1,2,3,4,1,,2,,,2,,,,,,,"Salter, Monika M",,,,,
ANGM,4315,001,,4,4,1,3,3,1,,,,,,1,,,,1,,"Caldwell, Bryon A",,,,,
ANGM,4316,001,,21,,,,,,,,,,,,,,,,,"Salter, Monika M",,,,,
ANGM,4316,002,,19,,,,,,,,,,,,,,,,,"McCord, Peter A",,,,,
ANGM,4320,001,1,9,1,1,2,,,2,1,,,,1,,,,1,,"Fechter, Todd A",,,,,
ANGM,4323,001,,2,7,1,2,,1,3,,,,,3,,,,,,"Johnson, Casey A",,,,,
ANGM,4338,001,,13,2,4,3,2,,,2,1,,,,,,,,,"Farrar, Eric T",,,,,
ANGM,4365,001,11,1,1,1,1,2,,,,,,1,,,,,1,,"Christopher, Timothy V",,,,,
ANGM,4365,002,10,3,2,1,1,,1,,,,,,,,,,,,"Christopher, Timothy V",,,,,
ANGM,4369,001,,17,,,,,,,,,,,,,,,,,"Evans, Monica J",,,,,
ANGM,4370,101,6,4,6,,,1,1,,,,,,,,,,1,,"Lewis, Timothy M",,,,,
ANGM,4370,102,9,6,2,1,1,,,,,,,,,,,,,,"Lewis, Timothy M",,,,,
ANGM,4374,001,1,8,4,,1,1,1,1,1,,,1,,,,,,,"Chandler, Adam W",,,,,
ANGM,4377,001,18,1,1,,,,,,,,,,,,,,,,"Lewis, Timothy M",,,,,
ANGM,4377,002,20,,2,1,,,,,,,,,,,,,,,"Chandler, Adam W",,,,,
ARAB,1311,001,2,3,4,1,,,,1,,,,,1,,,,,,"Anjum, Zafar",,,,,
ARAB,1312,001,1,2,5,1,1,,,,,,,,,,,,,,"Anjum, Zafar",,,,,
ARAB,3351,001,2,4,4,1,,,,,,,,,,,,,,,"Anjum, Zafar",,,,,
ARHM,3342,001,5,8,7,2,1,2,,,,,,,2,,,,1,,"Hill, Kimberly D",,,,,
ARHM,3342,002,,,,,,,,,,,,,,21,,,,,"Gossin, Pamela S",,,,,
ARHM,6310,001,,9,3,3,5,,,,,,,,,,1,,1,,"Wilson, Michael L","Cotter, Sean J",,,,
ARTS,1301,0W1,100,16,8,3,8,3,,2,,,,,,,,,,,"Wilder, James E","Payne, Nicholas A","Cai, Rebecca",,,
ARTS,1316,001,3,3,5,4,1,1,,,,,,,,,,,,,"Jafarpour, Zahra",,,,,
ARTS,1316,002,1,1,2,4,4,2,2,1,,1,,,,,,,,,"Higgins-Stirrup, Brynn",,,,,
ARTS,1316,003,11,7,,,,,,,,,,,,,,,,,"Takaloubighash, Maryam",,,,,
