Subject,Catalog Number,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6,instructor_id,instructor_name_normalized,title
BMEN,3325,001,5,2,2,2,5,3,,1,1,,,,2,,"Wang, Jun",,,,,,jxw130130,jun wang,Advanced Computational Tools for Biomedical Engineering 
EEGR,6316,001,,5,4,5,6,2,,1,,,,,,,"Gu, Qing","Gharajeh, Abouzar",,,,,qxg160030,,Fields and Waves 
MECH,4110,103,2,7,6,2,4,1,,1,,,,,,,"Li, Yaoyu","Wu, Zhongyou","Liu, Chang","Li, Changyuan",,,yxl115230,yaoyu li,Systems and Controls Laboratory 
MECH,6V29,002,,11,7,2,1,1,1,,,,,,,,"Summers, Tyler H",,,,,,ths150130,tyler summers,Special Topics in Dynamic Systems and Control 
BIOL,2281,302,5,4,3,1,4,5,,1,,,,,,,"Lin, Wen J","Do, Hung P",,,,,wenju,wen ju lin,Introductory Biology Laboratory 
BIOL,3162,003,2,1,,6,3,2,1,,1,2,1,2,2,,"Candas, Mehmet",,,,,,candas,mehmet candas,Biochemistry Workshop II 
PHYS,2125,603,12,9,1,1,,,,,,,,,,,"Sun, Kuei","Mishra, Aditya K",,,,,kxs147030,kuei sun,Physics Laboratory I 
NSC,4V90,003,4,6,3,4,4,,,1,,,1,,,,"Krawczyk, Daniel C",,,,,,dck061000,daniel krawczyk,Special Topics in Neuroscience 
EEPE,7354,501,,9,9,5,,,,,,,,,,,"Gohil, Ghanshyamsinh","Nguyen, Van Thuan",,,,,gxg172530,ghanshyamsinh gohil,Advanced Power Converters 
ACCT,6331,501,,13,,4,2,4,,,,,,,,,"Natarajan, Ramachandran","He, Jiapeng",,,,,nataraj,ramachandra natarajan,Cost Accounting 
MKT,6309,001,,12,3,7,,,,1,,,,,,,"Rajaratnam, Daniel",,,,,,dxr143430,daniel rajaratnam,Marketing Research 
BIOL,2281,313,2,3,7,3,2,2,1,,3,,,,,,"Mehta, Iti","Shashikanth Raj Urs, Karthik Urs Bangalore",,,,,ixm121430,iti mehta,Introductory Biology Laboratory 
FIN,6325,001,,7,3,7,1,3,2,,,,,,,,"Rivera Mesias, Alejandro","Zhu, Yifan",,,,,axr150331,alejandro rivera mesias,Macroeconomics and Financial Markets 
ITSS,4360,002,,1,7,2,6,7,,,,,,,,,"Thirumalai, Nambi","Shah, Ansh A",,,,,ndt180001,nambi thirumalai,Network and Information Security 
COMM,1311,5W6,7,4,1,3,5,,,1,1,,1,,,,"Totusek, Patricia F",,,,,,pft140030,patricia totusek,
ACCT,6388,501,,10,8,3,2,,,,,,,,,,"Goodrich, Mary Beth W","Koonce, Katherine",,,,,goodrich,mary beth goodrich,Accounting Communications 
CS,3162,094,,15,2,1,,2,2,,,,,,1,,"Smith, Klyne",,,,,,kxs180052,klyne smith,Professional Responsibility in Computer Science and Software Engineering 
EE,3310,001,2,1,,4,3,,3,5,3,,,,2,,"Lee, Jeong-Bong","Chen, Ziyu",,,,,jblee,jeong bong lee,Electronic Devices 
ITSS,4330,002,12,9,1,1,,,,,,,,,,,"Khan, Taimur A","Zhu, Wangsheng",,,,,txk123530,taimur khan,Systems Analysis and Design 
BIOL,2281,303,5,7,5,3,,1,1,1,,,,,,,"Lin, Wen J","Xia, Jing","Do, Hung P",,,,wenju,wen ju lin,Introductory Biology Laboratory 
BIOL,2281,305,2,5,8,3,1,2,1,,1,,,,,,"Lin, Wen J","Chen, Hao",,,,,wenju,wen ju lin,Introductory Biology Laboratory 
BIOL,2281,306,3,4,9,4,1,,1,1,,,,,,,"Lin, Wen J","Easterwood, Shayne",,,,,wenju,wen ju lin,Introductory Biology Laboratory 
BIOL,2281,308,1,8,3,2,2,2,2,,3,,,,,,"Lin, Wen J","Buyukkahraman, Gozde",,,,,wenju,wen ju lin,Introductory Biology Laboratory 
BIOL,3380,301,1,4,5,1,1,6,1,1,1,2,,,,,"Pan, Jing","Hulyalkar, Neha V",,,,,jxp134330,jing pan,Biochemistry Laboratory 
BIOL,3380,305,,,6,1,4,2,2,3,3,,,1,1,,"Pan, Jing","Mazambani, Simbarashe",,,,,jxp134330,jing pan,Biochemistry Laboratory 
BIOL,3162,006,1,2,1,1,3,2,3,4,1,2,2,,1,,"Candas, Mehmet",,,,,,candas,mehmet candas,Biochemistry Workshop II 
PSY,3393,002,6,8,3,3,1,1,,,,,1,,,,"Raman, Rachna","Mizener, Brendon J",,,,,rxr076000,rachna raman,Experimental Projects in Psychology 
FILM,2332,HN1,8,4,6,6,,,,,,,,,,,"McLean, Adrienne L",,,,,,amclean,adrienne mclean,Understanding Film 
LIT,2331,003,,10,8,4,,,,,1,,,,1,,"Siddiqui, Farah",,,,,,fxs121830,farah siddiqui,Masterpieces of World Literature 
EPCS,2100,002,,12,1,2,5,,,1,,,3,,,,"Bennett, Terrell R",,,,,,trb052000,terrell bennett,Engineering Project in Community Service 
MECH,4110,102,,9,9,2,2,2,,,,,,,,,"Li, Yaoyu","Wu, Zhongyou","Liu, Chang","Li, Changyuan",,,yxl115230,yaoyu li,Systems and Controls Laboratory 
MECH,4110,104,,7,8,4,2,1,1,1,,,,,,,"Li, Yaoyu","Wu, Zhongyou","Liu, Chang","Li, Changyuan",,,yxl115230,yaoyu li,Systems and Controls Laboratory 
ECON,2301,HN1,,8,7,4,5,,,,,,,,,,"Grover, William C","Han, Minyu",,,,,wcg071000,william grover,Principles of Macroeconomics 
SOC,1301,HN1,11,13,,,,,,,,,,,,,"Skaggs, Sheryl L",,,,,,slskaggs,sheryl skaggs,Introduction to Sociology 
SOC,4372,HN1,15,8,1,,,,,,,,,,,,"Scotch, Richard",,,,,,scotch,richard scotch,Health and Illness 
MATH,6301,501,,6,8,2,4,3,,,,,,,1,,"Balanov, Zalman",,,,,,zxb105020,zalman balanov,Real Analysis 
NSC,4383,501,,22,,,2,,,,,,,,,,"Vanneste, Sven",,,,,,sxv140030,sven vanneste,Human Neurophysiology Lab 
BMEN,3370,001,2,9,2,1,3,3,2,1,,,,,1,,"Polk, Todd W","Ozdemir, Ipek",,,,,twp017000,todd polk,Digital Circuits 
MECH,2120,101,5,9,3,1,,2,1,,,,2,,1,,"Lu, Hongbing","Cao, Dongyang",,,,,hxl101000,hongbing lu,Mechanics of Materials Laboratory 
MECH,2120,105,6,6,8,1,1,1,,,1,,,,,,"Lu, Hongbing","Zhang, Runyu",,,,,hxl101000,hongbing lu,Mechanics of Materials Laboratory 
MECH,4110,101,2,5,8,4,3,2,,,,,,,,,"Li, Yaoyu","Wu, Zhongyou","Liu, Chang","Li, Changyuan",,,yxl115230,yaoyu li,Systems and Controls Laboratory 
BIS,1100,007,,16,4,,,,,2,2,,,,,,"Naqvi, Syed K",,,,,,skn180000,syed naqvi,Interdisciplinary Studies Freshman Seminar 
UNIV,4174,004,20,1,1,,1,,1,,,,,,,,"Lane, Shelley D",,,,,,sdl063000,shelley lane,Theory and Practice of Group Motivation and Leadership 
EEDG,6301,001,,5,10,4,2,,1,,,,,,2,,"Nourani, Mehrdad","Si, Qilin",,,,,nourani,mehrdad nourani,Advanced Digital Logic 
THEA,2372,001,14,6,3,,,,,,,,,,1,,"Lingo, Kathy A",,,,,,klingo,kathy lingo,Improvisation 
ATCM,2345,001,8,2,3,,1,4,2,1,,,1,,2,,"Fitzgerald, Harold E",,,,,,hxf170830,hal fitzgerald,Sound Design 
CRIM,4322,0H1,,3,4,2,5,4,,1,2,2,,,1,,"Vieraitis, Lynne M","Riddell, Jordan R",,,,,lmv071000,lynne vieraitis,Senior Research Seminar 
ED,4372,0W2,11,3,4,,3,1,1,1,,,,,,,"Christensen, Rhonda",,,,,,rxc180023,rhonda christensen,Educational Technology 
ACCT,6344,SS1,,9,,5,9,1,,,,,,,,,"Dai, Zhonglan",,,,,,zxd051000,zhonglan dai,
FIN,6301,SS1,,4,5,6,5,4,,,,,,,,,"Xu, Yexiao","Kim, Sang Hyun",,,,,yexiaoxu,yexiao xu,
FIN,6307,SS1,,10,,,12,,,2,,,,,,,"El-Ashmawi, Amal H","Ma, Liping",,,,,ahe013000,amal el ashmawi,
FIN,6325,SS1,,4,7,3,8,1,1,,,,,,,,"Wynne, Mark",,,,,,,mark wynne,
MIS,6204,PS1,,11,1,1,8,,2,,,,,,1,,"Hefley, William E",,,,,,weh150130,william hefley,
OB,6332,CH1,,22,1,,,1,,,,,,,,,"Behrendt, William",,,,,,,william behrendt,
MATH,2420,HN1,6,14,2,,,1,,,,,,,1,,"Dabkowski, Mieczyslaw K","Helal, Md Abu",,,,,mkd034000,mieczyslaw dabkowski,Differential Equations with Applications 
PHYS,4352,001,2,6,3,7,3,3,,,,,,,,,"Shi, Xiaoyan","Pedersen, Eske M",,,,,xxs151730,xiaoyan shi,Concepts of Modern Physics 
PSCI,4V66,501,12,10,,,1,,,,,,,,,,"Seagroves, Tony A",,,,,,tas064000,tony seagroves,Mock Trial 
ITSS,4381,501,,3,6,3,2,4,1,,2,1,,1,1,,"Narayanasami, Priya","Malpani, Surajkumar Pavankumar",,,,,pxn173330,priya narayanasami,Object Oriented Programming with Python 
ARTS,1301,HN1,,19,2,3,1,,,,,,,,,,"Riccio, Thomas P",,,,,,txr033000,thomas riccio,Exploration of the Arts 
ECS,3390,5H5,,14,3,4,3,,,,,,,,1,,"Coleman, Amanda R",,,,,,axc173630,,Professional and Technical Communication 
EE,4388,001,,18,6,1,,,,,,,,,,,"Tacca, Marco",,,,,,mtacca,marco tacca,Senior Design Project I 
CRIM,3302,001,,21,,,2,,,1,,,,,1,,"Wheeler, Andrew","Sanford, Stephanie M",,,,,axw161530,,Advanced Criminology 
GOVT,2306,HN1,3,9,8,4,1,,,,,,,,,,"Dow, Douglas C",,,,,,dougdow,douglas dow,State and Local Government 
GOVT,2306,HN3,,23,2,,,,,,,,,,,,"Elliott, Euel W","Latiolais, Jasmine R","Johnson, Sara K",,,,eelliott,euel elliott,State and Local Government 
AMS,2341,HN1,3,10,4,2,4,,1,,,,,,1,,"Smith, Erin",,,,,,erins,erin smith,American Studies for the Twenty-First Century 
ENTP,3301,502,,11,,,14,,,,,,,,,,"Guengerich, Steven","Aziz, Fasahat",,,,,sxg172931,steven guengerich,Innovation and Entrepreneurship 
CHEM,6389,001,,18,2,,4,,,1,,,,,,,"Chan, Julia Y",,,,,,jyc130130,julia chan,Scientific Literature and Communication Skills 
NATS,2333,HN1,12,13,,,,,,,,,,,,,"Taylor, Stephanie M",,,,,,smt031000,stephanie taylor,Energy  Water  and the Environment 
STAT,6348,001,,24,1,,,,,,,,,,,,"Gel, Yulia","Ofori-Boateng, Dorcas",,,,,yxg142030,yulia gel,Applied Multivariate Analysis 
UNIV,1100,004,1,14,3,3,,1,1,1,1,,,,,,"Welgehausen, Eric C",,,,,,ericw,,Freshman Seminar - Undeclared 
CS,6382,001,,16,1,5,3,,,,,,,,,,"Du, Ding Z","Yuan, Jing","Gu, Shuyang",,,,dxd056000,ding zhu du,Theory of Computation 
MECH,2120,102,4,14,4,2,,1,,,,,,,,,"Lu, Hongbing","Chen, Huiluo",,,,,hxl101000,hongbing lu,Mechanics of Materials Laboratory 
BCOM,3310,014,,6,10,2,2,2,2,,,1,,,,,"Moore, Sarah E","Tanabe, Takuma",,,,,sem054000,sarah moore,Business Communication 
STAT,3360,001,2,8,3,1,2,2,3,1,1,,,,2,,"Koshevnik, Yuly","Langford, John","Lutz, Kevin C",,,,yxk055000,yuly koshevnik,Probability and Statistics for Management and Economics 
COMM,1311,0W8,13,6,2,2,,,,,1,,,,1,,"Gregory, Mona Y",,,,,,myg140030,mona gregory,
ED,3314,001,15,5,3,,1,,,,1,,,,,,"Fagg, Sharon",,,,,,sxf044000,sharon fagg,The American Public School 
COMM,1311,5W5,10,8,2,1,,,1,,,1,,,2,,"Vazzi, Lisa",,,,,,lxv160630,lisa vazzi,
BIOL,3455,803,,3,1,1,1,2,2,1,5,4,1,,4,,"Sarcar, Subha N","Ramirez, Ruben D",,,,,sns064000,subha sarcar,Human Anatomy and Physiology with Lab I 
BA,1320,001,,4,2,2,3,5,3,2,1,,,,3,,"Blueshtein, Moran","Oyima-Antseleve, Ndackyssa",,,,,mxb135230,moran blueshtein,Business in a Global World 
MIS,6324,004,,8,7,6,4,,,,,,,,,,"Zhang, Zhe","Wagh, Yash",,,,,zxz145430,,Business Analytics With SAS 
BUAN,6398,0W1,,3,6,5,5,1,,2,,,,,3,,"Kuo, Ching-Chung","Liu, Yueming",,,,,cxk162830,,Prescriptive Analytics 
ARHM,1100,301,3,13,1,2,1,1,1,,1,,,,2,,"Gray, Megan L",,,,,,mlg105020,megan gray,First Year Seminar 
LIT,2331,001,3,4,9,,2,3,1,1,,,,,2,,"Hunt, Shamim",,,,,,sxh034100,,Masterpieces of World Literature 
LIT,2331,002,12,8,2,,,,,,1,,,,2,,"Boyer, Kent L",,,,,,klb140030,kent boyer,Masterpieces of World Literature 
PSY,2301,HN2,15,9,,,1,,,,,,,,,,"Devdas, Neetha R",,,,,,nrd120030,neetha devdas,Introduction to Psychology 
ECS,3361,HN1,,11,9,5,,,,,,,,,,,"Dow, Douglas C",,,,,,dougdow,douglas dow,Social Issues and Ethics in Computer Science and Engineering 
EE,3311,501,4,4,4,2,3,2,1,1,2,,1,1,,,"Pourkamali, Siavash","Qaradaghi, Vahid",,,,,sxp124631,siavash pourkamali,Electronic Circuits 
EE,4388,002,,17,4,2,1,,,1,,,,,,,"Tacca, Marco",,,,,,mtacca,marco tacca,Senior Design Project I 
MECH,2120,104,10,5,2,3,1,1,1,,1,,,,1,,"Lu, Hongbing","Bian, Ning",,,,,hxl101000,hongbing lu,Mechanics of Materials Laboratory 
GISC,3304,001,7,5,3,3,2,,1,,1,1,1,,1,,"Shah, Muna",,,,,,mxs137630,,Principles of Geospatial Information Sciences 
ACCT,3350,PP2,3,13,2,5,2,,,,,,,,,,"Solcher, Steven J","Keogh, Reagan D",,,,,sjs107020,steven solcher,Fundamentals of Taxation 
ACCT,6301,PS1,,15,6,2,2,,,,,,,,,,"Solcher, Steven J",,,,,,sjs107020,steven solcher,
OB,6352,CW1,,15,4,4,,1,,,,,,,1,,"Plaisance Bryan, Suzette T",,,,,,,suzette plaisance bryan,
OPRE,6301,PS1,,10,4,4,5,2,,,,,,,,,"Wiorkowski, John",,,,,,wiorkow,john wiorkowski,
BIOL,3102,006,,2,,5,3,10,1,3,,,1,,,,"Kim, Jung-Whan",,,,,,jxk132330,jung whan (jay) kim,Eukaryotic Molecular and Cell Biology Workshop 
MATH,1316,003,,,3,2,3,3,5,1,4,1,,,3,,"Shen, Sijie",,,,,,sxs143631,,Trigonometry 
NSC,4363,HN1,4,11,6,1,3,,,,,,,,,,"LaDow, Eva S",,,,,,esl130130,eva ladow,Neuropharmacology 
ACCT,6301,X01,,8,6,5,2,3,,,,,,,1,,"Ali, Ashiq","Sandhu, Gurvinder",,,,,axa042200,ashiq ali,
HIST,2330,HN1,8,11,3,,1,,,1,,,,,2,,"Stewart, Whitney",,,,,,wxs160630,whitney stewart,Themes and Ideas in American History 
ATCM,1100,004,,7,10,4,3,2,,,,,,,,,"Schich, Maximilian",,,,,,mxs135130,maximilian schich,Freshman Seminar 
NSC,4352,003,,2,5,2,6,5,,3,2,1,,,,,"Raboune, Siham",,,,,,sxr180071,siham raboune,Cellular Neuroscience 
PSY,3324,001,3,7,4,4,2,1,3,,,,,,2,,"Prager, Karen","Spence, Melanie","Holub, Shayla C",,,,kprager,karen prager,Psychology of Gender 
SOC,3305,001,6,6,5,1,1,3,,,,1,,,3,,"Rejepov, Vepa",,,,,,vxr110630,,Applied Data Analysis 
FIN,3380,001,2,4,7,5,3,3,,,,,,,2,,"Gurun, Ayfer","Wen, Yaxin",,,,,axg119030,ayfer gurun,International Financial Management 
MIS,6204,591,,17,5,4,,,,,,,,,,,"Mookerjee, Vijay","Srivastava, Smriti",,,,,vijaym,vijay mookerjee,Information Technology for Management 
MATH,2417,009,3,,3,3,1,,2,,4,2,,,8,,"Makhijani, Neha",,,,,,nxm165130,neha makhijani,Calculus I 
UNIV,1100,002,3,10,3,3,2,,,1,2,,1,,1,,"Welgehausen, Eric C",,,,,,ericw,,Freshman Seminar - Undeclared 
UNIV,4174,001,16,5,3,,,,,2,,,,,,,"Lane, Shelley D",,,,,,sdl063000,shelley lane,Theory and Practice of Group Motivation and Leadership 
COMM,1311,5W7,5,8,7,3,2,,,1,,,,,,,"Totusek, Patricia F",,,,,,pft140030,patricia totusek,
PA,2325,001,,10,2,3,7,,,3,,,,,1,,"Goodman, Doug","Yadav, Chaitanya","Park, Yong Jun",,,,dxg101000,doug goodman,Introduction to Public Service 
COMM,1311,5W2,3,7,4,4,5,1,,1,,,,,1,,"Carlson, Eric B",,,,,,ebc051000,eric carlson,
MIS,6324,501,,11,3,5,7,,,,,,,,,,"Zhang, Zhe","Wagh, Yash",,,,,zxz145430,,Business Analytics With SAS 
ATCM,3395,001,,9,,,9,,,6,,,2,,,,"Lester, Paul","Mejia, Paulina M",,,,,pxl152030,paul lester,Topics in Arts  Technology  and Emerging Communication 
CE,3310,002,1,4,2,2,4,9,,3,1,,,,,,"Pourkamali, Siavash","Abousaba, Mohammad F",,,,,sxp124631,siavash pourkamali,Electronic Devices 
ACCT,6202,PS1,,16,,,9,1,,,,,,,,,"Zolton, Kathy",,,,,,kxz121730,kathy zolton,
ACCT,6287,X01,,21,5,,,,,,,,,,,,"McNulty, Diane S",,,,,,dmcnulty,diane mcnulty,
OB,6301,X01,,11,13,1,1,,,,,,,,,,"Hicks, Jeffrey N",,,,,,jnh061000,jeffrey hicks,
OPRE,6301,X01,,13,6,3,2,1,,,,,,,1,,"Bush, Rhonda L","Wang, Shouqiang",,,,,,rhonda bush,
PHYS,5322,001,,8,8,2,5,2,,,,,,,1,,"Heelis, Roderick A","Zewdie, Gebreabkidanu",,,,,heelis,roderick heelis,Electromagnetism II 
HMGT,6334,501,,11,6,5,2,2,,,,,,,,,"Ayvaci, Mehmet U","Tunc, Murat M",,,,,mua120030,mehmet ayvaci,Healthcare Analytics 
COMM,1311,5W1,6,5,3,3,3,1,,,,,1,1,3,,"Krishnaswamy, Nandini",,,,,,nxk176230,nandini krishnaswamy,
COMM,1311,005,16,5,2,3,1,,,,,,,,,,"Arnold, Bob",,,,,,bxa161430,bob arnold,Survey of Oral and Technology-based Communication 
CS,4348,HON,1,5,4,7,4,2,3,1,,,,,,,"Prakash, Ravi","Samiei, Aliehsan",,,,,ravip,ravi prakash,Operating Systems Concepts 
BPS,4305,004,4,5,5,6,3,1,2,,1,,,,,,"Welbourne Eleazar, Miranda J",,,,,,mjw160530,miranda welbourne eleazar,Strategic Management 
BPS,6310,501,,10,,,13,,,3,,,,,1,,"Dess, Gregory","Kim, Dong Shin",,,,,ggd021000,gregory dess,Strategic Management 
SYSM,6303,SS1,,15,4,3,,1,3,1,,,,,,,"Sethi, Awanti",,,,,,asethi,awanti sethi,
UNIV,1100,001,3,16,4,1,2,,,,,,1,,,,"Welgehausen, Eric C",,,,,,ericw,,Freshman Seminar - Undeclared 
COMM,1311,011,8,8,2,1,3,2,1,1,1,,,,,,"Templeton, Allison A","Tanner, Lari J",,,,,aam141730,allison templeton,Survey of Oral and Technology-based Communication 
COMM,1311,0W4,13,8,2,1,3,,,,,,,,,,"Tanner, Lari J",,,,,,ljt130130,lari tanner,
COMM,1311,0W9,8,7,2,2,,1,,,1,,,1,5,,"Krishnaswamy, Nandini",,,,,,nxk176230,nandini krishnaswamy,
COMM,1311,502,4,8,4,,4,4,,,,,,,3,,"Juarez, Veronica",,,,,,vxj161430,veronica juarez,Survey of Oral and Technology-based Communication 
NSC,3361,HN1,7,13,4,2,1,,,,,,,,,,"LaDow, Eva S",,,,,,esl130130,eva ladow,Introduction to Neuroscience 
CS,4390,501,2,3,2,3,3,,2,2,2,1,2,3,2,,"Cobb, Jorge","Dakle, Parag Pravin",,,,,jcobb,jorge cobb,Computer Networks 
FIN,3305,003,4,3,1,3,3,5,2,1,,1,2,1,1,,"DeCourcy, George A",,,,,,gad075000,george decourcy,Real Estate Principles 
OPRE,6366,001,,7,6,8,2,2,1,1,,,,,,,"Leach, Sonia E","Zhang, Wen",,,,,sel120030,sonia leach,Global Supply Chain Management 
OPRE,6393,501,,8,8,4,4,1,,1,,,,,1,,"Cavusoglu, Huseyin","Pham, Trang T",,,,,huseyin,huseyin cavusoglu,Database Foundations 
BIOL,3162,001,1,,2,,7,1,9,5,1,,,,1,,"Dejong, Jeff L",,,,,,dejong,jeff dejong,Biochemistry Workshop II 
ATCM,4364,001,3,8,3,7,2,1,1,1,,,1,,,,"Schich, Maximilian",,,,,,mxs135130,maximilian schich,Topics in Design and Production 
CS,4348,503,2,4,2,4,,,2,7,,,2,,4,,"Alagar, Sridhar","Wang, Huaduo",,,,,sxa173731,sridhar alagar,Operating Systems Concepts 
EECT,7326,001,,12,9,2,3,,1,,,,,,,,"Lee, Hoi","Xiong, Jiu",,,,,hxl054000,hoi lee,Advanced Analog Integrated Circuit Design 
MIS,6V99,003,,2,12,9,3,1,,,,,,,,,"Sohaee, Nassim","Patel, Mehul G",,,,,nxs045000,nassim sohaee,Special Topics in Management Information Systems 
BIOL,3102,005,,9,,4,9,2,2,,1,,,,,,"Delk, Nikki A",,,,,,nad140230,nikki delk,Eukaryotic Molecular and Cell Biology Workshop 
BIOL,3456,305,,3,5,3,5,2,,1,3,2,1,2,,,"Hill, Brenna R","Daescu, Kelly J","Yu, Wen H",,,,brh140230,brenna hill,Human Anatomy and Physiology with Lab II 
CHEM,2125,105,8,16,3,,,,,,,,,,,,"Wijenayake, Sumudu N","Tague, Daniel W",,,,,snw081000,sumudu wijenayake,Introductory Organic Chemistry Laboratory II 
PHYS,2125,601,8,13,2,,,,1,,,,,,3,,"Sun, Kuei","Liu, Xun",,,,,kxs147030,kuei sun,Physics Laboratory I 
COMM,1311,0W1,5,5,1,4,5,2,,2,,1,1,,1,,"Baynham, Karen M",,,,,,contemp,karen baynham,
BIS,1100,004,22,,,,3,,,,,,1,,1,,"Wissinger, Tonja",,,,,,twissin,tonja wissinger,Interdisciplinary Studies Freshman Seminar 
MIS,6334,001,,7,5,8,4,3,,,,,,,,,"Menon, Syam","Bansal, Swati",,,,,sxm021300,syam menon,Advanced Business Analytics With SAS 
BIOL,3162,002,1,3,4,3,3,3,3,3,1,2,1,,,,"Candas, Mehmet",,,,,,candas,mehmet candas,Biochemistry Workshop II 
CHEM,2123,106,7,14,5,1,,,,,,,,,,,"Shah, Shailesh N","Wang, Hanghang",,,,,sns170230,shailesh shah,Introductory Organic Chemistry Laboratory I 
ACCT,6388,001,,23,3,,,1,,,,,,,,,"Goodrich, Mary Beth W","Koonce, Katherine",,,,,goodrich,mary beth goodrich,Accounting Communications 
MECH,6354,001,,6,12,8,1,,,,,,,,,,"Bernal Montoya, Rodrigo A","Malakooti, Sadeq",,,,,rab160530,rodrigo bernal,Experimental Mechanics 
MKT,6352,001,,9,4,6,8,,,,,,,,,,"Tirone, Guido",,,,,,gxt170001,guido tirone,Marketing Web Analytics and Insights 
PHYS,2126,604,4,17,3,1,1,,,,,,,,1,,"Sun, Kuei","Koirala, Pawan",,,,,kxs147030,kuei sun,Physics Laboratory II 
COMM,1311,501,10,10,3,1,1,,,,1,,,,1,,"Skiles, Bradley W",,,,,,bws150030,bradley skiles,Survey of Oral and Technology-based Communication 
ATCM,3346,001,1,13,8,4,1,,,,,,,,,,"Marks, David E",,,,,,dem160430,david marks,Audio Productions Lab I 
BBSU,1100,012,18,2,3,2,,,,,,,1,,1,,"Boeshans, Lindsey E",,,,,,leb140130,,First Year Seminar 
BMEN,4389,001,,8,3,11,2,3,,,,,,,,,"Polk, Todd W","Upasham, Sayali S",,,,,twp017000,todd polk,Senior Design Project II 
PA,3306,001,,12,11,,2,,2,,,,,,,,"Abraham, Romeo",,,,,,rxa164430,,Advanced Research and Writing for the Policy Sciences 
OPRE,6301,CH1,,16,3,4,3,1,,,,,,,,,"Kim, Dohyeong",,,,,,dxk132530,dohyeong kim,
AUD,6113,001,,,,,,,,,,,,,,,"Roeser, Ross J",,,,,,roeser,,Grand Rounds 
MIS,6330,001,,9,11,3,4,,,,,,,,,,"Lahiri, Atanu","Sandilya, Nimish K",,,,,axl144730,atanu lahiri,Information Technology Security 
COMM,1311,007,25,,1,,2,,,,,,,,,,"Davis, Letitia",,,,,,laa104020,letitia davis,Survey of Oral and Technology-based Communication 
COMM,1311,014,19,6,3,,,,,,,,,,,,"Tanner, Lari J",,,,,,ljt130130,lari tanner,Survey of Oral and Technology-based Communication 
COMM,1311,015,,19,4,1,1,,1,,,,,,2,,"Glauser, Janece B",,,,,,jbg130030,janece glauser,Survey of Oral and Technology-based Communication 
COMM,1311,016,,12,4,5,3,1,1,,1,,1,,,,"Glauser, Janece B",,,,,,jbg130030,janece glauser,Survey of Oral and Technology-based Communication 
COMM,1311,0W3,4,14,4,3,2,,,,,1,,,,,"Templeton, Allison A","Tanner, Lari J",,,,,aam141730,allison templeton,
ATCM,2302,004,4,6,9,3,1,,2,1,,1,,,1,,"Salter, Monika","Nazir, Cassini","Brtis, Chelsea L",,,,mxs176131,monika salter,Design I 
ATCM,4350,001,6,7,2,2,1,3,2,,,,1,,4,,"Hewitt, Sharon","Remington, William A",,,,,sxh090220,sharon hewitt,Digital Video Production II 
EE,4361,001,1,3,5,2,7,2,2,1,1,2,1,,1,,"Panahi, Issa","Shreedhar Bhat, Gautam",,,,,imp015000,issa panahi,Introduction to Digital Signal Processing 
ED,4352,001,,8,12,2,3,1,1,1,,,,,,,"McNulty, Angela B",,,,,,mcnulty,,Reading I  Learning to Read 
FIN,4340,001,3,5,2,,5,6,,4,2,,1,,,,"Xiao, Wenjing",,,,,,swx170030,,Options and Futures Markets 
COMM,1311,004,7,5,8,,2,2,,2,,1,,,1,,"Arnold, Bob",,,,,,bxa161430,bob arnold,Survey of Oral and Technology-based Communication 
COMM,1311,008,19,4,3,,,,,,,,,1,1,,"Hanson, Jocyln Y",,,,,,jyh140230,jocyln hanson,Survey of Oral and Technology-based Communication 
COMM,1311,009,16,,2,2,2,,1,,,,,,5,,"Vazzi, Lisa",,,,,,lxv160630,lisa vazzi,Survey of Oral and Technology-based Communication 
COMM,1311,010,21,,4,,3,,,,,,,,,,"Hanson, Jocyln Y",,,,,,jyh140230,jocyln hanson,Survey of Oral and Technology-based Communication 
COMM,1311,013,22,1,2,,,1,,,1,,,,1,,"Davis, Letitia",,,,,,laa104020,letitia davis,Survey of Oral and Technology-based Communication 
LIT,3322,501,,6,,,12,,,9,,,1,,,,"Walsh, Dennis P",,,,,,dpw031000,dennis walsh,Early American Literature 
CS,6301,006,,28,,,,,,,,,,,,,"Cardenas, Alvaro","Lozano Carrillo, Juan Camilo",,,,,axc127431,alvaro cardenas,Special Topics in Computer Science 
FIN,3370,002,5,2,5,3,4,1,2,,3,,,,3,,"Kaplan, Larry S",,,,,,lsk140130,larry kaplan,Principles of Risk Management and Insurance 
PHYS,2125,122,,23,5,,,,,,,,,,,,"Sun, Kuei","Feizi, Wirya",,,,,kxs147030,kuei sun,Physics Laboratory I 
COMM,1311,003,9,11,3,2,1,,1,,,,,,1,,"Totusek, Patricia F",,,,,,pft140030,patricia totusek,Survey of Oral and Technology-based Communication 
EEDG,6375,001,,8,,4,12,3,1,,,,,,,,"Bhatia, Dinesh","Goswami, Pingakshya",,,,,dinesh,dinesh bhatia,Design Automation of VLSI Systems 
EERF,7V89,001,,12,6,5,5,,,,,,,,,,"Heins, Matthew S","Li, Xi",,,,,msh130130,matthew heins,Special Topics in RF and Microwave Systems 
