Subject,Catalog Nbr,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,P,CR,NC,I,W,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6,instructor_id,instructor_name_normalized,title
MECH,6300,1,,4,1,4,3,2,,,,,,,,,,,,0,"Abbas, Waseem",,,,,,wxa210006,waseem abbas,Linear Systems 
MECH,6309,1,,5,5,3,5,3,1,,,,,,,,,,,0,"Park, Wooram",,,,,,wxp103020,wooram park,Intermediate Dynamics 
MECH,6314,1,,2,2,3,1,3,1,2,,,,,,,,,,1,"Moheimani, Seyed Omid Reza","Velmurugan, Keerthana",,,,,sxm154130,,Engineering Systems  Modeling and Simulation 
MECH,6317,1,,7,5,,1,,,,,,,,,,,,,0,"Ruths, Justin","Velmurugan, Keerthana",,,,,jxr163730,justin ruths,Dynamics of Complex Networks and Systems 
MECH,6326,1,,14,2,2,5,1,,,,,,,1,,,,,0,"Koeln, Justin P",,,,,,jpk170130,,Optimal Control and Dynamic Programming 
MECH,6333,501,,44,4,3,1,,,2,,,,,1,,,,,1,"Malik, Arif S",,,,,,axm154531,arif malik,Materials Design and Manufacturing 
MECH,6334,1,,10,11,4,2,2,,2,,,,,,,,,,0,"Tadesse, Yonas T",,,,,,ytt110030,yonas tadesse,Smart Materials and Structures 
MECH,6372,1,,5,2,2,3,2,,,,,,,,,,,,0,"Leonardi, Stefano",,,,,,sxl139330,stefano leonardi,Turbulent Flows 
MECH,6373,1,,8,4,4,2,1,,1,,,,,,,,,,0,"You, Seung M",,,,,,smy130030,seung you,Convective Heat Transfer 
MECH,7393,1,,4,2,2,2,1,2,1,,,,,,,,,,0,"Thamban, P L Stephan",,,,,,stephan,p l stephan thamban,Advanced Mathematics for Mechanical Engineers II 
MECH,3V95,1,,2,6,4,9,6,4,3,2,,,,1,,,,,1,"McCall, Kyle","Hu, Lifang",,,,,kxm210050,kyle mccall,Topics in Mechanical Engineering 
MECH,4V95,5,1,4,5,8,5,2,1,,,,,,,,,,,1,"Tadesse, Yonas T","Matharu, Pawandeep S",,,,,ytt110030,yonas tadesse,Topics in Mechanical Engineering 
MECH,4V95,4,15,4,3,3,2,2,,,,,,,,,,,,0,"Miller, Kristin S",,,,,,ksm220003,kristin miller,Topics in Mechanical Engineering 
MECH,4V95,2,5,5,12,6,3,1,1,2,,,1,,,,,,,1,"Minary-Jolandan, Majid",,,,,,mxm124631,majid minary,Topics in Mechanical Engineering 
MECH,4V95,3,2,9,17,8,3,2,,,,,,,,,,,,3,"Li, Wei","Mysore Nagaraja, Kishore",,,,,wxl190014,,Topics in Mechanical Engineering 
MECH,6V49,5,,6,5,1,1,1,,,,,,,,,,,,0,"Tadesse, Yonas T","Matharu, Pawandeep S",,,,,ytt110030,yonas tadesse,Special Topics in Manufacturing and Design Innovation 
MECH,6V49,2,,6,10,3,,3,,,,,,,,,,,,0,"Minary-Jolandan, Majid",,,,,,mxm124631,majid minary,Special Topics in Manufacturing and Design Innovation 
MECH,6V49,3,,2,14,7,5,,,,,,,,,,,,,0,"Li, Wei","Mysore Nagaraja, Kishore",,,,,wxl190014,,Special Topics in Manufacturing and Design Innovation 
MECO,6303,1,,17,6,2,5,4,1,4,,,,,,,,,,0,"Liebowitz, Stanley J",,,,,,liebowit,stan liebowitz,Business Economics 
MECO,6303,GW1,,15,16,1,6,3,,,,,,,1,,,,,0,"Kiser, Stephen L",,,,,,slk012100,stephen kiser,
MECO,6303,0W1,,19,6,2,10,8,3,,,,,,,,,,,2,"Lewin, Peter",,,,,,plewin,peter lewin,Business Economics 
MECO,6350,1,,2,5,3,2,3,1,1,,,,,,,,,,0,"Hyndman, Kyle B",,,,,,tdp062000,kyle hyndman,Game Theory 
MECO,7313,1,,10,,,,,,,,,,,,,,,,0,"Zentner, Alejandro",,,,,,axz051000,alejandro zentner,Applied Econometrics 
MILS,180,101,,9,,,1,,,1,,,,,,,,,,0,,,,,,,,,
MIS,6308,1,,37,16,4,2,3,1,2,,,,,,,,,,0,"Swamy, Venkat","Malviya, Shwetal",,,,,vxs220061,venkat swamy,System Analysis and Project Management 
MIS,6308,0W2,,9,32,7,4,,,,,,,,,,,,,0,"Raghunathan, Srinivasan","Yan, Zhen",,,,,sraghu,srinivasan raghunathan,System Analysis and Project Management 
MIS,6308,0W1,,2,40,7,4,,,,,,,,,,,,,1,"Raghunathan, Srinivasan","Yan, Zhen",,,,,sraghu,srinivasan raghunathan,System Analysis and Project Management 
MIS,6308,501,,14,21,6,14,3,1,,,,,,,,,,,0,"Ezhil, Zivan P","Malviya, Shwetal",,,,,zxe220002,,System Analysis and Project Management 
MIS,6308,3,,40,17,2,,,,,,,,,,,,,,0,"Sivaramakrishnan, Sriram","Paruchuri, Raga Rasagna",,,,,sxs230045,sriram sivaramakrishnan,System Analysis and Project Management 
MIS,6308,2,,49,2,5,6,,,,,,,,,,,,,0,"Stephens, Timothy G","Paruchuri, Raga Rasagna",,,,,tgs170130,timothy stephens,System Analysis and Project Management 
MIS,6309,2,,20,11,14,3,1,,,,,,,2,,,,,0,"Islam, Naser","Magaji Sreenivas, Tejaswini",,,,,nxi110630,naser islam,Business Data Warehousing 
MIS,6309,502,,12,11,12,14,6,3,,,,,,,,,,,0,"Pandian, Thiru","Vyas, Amish","Sasivala Kantharaju, Mallikarjuna Swamy",,,,txp190010,thiru pandian,Business Data Warehousing 
MIS,6309,1,,23,16,16,4,,,,,,,,,,,,,0,"Islam, Naser","Magaji Sreenivas, Tejaswini",,,,,nxi110630,naser islam,Business Data Warehousing 
MIS,6309,501,,9,17,20,4,7,1,2,,,,,,,,,,0,"Islam, Naser","Magaji Sreenivas, Tejaswini",,,,,nxi110630,naser islam,Business Data Warehousing 
MIS,6313,0W1,,26,,,28,,,6,,,,,,,,,,0,"Sarkar, Sumit","Sun, Kai",,,,,sumit,sumit sarkar,Managing IT in the Analytics Age 
MIS,6313,XS1,,13,4,6,,,,1,,,,,,,,,,2,"Wiant, Russell",,,,,,,russell wiant,
MIS,6313,CH1,,29,,,,,,,,,,,,,,,,0,"Rhoades, Mike",,,,,,,mike rhoades,
MIS,6313,MBC,,15,11,2,4,1,,,,,,,,,,,,9,"Hefley, William E","George, Teffy Annie",,,,,weh150130,william hefley,
MIS,6317,501,,3,,,7,,,,,,,,,,,,,1,"Moonesinghe, Mark S","Jadhav, Mahesh M",,,,,msm160030,mark moonesinghe,Healthcare Informatics 
MIS,6319,0W1,,11,,,13,,,5,,,,,,,,,,2,"Thompson, Luell O","Samal, Purnima",,,,,lot013000,luell thompson,Intelligent Enterprise Systems with SAP 
MIS,6319,501,,13,,,13,,,15,,,,,,,,,,0,"Thompson, Luell O","Samal, Purnima",,,,,lot013000,luell thompson,Intelligent Enterprise Systems with SAP 
MIS,6320,0W1,,1,7,2,,2,2,1,,,,,,,,,,1,"Cavusoglu, Huseyin","Zhu, Yan",,,,,huseyin,huseyin cavusoglu,Database Foundations 
MIS,6324,0W1,,18,4,9,7,1,,,,,,,,,,,,2,"Menon, Syam S","Khairari, Anshul",,,,,sxm021300,syam menon,Business Analytics With SAS 
MIS,6326,1,,29,1,1,,,,,,,,,,,,,,0,"James, Velda","Kaul, Karan",,,,,vxj220020,,Data Management 
MIS,6326,0W1,,10,12,7,10,3,,,,,,,,,,,,0,"Ryu, Young U","Kaul, Karan",,,,,ryoung,young ryu,Data Management 
MIS,6330,0W1,,14,6,4,5,2,3,,,,,,,,,,,0,"Cavusoglu, Huseyin","Padhiar, Meet Vinod",,,,,huseyin,huseyin cavusoglu,Cybersecurity Fundamentals 
MIS,6330,0W2,,17,5,10,4,4,,,,,,,1,,,,,0,"Cavusoglu, Huseyin","Padhiar, Meet Vinod",,,,,huseyin,huseyin cavusoglu,Cybersecurity Fundamentals 
MIS,6330,1,,10,13,22,9,6,,1,,,,,,,,,,1,"Shroff, Tejas N","Gudimella, Sai Divya",,,,,tns190000,tejas shroff,Cybersecurity Fundamentals 
MIS,6332,5W1,,15,,,2,,,,,,,,,,,,,0,"Thompson, Luell O","Samal, Purnima",,,,,lot013000,luell thompson,Intelligent Enterprise Systems Configurations and Implementation with SAP 
MIS,6333,501,,12,30,22,9,1,2,,,,,,,,,,,0,"Shroff, Tejas N","Malviya, Shwetal",,,,,tns190000,tejas shroff,Digital Forensics and Incident Management 
MIS,6337,501,,6,5,3,2,6,,,,,,,,,,,,1,"Mauriello, Joseph A",,,,,,jam151430,joseph mauriello,Information Technology Audit and Risk Management 
MIS,6339,501,,13,,1,1,,1,,,,,,1,,,,,1,"Kromer, Jeffrey R","Gonzalez, Jacob E",,,,,jrk013000,jeffrey kromer,Analytical Reviews Using Audit Software 
MIS,6344,0W1,,10,5,3,8,,,,,,,,,,,,,0,"Mehra, Amit","Jain, Rashi",,,,,axm078200,amit mehra,Web Analytics 
MIS,6344,501,,15,11,8,6,1,1,4,,,,,,,,,,1,"Maru, Vatsal K","Jain, Rashi",,,,,vkm220000,vatsal maru,Web Analytics 
MIS,6346,1,,12,3,4,5,,,,,,,,,,,,,0,"El-Youssef, Rami","Vyas, Amish",,,,,rxe200001,rami el youssef,Big Data 
MIS,6346,504,,6,2,6,1,,,,,,,,,,,,,0,"Shadid, Waseem G","Pawar, Raybhan Sanjay",,,,,wgs230000,,Big Data 
MIS,6346,502,,6,5,4,1,,,,,,,,,,,,,0,"Shadid, Waseem G","Pawar, Raybhan Sanjay",,,,,wgs230000,,Big Data 
MIS,6346,503,,12,4,2,3,1,1,,,,,,,,,,,0,"Paes, Antonio P","Murali, Arunkarthik",,,,,app210006,antonio paes,Big Data 
MIS,6346,0W1,,13,6,4,,,,,,,,,,,,,,0,"Perez, Jerry","Murali, Arunkarthik",,,,,jxp180019,jerry perez,Big Data 
MIS,6346,2,,9,4,3,11,,,,,,,,,,,,,0,"El-Youssef, Rami","Vyas, Amish",,,,,rxe200001,rami el youssef,Big Data 
MIS,6346,505,,9,7,7,4,2,,,,,,,,,,,,0,"El-khodari, Gasan E","Inturi, Amith",,,,,gxe051000,gasan elkhodari,Big Data 
MIS,6346,501,,9,10,4,4,3,,,,,,,,,,,,0,"El-khodari, Gasan E","Inturi, Amith",,,,,gxe051000,gasan elkhodari,Big Data 
MIS,6349,501,,10,7,12,11,,,,,,,,,,,,,0,"Short, Kevin P","Kaamra, Radhika",,,,,kps170330,kevin short,Digital Consulting Project 
MIS,6349,2,,13,6,14,13,,,,,,,,,,,,,0,"Short, Kevin P","Kaamra, Radhika",,,,,kps170330,kevin short,Digital Consulting Project 
MIS,6349,1,,28,16,7,4,1,,,,,,,,,,,,1,"Shekhar, Gaurav","Shanthakumara, Shukla H",,,,,gxs150130,gaurav shekhar,Digital Consulting Project 
MIS,6356,0W1,,4,7,6,6,1,,,,,,,,,,,,1,"Parker, Jason A","Jasti, Gnaneshwar",,,,,jap090020,jason parker,Business Analytics With R 
MIS,6356,4,,6,3,2,2,,,,,,,,,,,,,0,"Sun, Shujing","Nag, Nimit",,,,,sxs200168,shujing sun,Business Analytics With R 
MIS,6356,1,,7,3,1,3,,,1,,,,,,,,,,0,"Chen, Jianqing","Yan, Zhen",,,,,jxc111031,jianqing chen,Business Analytics With R 
MIS,6356,3,,16,4,5,,,,,,,,,,,,,,0,"Sun, Shujing","Nag, Nimit",,,,,sxs200168,shujing sun,Business Analytics With R 
MIS,6356,5,,7,17,5,2,,,,,,,,,,,,,0,"Parker, Jason A","Jasti, Gnaneshwar",,,,,jap090020,jason parker,Business Analytics With R 
MIS,6360,1,,26,18,11,6,2,1,1,,,,,,,,,,0,"Thouin, Mark F","Bhaskara Halambi, Radhika",,,,,mxt083000,mark thouin,Agile Project Management 
MIS,6360,0W2,,17,19,7,6,2,1,,,,,,,,,,,1,"Thouin, Mark F","Bhaskara Halambi, Radhika",,,,,mxt083000,mark thouin,Agile Project Management 
MIS,6360,0W1,,17,15,11,4,3,4,,,,,,,,,,,0,"Thouin, Mark F","Bhaskara Halambi, Radhika",,,,,mxt083000,mark thouin,Agile Project Management 
MIS,6360,2,,24,15,14,1,1,2,2,,,,,,,,,,1,"Thouin, Mark F","Bhaskara Halambi, Radhika",,,,,mxt083000,mark thouin,Agile Project Management 
MIS,6363,2,,20,21,23,1,,,,,,,,,,,,,0,"El-Zaghah, Mohmmad N","Walia, Vishesh",,,,,mxe220028,mohmmad el zaghah,Cloud Computing Fundamentals 
MIS,6363,S01,,4,7,4,2,,,,,,,,,,,,,0,"Raheem, Abdul",,,,,,axr122430,abdul raheem,
MIS,6363,0W1,,35,6,1,6,2,4,,,,,,,,,,,0,"Calisir, Engin","Kukreja, Namrata",,,,,exc030100,engin calisir,Cloud Computing Fundamentals 
MIS,6363,1,,16,20,18,6,2,,,,,,,,,,,,1,"Song, Liugen",,,,,,lxs190018,liugen song,Cloud Computing Fundamentals 
MIS,6363,501,,21,19,23,,,1,,,,,,,,,,,0,"El-Zaghah, Mohmmad N","Walia, Vishesh",,,,,mxe220028,mohmmad el zaghah,Cloud Computing Fundamentals 
MIS,6373,501,,50,12,1,,,,,,,,,,,,,,0,"Ginevich, Rostislav A","Jasti, Gnaneshwar",,,,,rxg172930,rostislav ginevich,Social Media Business 
MIS,6375,502,,4,7,6,7,,,,,,,,,,,,,0,"Nichols, Paul M",,,,,,pxn120030,paul nichols,Technology and New Product Development 
MIS,6378,2,,45,,9,2,,,1,,,,,,,,,,0,"Thanawalla, Moyez","Sirsat, Disha",,,,,mst180005,moyez thanawalla,Customer Relationship Management with Salesforce 
MIS,6378,1,,37,,16,6,,,,,,,,,,,,,0,"Thanawalla, Moyez","Sirsat, Disha",,,,,mst180005,moyez thanawalla,Customer Relationship Management with Salesforce 
MIS,6380,SW1,,6,3,7,5,1,,,,,,,,,,,,0,"Islam, Naser",,,,,,nxi110630,naser islam,
MIS,6380,1,,13,10,18,5,4,,1,,,,,,,,,,0,"Bradbury, Judd D","Kunwar, Poorwa",,,,,jdb101000,judd bradbury,Data Visualization 
MIS,6380,3,,12,6,10,7,12,3,1,,,,,1,,,,,0,"Bradbury, Judd D","Kunwar, Poorwa",,,,,jdb101000,judd bradbury,Data Visualization 
MIS,6380,0W1,,16,8,8,7,5,3,4,,,,,1,,,,,0,"Bradbury, Judd D","Kunwar, Poorwa",,,,,jdb101000,judd bradbury,Data Visualization 
MIS,6380,4,,23,14,17,3,,4,,,,,,,,,,,0,"Islam, Naser","Bhujade, Siddhant",,,,,nxi110630,naser islam,Data Visualization 
MIS,6380,2,,8,16,27,6,1,2,1,,,,,1,,,,,0,"Islam, Naser","Bhujade, Siddhant",,,,,nxi110630,naser islam,Data Visualization 
MIS,6380,501,,17,13,20,8,1,,,,,,,2,,,,,1,"Islam, Naser","Bhujade, Siddhant",,,,,nxi110630,naser islam,Data Visualization 
MIS,6382,2,,13,10,7,9,8,5,6,,,,,2,,,,,0,"Wang, Hongchang","Jhunjhunwala, Shaiba",,,,,hxw140930,hongchang wang,Object Oriented Programming in Python 
MIS,6382,504,,32,13,7,7,1,,,,,,,,,,,,0,"Maru, Vatsal K","Jhunjhunwala, Shaiba",,,,,vkm220000,vatsal maru,Object Oriented Programming in Python 
MIS,6382,502,,9,3,6,3,5,,2,,,,,,,,,,1,"Neouchi, Rabih","Gummadam, Puneeth",,,,,rxn200012,rabih neouchi,Object Oriented Programming in Python 
MIS,6382,503,,14,1,2,7,6,3,3,,,,,,,,,,1,"Neouchi, Rabih","Gummadam, Puneeth",,,,,rxn200012,rabih neouchi,Object Oriented Programming in Python 
MIS,6382,501,,13,30,9,3,2,,1,,,,,,,,,,0,"Asgar, Talukdar S","Gummadam, Puneeth",,,,,tsa200000,talukdar asgar,Object Oriented Programming in Python 
MIS,6382,1,,14,8,8,10,8,7,4,,,,,,,,,,0,"Wang, Hongchang","Jhunjhunwala, Shaiba",,,,,hxw140930,hongchang wang,Object Oriented Programming in Python 
MIS,6385,1,,11,,,,1,2,,,,,,,,,,,0,"Shekhar, Gaurav","Khairari, Anshul",,,,,gxs150130,gaurav shekhar,Robotic Process Automation 
MIS,6386,1,,4,1,,1,4,,,,,,,,,,,,1,"Menon, Syam S","Sun, Kai",,,,,sxm021300,syam menon,Modeling for Business Analytics 
MIS,6389,502,,32,11,7,5,,,,,,,,,,,,,0,"Koonjbearry, Karmaueer","Murali, Arunkarthik",,,,,rkk220002,,AWS Cloud Solution Architecture 
MIS,6389,501,,24,15,5,7,3,4,,,,,,,,,,,0,"Calisir, Engin","Murali, Arunkarthik",,,,,exc030100,engin calisir,AWS Cloud Solution Architecture 
MIS,6392,0W1,,2,4,1,2,,,,,,,,,,,,,1,"Mehra, Amit","Zhu, Yan",,,,,axm078200,amit mehra,Causal Analytics and A B Testing 
MIS,6392,501,,4,3,,1,2,1,2,,,,,,,,,,0,"Koju, Vijay","Pal, Mayuri V",,,,,vxk220074,,Causal Analytics and A B Testing 
MIS,6393,3,,20,11,8,8,,,,,,,,,,,,,0,"Gondhalekar, Vasant","Kukreja, Namrata",,,,,vxg220085,vasant gondhalekar,Foundations of Digital Product Management 
MIS,6393,5,,4,15,10,13,6,,,,,,,,,,,,0,"Gondhalekar, Vasant","Kukreja, Namrata",,,,,vxg220085,vasant gondhalekar,Foundations of Digital Product Management 
MIS,6393,1,,18,15,18,6,,,,,,,,,,,,,0,"Lowe, Florence","Mavurapu, Umesh Reddy",,,,,fxl210009,florence lowe,Foundations of Digital Product Management 
MIS,6393,4,,14,29,9,6,,,,,,,,,,,,,0,"Lowe, Florence","Mavurapu, Umesh Reddy",,,,,fxl210009,florence lowe,Foundations of Digital Product Management 
MIS,6396,501,,7,4,5,6,6,1,4,,,,,1,,,,,7,"Hefley, William E","Jadhav, Mahesh M",,,,,weh150130,william hefley,User Experience Design 
MIS,6V99,501,,13,14,12,15,2,,,,,,,,,,,,0,"Song, Liugen",,,,,,lxs190018,liugen song,Special Topics in Management Information Systems 
MKT,3300,6,2,7,18,6,3,3,3,1,2,1,,1,1,,,,,0,"Meda, Edward","Madan, Anmol","Lu, Renjie",,,,exm150330,edward meda,Principles of Marketing 
MKT,3300,10,4,10,9,7,9,4,1,2,,,2,,,,,,,0,"Haseman, Charles T",,,,,,cxh180018,charles haseman,Principles of Marketing 
MKT,3300,11,,3,5,7,17,5,4,2,1,2,,,1,,,,,1,"Wu, Fang","Priyadarshni, Saheba",,,,,fxw052000,fang wu,Principles of Marketing 
MKT,3300,2,16,11,7,16,7,1,2,,,,,,,,,,,0,"Jameei Osgouei, Ata",,,,,,axj174330,ata osgouei,Principles of Marketing 
MKT,3300,8,5,11,11,5,8,4,1,5,2,,3,,1,,,,,4,"Haseman, Charles T",,,,,,cxh180018,charles haseman,Principles of Marketing 
MKT,3300,9,4,15,8,4,16,8,,5,,,,,1,,,,,0,"Haseman, Charles T",,,,,,cxh180018,charles haseman,Principles of Marketing 
MKT,3300,0.00E+00,,13,11,4,4,1,2,3,1,,,,4,,,,,0,"Meda, Edward","Madan, Anmol","Lu, Renjie",,,,exm150330,edward meda,
MKT,3300,4,4,8,5,11,9,3,6,,,,,,,,,,,0,"Corbin, Sonja C",,,,,,scc130530,sonja corbin,Principles of Marketing 
MKT,3300,501,3,8,14,10,4,4,1,,,,,1,,,,,,1,"Johnson, Quincy",,,,,,qfj061000,quincy johnson,Principles of Marketing 
MKT,3300,7,,9,15,4,6,2,3,,2,2,,,3,,,,,1,"Meda, Edward","Lu, Renjie","Madan, Anmol",,,,exm150330,edward meda,Principles of Marketing 
MKT,3300,0W1,,9,9,10,9,2,2,1,,4,,1,,,,,,0,"Pahwa, Parneet","Wang, Lingbo","Saha, Sreya",,,,pxp030100,parneet pahwa,Principles of Marketing 
MKT,3300,0W2,1,7,6,4,14,8,4,2,1,1,,1,,,,,,0,"Wu, Fang","Priyadarshni, Saheba",,,,,fxw052000,fang wu,Principles of Marketing 
MKT,3300,1,21,9,11,8,2,,,2,,1,,,,,,,,1,"Jameei Osgouei, Ata",,,,,,axj174330,ata osgouei,Principles of Marketing 
MKT,3300,3,3,19,12,5,7,2,1,2,1,1,,,1,,,,,1,"Meda, Edward","Madan, Anmol","Lu, Renjie",,,,exm150330,edward meda,Principles of Marketing 
MKT,3300,5,,9,12,5,6,5,2,9,3,1,1,,3,,,,,1,"Meda, Edward","Madan, Anmol","Lu, Renjie",,,,exm150330,edward meda,Principles of Marketing 
MKT,3300,13,,17,9,11,13,5,2,,,1,,,,,,,,0,"Pahwa, Parneet","Wang, Lingbo","Saha, Sreya",,,,pxp030100,parneet pahwa,Principles of Marketing 
MKT,3300,12,1,14,17,9,7,6,1,1,1,1,,1,1,,,,,2,"Meda, Edward","Madan, Anmol","Lu, Renjie",,,,exm150330,edward meda,Principles of Marketing 
MKT,3300,HON,12,37,21,4,1,2,1,,,,,,,,,,,0,"Egeland, Rita E",,,,,,rxb154430,rita egeland,
MKT,3320,2,,21,6,11,6,1,1,,1,,,,,,,,,1,"Wu, Fang","Wang, Lingbo",,,,,fxw052000,fang wu,Product and Brand Management 
MKT,3330,1,6,9,8,2,4,1,,,,1,1,1,,,,,,2,"Amirpour, Semiramis",,,,,,sxa130731,semiramis amirpour,Introduction to Professional Selling 
MKT,3330,3,9,11,10,1,,1,1,,1,,,,1,,,,,0,"Amirpour, Semiramis",,,,,,sxa130731,semiramis amirpour,Introduction to Professional Selling 
MKT,3330,2,9,11,9,1,1,,,1,1,,1,,,,,,,0,"Amirpour, Semiramis",,,,,,sxa130731,semiramis amirpour,Introduction to Professional Selling 
MKT,3330,4,8,8,8,1,2,2,1,2,,,,,2,,,,,0,"Amirpour, Semiramis",,,,,,sxa130731,semiramis amirpour,Introduction to Professional Selling 
MKT,3330,501,2,9,6,4,4,1,1,2,1,,,,3,,,,1,0,"Baig, Muhammad J",,,,,,mxb120231,muhammad baig,Introduction to Professional Selling 
MKT,3340,501,,17,14,9,3,5,3,2,,2,,,,,,,,0,"Haworth, Julie B","Jajoo, Mahesh",,,,,haworth,julie haworth,Marketing Research 
MKT,3340,1,,5,,10,17,7,11,4,1,1,1,,,,,,,0,"Rajaratnam, Daniel",,,,,,dxr143430,daniel rajaratnam,Marketing Research 
MKT,4330,0W1,5,3,7,6,4,6,,1,3,,1,3,1,,,,,2,"Edsel, Alexander D",,,,,,ade012000,alexander edsel,Digital and Internet Marketing 
MKT,4330,2,4,14,13,2,2,,,,,1,1,,2,,,,,1,"Clifton, Scott W",,,,,,sxc180077,scott clifton,Digital and Internet Marketing 
MKT,4330,0W2,2,6,9,3,5,7,1,2,1,3,,1,4,,,,,0,"Edsel, Alexander D",,,,,,ade012000,alexander edsel,Digital and Internet Marketing 
MKT,4331,1,2,9,1,1,7,8,3,5,8,,1,,2,,,,,1,"Dover, Howard F",,,,,,hfd021000,howard dover,Digital Prospecting 
MKT,4332,1,2,16,,,1,1,,,,,,1,1,,,,,0,"Dover, Howard F",,,,,,hfd021000,howard dover,Advanced Professional Sales 
MKT,4334,1,,14,10,21,5,5,2,,,1,,,,,,,,0,"Pahwa, Parneet","Wang, Lingbo","Saha, Sreya",,,,pxp030100,parneet pahwa,Social Media Marketing 
MKT,4335,1,3,3,4,,3,3,,2,,,,,1,,,,,1,"Haseman, Charles T",,,,,,cxh180018,charles haseman,Category Buying 
MKT,4336,501,2,6,4,2,4,3,2,3,,,1,,,,,,,1,"Haseman, Charles T",,,,,,cxh180018,charles haseman,E-Retailing 
MKT,4337,501,17,3,3,,1,2,1,1,1,,,,,,,,,0,"Saremi, Ehsan",,,,,,exs151030,ehsan saremi,Marketing Analytics 
MKT,4338,501,,23,,,18,,,1,,,1,,,,,,,0,"Dickinson, Keith H",,,,,,kxd084000,keith dickinson,Marketing Content Creation 
MKT,4339,501,4,11,16,5,3,1,,,,,,,,,,,,0,"Farquharson, Neil",,,,,,nxf051000,neil farquharson,Marketing Creative Skills and Testing 
MKT,4340,1,,17,13,,6,,,,,,,,,,,,,0,"Bigham, Paul E",,,,,,epb180001,ernest bigham,Consumer Behavior 
MKT,4350,1,,6,4,4,7,8,2,5,,,,,,,,,,0,"Biswas, Abhijit","Konte, Anuhya","Penumaka, Sai Srinivas Phaneendra",,,,axb019100,abhijit biswas,Advertising 
MKT,4360,1,8,43,5,3,,1,,,,,,,,,,,,0,"Haworth, Julie B","Battu, Godha R",,,,,haworth,julie haworth,Social Impact Marketing 
MKT,4360,502,2,22,15,3,7,3,1,4,,,,,1,,,,,1,"Farquharson, Neil",,,,,,nxf051000,neil farquharson,Social Impact Marketing 
MKT,4360,0W1,,26,17,8,3,2,3,,,,,,,,,,,0,"Haworth, Julie B","Battu, Godha R",,,,,haworth,julie haworth,Social Impact Marketing 
MKT,4395,1,,36,16,1,,,,,,,,,,,,,,0,"Egeland, Rita E",,,,,,rxb154430,rita bargerhuff egeland,Capstone Senior Project - Marketing 
MKT,6301,0W1,,16,9,5,13,1,,1,,,,,,,,,,0,"Pahwa, Parneet","Wang, Lingbo","Saha, Sreya",,,,pxp030100,parneet pahwa,Marketing Management 
MKT,6301,0W2,,12,5,4,17,4,1,,,,,,,,,,,2,"Kumar, Nanda S","Kim, Seung Mok",,,,,nkumar,nanda kumar,Marketing Management 
MKT,6301,GW2,,9,4,1,,,,,,,,,,,,,,1,"Albrecht, Maria",,,,,,mxa180037,maria albrecht,
MKT,6301,AW1,,23,,,,,,,,,,,,,,,,0,"Munch, James",,,,,,,james munch,
MKT,6301,GW1,,16,20,5,1,,1,,,,,,,,,,,0,"Albrecht, Maria",,,,,,mxa180037,maria albrecht,
MKT,6301,502,,17,2,12,4,9,,,,,,,,,,,,1,"Jain, Sanjay","Alavi, Seyyedeh Soogand",,,,,sxj164830,sanjay jain,Marketing Management 
MKT,6301,1,,14,4,11,8,3,1,9,,,,,,,,,1,0,"Rajaratnam, Daniel",,,,,,dxr143430,daniel rajaratnam,Marketing Management 
MKT,6301,501,,15,2,18,13,1,,2,,,,,,,,,,1,"Jain, Sanjay","Alavi, Seyyedeh Soogand",,,,,sxj164830,sanjay jain,Marketing Management 
MKT,6309,501,,9,3,12,6,,2,1,,,,,,,,,,1,"Rajaratnam, Daniel",,,,,,dxr143430,daniel rajaratnam,Marketing Data Analysis and Research 
MKT,6310,0W1,,6,9,13,10,4,4,,,,,,1,,,,,1,"Biswas, Abhijit",,,,,,axb019100,abhijit biswas,Consumer Behavior Science and Practice 
MKT,6321,0W1,,19,1,12,9,2,1,2,,,,,1,,,,,0,"Edsel, Alexander D",,,,,,ade012000,alexander edsel,Interactive and Digital Marketing 
MKT,6330,0W1,,3,7,10,10,9,4,2,,,,,1,,,,1,0,"Biswas, Abhijit",,,,,,axb019100,abhijit biswas,Brand Management 
MKT,6332,501,,7,8,5,11,8,2,1,,,,,1,,,,,0,"Biswas, Abhijit",,,,,,axb019100,abhijit biswas,Advertising and Promotional Strategy 
MKT,6334,1,,33,7,1,,,,,,,,,,,,,,0,"Dover, Howard F","Saha, Sreya",,,,,hfd021000,howard dover,Digital Sales Strategy 
MKT,6339,501,,8,3,22,17,1,3,,,,,,,,,,,0,"Rajaratnam, Daniel",,,,,,dxr143430,daniel rajaratnam,Capstone Marketing Decision Making 
MKT,6343,501,,13,7,19,4,1,,,,,,,,,,,1,0,"Xie, Ying","Alavi, Seyyedeh Soogand",,,,,yxx124930,ying xie,Social Media Marketing and Insights 
MKT,6344,GW1,,5,,3,3,,,,,,,,,,,,,0,"Reichmuth, Gary",,,,,,gar220001,gary reichmuth,
MKT,6345,1,,5,4,7,3,,,,,,,,,,,,1,0,"Murthi, B P",,,,,,murthi,b p murthi,Quantitative Marketing Decision-Making 
MKT,6352,501,,30,5,9,12,1,2,,,,,,1,,,,,0,"Tirone, Guido",,,,,,gxt170001,guido tirone,Marketing Web Analytics and Insights 
