Subject,Catalog Number,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,P,CR,NC,W,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6,instructor_id,instructor_name_normalized,title
ATCM,2301,002,5,7,3,2,5,1,,,1,,,,,,4,,2,"Nielsen, Christina R","Nguyen, Tuoc K",,,,,crn022000,christina nielsen,Computer Imaging 
ATCM,2301,003,,19,,,4,,,1,,,,,,,3,,0,"Lester, Paul",,,,,,pxl152030,paul lester,Computer Imaging 
ATCM,2301,004,4,9,6,2,2,1,1,1,1,,,,,,,,2,"Veras de Souza, Christine","Enam, Victor J",,,,,cxv180000,christine veras de souza,Computer Imaging 
ATCM,2301,005,6,9,9,,2,,2,,,,,,,,1,1,0,"Veras de Souza, Christine","Enam, Victor J",,,,,cxv180000,christine veras de souza,Computer Imaging 
ATCM,2301,006,,10,8,2,2,,,1,,1,,,,,2,1,1,"Veras de Souza, Christine","Enam, Victor J",,,,,cxv180000,christine veras de souza,Computer Imaging 
ATCM,2301,007,1,24,,2,,1,,1,,,,,,,,,0,"Stewart, Michael C",,,,,,mxs128231,michael stewart,Computer Imaging 
ATCM,2301,501,4,10,4,1,3,3,,,,1,,,1,,,2,0,"Bernfeld, Luke S",,,,,,lxb124130,,Computer Imaging 
ATCM,2302,001,7,10,3,3,3,,1,,,1,,,1,,,,1,"Minnish, Roxanne W","Paiva Homsi, Murilo",,,,,rwm061000,roxanne minnish,Design I 
ATCM,2302,002,5,11,7,,,1,,,1,,,,,,,,0,"Minnish, Roxanne W","Paiva Homsi, Murilo",,,,,rwm061000,roxanne minnish,Design I 
ATCM,2302,003,1,4,6,3,3,,,1,,,1,,2,,,1,1,"Salter, Monika","Paiva Homsi, Murilo",,,,,mxs176131,monika salter,Design I 
ATCM,2302,004,6,9,2,4,2,1,1,1,,,,1,1,,,1,0,"Minnish, Roxanne W","Paiva Homsi, Murilo",,,,,rwm061000,roxanne minnish,Design I 
ATCM,2302,005,4,11,4,,,,,1,2,,2,,,,,1,0,"Minnish, Roxanne W","Paiva Homsi, Murilo",,,,,rwm061000,roxanne minnish,Design I 
ATCM,2302,006,11,6,2,2,1,1,,,,,1,,,,2,2,0,"Barr, Ivey B","Paiva Homsi, Murilo",,,,,ixb130030,ivey barr,Design I 
ATCM,2302,503,5,5,3,3,2,,,2,,,,,4,,1,2,2,"Gonzalez, Isi J",,,,,,ijg190000,isi gonzalez,Design I 
ATCM,2303,001,7,39,26,8,4,4,3,4,,,,1,1,,3,,0,"Oropallo, Kara I","Hoggatt, Zane C","Wilson, David N",,,,kio160030,kara oropallo,Project Management for Arts  Technology  and Emerging Communication I 
ATCM,2303,002,19,46,22,6,2,1,2,,,,,,,,1,,1,"Oropallo, Kara I","Wilson, David N","Hoggatt, Zane C",,,,kio160030,kara oropallo,Project Management for Arts  Technology  and Emerging Communication I 
ATCM,2310,001,17,24,17,12,11,3,6,1,3,,2,2,2,,3,4,7,"Salter, Monika","Caldwell, Bryon A","Lewis, Timothy M","Veras de Souza, Christine",,,mxs176131,monika salter,Animation and Game Fundamentals 
ATCM,2320,001,,3,6,3,1,3,,,,,1,,2,,,1,1,"Imaoka, Laura",,,,,,lxi170030,laura imaoka,Critical Media Research Foundations 
ATCM,2321,001,3,10,2,8,1,,2,,,,2,,,,2,,0,"Sung, Wendy",,,,,,wxs172630,wendy sung,Reading Media Critically 
ATCM,2321,002,1,3,5,9,2,6,,1,,,,,,,3,,0,"Imaoka, Laura",,,,,,lxi170030,laura imaoka,Reading Media Critically 
ATCM,2322,001,16,3,5,1,4,,1,,,,,,,,,,0,"Wu, Hong An","Whitlock, Kathryn",,,,,hxw173930,hong wu,Media Histories 
ATCM,2322,002,12,3,4,1,4,1,,,1,,,,,,2,,1,"Wu, Hong An","Whitlock, Kathryn",,,,,hxw173930,hong wu,Media Histories 
ATCM,2335,001,,20,,,1,,,,,,,,3,,1,1,4,"Stewart, Michael C",,,,,,mxs128231,michael stewart,Internet Studio I 
ATCM,2335,501,11,4,,3,4,,,1,,,,,,,3,1,3,"Li, Mary A",,,,,,mae057000,mary effler li,Internet Studio I 
ATCM,2335,502,4,10,,2,2,,1,,,,2,,3,,4,1,1,"Li, Mary A",,,,,,mae057000,mary effler li,Internet Studio I 
ATCM,2335,503,6,5,8,1,,1,,,,,,,2,,3,3,1,"Starzer, Kenneth W",,,,,,kws042000,ken starzer,Internet Studio I 
ATCM,2335,504,1,2,7,7,3,4,,,,1,1,,1,,1,,1,"Chiu, Yu-Kwong",,,,,,yxc161331,yu kwong chiu,Internet Studio I 
ATCM,2345,001,2,5,,1,1,4,,2,1,1,3,,,,,,2,"Fitzgerald, Harold E",,,,,,hxf170830,hal fitzgerald,Principles of Digital Audio 
ATCM,2345,002,,6,1,4,2,2,1,1,1,,,,2,,,2,2,"Fitzgerald, Harold E",,,,,,hxf170830,hal fitzgerald,Principles of Digital Audio 
ATCM,2345,003,4,16,,4,,1,,1,,,,,,,2,,1,"Fitzgerald, Harold E",,,,,,hxf170830,hal fitzgerald,Principles of Digital Audio 
ATCM,2355,001,2,4,,2,3,,3,1,,,,,,,,,2,"Scott, Andrew F","Monjoree, Uttamasha",,,,,afs140330,andrew scott,Survey of Digital Fabrication 
ATCM,3301,001,,4,14,,1,,,,,,,,,,,,0,"Mulla, Ayesha",,,,,,axm190114,ayesha mulla,Digital Content Design 
ATCM,3301,002,,2,4,4,4,2,,,,,,,,,2,1,0,"Imaoka, Laura","Remington, William A",,,,,lxi170030,laura imaoka,Digital Content Design 
ATCM,3301,003,,3,5,4,2,,,2,,,,,1,,1,1,0,"Imaoka, Laura","Remington, William A",,,,,lxi170030,laura imaoka,Digital Content Design 
ATCM,3301,004,1,4,5,1,2,1,,1,,,,,2,,2,,0,"Ferreira de Souza, Leticia",,,,,,lxf161030,leticia ferreira de souza,Digital Content Design 
ATCM,3301,005,,12,5,,,1,,,,,,1,,,,,0,"Mulla, Ayesha",,,,,,axm190114,ayesha mulla,Digital Content Design 
ATCM,3301,501,3,5,6,1,1,,1,,1,,,,,,1,,1,"Field, Jamie M",,,,,,jmf094020,jamie field,Digital Content Design 
ATCM,3301,502,1,3,10,,2,,,,,,,,,,2,,0,"Landers, Sean M",,,,,,sml160330,,Digital Content Design 
ATCM,3301,503,1,4,5,2,1,2,,,1,,,1,,,,,1,"Rheams, David C",,,,,,dcr093020,david rheams,Digital Content Design 
ATCM,3301,504,,3,4,2,4,2,1,,1,,,,,,1,,1,"Rheams, David C",,,,,,dcr093020,david rheams,Digital Content Design 
ATCM,3305,001,,6,13,6,1,,1,,,,,,,,1,,1,"Caldwell, Bryon A",,,,,,bac190003,bryon caldwell,Computer Animation I 
ATCM,3305,002,3,4,8,2,1,6,1,,,2,,,,,2,,1,"Caldwell, Bryon A",,,,,,bac190003,bryon caldwell,Computer Animation I 
ATCM,3306,001,3,13,2,4,1,1,1,,1,,,,,,1,2,1,"Fechter, Todd A",,,,,,taf051000,todd fechter,Modeling and Texturing I 
ATCM,3306,002,1,2,6,6,3,3,2,,2,,,,,,,,5,"Salter, Monika",,,,,,mxs176131,monika salter,Modeling and Texturing I 
ATCM,3306,003,9,2,3,6,1,3,,2,,,,1,1,,1,,1,"McCord, Peter A",,,,,,pam062000,peter mccord,Modeling and Texturing I 
ATCM,3307,001,6,5,6,3,3,2,,1,,,,,1,,1,,2,"McCord, Peter A",,,,,,pam062000,peter mccord,Lighting and Composition I 
ATCM,3307,002,11,6,4,2,2,1,,,1,,,,,,,1,2,"McCord, Peter A",,,,,,pam062000,peter mccord,Lighting and Composition I 
ATCM,3307,003,,5,6,2,2,2,,,,1,,,,,1,1,0,"Lim, Fengjie",,,,,,fxl200000,fengjie lim,Lighting and Composition I 
ATCM,3308,001,,4,3,2,6,4,1,2,3,1,2,1,,,,,1,"Johnson, Casey A",,,,,,caj150430,casey johnson,Rigging I 
ATCM,3308,002,8,3,8,2,2,,,,1,1,,,,,2,,1,"Camacho, Christopher J",,,,,,cjc043000,christopher camacho,Rigging I 
ATCM,3309,001,,6,3,1,1,1,,,,,,,,,,,0,"McComber, Sean",,,,,,sxm129130,sean mccomber,Pre-Production Design I 
ATCM,3311,001,,8,3,4,3,4,1,2,,,,,,,2,,2,"Johnson, Casey A",,,,,,caj150430,casey johnson,Tools Development for Arts  Technology  and Emerging Communication 
ATCM,3320,001,2,11,5,1,,1,,1,,,,,,,4,,0,"Llamas Rodriguez, Juan A",,,,,,jal171330,juan rodriguez,Critical Media Theories 
ATCM,3321,001,1,17,7,2,1,,,,,,,,,,2,,0,"Banner, Olivia P",,,,,,opb140030,olivia banner,Networked Identities 
ATCM,3330,001,11,10,1,3,1,1,,,,,1,,,,1,,1,"Nielsen, Christina R",,,,,,crn022000,christina nielsen,Digital Art and Social Practice 
ATCM,3331,001,,10,1,2,,,,,,,,,,,8,,0,"Knight, Kim A","Alzate, Catalina",,,,,kak102020,kim knight,Critical Making 
ATCM,3335,001,1,4,,1,1,,,,1,,1,,,,5,,3,"Kane, Simon A",,,,,,sak043000,simon kane,Internet Studio II 
ATCM,3336,001,1,15,5,6,,,,,,,,,,,1,,0,"Fee, Robert",,,,,,rxf160930,robert fee,Design Research Methods 
ATCM,3336,002,,6,5,3,,,,,,,,,,,15,,0,"Fee, Robert",,,,,,rxf160930,robert fee,Design Research Methods 
ATCM,3337,001,6,12,7,3,2,,,,,,,,,,1,,0,"Nazir, Cassini",,,,,,cassini,cassini nazir,Interaction Design I 
ATCM,3337,002,8,7,3,1,4,,,,,,,,1,,4,1,1,"Wood, Harold G",,,,,,hgw021000,harold wood,Interaction Design I 
ATCM,3338,001,18,4,3,,2,1,,,,,,,,,1,,0,"Camacho, Christopher J",,,,,,cjc043000,christopher camacho,Motion Graphics I 
ATCM,3338,002,19,4,2,1,,2,,,,,,,,,1,,1,"Camacho, Christopher J","Beverly, Diamond E",,,,,cjc043000,christopher camacho,Motion Graphics I 
ATCM,3338,003,12,7,2,1,1,1,,,,,1,,1,,1,,2,"Camacho, Christopher J",,,,,,cjc043000,christopher camacho,Motion Graphics I 
ATCM,3340,001,6,13,4,,2,3,,,,,,,,,1,,1,"Wood, Harold G",,,,,,hgw021000,harold wood,Design II 
ATCM,3340,002,9,12,3,1,2,,,,,,,,,,3,,0,"Wood, Harold G",,,,,,hgw021000,harold wood,Design II 
ATCM,3340,003,11,11,4,1,1,,,,1,,,,,,1,,0,"Wood, Harold G",,,,,,hgw021000,harold wood,Design II 
ATCM,3346,001,10,10,4,3,2,,,,,,,,,,,,0,"Marks, David E",,,,,,dem160430,david marks,Audio Productions Lab I 
ATCM,3350,001,16,5,3,,1,,1,,,,,,2,,,,1,"Hewitt, Sharon","Ikebude, Chukwuemeka",,,,,sxh090220,sharon hewitt,Digital Video Production I 
ATCM,3350,002,13,7,4,,,1,1,,1,,,,1,,,,2,"Hewitt, Sharon","Ikebude, Chukwuemeka",,,,,sxh090220,sharon hewitt,Digital Video Production I 
ATCM,3350,003,12,4,6,2,1,,,,,,,,1,,1,2,0,"Hewitt, Sharon","Ikebude, Chukwuemeka",,,,,sxh090220,sharon hewitt,Digital Video Production I 
ATCM,3350,501,2,12,3,3,1,1,,1,,,,,,,3,,3,"Cox, Cydney",,,,,,cxc190025,,Digital Video Production I 
ATCM,3355,001,7,6,1,3,2,,,1,,,,,,,,1,4,"Scott, Andrew F",,,,,,afs140330,andrew scott,Computer Modeling for Digital Fabrication 
ATCM,3365,001,8,11,5,,1,1,,,1,,,,1,,,,0,"Christopher, Timothy V",,,,,,khimbar,timothy christopher,Game Design I 
ATCM,3365,002,4,16,8,1,,,,,,,,,,,1,,0,"Chandler, Adam W",,,,,,awc051000,adam chandler,Game Design I 
ATCM,3366,001,,23,2,1,1,,,,,,,,,,1,1,0,"Evans, Monica J",,,,,,mevans,monica evans,Game Studies I 
ATCM,3366,501,,16,7,2,,2,,,,,,,1,,,,1,"Mallory, Stephen R",,,,,,srm140030,stephen mallory,Game Studies I 
ATCM,3367,001,3,5,11,5,1,1,1,,,1,,,2,,,,0,"Lewis, Timothy M",,,,,,tml062000,timothy lewis,Level Design I 
ATCM,3367,501,,20,8,,,1,,,,,,,,,,,1,"Billingslea, Steven L",,,,,,slb073000,steven billingslea,Level Design I 
ATCM,3368,001,4,5,3,3,1,1,3,,2,1,,2,1,,3,,1,"Chandler, Adam W",,,,,,awc051000,adam chandler,Scripting for Games I 
ATCM,3368,002,,2,6,1,2,1,1,,2,1,1,,1,,1,2,0,"Lim, Fengjie",,,,,,fxl200000,fengjie lim,Scripting for Games I 
ATCM,3370,001,3,5,6,5,3,,2,1,1,,,,1,,1,,2,"Lewis, Timothy M","Bagherzadeh, Elmira",,,,,tml062000,timothy lewis,Virtual Environments I 
ATCM,3372,001,3,12,2,1,2,2,,1,1,,,,2,,2,,2,"Fitzgerald, Harold E",,,,,,hxf170830,hal fitzgerald,Sound Design for Games 
ATCM,3376,001,,44,,3,2,1,,1,1,,,,,,,,0,"Evans, Monica J","Jones, Jazmine Q",,,,,mevans,monica evans,History of Games 
ATCM,3388,001,14,15,3,3,2,,,,,,,1,,,3,,1,"Lee, Angela M","Asgharpour, Maedeh",,,,,aml140530,angela lee,Attitudes and Behaviors 
ATCM,3388,002,,25,5,4,2,3,,,,,,,,,4,,1,"Lee, Angela M","Asgharpour, Maedeh",,,,,aml140530,angela lee,Attitudes and Behaviors 
ATCM,4305,001,1,1,7,1,,,,,,,,,,,,,0,"Caldwell, Bryon A",,,,,,bac190003,bryon caldwell,Computer Animation II 
ATCM,4307,001,2,1,8,1,,,,1,,,,,,,,,0,"McCord, Peter A",,,,,,pam062000,peter mccord,Lighting and Composition II 
ATCM,4310,001,1,9,6,8,1,,,,,,,1,,,2,,0,"Kitagawa, Midori",,,,,,mxk047100,,Motion Capture Animation 
ATCM,4315,001,,3,,,1,1,3,5,,,3,,,,2,1,0,"McComber, Sean",,,,,,sxm129130,sean mccomber,Computer Animation III 
ATCM,4316,001,,20,,,,,,,,,,,,,,,0,"Oropallo, Kara I",,,,,,kio160030,kara oropallo,Animation Lab I 
ATCM,4316,002,,21,,,,,,,,,,,,,,,0,"Fechter, Todd A",,,,,,taf051000,todd fechter,Animation Lab I 
ATCM,4319,001,2,9,8,5,1,1,,,,,,,,,,,0,"Veras de Souza, Christine",,,,,,cxv180000,christine veras de souza,Topics in Animation 
ATCM,4319,002,,9,7,2,1,2,2,1,,,,,,,3,,2,"Johnson, Casey A",,,,,,caj150430,casey johnson,Topics in Animation 
ATCM,4320,001,8,17,2,1,,,,,,,,,,,2,,0,"Nguyen, Josef D",,,,,,jdn160330,josef nguyen,Political Economy of Digital Media 
ATCM,4337,001,6,4,3,1,,1,,,,,,,2,,4,,0,"Nazir, Cassini",,,,,,cassini,cassini nazir,Interaction Design II 
ATCM,4338,001,,24,1,1,2,1,,1,,,,,,,1,,0,"Farrar, Eric T",,,,,,etf091000,eric farrar,Motion Graphics II 
ATCM,4346,001,8,8,1,,1,,,,,,,,,,1,,0,"Marks, David E",,,,,,dem160430,david marks,Audio Productions Lab II 
ATCM,4350,001,17,1,2,1,2,3,,2,1,,,,,,1,,0,"Hewitt, Sharon",,,,,,sxh090220,sharon hewitt,Digital Video Production II 
ATCM,4365,001,5,4,,2,2,1,1,,,,,,,,,,2,"Christopher, Timothy V",,,,,,khimbar,timothy christopher,Game Design II 
ATCM,4370,001,2,7,8,2,3,,,,,,,,,,,,0,"Lewis, Timothy M",,,,,,tml062000,timothy lewis,Virtual Environments II 
ATCM,4376,001,1,8,3,,,,,,,,,,,,,,0,"Chandler, Adam W",,,,,,awc051000,adam chandler,Game Production Lab I 
ATCM,4377,001,3,5,1,,,,,,,,,,,,1,,0,"Christopher, Timothy V",,,,,,khimbar,timothy christopher,Game Production Lab II 
ATCM,4379,001,7,7,7,,,1,,,,,,,,,1,,0,"Chandler, Adam W",,,,,,awc051000,adam chandler,Topics in Games 
ATCM,4384,001,,19,,,9,,,8,,,,,,,6,1,0,"Lester, Paul",,,,,,pxl152030,paul lester,Ethics in New Media  Technology  and Communication 
ATCM,4384,002,,10,,,17,,,11,,,1,,1,,2,1,1,"Lester, Paul",,,,,,pxl152030,paul lester,Ethics in New Media  Technology  and Communication 
ATCM,4395,001,10,5,4,4,1,2,2,,,,,,,,2,,0,"Cox, Norman L",,,,,,nlc200001,norm cox,Advanced Topics in Arts  Technology  and Emerging Media 
ATCM,4395,501,9,3,1,1,2,2,1,,,,,,,,,1,0,"Cox, Norman L",,,,,,nlc200001,norm cox,Advanced Topics in Arts  Technology  and Emerging Media 
ATCM,4397,001,19,3,,,1,1,,,,,,1,1,,,,0,"Salter, Monika","Veras de Souza, Christine",,,,,mxs176131,monika salter,Senior Seminar 
ATCM,4397,002,,16,1,3,2,1,,,,,1,,,,,,0,"Johnson, Casey A",,,,,,caj150430,casey johnson,Senior Seminar 
ATCM,4397,003,2,5,6,4,3,2,,,,,,,,,,,0,"Schich, Maximilian",,,,,,mxs135130,maximilian schich,Senior Seminar 
ATCM,4397,004,8,9,4,,1,1,,3,,,,,,,,,0,"Nielsen, Christina R",,,,,,crn022000,christina nielsen,Senior Seminar 
ATCM,4397,005,,27,,,,,,,,,,,,,,,0,"Terry, Dean",,,,,,dxt023000,,Senior Seminar 
ATCM,4397,006,17,7,1,,,,,,,,,,,,,,0,"Oropallo, Kara I",,,,,,kio160030,kara oropallo,Senior Seminar 
ATCM,6000,001,,,,,,,,,,,,,1,12,,,0,"Balsamo, Anne",,,,,,axb161831,anne balsamo,ATEC Dean s Colloquium 
ATCM,6301,001,,12,,,,,,,,,,,,2,,,0,"Nadin, Mihai",,,,,,mxn044000,mihai nadin,Aesthetics of Interactive Arts 
ATCM,6326,001,,8,,,,,,,,,,,,3,,,0,"Terry, Dean",,,,,,dxt023000,,Research in Sound Design 
AUD,6113,001,,,,,,,,,,,,,,24,,,0,"Roeser, Ross J",,,,,,roeser,,Grand Rounds 
AUD,6306,001,,6,6,,1,,,,,,,,,,,,0,"Assmann, Peter",,,,,,assmann,peter assmann,Speech Science 
AUD,6311,001,,14,,,,,,,,,,,,1,,,0,"Clark, Jackie L","Roeser, Ross J",,,,,jclark,jackie clark,Diagnostic Audiology 
AUD,6318,001,,11,3,,,,,,,,,,,1,,,0,"Warner-Czyz, Andrea D","Evans, Delaney L",,,,,adw052000,andrea warner czyz,Pediatric Audiology 
AUD,6V20,101,,14,,,,,,,,,,,,1,,,0,"Lobarinas, Edward","Roeser, Ross J","Clark, Jackie L","Escabi, Celia D",,,exl152130,,Laboratory Procedures in Audiology and Hearing Science 
AUD,7205,001,,16,5,1,3,,,,,,,,,,,,0,"Le Prell, Colleen G",,,,,,cgl150030,,Auditory Pharmacology 
AUD,7220,001,,11,1,,,,,,,,,,,,,,0,"Lobarinas, Edward",,,,,,exl152130,,Tinnitus 
AUD,7282,001,,13,,,,,,,,,,,,,,,0,"Cokely, Carol G",,,,,,cgc016200,,Issues in Mentoring and Counseling 
AUD,7321,001,,13,,,,,,,,,,,,2,,,0,"Lobarinas, Edward","Escabi, Celia D",,,,,exl152130,,Theories of Amplification 
AUD,7326,501,,12,,,,,,,,,,,,,,,0,"Thibodeau, Linda K",,,,,,thib,linda thibodeau,Aural Habilitation of Children with Hearing Impairments 
AUD,7351,001,,12,,,,,,,,,,,,,,,0,"Griffiths, Scott K",,,,,,skg180000,,Physiologic Assessment of Vestibular System 
BA,1100,001,,20,1,2,3,1,,3,,,2,2,10,,10,12,2,"Henderson, Tom",,,,,,txh093000,tom henderson,Business Basics 
BA,1320,001,1,6,3,6,1,1,2,2,,,,,,,22,1,2,"Blueshtein, Moran","Smith, Jake A","Rawat, Manavi",,,,mxb135230,moran blueshtein,Business in a Global World 
BA,3100,001,2,34,,,,,,,1,,,,,,1,,0,"Berardi, Caryn S",,,,,,cds110030,caryn berardi,Professional Development 
BA,3100,002,19,6,4,2,,1,1,,,,,1,,,4,1,1,"de los Santos, Veronica",,,,,,vxd171930,veronica de los santos,Professional Development 
BA,3200,001,3,37,6,6,6,,,,,,,,,,1,,1,"Smallwood, Margaret G","Bangalore Ravi, Sai Karun",,,,,meg012400,margaret smallwood,Introduction to Business and Professional Development 
BA,4101,001,6,9,,,,,,,,,,,,,,,0,"Knox, Alan R",,,,,,alan1,,Careers in Management 
BA,4V00,001,,7,4,1,,,,,,,,,,,5,,0,"Lewin, Peter","Villarreal, Pamela A",,,,,plewin,peter lewin,Special Topics 
BA,4V00,002,,12,3,,,,,,,,,,,,2,,0,"Lewin, Peter","Villarreal, Pamela A",,,,,plewin,peter lewin,Special Topics 
BCOM,3100,001,5,15,4,2,,,,,,1,,,,,10,2,0,"Moore, Sarah E","Tanabe, Takuma",,,,,sem054000,sarah moore,Professional Development 
BCOM,3100,002,6,6,1,,2,,,1,,,,,1,,4,,1,"Fry, Jennifer L",,,,,,jlf130030,jennifer fry,Professional Development 
BCOM,3100,003,1,24,1,5,,2,1,,,,,,,,,,0,"Berardi, Caryn S",,,,,,cds110030,caryn berardi,Professional Development 
BCOM,3200,001,6,5,6,2,1,7,1,2,1,1,,,1,,11,2,0,"Bruce, Elizabeth J",,,,,,ejb072000,elizabeth bruce,Introduction to Business and Professional Development 
BCOM,3200,002,6,7,11,2,3,3,,3,2,2,,,,,10,1,1,"Bruce, Elizabeth J",,,,,,ejb072000,elizabeth bruce,Introduction to Business and Professional Development 
BCOM,3200,003,24,15,5,5,3,1,1,1,,,,,1,,3,1,0,"Fry, Jennifer L",,,,,,jlf130030,jennifer fry,Introduction to Business and Professional Development 
BCOM,3200,501,3,2,7,,3,1,3,1,3,2,,,3,,14,6,1,"Bruce, Elizabeth J",,,,,,ejb072000,elizabeth bruce,Introduction to Business and Professional Development 
BCOM,3310,001,2,10,24,3,1,,,,,,,,,,4,,1,"Moore, Sarah E","Tanabe, Takuma",,,,,sem054000,sarah moore,Business Communication 
BCOM,3310,002,21,12,7,1,2,,,1,,,,,,,1,1,0,"Ahlberg, Mehrzad","Singh, Karan Deep",,,,,mxa087100,mehrzad ahlberg,Business Communication 
BCOM,3310,003,3,13,18,2,1,,,1,,,,,,,6,,0,"Moore, Sarah E","Tanabe, Takuma",,,,,sem054000,sarah moore,Business Communication 
BCOM,3310,004,1,27,8,1,,,,2,,,,,,,5,,0,"Smallwood, Margaret G","Bangalore Ravi, Sai Karun","Goswami, Aditya Puri",,,,meg012400,margaret smallwood,Business Communication 
BCOM,3310,005,1,11,12,6,3,,,,,,,,,,11,1,0,"McCrady, Victoria D","Shivarudrappa, Vishwas",,,,,vdm130030,victoria mccrady,Business Communication 
BCOM,3310,006,6,14,8,2,,1,,1,1,,,,,,10,1,1,"McCrady, Victoria D","Shivarudrappa, Vishwas",,,,,vdm130030,victoria mccrady,Business Communication 
BCOM,3310,007,3,10,9,3,3,4,1,1,1,,,,,,5,2,0,"Miller, Alyssa",,,,,,axm190107,alyssa miller,Business Communication 
BCOM,3310,008,1,12,5,7,3,2,1,1,2,,,,,,10,1,0,"Lookadoo, Kathryn","Tanabe, Takuma",,,,,kxl164330,kathryn lookadoo,Business Communication 
BCOM,3310,009,22,14,3,1,,,,,,,,,,,5,,0,"de los Santos, Veronica",,,,,,vxd171930,veronica de los santos,Business Communication 
BCOM,3310,010,,5,9,5,4,4,3,1,,,1,,1,,11,1,0,"Lookadoo, Kathryn","Tanabe, Takuma",,,,,kxl164330,kathryn lookadoo,Business Communication 
BCOM,3310,011,,22,11,4,2,,1,,,,,,,,3,2,0,"Lawson, Kristen A","Josyula, Chandramouli Niranjan",,,,,kal110030,kristen lawson,Business Communication 
BCOM,3310,012,,14,15,2,2,4,,,,,,,1,,7,,0,"Lawson, Kristen A","Josyula, Chandramouli Niranjan",,,,,kal110030,kristen lawson,Business Communication 
BCOM,3310,013,12,13,7,,3,,,3,1,,1,,,,4,1,0,"Ahlberg, Mehrzad","Singh, Karan Deep",,,,,mxa087100,mehrzad ahlberg,Business Communication 
BCOM,3310,014,14,14,7,,4,,,,,,,,,,3,2,1,"Ahlberg, Mehrzad","Singh, Karan Deep",,,,,mxa087100,mehrzad ahlberg,Business Communication 
BCOM,3310,015,8,13,3,7,2,,1,1,1,,,,,,7,,0,"Fry, Jennifer L",,,,,,jlf130030,jennifer fry,Business Communication 
BCOM,3310,501,,3,15,6,2,4,1,2,,,2,,,,9,,1,"Armstead, Erica",,,,,,exa190018,erica armstead,Business Communication 
BCOM,3310,502,1,2,23,9,4,1,1,1,,,1,,,,3,,0,"Armstead, Erica",,,,,,exa190018,erica armstead,Business Communication 
BCOM,3310,5E1,,3,3,,,2,1,,,,,,,,3,3,0,"Steadham, Kyle S",,,,,,kss012400,kyle steadham,Business Communication 
BCOM,4350,001,3,21,11,,2,1,,,,,,,,,2,,0,"Smallwood, Margaret G","Bangalore Ravi, Sai Karun","Goswami, Aditya Puri",,,,meg012400,margaret smallwood,Advanced Business Communication 
BCOM,4350,002,,25,9,2,1,,,,,,,,,,3,,0,"Smallwood, Margaret G","Bangalore Ravi, Sai Karun","Goswami, Aditya Puri",,,,meg012400,margaret smallwood,Advanced Business Communication 
BCOM,4350,003,16,12,4,3,1,1,1,1,,,,,,,3,,1,"Ahlberg, Mehrzad","Singh, Karan Deep",,,,,mxa087100,mehrzad ahlberg,Advanced Business Communication 
BCOM,4350,004,6,17,2,3,3,2,,,,,,,,,7,4,0,"Ahlberg, Mehrzad","Singh, Karan Deep",,,,,mxa087100,mehrzad ahlberg,Advanced Business Communication 
BCOM,4350,005,,2,14,7,3,1,4,2,1,,,,,,3,,2,"Lookadoo, Kathryn","Tanabe, Takuma",,,,,kxl164330,kathryn lookadoo,Advanced Business Communication 
BCOM,4350,006,2,26,7,3,3,1,,,1,1,,,,,,,0,"Watson, John M","Shivarudrappa, Vishwas",,,,,jmw077000,john watson,Advanced Business Communication 
BCOM,4350,007,,23,9,2,2,1,,1,,,,,,,6,,1,"Lawson, Kristen A","Josyula, Chandramouli Niranjan",,,,,kal110030,kristen lawson,Advanced Business Communication 
BCOM,4350,008,2,21,8,1,1,1,,1,1,,1,,,,6,,0,"Watson, John M","Shivarudrappa, Vishwas",,,,,jmw077000,john watson,Advanced Business Communication 
BCOM,4350,009,1,3,4,4,7,5,,1,,1,,,,,10,3,0,"Lookadoo, Kathryn","Tanabe, Takuma",,,,,kxl164330,kathryn lookadoo,Advanced Business Communication 
BCOM,4350,010,,9,16,3,4,3,1,,,,,,,,6,1,0,"Moore, Sarah E","Tanabe, Takuma",,,,,sem054000,sarah moore,Advanced Business Communication 
BCOM,4350,011,1,9,19,2,3,1,,,,,,,1,,7,2,0,"Moore, Sarah E","Tanabe, Takuma",,,,,sem054000,sarah moore,Advanced Business Communication 
BCOM,4350,501,,2,6,4,4,2,1,1,1,1,,,,,2,2,1,"Steadham, Kyle S",,,,,,kss012400,kyle steadham,Advanced Business Communication 
BCOM,4350,502,,9,3,,3,,,,1,,,,,,4,1,0,"Prudhomme-Coleman, Michelle",,,,,,mxp190035,michelle prudhomme coleman,Advanced Business Communication 
BCOM,4350,HON,,42,3,,,,,,,,,,,,5,,0,"Lawson, Kristen A","Josyula, Chandramouli Niranjan",,,,,kal110030,kristen lawson,Advanced Business Communication 
BIOL,1318,001,,15,,,12,,,8,,,2,,,,7,,1,"Maitra, Meenakshi",,,,,,mxm172731,meenakshi maitra,Human Genetics 
BIOL,2111,001,3,3,5,1,4,4,4,4,2,,,,,,7,,5,"Srikanth, Uma",,,,,,ukrish,uma srikanth,Introduction to Modern Biology Workshop I 
BIOL,2111,002,1,2,2,5,7,4,8,3,2,1,,,1,,1,1,0,"Srikanth, Uma",,,,,,ukrish,uma srikanth,Introduction to Modern Biology Workshop I 
