Subject,Catalog Number,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,P,CR,NC,I,W,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6,instructor_id,instructor_name_normalized,title
EE,1100,001,2,4,2,4,5,2,1,,,,,,1,,,,,1,"Florence, James M","Luo, Ziyang","Sonawane, Akshay Bhagwan","Xiong, Jiu","Pawaskar, Vaibhav Uttam","Munia, Munawara Saiyara",jmf130530,james florence,Introduction to Electrical and Computer Engineering 
EE,1100,002,2,9,7,2,7,1,,,1,,,,1,,,,,1,"Florence, James M","Sonawane, Akshay Bhagwan","Luo, Ziyang","Xiong, Jiu","Pawaskar, Vaibhav Uttam","Munia, Munawara Saiyara",jmf130530,james florence,Introduction to Electrical and Computer Engineering 
EE,1100,003,1,12,10,1,4,,1,,1,,1,,4,,,,,0,"Florence, James M","Luo, Ziyang","Sonawane, Akshay Bhagwan","Xiong, Jiu","Pawaskar, Vaibhav Uttam","Munia, Munawara Saiyara",jmf130530,james florence,Introduction to Electrical and Computer Engineering 
EE,1202,001,2,8,6,7,9,1,2,3,,1,2,,8,,,,,8,"Cogan, Diana L",,,,,,dcc095020,diana cogan,Introduction to Electrical and Computer Engineering II 
EE,2310,001,1,6,8,5,2,5,4,3,,3,,1,4,,,,,6,"Cogan, Diana L","Weng, Bang-Li","Munia, Munawara Saiyara","Pawaskar, Vaibhav Uttam",,,dcc095020,diana cogan,Introduction to Digital Systems 
EE,2310,501,4,5,4,2,2,4,3,1,2,,2,,5,,,,,2,"Zhou, Dian","Wang, Yifan","Luo, Ziyang",,,,zhoud,dian zhou,Introduction to Digital Systems 
EE,3161,051,4,13,8,4,1,,,,1,,,,,,,,,0,"Mezenner, Rabah",,,,,,rxm129730,rabah mezenner,Social Issues and Ethics in Engineering 
EE,3161,091,,5,3,2,10,1,,2,1,,,,3,,,,,0,"Mezenner, Rabah",,,,,,rxm129730,rabah mezenner,Social Issues and Ethics in Engineering 
EE,3201,001,1,33,4,2,1,1,,,,,2,,,,,,,0,"Nikoubin, Tooraj","Steele, Alec M","Meng, Xingyu","Sankarraman, Sri Vignesh","Twisha, Senjuti","Parchamdar, Baharealsadat",txn190011,tooraj nikoubin,Electrical and Computer Engineering Fundamentals-I Laboratory 
EE,3201,002,3,18,4,1,1,,,1,2,,2,,,,,,,1,"Nikoubin, Tooraj","Steele, Alec M","Meng, Xingyu","Sankarraman, Sri Vignesh","Twisha, Senjuti","Parchamdar, Baharealsadat",txn190011,tooraj nikoubin,Electrical and Computer Engineering Fundamentals-I Laboratory 
EE,3202,001,,1,6,5,2,3,,1,,,,,2,,,,,1,"Kiasaleh, Kamran","Alam, Lamia","Apalak, Merve",,,,kamran,kamran kiasaleh,Electrical and Computer Engineering Fundamentals-II Laboratory 
EE,3202,002,,15,,2,7,,2,1,,,,,3,,,,,3,"Overzet, Lawrence","Nikfarjam, Hamed","Abousaba, Mohammad F",,,,overzet,lawrence overzet,Electrical and Computer Engineering Fundamentals-II Laboratory 
EE,3202,003,,5,3,4,4,4,,1,,,,,2,,,,,0,"Kiasaleh, Kamran","Apalak, Merve","Alam, Lamia",,,,kamran,kamran kiasaleh,Electrical and Computer Engineering Fundamentals-II Laboratory 
EE,3301,001,2,2,1,2,2,1,1,1,1,,,,3,,,,,0,"Lee, Gil S","Xiong, Jiu",,,,,gslee,gill lee,Electrical Network Analysis 
EE,3301,002,1,12,,3,4,,4,1,,1,,,,,,,,1,"Fahimi, Babak","Movahed Mohammadi, Seyed Ehsan",,,,,bxf102000,babak fahimi,Electrical Network Analysis 
EE,3301,003,,12,3,,2,,1,,5,,1,,1,,,,,1,"Friedman, Joseph S","Edwards, Alexander J",,,,,jsf160330,joseph friedman,Electrical Network Analysis 
EE,3302,002,1,14,,11,16,5,10,11,4,2,2,,2,,,,,1,"Fumagalli, Andrea","Zhang, Tianliang",,,,,andreaf,andrea fumagalli,Signals and Systems 
EE,3310,001,,15,7,2,6,1,4,1,,,2,,2,,,,,0,"Tinker, Mark T","Parvez, Mohammad Salman",,,,,mtinker,mark tinker,Electronic Devices 
EE,3310,002,3,3,4,4,12,4,7,4,3,,1,,2,,,,,0,"Pourkamali, Siavash","Hossain Bhuiyan, Md Emran",,,,,sxp124631,siavash pourkamali,Electronic Devices 
EE,3311,001,1,8,7,2,1,,2,1,,1,,,,,,,,0,"Ahmed, Shaheen","Han, Weijie",,,,,sxa176730,shaheen ahmed,Electronic Circuits 
EE,3311,002,2,1,2,,3,,,1,,,1,,1,,,,,0,"Pourkamali, Siavash","Cheng, Qi",,,,,sxp124631,siavash pourkamali,Electronic Circuits 
EE,3320,001,,6,3,6,,1,1,3,2,,2,,2,,,,,0,"Bhatia, Dinesh","Sears, Mark R",,,,,dinesh,dinesh bhatia,Digital Circuits 
EE,3320,002,5,12,3,2,2,2,1,,2,,,,1,,,,,0,"Basu, Kanad","Kundu, Shamik",,,,,kxb190012,kanad basu,Digital Circuits 
EE,3320,003,2,4,5,,1,3,2,1,,,,,,,,,,0,"Nikoubin, Tooraj","Datta, Rajesh K",,,,,txn190011,tooraj nikoubin,Digital Circuits 
EE,4201,001,,28,3,,,,,,,,,,,,,,,0,"Tamil, Lakshman","Tiryaki, Erhan",,,,,laxman,lakshman tamil,Electrical and Computer Engineering Laboratory in Computing Systems and Computer Engineering 
EE,4202,001,,23,,,8,,,,,,,,2,,,,,0,"Henderson, Rashaunda M","Datta, Rajesh K","Tiryaki, Erhan",,,,rmh072000,rashaunda henderson,Electrical and Computer Engineering Laboratory in Circuits 
EE,4301,001,2,9,6,4,11,2,3,5,,,,,1,,,,,0,"Heins, Matthew S","Kovalyov, Anton",,,,,msh130130,matthew heins,Electromagnetic Engineering I 
EE,4301,501,1,7,7,3,15,2,3,5,,,,,3,,,,,2,"Heins, Matthew S","Kovalyov, Anton",,,,,msh130130,matthew heins,Electromagnetic Engineering I 
EE,4304,001,,,3,3,5,3,1,4,3,,1,2,1,,,,,0,"Pitz, Jeanne","Wang, Zhen",,,,,jxp133430,jeanne pitz,Computer Architecture 
EE,4304,501,1,1,3,2,2,2,,2,1,,,,,,,,,0,"Pitz, Jeanne","Wang, Jianda","Wang, Zhen",,,,jxp133430,jeanne pitz,Computer Architecture 
EE,4310,001,,18,,1,18,,3,8,7,1,1,,4,,,,,2,"Skinner, Neal G","Olee, Shakil Mahmud","Hossain Bhuiyan, Md Emran",,,,skinner,neal skinner,Systems and Controls 
EE,4330,001,3,2,12,2,2,6,2,1,1,,,,2,,,,,1,"Young, Chadwin D","Liu, Jinbo",,,,,cdy120030,chadwin young,Integrated Circuit Technology 
EE,4340,001,2,6,9,10,10,9,2,,1,,,,,,,,,0,"Ma, Dongsheng","Huang, Yuanqing",,,,,dxm101000,dongsheng ma,Analog Integrated Circuit Analysis and Design 
EE,4361,001,1,3,1,3,2,3,3,3,1,,,2,7,,,,,4,"Panahi, Issa","Kovalyov, Anton",,,,,imp015000,issa panahi,Introduction to Digital Signal Processing 
EE,4363,001,2,2,2,3,2,7,4,4,,,1,1,4,,,,,8,"Gardner, Matthew C","Luo, Ziyang",,,,,mcg200004,matthew gardner,Introduction to Power Electronics 
EE,4365,001,4,14,7,4,8,3,,,1,,,,1,,,,,0,"Saquib, Mohammad","Hasan, Md Imrul",,,,,saquib,mohammad saquib,Introduction to Wireless Communication 
EE,4368,001,,11,,3,7,1,2,1,4,,1,,1,,,,,1,"Lehmann, Randall E","Sears, Mark R",,,,,rel041000,randall lehmann,RF Circuit Design Principles 
EE,4370,001,6,15,4,1,10,,,1,,,,,1,,,,,0,"Swartz, William P","Raghavendra, Shruthi",,,,,wps100020,william swartz,Embedded Systems 
EE,4388,001,,19,1,1,1,,,,,,,,,,,,,0,"Tacca, Marco",,,,,,mtacca,marco tacca,Senior Design Project I 
EE,4388,002,,13,5,1,,,,,,,,,,,,,,0,"Tacca, Marco",,,,,,mtacca,marco tacca,Senior Design Project I 
EE,4388,003,,14,2,1,,,,,,,,,1,,,,,0,"Skinner, Neal G",,,,,,skinner,neal skinner,Senior Design Project I 
EE,4388,004,,11,1,1,1,,,,,,,,,,,,,0,"Skinner, Neal G",,,,,,skinner,neal skinner,Senior Design Project I 
EE,4389,001,9,10,8,4,9,3,2,1,,,,,,,,,,0,"Tacca, Marco",,,,,,mtacca,marco tacca,Senior Design Project II 
EECT,6325,001,,2,8,10,15,3,1,,,,,,,,,,,0,"Sechen, Carl","Salimath, Vibhav Kumarswami","Xu, Xiangyu",,,,cms057000,carl sechen,VLSI Design 
EECT,6326,001,,6,2,3,7,,,,,,,,,,,,,0,"Liu, Jin","Xiong, Jiu",,,,,jinliu,jin liu,Analog Integrated Circuit Design 
EEDG,5325,501,,17,1,,2,,,,,,,,,,,,,0,"Swartz, William P","Xu, Xiangyu","Arunachalam, Ayush",,,,wps100020,william swartz,Hardware Modeling Using HDL 
EEDG,6301,001,,31,2,,,,,,,,,,,,,,,0,"Swartz, William P","Thiagarajan, Shiva Shankar",,,,,wps100020,william swartz,Advanced Digital Logic 
EEDG,6303,001,,5,4,5,2,3,,,,,,,,,,,,0,"Nourani, Mehrdad","Thiagarajan, Shiva Shankar",,,,,nourani,mehrdad nourani,Testing and Testable Design 
EEDG,6304,001,,,17,,,,,,,,,,,,,,,0,"Carrion Schaefer, Benjamin","Rashid, Md Imtiaz",,,,,bxc162630,benjamin carrion schaefer,Computer Architecture 
EEDG,6306,001,,15,2,1,,,,,,,,,,,,,,0,"Zhou, Dian","Wang, Yifan",,,,,zhoud,dian zhou,Application Specific Integrated Circuits Design 
EEGR,6316,001,,4,3,1,2,,1,,,,,,1,,,,,0,"Gu, Qing",,,,,,qxg160030,,Fields and Waves 
EEMF,6319,501,,20,,,,,,,,,,,,,,,,0,"Frensley, William","Liu, Jinbo",,,,,frensley,william frensley,Quantum Physical Electronics 
EEMF,6320,001,,13,2,2,,,,,,,,,,,,,,0,"Frensley, William","Liu, Jinbo",,,,,frensley,william frensley,Fundamentals of Semiconductor Devices 
EEPE,6354,001,,15,4,3,1,,,,,,,,,,,,,1,"Akin, Bilal","Farhadi, Masoud",,,,,bxa123330,bilal akin,Power Electronics 
EERF,6311,501,,10,3,6,5,3,,,,,,,,,,,,0,"Henderson, Rashaunda M","Medina, Oscar F",,,,,rmh072000,rashaunda henderson,RF and Microwave Circuits 
EERF,6395,001,,14,2,1,,1,2,2,,,,,,,,,,0,"Lehmann, Randall E",,,,,,rel041000,randall lehmann,RF and Microwave Systems Engineering 
EERF,6396,302,,5,1,2,1,1,,,,,,,,,,,,0,"Lehmann, Randall E","Baral, Ashwin Bhobani",,,,,rel041000,randall lehmann,Microwave Design and Measurement 
EESC,6360,501,,3,3,2,1,1,,1,,,,,2,,,,,0,"Panahi, Issa",,,,,,imp015000,issa panahi,Digital Signal Processing I 
EESC,6366,001,,5,2,2,1,,,,,,,,,,,,1,0,"Hansen, John",,,,,,jxh052100,john hansen,Speech and Speaker Recognition 
EESC,6367,001,,6,7,,1,,,,,,,,,,,,,0,"Kehtarnavaz, Nasser","Ni, Aoxin",,,,,nxk019000,nasser kehtarnavaz,Applied Digital Signal Processing 
ENGR,2300,001,5,16,1,4,6,5,1,8,2,,,,1,,,,,1,"Ali, Mohammed Z","Gogineni, Susmitha","Helwa, Sherief M",,,,mohammed,ali mohammed,Linear Algebra for Engineers 
ENGR,2300,002,6,3,3,6,6,3,1,,1,,,2,7,,,,,5,"Al-Dhahir, Naofal M","Helwa, Sherief M",,,,,nxa028000,naofal al dhahir,Linear Algebra for Engineers 
ENGR,2300,003,1,4,3,5,4,3,2,7,2,1,1,1,6,,,,,3,"Mezenner, Rabah","Tariq, Zaid Bin",,,,,rxm129730,rabah mezenner,Linear Algebra for Engineers 
ENGR,2300,004,8,2,3,4,7,1,,,3,,,,10,,,,,6,"Busso Recabarren, Carlos A","Gogineni, Susmitha",,,,,cxb093000,carlos busso,Linear Algebra for Engineers 
ENGR,2300,005,3,2,4,1,3,5,5,3,2,1,4,3,7,,,,,4,"Mezenner, Rabah","Tariq, Zaid Bin",,,,,rxm129730,rabah mezenner,Linear Algebra for Engineers 
ENGR,3300,001,1,4,,1,8,,,11,8,,8,,,,,,,7,"Lee, Jung S","Zhang, Tianliang","Xie, Hao","Jeong, Jinwon","Kapoor, Pinky",,jls032000,jung lee,Advanced Engineering Mathematics 
ENGR,3300,002,1,1,,1,5,,1,8,4,,9,,2,,,,,9,"Lee, Jung S","Xie, Hao","Jeong, Jinwon",,,,jls032000,jung lee,Advanced Engineering Mathematics 
ENGR,3300,003,2,,6,7,8,4,6,2,1,1,,,4,,,,,6,"Fischetti, Massimo V","Roy, Joy",,,,,mvf100020,massimo fischetti,Advanced Engineering Mathematics 
ENGR,3300,004,12,4,2,3,3,2,1,5,3,,2,3,6,,,,,2,"Saad, Ricardo E","Noor Shoudha, Shamman","Patel, Kashyap",,,,rsaad,ricardo saad,Advanced Engineering Mathematics 
ENGR,3300,005,6,1,3,4,1,1,2,,5,,4,5,12,,,,,3,"Saad, Ricardo E","Patel, Kashyap","Noor Shoudha, Shamman",,,,rsaad,ricardo saad,Advanced Engineering Mathematics 
ENGR,3300,006,,1,,1,1,,,10,9,,10,,2,,,,,1,"Lee, Jung S","Jeong, Jinwon","Kapoor, Pinky",,,,jls032000,jung lee,Advanced Engineering Mathematics 
ENGR,3341,001,2,10,5,3,3,1,5,3,4,,2,2,3,,,,,3,"Fonseka, John","Hassan, Rana A",,,,,kjp,john fonseka,Probability Theory and Statistics 
ENGR,3341,002,4,17,,3,4,7,5,6,,,1,,,,,,,1,"Ali, Mohammed Z","Ahmed, Sabrina",,,,,mohammed,ali mohammed,Probability Theory and Statistics 
ENGR,3341,005,4,19,1,2,7,,1,8,,,1,,,,,,,4,"Ali, Mohammed Z","Ahmed, Sabrina",,,,,mohammed,ali mohammed,Probability Theory and Statistics 
ENGR,3341,006,1,4,6,4,5,4,6,1,2,,4,2,10,,,,,7,"Fonseka, John","Hassan, Rana A",,,,,kjp,john fonseka,Probability Theory and Statistics 
ENGR,3341,0H1,,12,1,,8,5,2,5,,1,2,,6,,,,,2,"Gelb, Lev D","Dicarlo, Alexandra H",,,,,ldg102020,lev gelb,Probability Theory and Statistics 
ENGR,3341,501,1,19,4,4,4,1,1,10,,,1,,1,,,,,2,"Ali, Mohammed Z","Kapoor, Pinky","Yang, Mu",,,,mohammed,ali mohammed,Probability Theory and Statistics 
ENGY,3330,001,,4,6,3,,,,1,,,,,,,,,,0,"Sibley, Daniel C","Leal Valladares, Jorge A",,,,,dcs170002,daniel sibley,Energy Economics 
ENGY,3340,001,,7,2,1,3,,,,1,,,,,,,,,0,"Sibley, Daniel C","Leal Valladares, Jorge A",,,,,dcs170002,daniel sibley,Energy Law and Contracts 
ENGY,6330,501,,20,,,,,,,,,,,,,,,,0,"Sibley, Daniel C","Leal Valladares, Jorge A",,,,,dcs170002,daniel sibley,Energy Law and Contracts 
ENGY,6332,001,,20,,,,,,,,,,,,,,,,0,"Molina, Stephen","Leal Valladares, Jorge A",,,,,sxm163630,stephen molina,Energy and Sustainability 
ENTP,3301,001,2,11,11,12,9,7,6,1,,2,,,1,,,,,0,"Choi, Emily","Deng, Shu",,,,,exc113230,emily choi,Innovation and Entrepreneurship 
ENTP,3301,002,,3,7,1,22,13,3,6,1,,2,,2,,,,,2,"Kimzey, Jackie","Patel, Kandarp Harshadbhai",,,,,jxk092000,jackie kimzey,Innovation and Entrepreneurship 
ENTP,3301,003,3,16,22,9,4,4,1,,,,,,,,,,,0,"Nichols, Paul M",,,,,,pxn120030,paul nichols,Innovation and Entrepreneurship 
ENTP,3301,0W1,,17,,,29,,,3,,,,,,,,,,2,"Pedigo, Madison F",,,,,,mfp013000,madison pedigo,Innovation and Entrepreneurship 
ENTP,3301,501,,8,15,9,12,4,3,2,1,,,,2,,,,,1,"Bhatti, Christopher J",,,,,,cbhatti,christopher bhatti,Innovation and Entrepreneurship 
ENTP,3320,001,,5,7,2,,,,,,,,,,,,,,0,"Peck, Paul S",,,,,,psp012100,,Start-up Launch I 
ENTP,3360,001,1,1,2,,6,3,4,1,2,,,1,1,,,,,1,"Baranchuk, Nina","Sawant, Pranali R",,,,,nxb043000,nina baranchuk,Entrepreneurial Finance 
ENTP,4330,001,,4,4,3,4,1,,1,,,,,1,,,,,0,"Shah, Rajiv","Garg, Suyash",,,,,rxs079000,rajiv shah,Entrepreneurial Marketing 
ENTP,4340,501,,10,25,38,37,24,20,21,11,,7,,3,,,,,6,"Wright, Robert G","Briseno, Joselyn A","Tiwari, Prabodh",,,,rgw091000,robert wright,Social Sector Entrepreneurship and Community Engagement 
ENTP,4350,001,,10,,,13,,,3,,,,,,,,,,1,"Shah, Rajiv","Garg, Suyash",,,,,rxs079000,rajiv shah,Corporate Entrepreneurship 
ENTP,4360,001,2,9,7,6,2,1,1,,,,,,,,,,,0,"Choi, Emily","Deng, Shu",,,,,exc113230,emily choi,Innovation and Creativity 
ENTP,4V00,003,3,4,4,1,,1,,,,,,,1,,,,,1,"Choi, Emily","Lee, Minjung",,,,,exc113230,emily choi,Special Topics in Entrepreneurship 
ENTP,6315,501,,3,3,3,1,1,,,,,,,1,,,,,0,"Shah, Rajiv","Garg, Suyash",,,,,rxs079000,rajiv shah,Entrepreneurial Finance 
ENTP,6370,0W1,,15,11,6,9,5,1,1,,,,,,,,,,1,"Kimzey, Jackie","Patel, Kandarp Harshadbhai",,,,,jxk092000,jackie kimzey,Innovation and Entrepreneurship 
ENTP,6370,501,,6,6,6,9,2,,,,,,,,,,,,0,"Kimzey, Jackie","Patel, Kandarp Harshadbhai",,,,,jxk092000,jackie kimzey,Innovation and Entrepreneurship 
ENTP,6375,0W1,,6,3,3,1,1,2,2,,,,,2,,,,,2,"Bochsler, Daniel C",,,,,,dcb091000,daniel bochsler,Technology and New Product Development 
ENTP,6380,501,,13,6,1,,,,,,,,,,,,,,0,"Nichols, Paul M",,,,,,pxn120030,paul nichols,Market Entry Strategies 
ENVR,2302,001,2,2,2,2,2,1,3,1,1,,1,,1,,,,,0,"Cummings, Anthony R","Adeuga, Adewole M",,,,,arc131030,anthony cummings,The Global Environment 
EPCS,2200,001,,62,1,,,,,,,,,,1,,,,,2,"Rodriguez, Lucas C",,,,,,lxr120230,,Engineering Projects in Community Service 
EPPS,1110,002,,36,,,6,,,2,,,5,,3,,,,,2,"Lanham, Carol C",,,,,,ccl054000,carol lanham,Critical Issues in the Social Sciences 
EPPS,1110,003,,18,,,8,,,6,,,,,5,,,,,1,"Gordon, Quinn T",,,,,,qtg140030,quinn gordon,Critical Issues in the Social Sciences 
EPPS,1110,0W1,,26,,,11,,,6,,,1,,15,,,,,0,"Lanham, Carol C","Gordon, Quinn T",,,,,ccl054000,carol lanham,Critical Issues in the Social Sciences 
EPPS,2301,001,10,6,11,3,12,,1,3,1,,,,1,,,,,0,"Riddell, Jordan R",,,,,,jxr122330,,Research Design in the Social and Policy Sciences 
EPPS,2301,002,4,8,11,7,3,2,2,2,4,1,,2,,,,,,2,"Johnson, Sara K",,,,,,skj170230,sara johnson,Research Design in the Social and Policy Sciences 
EPPS,2301,0W1,11,1,,7,3,7,5,7,3,1,2,,8,,,,,2,"Kosiewicz, Holly","Cooper, Glen",,,,,hxk200027,holly kosiewicz,Research Design in the Social and Policy Sciences 
EPPS,2302,001,,16,4,6,3,2,1,3,,,,,2,,,,,1,"Wu, Yanan",,,,,,yxw190021,,Methods of Quantitative Analysis in the Social and Policy Sciences 
EPPS,2302,002,,31,4,3,6,1,1,,,,,,1,,,,,1,"Bray, Timothy M","Shi, Min",,,,,tmb021000,timothy bray,Methods of Quantitative Analysis in the Social and Policy Sciences 
EPPS,6313,001,,15,5,1,1,1,,,,,,,1,,,,,0,"Bray, Timothy M","Shi, Min",,,,,tmb021000,timothy bray,Introduction to Quantitative Methods 
EPPS,6313,501,,14,5,5,5,1,,,,,,,,,,,,0,"Gorina, Evgenia","Ferrero, Federico J","Egukawhore, Oghenekome",,,,exg131830,evgenia gorina,Introduction to Quantitative Methods 
EPPS,6316,501,,2,3,3,1,1,1,,,,,,,,,,,1,"Tiefelsdorf, Michael","Venigalla, Lasya",,,,,mrt052000,michael tiefelsdorf,Applied Regression 
EPPS,6355,001,,4,5,2,1,3,,,,,,,,,,,,0,"D'Orazio, Vito",,,,,,vxd152030,vito dorazio,Content Analysis 
EPPS,6356,001,,6,6,,,,,,,,,,,,,,,1,"Ho, Karl",,,,,,kxh022100,karl ho,Data Visualization 
EPPS,7313,501,,5,3,1,6,2,,,,,,,1,,,,,2,"Kim, Dohyeong","Akarte, Prajakti V",,,,,dxk132530,dohyeong kim,Descriptive and Inferential Statistics 
EPPS,7318,0W1,,13,,,,,,1,,,,,,,,,,1,"Clarke, Harold D","Ho, Karl","Khan, Humza",,,,hclarke,harold clarke,Structural Equation and Multilevel 
FILM,1303,001,32,6,1,2,1,1,,2,,,,1,2,,,,,0,"Shafek, Amal S",,,,,,ass106020,amal shafek,Transnational Film and Video 
FILM,1303,002,3,10,8,5,3,5,2,,,1,,,4,,,,,0,"Baker, Emily-Rose",,,,,,exb210012,emily baker,Transnational Film and Video 
FILM,2332,001,,4,16,12,17,17,8,3,3,6,2,1,10,,,,,4,"Petty, John E","Wensel, Laurence L",,,,,jep140330,john petty,Understanding Film 
FILM,2332,002,7,11,8,5,5,3,1,1,2,1,1,,1,,,,,2,"Oliver, Stephanie R",,,,,,sxo180009,stephanie oliver,Understanding Film 
FILM,2332,501,2,3,10,8,9,16,13,12,12,4,1,1,10,,,,,2,"Petty, John E","Lyon, Tara L",,,,,jep140330,john petty,Understanding Film 
FILM,3325,001,9,5,5,1,2,,,,,,,,1,,,,,1,"McLean, Adrienne L",,,,,,amclean,adrienne mclean,Film Authorship 
FILM,3342,001,,6,2,,2,,,,,,2,,2,,,,,1,"Baker, Emily-Rose",,,,,,exb210012,emily baker,Topics in Film 
FIN,3300,001,,5,,,13,,,4,,,1,,4,,,,,0,"Lynch, Julie","Narang, Aayushkumar Anilkumar",,,,,jxl180030,julie lynch,Personal Finance 
FIN,3305,001,2,7,4,,3,1,,8,,,6,,4,,,,,1,"Guttery, Randall","Huang, Zhuowei",,,,,rxg112530,randall guttery,Real Estate Principles 
FIN,3305,002,,5,1,,8,,,14,,,4,,1,,,,,1,"Guttery, Randall","Huang, Zhuowei",,,,,rxg112530,randall guttery,Real Estate Principles 
FIN,3305,502,,4,,,2,,,4,,,1,1,,,,,,0,"Guttery, Randall","Huang, Zhuowei",,,,,rxg112530,randall guttery,Real Estate Principles 
FIN,3320,001,1,2,,1,5,4,2,8,7,1,3,1,,,,,,0,"Kelly, Matthew L",,,,,,mlk170130,matthew kelly,Business Finance 
FIN,3320,002,,2,5,3,5,6,2,5,2,,2,,4,,,,,1,"Rebello, Michael J",,,,,,mjr071000,michael rebello,Business Finance 
FIN,3320,003,3,4,5,1,4,13,6,3,4,2,4,1,7,,,,,1,"Anderson, Frank W",,,,,,fwa012000,,Business Finance 
FIN,3320,004,7,5,2,4,3,2,,9,2,1,1,4,8,,,,,6,"Gurun, Ayfer",,,,,,axg119030,ayfer gurun,Business Finance 
FIN,3320,005,6,4,8,10,5,6,3,1,,3,,,,,,,,2,"Lee, Pil-Seng",,,,,,pxl132230,pil seng lee,Business Finance 
FIN,3320,006,4,10,3,14,13,3,,,,,,4,,,,,,2,"Zhu, Yifan",,,,,,yxz166130,yifan zhu,Business Finance 
FIN,3320,007,7,4,4,7,3,5,4,2,3,1,2,,6,,,,,7,"Gurun, Ayfer",,,,,,axg119030,ayfer gurun,Business Finance 
FIN,3320,010,,1,2,1,1,3,2,4,,,3,,1,,,,,1,"Rebello, Michael J",,,,,,mjr071000,michael rebello,Business Finance 
FIN,3320,011,6,6,7,8,7,5,8,6,3,2,3,,,,,,,1,"Murray, Jennifer R","Pillai, Qaleb",,,,,jrm160330,jennifer murray,Business Finance 
FIN,3320,0E1,3,1,3,2,2,4,5,1,2,2,,1,3,,,,,2,"Murray, Jennifer R","Pillai, Qaleb",,,,,jrm160330,jennifer murray,Business Finance 
FIN,3320,0W1,,15,3,1,10,2,4,13,,,2,,1,,,,,1,"Manzi, Jeff",,,,,,jxm158130,jeffrey manzi,Business Finance 
FIN,3320,0W2,1,15,3,5,14,,1,7,3,1,1,,,,,,,2,"Manzi, Jeff",,,,,,jxm158130,jeffrey manzi,Business Finance 
FIN,3320,0W3,,8,,4,15,3,1,10,4,1,,,1,,,,,3,"Manzi, Jeff",,,,,,jxm158130,jeffrey manzi,Business Finance 
FIN,3320,501,2,7,8,9,5,5,4,1,,,1,,,,,,,0,"Wen, Yaxin",,,,,,yxw163930,yaxin wen,Business Finance 
FIN,3330,001,3,14,12,6,8,7,2,1,2,1,,,1,,,,,1,"Haynes, Steven",,,,,,sxh102420,steven haynes,Personal Financial Planning 
FIN,3330,002,,10,,,20,,,2,,,2,,1,,,,,4,"Lynch, Julie","Narang, Aayushkumar Anilkumar",,,,,jxl180030,julie lynch,Personal Financial Planning 
FIN,3330,003,,13,,,17,,,6,,,3,,1,,,,,3,"Lynch, Julie","Narang, Aayushkumar Anilkumar",,,,,jxl180030,julie lynch,Personal Financial Planning 
FIN,3340,501,46,15,8,2,,,,,,,,,,,,,,1,"Molina, Stephen","Leal Valladares, Jorge A",,,,,sxm163630,stephen molina,Regulation of Business and Financial Markets 
FIN,3350,001,2,8,2,1,6,4,2,2,1,,,,2,,,,,7,"Rivera Mesias, Alejandro","Park, Taeyoung",,,,,axr150331,alejandro rivera mesias,Financial Markets and Institutions 
FIN,3350,002,2,11,5,4,8,4,3,2,2,,,,2,,,,,5,"Rivera Mesias, Alejandro","Park, Taeyoung",,,,,axr150331,alejandro rivera mesias,Financial Markets and Institutions 
FIN,3360,001,,7,5,5,9,1,1,3,1,,,1,2,,,,,2,"Baranchuk, Nina","Sawant, Pranali R",,,,,nxb043000,nina baranchuk,Entrepreneurial Finance 
FIN,3365,0W1,5,15,7,6,16,4,1,2,,,,,,,,,,1,"DeCourcy, George A",,,,,,gad075000,george decourcy,Real Estate Finance and Principles 
FIN,3370,001,5,16,10,6,2,1,2,2,,1,,1,,,,,,0,"Haynes, Steven",,,,,,sxh102420,steven haynes,Principles of Risk Management and Insurance 
FIN,3370,002,1,12,14,12,2,4,1,2,,,,,4,,,,,0,"Haynes, Steven",,,,,,sxh102420,steven haynes,Principles of Risk Management and Insurance 
FIN,3380,002,2,8,6,5,3,10,12,4,2,3,4,1,,,,,,2,"Gurun, Ayfer",,,,,,axg119030,ayfer gurun,International Financial Management 
FIN,3390,001,5,8,8,7,5,5,1,2,5,5,1,6,1,,,,,0,"El-Ashmawi, Amal H","Le, Thu N",,,,,ahe013000,amal el ashmawi,Introduction to Financial Modeling 
FIN,3390,002,11,4,8,4,4,6,5,5,4,3,3,3,1,,,,,1,"El-Ashmawi, Amal H","Le, Thu N",,,,,ahe013000,amal el ashmawi,Introduction to Financial Modeling 
FIN,3390,003,,13,4,,4,8,2,,2,4,,,2,,,,,1,"Kaur, Dupinderjeet","Kurucak, Abdurrahman",,,,,dxk110730,dupinderjeet kaur,Introduction to Financial Modeling 
FIN,3390,501,,7,2,3,3,4,3,,,2,,,3,,,,,4,"Kaur, Dupinderjeet","Kurucak, Abdurrahman",,,,,dxk110730,dupinderjeet kaur,Introduction to Financial Modeling 
FIN,3395,501,,12,2,,3,2,1,,,,,,1,,,,,0,"Kaur, Dupinderjeet","Kurucak, Abdurrahman",,,,,dxk110730,dupinderjeet kaur,Financial Modeling and Valuation 
FIN,4300,001,,3,,,5,3,1,3,3,2,2,3,2,,,,,2,"Wei, Kelsey D","Huang, Zhuowei",,,,,kdw061000,kelsey wei,Investment Management 
