Subject,Catalog Number,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,P,CR,NC,I,W,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6,instructor_id,instructor_name_normalized,title
ACCT,2301,001,12,4,7,4,3,7,3,1,1,,1,,6,,,,,4,"Holstead, Cameron",,,,,,cxh170008,cameron holstead,Introductory Financial Accounting 
ACCT,2301,002,13,9,6,5,6,4,1,7,2,,2,2,4,,,,,3,"He, Jiapeng",,,,,,jxh176930,jiapeng he,Introductory Financial Accounting 
ACCT,2301,003,9,7,,8,6,7,2,12,,1,2,,4,,,,,7,"Song, Dongye",,,,,,dxs153330,dongye song,Introductory Financial Accounting 
ACCT,2301,004,,18,,2,3,6,9,6,,2,2,,5,,,,,12,"Nathan, Brad",,,,,,bcn140130,brad nathan,Introductory Financial Accounting 
ACCT,2301,005,13,8,3,5,1,8,11,4,4,6,2,,3,,,,,1,"Files, Rebecca L","Medina, Monica E",,,,,rlf092000,rebecca files,Introductory Financial Accounting 
ACCT,2301,006,6,5,5,8,4,3,9,5,3,4,2,3,2,,,,,6,"Files, Rebecca L","Medina, Monica E",,,,,rlf092000,rebecca files,Introductory Financial Accounting 
ACCT,2301,007,1,2,2,10,15,12,7,2,2,1,1,,5,,,,,2,"Butcher, Ammon",,,,,,eab171030,ammon butcher,Introductory Financial Accounting 
ACCT,2301,009,6,7,6,13,10,1,8,3,3,1,,,4,,,,,3,"Zhou, Yibin","Manoj Vasudha Shivaani, Fnu",,,,,yxz066000,yibin zhou,Introductory Financial Accounting 
ACCT,2301,010,2,9,8,6,16,10,5,5,,,,1,,,,,,3,"Huang, Ying","Zhang, Yang",,,,,yxh124430,ying huang,Introductory Financial Accounting 
ACCT,2301,011,3,5,4,7,12,10,4,5,2,,1,1,1,,,,,5,"Huang, Ying","Zhang, Yang",,,,,yxh124430,ying huang,Introductory Financial Accounting 
ACCT,2301,501,,3,10,7,18,6,5,3,3,2,2,,3,,,,,3,"Huang, Ying","Zhang, Yang",,,,,yxh124430,ying huang,Introductory Financial Accounting 
ACCT,2301,HON,15,9,11,8,1,4,5,4,1,2,,,2,,,,,1,"Files, Rebecca L","Medina, Monica E",,,,,rlf092000,rebecca files,
ACCT,2302,001,4,4,2,2,12,7,7,6,3,,6,,5,,,,,6,"Zolton, Kathy","Fang, Shelley M",,,,,kxz121730,kathy zolton,Introductory Management Accounting 
ACCT,2302,002,4,12,2,4,12,6,2,10,,1,5,,1,,,,,5,"Zolton, Kathy","Fang, Shelley M",,,,,kxz121730,kathy zolton,Introductory Management Accounting 
ACCT,2302,003,11,7,4,8,9,3,6,2,4,1,2,1,3,,,,,4,"Copat, Rafael","Clemens, Austin J",,,,,rxc190027,rafael copat,Introductory Management Accounting 
ACCT,2302,004,10,10,3,3,11,4,5,4,1,2,1,,6,,,,,5,"Copat, Rafael","Clemens, Austin J",,,,,rxc190027,rafael copat,Introductory Management Accounting 
ACCT,2302,005,12,9,2,6,9,8,5,3,3,2,,1,,,,,,5,"Copat, Rafael","Clemens, Austin J",,,,,rxc190027,rafael copat,Introductory Management Accounting 
ACCT,2302,501,,8,,3,9,2,4,10,2,,2,,3,,,,,1,"Dai, Zhonglan","Zhang, Yang",,,,,zxd051000,zhonglan dai,Introductory Management Accounting 
ACCT,3322,001,6,18,,6,8,,1,3,,,,,1,,,,,2,"Goodrich, Mary Beth W","Udolisa, Odera R",,,,,goodrich,mary beth goodrich,Integrated Accounting Information Systems 
ACCT,3331,001,,16,,,15,,,15,2,,2,,5,,,,,5,"Zhang, Yuan","Chen, Hangu",,,,,yxz122931,yuan zhang,Intermediate Financial Accounting I 
ACCT,3331,002,,16,,,12,,,16,2,,4,,6,,,,,4,"Zhang, Yuan","Chen, Hangu",,,,,yxz122931,yuan zhang,Intermediate Financial Accounting I 
ACCT,3331,003,6,2,,1,2,6,1,9,1,,,1,3,,,,,3,"Zhou, Yibin","Manoj Vasudha Shivaani, Fnu",,,,,yxz066000,yibin zhou,Intermediate Financial Accounting I 
ACCT,3331,501,,7,,,8,,3,5,3,,2,,7,,,,,2,"Zhang, Yuan","Chen, Hangu",,,,,yxz122931,yuan zhang,Intermediate Financial Accounting I 
ACCT,3332,001,1,8,1,4,8,1,3,9,2,2,9,6,1,,,,,12,"Bortz, Tiffany A","Tosto, Juliet J","Stone, Bailey K",,,,tabortz,tiffany bortz,Intermediate Financial Accounting II 
ACCT,3332,501,2,4,2,4,2,1,4,4,,,6,4,1,,,,,8,"Bortz, Tiffany A","Tosto, Juliet J","Stone, Bailey K",,,,tabortz,tiffany bortz,Intermediate Financial Accounting II 
ACCT,3332,PPA,8,14,3,2,14,7,6,7,1,2,10,1,1,,,,,0,"Bortz, Tiffany A","Stone, Bailey K",,,,,tabortz,tiffany bortz,
ACCT,3341,001,5,4,7,6,5,2,4,1,,,,,5,,,,,3,"Natarajan, Ramachandran","Deininger, Sarah A",,,,,nataraj,ramachandra natarajan,Cost Management Systems 
ACCT,3341,002,4,7,3,3,4,1,1,1,3,,,,4,,,,,6,"Goodrich, Mary Beth W","Udolisa, Odera R",,,,,goodrich,mary beth goodrich,Cost Management Systems 
ACCT,3341,501,1,3,2,3,3,3,3,6,4,,,1,3,,,,,4,"Goodrich, Mary Beth W","Udolisa, Odera R",,,,,goodrich,mary beth goodrich,Cost Management Systems 
ACCT,3350,001,1,10,7,12,16,7,1,1,,,1,,3,,,,,0,"Solcher, Steven J","Figueroa, Diego A",,,,,sjs107020,steven solcher,Fundamentals of Taxation 
ACCT,3350,002,1,7,10,10,18,2,1,1,,,,,3,,,,,0,"Solcher, Steven J","Figueroa, Diego A",,,,,sjs107020,steven solcher,Fundamentals of Taxation 
ACCT,4301,501,,2,3,1,1,2,1,3,1,1,,1,2,,,,,1,"Hagen, John C","Sharma, Nitika",,,,,jch013200,john hagen,Database Systems 
ACCT,4302,PP1,,9,13,7,3,1,,,,,,,,,,,,0,"Markov, Stanimir","Gu, Dongdi",,,,,sxm079200,stanimir markov,
ACCT,4302,PP2,3,18,5,6,3,3,1,,,,,,,,,,,0,"Markov, Stanimir","Gu, Dongdi",,,,,sxm079200,stanimir markov,
ACCT,4334,001,,14,,,20,,,8,,,2,,1,,,,,4,"Linsteadt, Chris C",,,,,,ccl019000,chris linsteadt,Auditing 
ACCT,4334,501,,5,,,6,,,2,,,1,,,,,,,0,"Linsteadt, Chris C",,,,,,ccl019000,chris linsteadt,Auditing 
ACCT,4334,PPA,,24,,,36,,,12,,,2,,2,,,,,0,"Linsteadt, Chris C",,,,,,ccl019000,chris linsteadt,
ACCT,4336,001,2,5,3,3,2,3,1,3,,,,,,,,,,1,"Bowen, Richard M","Udolisa, Odera R",,,,,rxb073100,richard bowen,Financial Statement Analysis 
ACCT,4337,501,,1,3,2,,3,1,8,1,,,,1,,,,,0,"Ballew, Gregory E","Stone, Bailey K",,,,,geb011100,gregory ballew,Business Valuation 
ACCT,4340,001,13,10,5,3,4,3,2,1,1,1,,1,2,,,,,1,"Johnson, Jennifer","Clemens, Austin J",,,,,jxj091000,jennifer johnson,Survey of Accounting Software 
ACCT,4342,001,4,9,4,11,7,2,6,1,4,4,,1,1,,,,,3,"Johnson, Jennifer","Deininger, Sarah A",,,,,jxj091000,jennifer johnson,Analysis and Design of Accounting Systems 
ACCT,4342,501,1,2,5,4,5,,2,1,1,1,1,,1,,,,,0,"Johnson, Jennifer","Deininger, Sarah A",,,,,jxj091000,jennifer johnson,Analysis and Design of Accounting Systems 
ACCT,6193,SW1,,3,,5,5,,,1,,,,,,,,,,0,"Solcher, Steven J",,,,,,sjs107020,steven solcher,
ACCT,6202,0W1,,14,14,10,13,6,1,,,,,,1,,,,,1,"Janakiraman, Surya","Liu, Ruichao",,,,,suryaj,surya janakiraman,Accounting for Managerial Decision Making and Control 
ACCT,6202,CH1,,13,5,3,2,1,,1,,,,,1,,,,,0,"Sadka, Gil",,,,,,gxs143630,gil sadka,
ACCT,6202,GW1,,10,8,4,,,1,,,,,,,,,,,0,"Sadka, Gil",,,,,,gxs143630,gil sadka,
ACCT,6291,SW1,,3,,,8,,,3,,,,,1,,,,,0,"Zolton, Kathy",,,,,,kxz121730,kathy zolton,
ACCT,6301,0W1,,21,11,5,9,8,2,1,,,,,1,,,,,2,"Ali, Ashiq","Liu, Ruichao",,,,,axa042200,ashiq ali,Financial Accounting 
ACCT,6301,501,,4,19,16,13,2,4,2,,,,,1,,,,,8,"Ballew, Gregory E","Stone, Bailey K",,,,,geb011100,gregory ballew,Financial Accounting 
ACCT,6301,GW1,,32,,,1,,,,,,,,2,,,,,0,"Barden, John P",,,,,,jpb063000,john barden,
ACCT,6301,GW2,,12,,,1,,,,,,,,,,,,,0,"Barden, John P",,,,,,jpb063000,john barden,
ACCT,6301,MBC,,24,19,7,3,1,,,,,,,,,,,,0,"Radhakrishnan, Suresh","Manoj Vasudha Shivaani, Fnu",,,,,sradhakr,suresh radhakrishnan,
ACCT,6301,MBP,,15,11,4,2,1,,2,,,,,,,,,,0,"Radhakrishnan, Suresh","Manoj Vasudha Shivaani, Fnu",,,,,sradhakr,suresh radhakrishnan,
ACCT,6301,PS1,,5,1,2,1,,,,,,,,,,,,,1,"Solcher, Steven J",,,,,,sjs107020,steven solcher,
ACCT,6301,XS1,,5,7,5,2,,,,,,,,,,,,,1,"Ali, Ashiq","Holstead, Cameron",,,,,axa042200,ashiq ali,
ACCT,6305,001,,17,9,20,5,7,4,1,,,,,1,,,,,1,"Li, Ningzhong","Ai, Lanru",,,,,nxl124130,ningzhong li,Accounting for Managers 
ACCT,6305,501,,10,6,13,3,4,2,1,,,,,,,,,,1,"Li, Ningzhong","Ai, Lanru",,,,,nxl124130,ningzhong li,Accounting for Managers 
ACCT,6305,502,,7,2,7,1,2,2,,,,,,,,,,,0,"Li, Ningzhong","Ai, Lanru",,,,,nxl124130,ningzhong li,Accounting for Managers 
ACCT,6313,001,,5,6,5,,,,,,,,,,,,,,0,"Lahiri, Atanu","Iyawe, Idahosa N",,,,,axl144730,atanu lahiri,Cybersecurity Fundamentals 
ACCT,6313,501,,5,2,3,,,,,,,,,,,,,,0,"Lahiri, Atanu","Iyawe, Idahosa N",,,,,axl144730,atanu lahiri,Cybersecurity Fundamentals 
ACCT,6320,0W1,,9,2,2,,3,2,,,,,,2,,,,,1,"Cavusoglu, Huseyin","Zhu, Yan",,,,,huseyin,huseyin cavusoglu,Database Foundations 
ACCT,6321,SS1,,5,9,5,5,5,1,,,,,,,,,,,1,"Scott, James A",,,,,,jas076100,james scott,
ACCT,6330,501,,14,,2,9,1,,6,,,,,2,,,,,3,"Cready, William M","Chen, Hangu",,,,,wmc041000,william cready,Intermediate Financial Accounting I 
ACCT,6330,SS1,,18,,,8,2,,4,,,,,,,,,,1,"Zhang, Yuan","Chen, Hangu",,,,,yxz122931,yuan zhang,
ACCT,6331,501,,9,13,8,2,,,,,,,,,,,,,2,"Janakiraman, Surya","Liu, Ruichao",,,,,suryaj,surya janakiraman,Cost Accounting  Foundations and Evolutions 
ACCT,6331,SS1,,4,3,4,2,,,,,,,,,,,,,0,"Janakiraman, Surya","Liu, Ruichao",,,,,suryaj,surya janakiraman,
ACCT,6332,501,,3,,1,8,,,5,,,,,2,,,,,6,"Karnuta, Daniel","Tosto, Juliet J",,,,,dxk173030,daniel karnuta,Intermediate Financial Accounting II 
ACCT,6333,501,,12,,,13,,,8,,,,,1,,,,,5,"Zolton, Kathy","Ai, Lanru",,,,,kxz121730,kathy zolton,Advanced Financial Reporting 
ACCT,6333,PPA,,26,,,18,,,15,,,,,,,,,,1,"Zolton, Kathy","Ai, Lanru",,,,,kxz121730,kathy zolton,
ACCT,6333,SS1,,4,,,5,,,4,,,,,,,,,,0,"Zolton, Kathy","Ai, Lanru",,,,,kxz121730,kathy zolton,
ACCT,6334,0W1,,9,,,16,,,5,,,,,,,,,,3,"Linsteadt, Chris C",,,,,,ccl019000,chris linsteadt,Auditing 
ACCT,6335,0W1,,13,14,13,6,2,5,4,,,,,2,,,,,0,"Bortz, Tiffany A","Tosto, Juliet J",,,,,tabortz,tiffany bortz,Ethics for Professional Accountants 
ACCT,6335,SS1,,6,,2,5,,1,,,,,,,,,,,2,"Bortz, Tiffany A",,,,,,tabortz,tiffany bortz,
ACCT,6336,001,,15,13,1,2,1,1,2,,,,,,,,,,0,"Mauriello, Joseph A","Deokar, Shraddha V",,,,,jam151430,joseph mauriello,Information Technology Audit and Risk Management 
ACCT,6341,501,,19,,8,3,,,,,,,,,,,,,0,"Goodrich, Mary Beth W","Udolisa, Odera R",,,,,goodrich,mary beth goodrich,Planning  Control and Performance Evaluation 
ACCT,6344,001,,5,4,8,4,2,,1,,,,,,,,,,1,"Bowen, Richard M","Udolisa, Odera R",,,,,rxb073100,richard bowen,Financial Statement Analysis 
ACCT,6344,0W1,,16,18,13,6,2,,,,,,,,,,,,0,"Gurun, Umit","Gu, Dongdi",,,,,ugg041000,umit gurun,Financial Statement Analysis 
ACCT,6345,501,,5,6,6,3,1,,,,,,,,,,,,0,"Janakiraman, Surya","Liu, Ruichao",,,,,suryaj,surya janakiraman,Business Valuation 
ACCT,6350,501,,10,9,,2,,,,,,,,,,,,,0,"Solcher, Steven J","Figueroa, Diego A",,,,,sjs107020,steven solcher,Fundamentals of Taxation I 
ACCT,6350,SS1,,2,,4,7,,2,,,,,,,,,,,2,"Gamino, John P",,,,,,jpg140630,john gamino,
ACCT,6353,501,,11,25,6,2,,,,,,,,1,,,,,2,"Solcher, Steven J","Figueroa, Diego A",,,,,sjs107020,steven solcher,Fundamentals of Taxation II 
ACCT,6354,501,,3,4,3,3,2,2,1,,,,,,,,,,0,"Pang, Wenjin","Deininger, Sarah A",,,,,wxp042000,wenjin pang,Partnership Taxation 
ACCT,6356,501,,36,1,3,2,,,1,,,,,,,,,,0,"Gamino, John P",,,,,,jpg140630,john gamino,Tax Research 
ACCT,6365,501,,14,9,13,11,3,3,1,,,,,,,,,,5,"Cheng, Samuel",,,,,,sxc109021,samuel cheng,Governmental and Not-For-Profit Accounting 
ACCT,6365,SS1,,3,,1,4,4,,1,,,,,,,,,,0,"Cheng, Samuel",,,,,,sxc109021,samuel cheng,
ACCT,6374,PPA,,34,17,4,3,2,,,,,,,,,,,,0,"Mauriello, Joseph A","Deokar, Shraddha V",,,,,jam151430,joseph mauriello,
ACCT,6377,501,,8,9,8,4,1,,,,,,,,,,,,1,"Ballew, Gregory E",,,,,,geb011100,gregory ballew,Corporate Governance 
ACCT,6380,501,,6,2,7,1,1,,,,,,,,,,,,0,"Mauriello, Joseph A","Adams, Veronica L","Deokar, Shraddha V",,,,jam151430,joseph mauriello,Internal Audit 
ACCT,6383,501,,21,,8,13,1,,3,,,,,1,,,,,1,"Bracy, Dana","Deininger, Sarah A",,,,,dxb016100,dana bracy,Fraud Examination 
ACCT,6386,001,,15,9,6,3,3,2,,,,,,1,,,,,0,"Mauriello, Joseph A","Adams, Veronica L","Deokar, Shraddha V",,,,jam151430,joseph mauriello,Governance  Risk Management and Compliance 
ACCT,6392,501,,6,2,5,5,,,,,,,,,,,,,1,"Mauriello, Joseph A","Adams, Veronica L","Deokar, Shraddha V",,,,jam151430,joseph mauriello,Advanced Auditing 
ACN,6312,003,,8,,6,7,,,1,,,,,1,,,,,1,"Atchison, Kristin J","Batchalli Maruthy, Gayathri",,,,,kja042000,kristin atchison,Research Methods in Behavioral and Brain Sciences - Part I 
ACN,6323,001,,9,,,4,,,,,,,,1,,,,,0,"Rennaker, Robert L",,,,,,rlr091000,robert rennaker,Neurophysiology 
ACN,6340,001,,14,8,1,1,1,2,,,,,,,,,,,2,"Kroener, Sven",,,,,,sxk101000,sven kroener,Cellular Neuroscience 
ACN,6341,0W1,,22,1,,,1,,,,,,,1,,,,,0,"Orrick, Erika D",,,,,,edo042000,erika orrick,Foundations of Human-Computer Interaction 
ACN,6345,001,,12,6,5,2,2,2,,,,,,,,,,,0,"Rodriguez, Christa M",,,,,,cmr067000,christa mcintyre rodriguez,Neurobiology of Learning and Memory 
ACN,6346,001,,36,5,3,2,,1,,,,,,,,,,,4,"Thompson, Lucien",,,,,,tres,lucien thompson,Systems Neuroscience 
ACN,6367,501,,3,7,2,,,,,,,,,,,,,,2,"Assmann, Peter",,,,,,assmann,peter assmann,Speech Perception 
ACN,6373,0W1,,28,,2,3,,,,,,,,,,,,,2,"Overzet, Kathryn M",,,,,,kmo053000,,Intraoperative Neurophysiological Monitoring 
ACN,6388,001,,10,1,1,1,1,1,,,,,,1,,,,,7,"Kilgard, Michael",,,,,,kilgard,michael kilgard,MATLAB for Brain Sciences 
ACN,6395,001,,16,,,5,,,5,,,,,1,,,,,0,"Wig, Gagandeep S",,,,,,gsw130130,gagan wig,Cognitive Psychology 
ACN,6395,0W1,,22,6,1,1,,,,,,,,2,,,,,0,"Hooge, Kimberley O",,,,,,koh170030,kimberley orsten hooge,Cognitive Psychology 
ACN,7372,001,,11,,2,,,,,,,,,,,,,,1,"Rodrigue, Karen M",,,,,,kmr082000,karen rodrigue,Seminar in Neuroscience 
ACTS,4303,001,5,3,4,3,1,4,1,3,1,,,,,,,,,0,"Makhijani, Neha","Degefu, Demisew G",,,,,nxm165130,neha makhijani,Long Term Actuarial Mathematics II 
ACTS,4304,001,2,2,2,6,12,3,2,,2,,1,,1,,,,,0,"Humphreys, Natalia A","Bal, Sabindra Singh",,,,,nah103020,natalia humphreys,Short Term Actuarial Mathematics I 
ACTS,4307,001,4,6,3,9,1,1,1,,,,,,1,,,,,0,"Hong, Liang",,,,,,lxh019000,liang hong,Statistics for Risk Modeling 
ACTS,4308,001,6,3,,2,,3,3,,,1,3,,4,,,,,0,"Makhijani, Neha","Yang, Haopeng",,,,,nxm165130,neha makhijani,Actuarial Financial Mathematics 
ACTS,4309,001,2,,,7,5,7,2,1,,,,,1,,,,,0,"Humphreys, Natalia A","Nadhomi, Timothy",,,,,nah103020,natalia humphreys,Investment and Financial Markets II 
AHST,1304,001,21,23,20,7,8,13,4,4,3,1,1,4,6,,,,,0,"Alibhai, Ali Asgar H","Anderson, Linda K","Dunbar, Amanda R",,,,aha180002,ali alibhai,Survey of Western Art History  Renaissance to Modern 
AHST,1304,002,20,29,20,8,8,7,3,6,3,,2,2,4,,,,,3,"Alibhai, Ali Asgar H","Dunbar, Amanda R",,,,,aha180002,ali alibhai,Survey of Western Art History  Renaissance to Modern 
AHST,2331,001,27,34,28,17,22,13,5,4,2,2,,,17,,,,,7,"Rosen, Mark S","Cai, Rebecca","Sahin, Merve","Prakash, Arya",,,mxr088000,mark rosen,Understanding Art 
AHST,2331,HN1,14,7,4,,,,,,,,,,,,,,,0,"Hofland, Amy",,,,,,axh190029,amy hofland,Understanding Art 
AHST,3318,001,,10,5,3,4,4,2,3,2,1,2,,3,,,,,2,"Terranova, Charissa",,,,,,cxt074100,charissa terranova,Contemporary Art 
AHST,3320,001,22,11,8,,,,,,,,,1,2,,,,,0,"Alibhai, Ali Asgar H",,,,,,aha180002,ali alibhai,Art in Historical Context 
AMS,2341,001,,14,9,15,17,5,3,2,,,,,3,,,,,1,"Naqvi, Syed K",,,,,,skn180000,syed naqvi,American Studies for the Twenty-First Century 
AMS,2341,HN1,,11,4,1,4,1,,,,1,,,1,,,,,1,"Smith, Erin",,,,,,erins,erin smith,American Studies for the Twenty-First Century 
AMS,3316,0W1,19,10,8,6,1,1,,1,1,,,,2,,,,,1,"Winstead, Elizabeth L",,,,,,lwm061000,elizabeth winstead,Interpersonal Communication 
AMS,4300,5H1,7,2,,1,,1,,,,,,,1,,,,,0,"Ross, Alyssa N",,,,,,anr161130,alyssa ross,Oral and Written Communication for the Classroom 
AMS,4305,5H1,,1,2,4,1,1,,,,,,,1,,,,,0,"Cotton, Scott C",,,,,,sxc024200,scott cotton,World History for Teachers 
AMS,4327,0W1,23,12,4,,1,2,,,2,,,,4,,,,,2,"Winstead, Elizabeth L",,,,,,lwm061000,elizabeth winstead,The Culture of Bullying in America 
AMS,4379,0W1,,4,1,1,1,5,3,,2,1,,,5,,,,,4,"Hudson, Jennifer M",,,,,,jxh100220,jennifer hudson,Special Topics in American Studies 
ARAB,1311,001,4,13,,3,1,,,2,,,,,1,,,,,0,"Anjum, Zafar",,,,,,zxa110730,zafar anjum,Beginning Arabic I 
ARHM,1100,001,26,11,2,5,7,3,2,5,3,4,2,,5,,,,,2,"Gray, Megan L",,,,,,mlg105020,megan gray,First Year Seminar 
ARHM,2340,001,8,4,,,3,2,,,,,,,2,,,,,0,"Avram, Danielle M",,,,,,avram,danielle avram,Creativity 
ARHM,3342,001,,7,2,,6,1,,3,,,,,,,,,,2,"Riccio, Thomas P",,,,,,txr033000,thomas riccio,Advanced Interdisciplinary Studies in the Arts and Humanities 
ARHM,3342,002,3,9,2,,3,1,1,1,,,,,3,,,,,0,"Evans, Kathryn C",,,,,,kcevans,kathryn evans,Advanced Interdisciplinary Studies in the Arts and Humanities 
ARHM,3342,501,3,6,2,1,,,,,,,,,3,,,,,1,"Pfister, Debra H",,,,,,dhpf,debra pfister,Advanced Interdisciplinary Studies in the Arts and Humanities 
ARHM,6310,001,,4,6,6,3,,,2,,,,,,,,,,1,"Brown, Matthew","Hatfield, Charles D",,,,,mxb091000,matthew brown,Team-Taught Interdisciplinary Seminar 
ARTS,1301,001,44,23,10,8,2,5,2,2,2,,1,,4,,,,,2,"Wilder, James E","Alanis Perez, Alan Isaac",,,,,jew042000,james wilder,Exploration of the Arts 
ARTS,1301,002,45,38,6,3,5,2,,2,,,1,1,,,,,,1,"Wilder, James E","Ivey, Tinamarie",,,,,jew042000,james wilder,Exploration of the Arts 
ARTS,1316,001,5,7,3,3,,1,,,,,,,,,,,,0,"Min, Inki A",,,,,,iam140230,inki min,Drawing Foundations 
ARTS,1316,002,3,2,7,3,1,,,1,,,,,,,,,,2,"Booker, Rebecca M",,,,,,pdb041000,,Drawing Foundations 
ARTS,1316,003,2,9,8,,,,,,,,,,,,,,,0,"Fridge, Brian D",,,,,,bdf081000,brian fridge,Drawing Foundations 
ARTS,1316,005,5,7,2,2,,,,,,,,,,,,,,2,"Travis, Audrey",,,,,,axt190092,,Drawing Foundations 
ARTS,2316,001,,3,7,3,3,,,,,,,,1,,,,,0,"Ligon, Peter A",,,,,,pal140130,peter ligon,Painting Foundations 
ARTS,2316,501,,7,4,,1,,,1,,,,,1,,,,,2,"Egan, Trey T",,,,,,tte150130,trey egan,Painting Foundations 
ARTS,2348,001,9,4,3,,1,,,1,1,,,,,,,,,0,"Williams, Thomas E",,,,,,tew210002,,Digital Art 
ARTS,2350,001,,5,,,3,1,1,1,,,,,1,,,,,4,"Copeland, Colette",,,,,,cxc132230,colette copeland,Photography  Design 
ARTS,2380,001,1,9,2,2,,2,,,,1,,,2,,,,,0,"Egan, Trey T",,,,,,tte150130,trey egan,Visual Design Foundations 
ARTS,2380,501,7,5,,2,1,,1,,,,,,2,,,,,0,"Reyes, Marcela",,,,,,mxr116430,marcela reyes,Visual Design Foundations 
ARTS,2381,001,3,8,1,,,,,,,,,,,,,,,0,"Hanson, Lily",,,,,,lxh210007,,Introduction to Sculpture 
ARTS,3311,001,5,3,,2,,2,,1,1,,,,3,,,,,1,"Copeland, Colette",,,,,,cxc132230,colette copeland,Contemporary Art Practices 
ARTS,3315,001,11,,,,,1,,,,,,,1,,,,,1,"Curry, Val",,,,,,vxc110930,val curry,The Art of Tinkering  Creating at the intersection of Art  Science and Technology 
ARTS,3341,001,,14,,,1,,,,,,,,,,,,,0,"Shi, Carle",,,,,,cxs174230,carle shi,Chinese Calligraphy 
ARTS,3363,001,1,12,1,,,2,1,1,,,1,,,,,,,0,"Tady, Lorraine T",,,,,,ltt042000,lorraine tady,Typography  Technology  Image 
ARTS,3364,001,4,9,,1,,,,1,,,,,,,,,,0,"Williams, Thomas E",,,,,,tew210002,,Silkscreen Printmaking 
ARTS,3366,501,1,7,6,3,,1,,,,,,,1,,,,,0,"Etter, Ian",,,,,,ixe200004,ian etter,Intermediate Drawing 
ARTS,3367,001,4,5,9,,,,,,,,,,,,,,,0,"Fridge, Brian D",,,,,,bdf081000,brian fridge,Figure Drawing 
ARTS,3367,002,,10,,4,3,,,,,,,,1,,,,,0,"Shi, Carle",,,,,,cxs174230,carle shi,Figure Drawing 
ARTS,3368,001,9,2,,1,1,,,,,,,,,,,,,1,"Reyes, Marcela",,,,,,mxr116430,marcela reyes,Mixed Media 
ARTS,3369,001,2,5,,,1,,,2,,,,1,1,,,,,0,"Tady, Lorraine T",,,,,,ltt042000,lorraine tady,Intermediate Painting 
ARTS,3371,001,,9,5,2,,,,,,,,,,,,,,0,"Durant, Stephanie D",,,,,,ddm043000,,Photography  Black White 
ARTS,3372,001,,10,6,,,,,,,,,,2,,,,,0,"Loving, Emily",,,,,,exl097120,emily loving,Photography  Color Concepts 
ARTS,3372,002,1,5,6,,3,,1,1,,,,,1,,,,,0,"Miller, Cynthia M",,,,,,cmm016900,cynthia miller,Photography  Color Concepts 
ARTS,3375,001,3,6,2,3,,,,,,,,,,,,,,1,"Randall, Steven V",,,,,,svr200001,steven randall,Sculpture 
ARTS,3377,001,2,6,3,2,2,,2,,,,,,,,,,,0,"Waligore, Marilyn A",,,,,,waligore,marilyn waligore,Photography  Altered Image 
ARTS,3379,001,,5,8,1,2,1,,,,,,,1,,,,,0,"Palmer, Marcy A",,,,,,mxp070100,marcy palmer,Photography  New Media 
ARTS,3379,501,,8,1,1,,,,,,,,,1,,,,,1,"Loving, Emily",,,,,,exl097120,emily loving,Photography  New Media 
ARTS,3382,001,1,8,1,,1,,,,1,,,,,,,,,1,"Tady, Lorraine T",,,,,,ltt042000,lorraine tady,Color as Subject 
ARTS,3383,001,,5,8,1,1,1,,,2,,,,1,,,,,0,"Etter, Ian",,,,,,ixe200004,ian etter,Digital Drawing 
ARTS,4308,001,5,8,,1,1,,,,,,,,1,,,,,0,"Durant, Stephanie D",,,,,,ddm043000,,Image Text 
ARTS,4368,001,6,10,,,,,,,,,,,,,,,,0,"Pomara, John",,,,,,pomara,john pomara,Advanced Visual Arts 
ATCM,1100,001,11,1,,5,1,5,1,,1,1,3,1,9,,,,,1,"Scoggins, Angela T",,,,,,alt014100,angela scoggins,First Year Seminar 
ATCM,1100,002,13,,,6,1,,,2,2,3,1,2,6,,,,,0,"Scoggins, Angela T",,,,,,alt014100,angela scoggins,First Year Seminar 
ATCM,1100,003,20,6,5,,,2,3,,1,,,,,,,,,2,"Gutierrez, Alejandra",,,,,,axg173831,,First Year Seminar 
ATCM,1100,004,16,9,3,2,2,2,1,,2,,,,3,,,,,0,"Gutierrez, Alejandra",,,,,,axg173831,,First Year Seminar 
ATCM,1100,501,23,3,2,,2,2,,,1,,,1,5,,,,,0,"Henderson, Kelley A",,,,,,kah111020,kelley henderson,First Year Seminar 
ATCM,2300,001,,251,12,19,30,,,13,,,3,1,7,,,,,7,"Balsamo, Anne","Pietsch, Samuel R","Lee, Yueh-Jung","Chowdhury, Nusrat Zahan","Martinez Ochoa, Angelica Miriam M","Haborak, Fiona K",axb161831,anne balsamo,Introduction to TechnoCulture 
ATCM,2301,001,3,4,7,6,3,3,2,,1,,,,3,,,,,0,"Jones, Jazmine Q",,,,,,jqj130030,jazmine jones,Digital Art and Design Foundations 
ATCM,2301,002,5,5,5,5,3,,,,,,1,,1,,,,,1,"Grasham, Morgan A",,,,,,mah160630,,Digital Art and Design Foundations 
ATCM,2301,003,2,6,7,4,2,2,4,,1,,,,,,,,,1,"Grasham, Morgan A",,,,,,mah160630,,Digital Art and Design Foundations 
ATCM,2301,004,4,6,5,1,4,2,,,,2,1,1,4,,,,,0,"Monjoree, Uttamasha",,,,,,uxm190002,,Digital Art and Design Foundations 
